# Equipacion de cada personaje, para ensenarlo de cuerpo.
# identidad = el valor del campo 0xBA162C11 de la partida.
# icono = fichero de datos/iconos/.../10_icon_chr/uniform/<icono>_00_l.png
# Lo genera herramientas/construir_equipacion_jugador.py (NOTAS O-76).
identidad,icono
5DD12AD0,u117401_10
5DE66EF4,u117401_10
5DFEA0C3,u117401_10
5E00A319,u117401_10
5E112820,u112101_10
5E1323C8,u110101_10
5E16D903,u117401_10
5E1D0155,u030901_10
5E205791,u117401_10
5E22349F,u117401_10
5E22BBD2,u010801_10
5E23751E,u021201_10
5E2F290A,u050701_10
5E4384A4,u021401_10
5E48D3BF,u040601_10
5E55FEBE,u117401_10
5E62BA9A,u117401_10
5E7A74AD,u117401_10
5E8E848B,u117201_10
5E959869,u020201_10
5EAEF7EA,u115101_10
5EB15D36,u020501_10
5EBA8560,u031601_10
5ECFA302,u117401_10
5ED29F3F,u030101_10
5ED90D34,u080501_10
5EDDF098,u050901_10
5EDFBB6C,u020201_10
5EF13F44,u115101_10
5EF27A8B,u117401_10
5F0DC935,u117401_10
5F1B6703,u080501_10
5F1DD15B,u020201_10
5F1F9AAF,u050901_10
5F25CEFA,u115101_10
5F3010BC,u117401_10
5F309FF1,u060601_10
5F3D1A4F,u010901_10
5F4CEEBC,u117201_10
5F57F25E,u020201_10
5F733701,u020501_10
5F78601A,u042001_10
5F8AB988,u040601_10
5F979489,u117401_10
5FA0D0AD,u117401_10
5FB81E9A,u117401_10
5FC2C92E,u117401_10
5FD4B334,u117401_10
5FDF6B62,u030901_10
5FE05EA8,u117401_10
5FE17869,u115101_10
5FE23DA6,u117401_10
60046288,u080901_10
60057851,u081101_10
60146B16,u117401_10
602B5EDC,u040901_10
602BD191,u117401_10
603BE105,u051801_10
605EF7F3,u117401_10
60632E7A,u117401_10
6066A8B5,u117401_10
60878DF2,u117401_10
608C55A4,u031301_10
609178A5,u060901_10
60BB1180,u117401_10
60C9A0BC,u010601_10
60DA2EF6,u117401_10
60DE644C,u115101_10
60E6B284,u117401_10
60F973C6,u117401_10
6106C078,u010301_10
610EBAB1,u112501_10
611004D6,u041801_10
611844C1,u117401_10
6124D8B3,u117401_10
6145E7C5,u117401_10
614E3F93,u031301_10
61797BB7,u117401_10
619C9DC4,u117401_10
619DD83F,u117401_10
61A1444D,u117401_10
61A1CB00,u061201_10
61C16889,u080701_10
61C608BF,u081501_10
61C71266,u081101_10
61CE2361,u115101_10
61D60121,u117401_10
61E934EB,u040901_10
61E9BBA6,u117401_10
61F9BB9F,u111001_10
620A1A30,u050401_10
621849AA,u117401_10
62190C51,u117401_10
62259023,u117401_10
6233EA39,u117401_10
6237DBEE,u011001_10
6245E74A,u110501_10
6252D54F,u117401_10
625F4797,u117401_10
626D6FC8,u117401_10
626DE085,u040101_10
6270CD84,u117401_10
627B4EB3,u080401_10
627DF8EB,u111801_10
628151D9,u115101_10
62821416,u010401_10
62829B5B,u117401_10
62989B67,u020101_10
62A1D64C,u117401_10
62A929F4,u021201_10
62BFCD9F,u117401_10
62C133AB,u117401_10
62CAEBFD,u031401_10
62EA9038,u117401_10
62F128E9,u117401_10
62FDAFD9,u117401_10
6303599C,u117401_10
630881CA,u031401_10
6328FA0F,u117401_10
633342DE,u117401_10
633FC5EE,u117401_10
634CF911,u117401_10
636FF432,u010201_10
6390BF78,u117401_10
639116F4,u115101_10
639DB58B,u030501_10
63AF05FF,u117401_10
63AF8AB2,u040101_10
63B2A7B3,u117401_10
63B7CBC8,u040101_10
63B92484,u080401_10
63BF356B,u051701_10
63BF92DC,u111801_10
63C87007,u050401_10
63DA239D,u117401_10
63DB6666,u117401_10
63E27CDB,u115101_10
63E7FA14,u117401_10
63EEAD3B,u115101_10
63F1800E,u117401_10
63F5B1D9,u011001_10
64012916,u031901_10
640AF140,u117401_10
6426B1D1,u115101_10
64302A58,u110701_10
64366D32,u117401_10
643DD65E,u115101_10
64590A1E,u115101_10
648C4B4B,u117401_10
649917A4,u117401_10
649998E9,u030501_10
64A6226E,u040201_10
64A6AD23,u117401_10
64BE6314,u050701_10
64C1D8DB,u050601_10
64D38B41,u117401_10
64D90B98,u110101_10
64EBD407,u111301_10
64EE52C8,u117401_10
64EEDD85,u061101_10
64F3F084,u031201_10
64F49CCB,u115101_10
6503B2EC,u050601_10
6511E176,u117401_10
65147D39,u041201_10
652C38FF,u117401_10
652CB7B2,u061101_10
652D9173,u115101_10
65319AB3,u031201_10
654E217C,u117401_10
655B7D93,u117401_10
65644859,u040201_10
6564C714,u117401_10
658BBCCA,u010201_10
65A08128,u020301_10
65BED61A,u050901_10
65C34321,u031901_10
65C89B77,u117401_10
65CC1255,u117401_10
65CCE996,u080601_10
65F2406F,u110701_10
65F40705,u117401_10
66043FBF,u070201_10
660F68A4,u010101_10
661245A5,u041101_10
661912BE,u020801_10
66265172,u110101_10
6647974F,u032301_10
664C4F19,u117401_10
664E1CBA,u111201_10
665A3503,u117401_10
6670B543,u081301_10
6670D36B,u117401_10
6675273B,u030701_10
6675BF10,u051101_10
66798444,u115101_10
66953518,u117401_10
66A46BA1,u117401_10
66A8EC91,u117401_10
66AD6A5E,u115101_10
66DFA9FD,u117401_10
66E0137A,u117401_10
66E09C37,u040501_10
671D4C87,u030301_10
671DC3CA,u117401_10
6722794D,u117401_10
6722F600,u040501_10
674A722E,u117401_10
67575F2F,u117401_10
6769C369,u115101_10
676A86A6,u117401_10
676F0069,u115101_10
6785FD78,u032301_10
678C768D,u111201_10
678E252E,u117401_10
67985F34,u117401_10
67B2B95C,u117401_10
67B7D527,u051101_10
67C65588,u070201_10
67CD8DDE,u117401_10
67DB7889,u020801_10
6801141D,u041701_10
6802BDA5,u117401_10
680A4306,u020101_10
6811ABC4,u050101_10
681C391C,u010501_10
681D3AC6,u041801_10
683E21D7,u117401_10
683EAE9A,u061401_10
683F885B,u115101_10
684964BB,u117401_10
685F1EA1,u117401_10
686382D3,u117401_10
6874BD32,u117401_10
688664A0,u117401_10
68901EBA,u070301_10
689B49A1,u117401_10
68A61F65,u030801_10
68ADC733,u117401_10
68C16A9D,u117401_10
68D33907,u117401_10
68D9A4AA,u117401_10
68DA3DBF,u111301_10
68E49446,u081201_10
68EEE08E,u117401_10
690300AA,u117401_10
69115330,u117401_10
691BCE9D,u117401_10
692152F0,u111601_10
6926FE71,u081201_10
692C8AB9,u117401_10
692FCF76,u115101_10
69440E97,u117401_10
694B1336,u115101_10
6952748D,u070301_10
69592396,u117401_10
69647552,u030801_10
696FAD04,u117401_10
6972164E,u115101_10
69782B4A,u040201_10
698B0E8C,u117401_10
698B81C1,u060701_10
699D7496,u117401_10
69A1E8E4,u117401_10
69B6D705,u117401_10
69C0D792,u117401_10
69C82931,u020101_10
69E1FBEE,u021201_10
69F1D938,u051601_10
69FC4BE0,u117401_10
6A0F55AF,u060801_10
6A0FDAE2,u117401_10
6A32036B,u117401_10
6A4403FC,u117401_10
6A4CFD5F,u020201_10
6A60BDCE,u115101_10
6A6392AD,u061701_10
6A789F8E,u117401_10
6A87D4C4,u117401_10
6A8A461C,u117401_10
6A95875E,u042201_20
6A9AA2A4,u080701_10
6A9D0E25,u110301_10
6A9F1AF3,u117401_10
6AA4D9E7,u021001_10
6AA85ED7,u117401_10
6AB290D4,u115101_10
6AB5FC9B,u117401_10
6ACA67D7,u030101_10
6ADDF7F8,u117401_10
6AE0A13C,u030701_10
6AEB796A,u117401_10
6AEE2858,u071701_10
6B0F412C,u115101_10
6B1F9DCF,u117401_10
6B22CB0B,u030701_10
6B29135D,u117401_10
6B2C426F,u071701_10
6B3AEF88,u117401_10
6B3FE60A,u061301_10
6B45B454,u117401_10
6B45BEF3,u117401_10
6B482C2B,u117401_10
6B57ED69,u042201_20
6B5D70C4,u117401_10
6B66616A,u110601_10
6B6A34E0,u117401_10
6B70FAE3,u115101_10
6B7796AC,u117401_10
6B85C073,u041801_10
6B8669CB,u117401_10
6B8E9768,u020201_10
6B957FAA,u050101_10
6BBA7AF4,u061501_10
6BBAF5B9,u117401_10
6BCDB0D5,u117401_10
6BD5D493,u051701_10
6BF0695C,u117401_10
6C163513,u117401_10
6C194B88,u050701_10
6C20BB81,u117401_10
6C25414A,u110101_10
6C2B63D7,u030901_10
6C36C19B,u117401_10
6C4C162F,u117401_10
6C54D818,u117401_10
6C639C3C,u117401_10
6C6FC9B6,u110601_10
6C7EB13D,u040601_10
6C873FB4,u020501_10
6C8C68AF,u042001_10
6C8CE7E2,u031601_10
6C8FC117,u117401_10
6C9CD776,u117401_10
6CA3FAEB,u020201_10
6CB35D65,u117401_10
6CB8E609,u117201_10
6CC41809,u117401_10
6CC75DC6,u115101_10
6CD1C64F,u115101_10
6CE9D9EE,u020201_10
6CEB921A,u050901_10
6CEF6FB6,u080501_10
6CF375CC,u117401_10
6CF9C180,u117401_10
6CFE4066,u030101_10
6D06723E,u117401_10
6D06FD73,u060601_10
6D13AC78,u115101_10
6D29F82D,u050901_10
6D2D0581,u080501_10
6D3BABB7,u117401_10
6D455583,u020501_10
6D4DAB20,u117401_10
6D4E8DD5,u031601_10
6D5EBD41,u117401_10
6D608A05,u071101_10
6D6190DC,u020201_10
6D713752,u117401_10
6D83618D,u060301_10
6D8E7C18,u117401_10
6D96B22F,u117401_10
6DA1F60B,u117401_10
6DB78C11,u021401_10
6DBCDB0A,u040601_10
6DD45F24,u117401_10
6DD71AEB,u115101_10
6DD77DAB,u021201_10
6DDB21BF,u050701_10
6DE2D1B6,u117401_10
6DE909E0,u030901_10
6DF4ABAC,u117401_10
6E0AA876,u117401_10
6E126641,u117401_10
6E252265,u117401_10
6E4A4549,u115101_10
6E508B4A,u117401_10
6E6605D8,u117401_10
6E6DDD8E,u031101_10
6E82291D,u060401_10
6E82A650,u117401_10
6E915954,u081001_10
6E986853,u115101_10
6E9F041C,u032201_10
6EAFF0AD,u111101_10
6EB0397C,u010101_10
6EBF7FD9,u117401_10
6EC011E4,u080601_10
6EC181ED,u020401_10
6EC97F4E,u117401_10
6ECA59BB,u031501_10
6EDCD6D0,u070401_10
6EE5D3A8,u010101_10
6EF5E33C,u117401_10
6EF7F50D,u020101_10
6F03EBDA,u020401_10
6F08338C,u031501_10
6F08BCC1,u041901_10
6F0B1579,u117401_10
6F151E8D,u117401_10
6F27B99F,u010101_10
6F37890B,u117401_10
6F40CC67,u117401_10
6F533363,u081001_10
6F5A0264,u115101_10
6F5D6E2B,u032201_10
6F6D9A9A,u111101_10
6F7D15EE,u117401_10
6F92E17D,u117401_10
6F9348F1,u115101_10
6FA46FEF,u117401_10
6FA6FC57,u040101_10
6FAFB7B9,u031101_10
6FC8C241,u117401_10
6FD00C76,u117401_10
6FD39563,u111301_10
6FDA91DB,u045301_10
6FE74852,u117401_10
6FF76C99,u110101_10
7000FFDC,u117401_10
700366C9,u111301_10
700A6271,u117401_10
701831EB,u117401_10
7034C428,u051101_10
7034FE37,u115101_10
7037BBF8,u117401_10
703A63B1,u111601_10
703DCF30,u081201_10
704212D7,u117401_10
704945CC,u070301_10
70502277,u115101_10
705F3FD6,u117401_10
70749C45,u117401_10
707F4413,u030801_10
708645D7,u117401_10
70903FCD,u117401_10
7090B080,u060701_10
70ADE644,u117401_10
70BAD9A5,u117401_10
70C5626A,u010501_10
70D1E498,u010101_10
70D84F6B,u041701_10
70DBE6D3,u117401_10
70E77AA1,u117401_10
70EAE879,u051601_10
70FACAAF,u021201_10
7107085D,u010501_10
710A9A85,u050101_10
71117247,u020101_10
71198CE4,u117401_10
711A255C,u041701_10
7124B91A,u115101_10
71251096,u117401_10
71259FDB,u061401_10
712E0C7C,u030101_10
71442FE0,u117401_10
715255FA,u117401_10
715CDC60,u050701_10
716F8C73,u117401_10
7178B392,u117401_10
718078E0,u117401_10
7187F906,u061701_10
718B2FFB,u070301_10
719D55E1,u117401_10
71B6F672,u117401_10
71BD2E24,u030801_10
71C10CFE,u111301_10
71C295EB,u117401_10
71C80846,u117401_10
71DA5BDC,u117401_10
71F5D1CF,u117401_10
7204AC8E,u117401_10
7214706D,u115101_10
7224D74B,u061301_10
7232221C,u117401_10
7237732E,u071701_10
7239FA4A,u030701_10
72464185,u117401_10
724CDC28,u042401_20
72531D6A,u117401_10
725E8515,u117401_10
725E8FB2,u117401_10
726BCBA2,u115101_10
726CA7ED,u117401_10
727105A1,u117401_10
727D502B,u110601_10
727D8291,u021001_10
7295A629,u020201_10
729D588A,u117401_10
729EF132,u041801_10
72A14BB5,u061501_10
72A1C4F8,u117401_10
72C5C259,u051801_10
72C812C1,u041701_10
72D68194,u117401_10
72EB581D,u117401_10
731464EE,u060801_10
7314EBA3,u117401_10
7329322A,u117401_10
735C9B05,u041801_10
735F32BD,u117401_10
7363AECF,u117401_10
737B8C8F,u115101_10
738193E5,u080701_10
73842BB2,u117401_10
73863F64,u110301_10
738EB61F,u042201_20
7391775D,u117401_10
739CE585,u117401_10
73A9A195,u115101_10
73AECDDA,u117401_10
73B36F96,u117401_10
73BF3A1C,u110601_10
73BFE8A6,u021001_10
73C6C6B9,u117401_10
73F0482B,u117401_10
73F51919,u071701_10
73FB907D,u030701_10
74089D39,u115101_10
741D437F,u117401_10
741DCC32,u060601_10
74209AF6,u117401_10
74308298,u020201_10
7432C96C,u050901_10
74458C00,u117401_10
745291A9,u020801_10
745533D9,u042001_10
7455BC94,u031601_10
74569A61,u117401_10
74614DAB,u041501_10
746A0613,u117401_10
747AA19D,u020201_10
747BBB44,u071101_10
748D836E,u117401_10
74954D59,u117401_10
749850CC,u060301_10
74A7EA4B,u040601_10
74ACBD50,u021401_10
74BAC74A,u117401_10
74C010FE,u050701_10
74CC2BAA,u115101_10
74CC4CEA,u021201_10
74CF6E65,u117401_10
74EF9AED,u117401_10
74F238A1,u030901_10
74F9E0F7,u117401_10
75027AC9,u050701_10
750D0452,u117401_10
750E26DD,u021201_10
75247A4F,u080601_10
752DF0DA,u117401_10
75305296,u030901_10
7533410C,u117401_10
753B8AC0,u117401_10
754FE959,u117401_10
7557276E,u117401_10
756ED767,u021401_10
7574F8F7,u110601_10
7578AD7D,u117401_10
7587E637,u117401_10
7594F056,u117401_10
759759EE,u042001_10
759C0EF5,u020501_10
75A3D748,u117201_10
75A86C24,u117401_10
75AD65C5,u110101_10
75B8CBAA,u020201_10
75CAF70E,u115101_10
75DC6C87,u115101_10
75DF2948,u117401_10
75E2F0C1,u117401_10
75EDB664,u010201_10
75F0A35B,u050901_10
75F2E8AF,u020201_10
75F45EF7,u080501_10
75FFCCFC,u030101_10
76033259,u050201_10
76102438,u117401_10
76138D80,u041901_10
7618DA9B,u020401_10
762CB84A,u117401_10
763C88DE,u010101_10
76413325,u115101_10
76465F6A,u032201_10
76480222,u081001_10
765BFD26,u117401_10
766624AF,u117401_10
7669620A,u010101_10
7676ABDB,u111101_10
768879B0,u115101_10
7689D03C,u117401_10
76931E3F,u115101_10
76B486F8,u031101_10
76BF5EAE,u117401_10
76C1A09A,u045301_10
76C8A422,u111301_10
76CB3D37,u117401_10
76D3F300,u117401_10
76FC7913,u117401_10
77095700,u117401_10
77119937,u117401_10
771A2BCD,u030101_10
772C7880,u010101_10
773E1324,u117401_10
774BBA0B,u117401_10
7776ECCF,u031101_10
777D3499,u117401_10
7784355D,u032201_10
77983E9D,u115101_10
7799185C,u060401_10
77999711,u117401_10
77A44E98,u117401_10
77B4C1EC,u111101_10
77C7E791,u070401_10
77D168FA,u031501_10
77D1E7B7,u041901_10
77D24E0F,u117401_10
77E6A393,u061701_10
77EED27D,u117401_10
7800CB40,u051201_10
78037580,u117401_10
78158BF0,u112501_10
781DF139,u010301_10
783DFFC3,u020801_10
783FE9F2,u117401_10
7851E270,u050701_10
78550ED2,u031301_10
78571227,u020501_10
785ED684,u117401_10
78624AF6,u117401_10
7886E97E,u117401_10
7887AC85,u117401_10
78BA750C,u117401_10
78BAFA41,u061201_10
78CD3060,u117401_10
78D51220,u115101_10
78DC2327,u081101_10
78DD39FE,u081501_10
78E28ADE,u111001_10
78F28AE7,u117401_10
790F5A57,u117401_10
791E4910,u081101_10
791F53C9,u080901_10
7920D044,u051801_10
7920E0E9,u111001_10
79306F9D,u040901_10
7930E0D0,u117401_10
7939FA38,u051101_10
7945C6B2,u117401_10
7968D308,u040101_10
79781F3B,u117401_10
797D99F4,u117401_10
798A49E4,u060901_10
799764E5,u031301_10
799CBCB3,u117401_10
79A020C1,u117401_10
79C11FB7,u117401_10
79C5550D,u115101_10
79D291FD,u010601_10
79D7E1C7,u112501_10
79DF9B0E,u010301_10
79E24287,u117401_10
79FD83C5,u117401_10
7A13B08B,u031401_10
7A1868DD,u117401_10
7A24F4AF,u117401_10
7A28739F,u117401_10
7A33CB4E,u117401_10
7A5B4F60,u010401_10
7A74C573,u051401_10
7A8684CA,u061101_10
7A8A27B5,u115101_10
7A8B8E39,u117401_10
7A9CBC3C,u110501_10
7AA215C5,u080401_10
7AA4042A,u051701_10
7AA4A39D,u111801_10
7AA996F2,u117401_10
7AACFA89,u040101_10
7AB434BE,u117401_10
7AB4BBF3,u040101_10
7AC05727,u117401_10
7AC112DC,u117401_10
7AD34146,u050401_10
7AEAB14F,u117401_10
7AF94D9A,u115101_10
7AFCCB55,u117401_10
7B023D10,u117401_10
7B0378EB,u117401_10
7B112B71,u050401_10
7B28DB78,u117401_10
7B2CEAAF,u011001_10
7B3EA162,u117401_10
7B4476D6,u117401_10
7B49E40E,u117401_10
7B5ED60B,u110501_10
7B607FF2,u080401_10
7B66C9AA,u111801_10
7B6BFCC5,u117401_10
7B6E90BE,u050201_10
7B765E89,u117401_10
7B992557,u010401_10
7B99AA1A,u117401_10
7B9A6098,u115101_10
7BA4FCDE,u117401_10
7BB218B5,u021201_10
7BC8FC49,u051801_10
7BD1DABC,u031401_10
7BDA02EA,u117401_10
7BE69E98,u117401_10
7BEA19A8,u117401_10
7BF1A179,u117401_10
7BF4253C,u110101_10
7C0AD037,u117401_10
7C1883AD,u050601_10
7C2AABF2,u031201_10
7C2DC7BD,u115101_10
7C328F71,u117401_10
7C36A032,u115101_10
7C3709BE,u117401_10
7C3786F3,u061101_10
7C404CD2,u117401_10
7C55103D,u117401_10
7C673862,u050701_10
7C7FF655,u117401_10
7C850D27,u117401_10
7C908D8B,u010201_10
7C95A4C5,u021201_10
7CD3AA36,u117401_10
7CD71DC7,u040101_10
7CD7D8D7,u080601_10
7CD87260,u031901_10
7CE9712E,u110701_10
7CEF3644,u117401_10
7D11C001,u117401_10
7D1A1857,u031901_10
7D26E71F,u115101_10
7D2B1B19,u110701_10
7D2D5C73,u117401_10
7D423B5F,u115101_10
7D52E7BC,u010201_10
7D8226E5,u117401_10
7D82A9A8,u030501_10
7D977A0A,u117401_10
7DA55255,u050701_10
7DADACF6,u051201_10
7DBD9C62,u117401_10
7DC23AD9,u110101_10
7DC601C4,u041001_10
7DC8BA00,u117401_10
7DDAE99A,u050601_10
7DE8C1C5,u031201_10
7DEFAD8A,u115101_10
7DF0E546,u111301_10
7DF56389,u117401_10
7E033F09,u041001_10
7E067DC6,u030301_10
7E06F28B,u117401_10
7E1F5B67,u050701_10
7E39480C,u117401_10
7E39C741,u040501_10
7E4C6E6E,u117401_10
7E51436F,u117401_10
7E71B7E7,u117401_10
7E72F228,u115101_10
7E743128,u115101_10
7E836E75,u117401_10
7E95146F,u117401_10
7E9747CC,u111201_10
7E9ECC39,u032301_10
7EA9881D,u117401_10
7EACE466,u051101_10
7ECB1ED3,u041101_10
7ED6BC9F,u117401_10
7EFD0E30,u020701_10
7F0223FF,u020801_10
7F0974E4,u041101_10
7F1459E5,u010101_10
7F1F0EFE,u070201_10
7F3D6033,u110101_10
7F410442,u117401_10
7F552DFB,u111201_10
7F577E58,u117401_10
7F5CA60E,u032301_10
7F62B505,u115101_10
7F6BE22A,u117401_10
7F6E167A,u030601_10
7F6E8E51,u051101_10
7F8E0459,u117401_10
7F932958,u117401_10
7FB3DDD0,u117401_10
7FB65B1F,u115101_10
7FC498BC,u117401_10
7FE3EC0C,u051601_10
7FFB223B,u117401_10
800072CB,u071001_10
800559C5,u117401_10
8016A510,u115101_10
801B5231,u041801_10
8027410E,u021401_10
802C1615,u041501_10
802EFA56,u117401_10
8031B459,u117401_10
8033C66B,u031001_10
804BECA0,u051701_10
8059BF3A,u117401_10
806466B3,u117401_10
8064E9FE,u061701_10
8080C53B,u117401_10
808B1D6D,u030501_10
80C36DCB,u117401_10
80CB1C25,u117401_10
80D92C85,u117201_10
80DC23C4,u117401_10
80F45E37,u010101_10
80F78057,u117401_10
80FE3B0F,u117401_10
810107FC,u117401_10
810188B1,u011201_10
81097612,u117401_10
811B46B2,u115101_10
811E49F3,u117401_10
8135EA60,u117401_10
8137FC51,u011401_10
813C5138,u117401_10
813E3236,u031401_10
8142AF0C,u117401_10
8149775A,u030501_10
818F9778,u080401_10
8193A099,u010101_10
819BD50D,u117401_10
81A60C84,u117401_10
81C733F2,u117401_10
81D4CF27,u117401_10
81D93806,u117401_10
81E10A4B,u010901_10
81EC9061,u117401_10
81EE7C22,u041501_10
8205AD84,u061301_10
820C788D,u010201_10
821F0163,u117401_10
8222D8EA,u117401_10
8232D174,u080901_10
8233CBAD,u081101_10
8234672C,u111501_10
823AFAAA,u115101_10
8247ABEB,u110301_10
825E26EA,u117201_10
8268440F,u117401_10
82743F52,u117401_10
8280A88F,u080701_10
82855CDF,u011101_10
8285D392,u117401_10
828DA27C,u117401_10
829326C5,u021801_20
829F92DC,u115101_10
82B13E0E,u117401_10
82B218FB,u030101_10
82B88556,u117401_10
82BAE658,u031301_10
82C67B62,u117401_10
82CDA334,u030401_10
82D00178,u117401_10
82EC9D0A,u117401_10
82F3B03F,u115101_10
82F4E44E,u021201_10
82FF1340,u010901_10
83010C35,u020901_10
83041155,u117401_10
830FC903,u030401_10
83126B4F,u117401_10
832ABD87,u115101_10
832EF73D,u117401_10
8331DA08,u115101_10
833D7977,u010201_10
8342C2B8,u080501_10
8347B9A5,u117401_10
834802E2,u111701_10
834FC84B,u117401_10
835D4164,u050701_10
835DF8EB,u115101_10
83735439,u117401_10
837AEF61,u117401_10
839F865F,u117401_10
83AA2E38,u117401_10
83BC2E1E,u010901_10
83CE12BA,u010201_10
83CF38CE,u051801_10
83DD6B54,u117401_10
83E03D90,u117401_10
83E0B2DD,u117401_10
83F0BB43,u080901_10
83F60D1B,u111501_10
840661DF,u030101_10
840DB989,u117401_10
842BEBF8,u115101_10
8441AA3E,u111701_10
84466097,u117401_10
844E1179,u117401_10
84533C78,u117401_10
84545037,u115101_10
847347BD,u117401_10
8479DA10,u117401_10
847AFCE5,u117401_10
84806228,u041701_10
84867D2D,u115101_10
84A16AA7,u010901_10
84A386E4,u117401_10
84AA3DBC,u021701_10
84B6AB10,u112201_10
84C69012,u051301_10
84D4C388,u117401_10
84E91A01,u117401_10
84E9954C,u030301_10
84FF0E3E,u070201_10
8504FA25,u051301_10
8513F873,u050701_10
8516A9BF,u117401_10
852B7036,u117401_10
85363312,u010101_10
8559B395,u115101_10
8561ECD3,u117401_10
85630090,u010901_10
8574C127,u112201_10
8583C009,u111701_10
85840AA0,u117401_10
858C7B4E,u117401_10
858CF403,u011301_10
8591564F,u117401_10
85963A00,u115101_10
85B12D8A,u117401_10
85B34E84,u032301_10
85B896D2,u117401_10
85BAC571,u111201_10
85BBB027,u117401_10
85C9E30C,u010201_10
85CFD3BE,u117401_10
85F00CCE,u110101_10
8600DECE,u117401_10
86013525,u080301_10
860699A4,u110701_10
8608206D,u011401_10
8608AF20,u117401_10
8612EE6E,u115101_10
8627AA7E,u117401_10
8635F9E4,u117401_10
86379AEA,u031901_10
863C42BC,u117401_10
863F9CDC,u010101_10
8640DF86,u030301_10
864B07D0,u117401_10
8660A443,u117401_10
8675BFD9,u010101_10
86802E4B,u051201_10
86854230,u117401_10
86927DD1,u117401_10
86AFA458,u117401_10
86D948B8,u115101_10
86DD67FB,u117401_10
86E538BD,u117401_10
86E7D4FE,u020201_10
86F01549,u112201_10
86FAF9FF,u011001_10
8707294F,u031201_10
871F0DCC,u110101_10
8725BEC9,u020201_10
8727528A,u117401_10
87327F7E,u112201_10
873893C8,u011001_10
8742447C,u051201_10
87472807,u117401_10
875017E6,u117401_10
876D4122,u030501_10
876DCE6F,u117401_10
8782B5B1,u030301_10
87896DE7,u117401_10
87A2CE74,u117401_10
87C2B4F9,u117401_10
87C90F95,u115101_10
87CAC517,u117401_10
87D08459,u115101_10
87F793D3,u117401_10
87FD0E7E,u117401_10
87FDF6EB,u010101_10
87FE288B,u117401_10
8804B097,u117401_10
88065CD4,u041201_10
8806D399,u117401_10
8826A85C,u117401_10
8842AB42,u050101_10
884E2C72,u117401_10
884EA33F,u061501_10
8861A661,u050101_10
8872B000,u117401_10
8873F5FB,u117401_10
88842328,u115101_10
8893E7D8,u020801_10
88961388,u117401_10
88A1D8E1,u045601_10
88AA8FFA,u020901_10
88ABBDD9,u110301_10
88BCF5E0,u117401_10
88CE3643,u117401_10
88DDCA96,u117401_10
88E9270A,u117401_10
88E9A847,u010601_10
88F48546,u040301_10
891478F7,u030701_10
89185182,u112101_10
891FA0A1,u117401_10
8923F4EB,u071601_10
892B4D3D,u117401_10
892BC270,u010601_10
8936EF71,u040301_10
895479BF,u117401_10
89577E17,u080201_10
895D2E90,u115101_10
8963B2D6,u045601_10
8968E5CD,u020901_10
8969D7EE,u110301_10
897E9FD7,u117401_10
898C4645,u117401_10
898F038A,u115101_10
89B0DA37,u117401_10
89B19FCC,u117401_10
89C4B9AE,u117401_10
89C6DAA0,u117401_10
89E4C26B,u117401_10
8A08922B,u117401_10
8A153067,u030601_10
8A228A15,u112301_10
8A271838,u050101_10
8A340E59,u117401_10
8A354BA2,u117401_10
8A406DC0,u117401_10
8A420ECE,u117401_10
8A507F74,u050701_10
8A55312F,u117401_10
8A58A3F7,u117401_10
8A5D40C1,u117401_10
8A69AD5D,u117401_10
8A90AC99,u030801_10
8A95C13C,u040101_10
8A9B74CF,u117401_10
8A9C85EC,u112101_10
8A9FA83E,u010501_10
8AAF161E,u010701_10
8AAF9953,u117401_10
8AB0D75C,u117401_10
8AB17EED,u020201_10
8AB1DD55,u117401_10
8ABFCAFD,u115101_10
8AC07132,u115101_10
8AD0ADD1,u117401_10
8AD41C59,u010101_10
8AD58B3B,u111601_10
8AE766B8,u011101_10
8AEC31A3,u021301_10
8B12C7E6,u117401_10
8B17E10C,u111601_10
8B250C8F,u011101_10
8B2583C2,u031001_10
8B591EF8,u117401_10
8B6D7C29,u010701_10
8B6DF364,u117401_10
8B72BD6B,u117401_10
8B8064F9,u117401_10
8B8207F7,u117401_10
8B8288BA,u041001_10
8B89DFA1,u021201_10
8B975B18,u117401_10
8B9AC9C0,u117401_10
8B9F2AF6,u117401_10
8BABC76A,u117401_10
8BC27379,u117401_10
8BCA7751,u061401_10
8BCAF81C,u117401_10
8BD0361F,u115101_10
8BD75A50,u030601_10
8BE0E022,u112301_10
8BE5720F,u050101_10
8BF6646E,u117401_10
8BF72195,u117401_10
8C0813F7,u010101_10
8C0C41E7,u061101_10
8C0C50DB,u117401_10
8C1B6F3A,u117401_10
8C1EC663,u050701_10
8C27F348,u010101_10
8C2C2B1E,u117401_10
8C4FEF53,u051201_10
8C50B624,u117401_10
8C574707,u112101_10
8C645BB8,u117401_10
8C64D4F5,u010901_10
8C67913A,u115101_10
8C80777D,u020301_10
8C89CC25,u117401_10
8C8B2066,u040701_10
8C8BAF2B,u117401_10
8C985988,u110901_10
8CA04629,u111401_10
8CA9B7E0,u032201_10
8CAFB760,u117401_10
8CB91F5F,u011001_10
8CC350C0,u117401_10
8CD52ADA,u117401_10
8CEA652C,u070401_10
8CECDAD3,u050201_10
8CFE8949,u117401_10
8CFFCCB2,u117401_10
