# El giro del anillo del arbol (0x38AFC2B8) de cada personaje, leido de los
# jugadores que hizo el juego en una partida (NOTAS O-195). Es fijo por
# personaje: el editor lo usa al girar el anillo. Lo genera
# herramientas/construir_anillos.py <partida>.
identidad,chara_base_id,diamante,rama,giro,muestras,discrepan
76138D80,-538475534,0,0,8,1,0
762CB84A,-539445704,0,0,6,1,0
765BFD26,-542117036,0,0,7,1,0
766624AF,-544068899,0,0,7,1,0
7676ABDB,-545086039,0,0,7,4,0
7689D03C,-545399218,0,0,6,1,0
76BF5EAE,-548712228,0,0,6,1,0
76CB3D37,-549506235,0,0,6,3,0
76D3F300,-551027342,0,0,1,1,0
773E1324,-557179562,0,0,4,1,0
7776ECCF,-561847619,0,0,1,1,0
7784355D,-563070161,0,0,7,1,0
77D168FA,-567974264,0,0,6,1,0
77D1E7B7,-567940667,0,0,7,1,0
77D24E0F,-567918467,0,0,4,1,0
78037580,-772310030,0,0,7,1,0
78158BF0,-773749374,0,0,7,39,0
785ED684,-777332490,0,0,1,1,0
7886E97E,-780998900,0,0,6,1,0
7887AC85,-780950793,0,0,1,1,0
78CD3060,-784777710,0,0,1,1,0
78E28ADE,-787053396,0,0,1,2,0
7920E0E9,-791351653,0,0,7,1,0
79282EE7,-790880107,0,1,4,4,0
79306F9D,-792436241,0,0,1,1,0
7930E0D0,-792400222,0,0,1,1,0
7945C6B2,-793655104,0,0,1,1,0
797D99F4,-796289146,0,0,6,1,0
799764E5,-798791017,0,0,6,1,0
79A020C1,-799789389,0,0,7,1,0
79C11FB7,-801828411,0,0,8,1,0
79D291FD,-802775153,0,0,1,2,0
79D7E1C7,-802951243,0,0,4,11,0
79FD83C5,-804680265,0,0,6,1,0
7A13B08B,-739787015,0,0,7,1,0
7A1868DD,-739481937,0,0,7,1,0
7A24F4AF,-741279011,0,0,6,1,0
7A33CB4E,-741882564,0,0,6,1,0
7A5B4F60,-743489262,0,0,8,1,0
7A74C573,-746534143,0,0,7,1,0
7A8B8E39,-746618805,0,0,8,1,0
7A9CBC3C,-748113330,0,0,7,1,0
7AA4A39D,-749687313,0,0,8,1,0
7AA996F2,-748840832,0,0,8,1,0
7AB434BE,-750765364,0,0,7,1,0
7AB4BBF3,-750733951,0,0,8,1,0
7AC05727,-751543979,0,0,1,1,0
7AD34146,-752398540,0,0,7,1,0
7B023D10,-755616926,0,0,7,1,0
7B28DB78,-757279478,0,0,6,1,0
7B3EA162,-758468848,0,0,1,1,0
7B49E40E,-759305604,0,0,7,1,0
7B5ED60B,-760555399,0,0,1,1,0
7B66C9AA,-762132520,0,0,7,1,0
7B765E89,-763211525,0,0,7,1,0
7B992557,-764597467,0,0,7,1,0
7B9A6098,-764514582,0,0,1,4,0
7BA4FCDE,-766446932,0,0,7,1,0
7BDA02EA,-768734056,0,0,8,1,0
7BF1A179,-771379445,0,0,7,1,0
7C1883AD,-705917473,0,0,7,1,0
7C3709BE,-708638772,0,0,7,1,0
7C55103D,-710861233,0,0,7,1,0
7C7FF655,-712247257,0,0,1,1,0
7CD3AA36,-718822332,0,0,7,1,0
7CD87260,-718504942,0,0,7,3,0
7CE9712E,-719487140,0,0,7,7,0
7CEF3644,-719636426,0,0,1,1,0
7D1A1857,-722594267,0,0,7,2,0
7D2B1B19,-723577493,0,0,6,1,0
7D2D5C73,-723955199,0,0,1,1,0
7D52E7BC,-727258674,0,0,7,1,0
7D8226E5,-730453865,0,0,7,1,0
7D977A0A,-731679624,0,0,7,1,0
7DE8C1C5,-736309321,0,0,7,1,0
7DF56389,-738103813,0,0,8,1,0
7E39C741,-674379469,0,0,1,1,0
7E4C6E6E,-675782628,0,0,6,1,0
7E51436F,-677032675,0,0,7,1,0
7E836E75,-680042489,0,0,8,1,0
7E9747CC,-681358914,0,0,4,1,0
7EACE466,-682038764,0,0,7,1,0
7ECB1ED3,-683732831,0,0,6,1,0
7ED6BC9F,-685591827,0,0,6,1,0
7EF9B9C1,-686966861,0,0,1,1,0
7F0223FF,-688509555,0,0,1,1,0
7F0223FF,-688509555,0,1,5,1,0
7F0974E4,-688031082,0,0,7,1,0
7F1459E5,-689940585,0,0,7,1,0
7F410442,-692778448,0,0,6,1,0
7F552DFB,-694082679,0,0,7,1,0
7F577E58,-693931990,0,0,8,1,0
7F6BE22A,-694162344,0,0,7,1,0
7F6E8E51,-694517725,0,0,8,1,0
7F8E0459,-696645077,0,0,1,2,0
7F932958,-697882838,0,0,6,1,0
7FFB223B,-703648695,0,0,8,1,0
8027410E,701714300,0,0,8,1,0
802EFA56,702215204,0,0,1,1,0
8059BF3A,699248968,0,0,8,1,0
8064E9FE,697362316,0,0,7,6,0
808B1D6D,696193823,0,0,1,1,0
80F45E37,687886405,0,0,7,1,0
80F78057,688098853,0,0,6,1,0
810188B1,687179459,0,0,6,1,0
811E49F3,686442369,0,0,6,1,0
8135EA60,683795474,0,0,7,1,0
813C5138,684220234,0,0,8,1,0
813E3236,684342340,0,0,6,1,0
8149775A,683505960,0,0,7,1,0
819BD50D,678419327,0,0,8,1,0
81C733F2,674446720,0,0,7,1,0
81EE7C22,672821840,0,0,1,1,0
8205AD84,-1486534837,1,0,8,2,0
820C788D,737703679,0,0,7,1,0
821F0163,736825105,0,0,1,1,0
8234672C,734030174,0,0,6,1,0
8280A88F,729065213,1,0,8,2,0
829326C5,728180919,0,0,7,1,0
82B13E0E,725954684,0,0,1,1,0
82B218FB,726013577,0,0,7,1,0
82B88556,726436644,0,0,6,1,0
82CDA334,725200198,0,0,6,1,0
82EC9D0A,723030904,0,0,8,1,0
82FF1340,722148658,0,0,7,2,0
83041155,720379687,0,0,7,1,0
830FC903,721143665,0,0,8,1,0
83126B4F,719742269,0,0,7,1,0
833D7977,717846277,0,0,7,3,0
834802E2,716967056,0,0,6,1,0
834FC84B,716949049,0,0,1,1,0
837AEF61,714006803,0,0,8,1,0
83AA2E38,710811722,0,0,1,1,0
83CF38CE,708523708,0,1,7,1,0
83DD6B54,707355942,0,0,7,1,0
83F60D1B,704775017,0,0,7,1,0
840661DF,770863021,0,0,8,1,0
840DB989,771340283,0,0,6,1,0
84466097,766668517,0,0,7,1,0
84533C78,765932042,0,0,6,1,0
847347BD,763840975,0,0,7,1,0
8479DA10,764269666,0,0,7,1,0
84A16AA7,760571093,0,0,6,1,0
84A386E4,760711318,0,0,6,1,0
84AA3DBC,761148366,0,0,6,1,0
84C69012,758292064,0,0,6,1,0
8504FA25,753988695,0,0,6,1,0
8516A9BF,753051597,0,0,6,1,0
852B7036,752844356,0,0,7,1,0
8559B395,749583847,0,0,1,1,0
8561ECD3,748020385,0,0,1,1,0
85840AA0,745538770,0,0,8,1,0
858CF403,746125937,0,0,6,1,0
85B34E84,742867190,0,0,6,1,0
85BAC571,743361283,0,0,7,1,0
85CFD3BE,742120908,0,0,7,1,0
8600DECE,804573372,0,0,7,1,0
860699A4,804427734,0,0,6,1,0
8608206D,805056031,0,0,8,1,0
8627AA7E,802399244,0,0,8,1,0
8635F9E4,801240982,0,0,7,1,0
86379AEA,801346712,0,0,1,1,0
863C42BC,801656014,0,0,6,1,0
863F9CDC,801870510,0,0,7,5,0
86AFA458,794536490,0,0,7,1,0
86E7D4FE,789830284,0,0,7,2,0
86FAF9FF,789510029,0,0,6,3,0
871F0DCC,787153854,0,0,6,17,0
8725BEC9,785494203,0,0,7,2,0
8727528A,785603832,0,0,6,1,0
8742447C,783698446,0,0,8,1,0
87472807,783492725,0,0,7,1,0
875017E6,782506388,0,0,8,1,0
876DCE6F,781828125,0,0,6,1,0
87896DE7,779969429,0,0,7,1,0
87C2B4F9,775338635,0,0,7,1,0
87FDF6EB,772405401,0,0,1,5,0
87FE288B,772417273,0,0,8,1,0
8806D399,569564651,0,0,7,1,0
8826A85C,567453230,0,0,8,1,0
8861A661,563456019,0,0,7,1,0
88961388,560078330,0,0,7,1,0
88ABBDD9,559920043,0,0,7,1,0
88E9A847,555591221,0,0,4,1,0
88F48546,553683764,0,0,1,1,0
891478F7,551581317,0,0,6,1,0
892BC270,551537666,0,0,1,1,0
895479BF,547387341,0,0,7,1,0
8968E5CD,547154879,0,0,4,1,0
8969D7EE,547215772,0,0,7,2,0
89B0DA37,541381701,0,0,1,1,0
89B19FCC,541430206,0,0,1,1,0
8A08922B,603757657,0,0,7,1,0
8A153067,601964053,0,0,1,1,0
8A228A15,601261159,0,0,6,2,0
8A271838,601036362,0,0,7,1,0
8A55312F,597770077,0,0,1,1,0
8A58A3F7,598519173,0,0,1,1,0
8A69AD5D,597533487,0,0,8,1,0
8A95C13C,-1342886925,1,0,6,2,0
8AAF161E,593172588,0,0,4,3,0
8AAF161E,593172588,0,1,8,2,0
8AB0D75C,591714606,0,0,7,1,0
8AD0ADD1,589603747,0,0,1,1,0
8AD58B3B,589399369,0,0,7,1,0
8AEC31A3,588791761,0,0,6,7,0
8B12C7E6,585550228,0,0,6,1,0
8B17E10C,585363326,0,0,1,1,0
8B250C8F,584123133,0,0,1,1,0
8B2583C2,584158640,0,0,7,1,0
8B591EF8,581767306,0,0,7,1,0
8B6D7C29,580481627,0,0,8,5,0
8B72BD6B,579253017,0,0,6,1,0
8B8064F9,578054795,0,0,1,1,0
8B8288BA,578193096,0,0,7,1,0
8B89DFA1,578671059,0,0,7,1,0
8BABC76A,576702744,0,0,7,1,0
8BCAF81C,574551662,0,0,1,1,0
8BD75A50,572740642,0,0,6,1,0
8BE5720F,571571325,0,0,8,1,0
8BF6646E,570583580,0,0,6,1,0
8BF72195,570634215,0,0,1,1,0
8C0C50DB,637034153,0,0,6,1,0
8C1B6F3A,636445000,0,0,7,1,0
8C27F348,634649914,0,0,1,2,0
8C2C2B1E,634922348,0,0,8,1,0
8C50B624,631552086,0,0,7,1,0
8C64D4F5,630250119,0,0,7,1,0
8C80777D,628390159,0,0,7,1,0
8C8B2066,629091860,0,0,7,1,0
8C985988,627857402,0,0,7,1,0
8CA04629,626280539,0,0,7,1,0
8CA9B7E0,626899346,0,0,7,1,0
8CB91F5F,625807661,0,0,1,2,0
8CC350C0,624385714,0,0,7,1,0
8CECDAD3,622384289,0,0,7,1,0
8D1740ED,618876575,0,0,6,1,0
8D3CE37E,617147660,0,0,7,1,0
8D49C51C,616418158,0,0,6,1,0
8D4BA612,616540256,0,0,1,1,0
8D5A33BF,615398861,0,0,6,1,0
8D622C1E,613818988,0,0,7,1,0
8D92DC13,610718305,0,0,8,1,0
8DA6BEC2,609398960,0,0,7,1,0
8DCE3AEC,607794334,0,0,4,1,0
8DD9050D,606931839,0,0,8,1,0
8E16087D,669124111,0,0,6,1,0
8E1DD02B,669638233,0,0,7,1,0
8E1FB325,669760855,0,0,7,1,0
8E226AAC,668361950,0,0,1,1,0
8E614D11,664093539,0,0,1,1,0
8E6A1A0A,664671352,0,0,7,2,0
8E7039A0,-1424960657,1,0,7,2,0
8E9453CE,660626876,0,0,1,4,0
8EAA648A,660499192,0,0,7,1,0
8EB972EB,659389593,0,0,7,1,0
8ECD1172,658054912,0,0,8,1,0
8ECF727C,658209806,0,0,7,1,0
8EDE70CB,657096377,0,0,8,9,0
8EF7491D,-1416125486,1,0,1,1,0
8F04A313,653307233,0,0,7,1,0
8F0D184B,653858361,0,0,7,1,0
8F0F7B45,654013751,0,0,8,1,0
8F0FF408,654047866,0,0,7,1,0
8F1C1AFC,652743822,0,0,6,3,0
8F4784AE,649300700,0,0,6,1,0
8F5639F9,648165259,0,0,1,1,0
8F7B18DC,646911662,0,0,6,1,0
8F9FBB54,644592934,0,0,7,1,0
8FA32726,643246420,0,0,7,1,0
8FA8FF70,643625218,0,0,1,1,0
8FD4624A,639659064,0,0,6,1,0
8FE0009B,638848745,0,0,7,1,0
900F49B6,972769220,0,0,7,1,0
90307C7C,969175566,1,0,6,2,0
904F48FE,968574604,0,0,7,1,0
9072E6AF,965142749,0,0,7,2,0
90AAAE8D,962502911,0,0,8,1,0
90ABEB76,962585860,0,0,8,1,0
90DDEBE1,959047059,0,0,7,1,0
90DF07A2,959121872,0,0,8,1,0
90FFF32A,957087064,0,0,6,1,0
911DE2D8,954854570,0,0,6,1,0
91551D33,950080321,0,0,4,1,0
9188D699,947706091,0,0,1,2,0
918D22C9,947465403,0,0,1,1,0
91A7C4A1,945015507,0,0,6,1,0
91B08C98,944014058,0,0,4,1,0
9209F6A7,1006500053,0,0,6,1,0
920CD04D,1006165567,0,0,7,1,0
923E3DCE,1003107260,0,0,1,1,0
923EB283,1003142385,0,0,1,1,0
92698C2A,1000178264,0,0,7,1,0
928C6A59,997745707,0,0,7,1,0
9292EEE0,996597906,0,0,1,1,0
929B55B8,997153738,0,0,7,1,0
92B0F62B,994375769,0,0,7,1,0
92CC6B11,993551715,0,0,7,1,0
92EC10D4,991436454,0,0,7,1,0
92ED552F,991517533,0,0,7,1,0
92FE434E,990530876,0,0,8,1,0
932E7AE3,987395217,0,0,7,1,0
9339BB54,986559782,0,0,7,3,0
934392B6,985111748,0,0,6,1,0
934E006E,985271836,0,0,1,1,0
93593F8F,984429053,0,0,7,1,0
935B5C81,984568563,0,0,8,1,0
935BD3CC,984604094,0,0,8,1,0
93729C1C,981897838,0,0,1,1,0
9380458E,980700156,0,0,4,1,0
938B9DD8,981439402,0,0,7,1,0
93B4275F,977283373,0,0,7,1,0
93CB9C90,977244898,0,0,8,1,0
93F700E2,973278864,0,0,1,1,0
93FC57F9,973625739,0,0,7,1,0
940C71AC,1039695838,0,0,5,2,0
942697C4,1037212086,0,0,7,1,0
943581A5,1036095447,0,0,1,5,0
944102FE,1035275404,0,0,7,1,0
94509753,1034197281,0,0,7,1,0
9460DC02,1033163376,0,0,7,1,0
94791D5F,1032655661,0,0,7,1,0
9489ED52,1031660320,0,0,6,1,0
94D50BAD,1025574367,0,0,7,1,0
94FEA83E,1024108108,0,0,6,1,0
9517619A,1021538280,0,0,7,3,0
9522C823,-1337842964,1,0,8,2,0
953CC209,1019792507,0,0,7,13,0
953CC209,1019792507,1,0,6,2,0
954B8765,1019185431,0,0,7,1,0
9592FD64,1013379862,0,0,7,1,0
959B463C,1013925966,0,0,7,1,0
95A22E1E,1012277356,0,0,7,2,0
95CE1B9B,1010439657,0,0,6,1,0
95E4FDF3,1007743873,0,0,7,1,0
95E5B808,1007793786,0,0,1,1,0
95F7EB92,1006888416,0,0,7,1,0
96072BBD,1072899535,0,0,8,2,0
96144A04,1071662198,0,0,7,1,0
9616290A,1071785848,0,0,7,1,0
961F9252,1072405536,0,0,6,1,0
964C1261,1069030419,0,0,7,1,0
965CB5EF,1068022685,0,0,7,1,0
9660299D,1066674159,0,0,7,2,0
96616C66,1066754580,0,0,7,1,0
96733FFC,1065824654,0,0,7,1,0
96848A15,1064338535,0,0,6,1,0
96B81667,1061951509,0,0,7,1,0
96CF530B,1060855161,0,0,7,1,0
9706E16A,1056108312,0,0,6,1,0
97395BED,1053644191,0,0,8,1,0
97712B4B,1048913209,0,0,7,1,0
9771A406,1048947316,0,0,7,1,0
977A7C50,1049522722,0,0,7,1,0
97A30651,1045891107,0,0,7,1,0
97C5418A,1043419128,0,1,8,2,0
97D4433D,1042304335,0,0,6,1,0
97D62033,1042427457,0,0,7,1,0
97D6AF7E,1042456844,0,0,7,1,0
97EC785C,-1299410285,1,0,1,2,0
980077F3,838105473,0,0,1,4,0
981AB9F0,837728130,0,0,6,1,0
98250377,835783941,0,0,6,1,0
9852461B,832981097,0,0,6,1,0
98599E4D,833458239,0,0,1,1,0
9880E44C,829745726,0,0,7,1,0
98B16475,-1110339910,1,0,1,1,0
98BD3DC5,826880951,0,0,7,1,0
98D929BD,825042895,0,0,1,4,0
98DC02B3,824708289,0,0,7,1,0
9935CB17,818005349,0,0,8,1,0
99428E7B,817266697,0,0,8,1,0
997F57F2,814438784,0,0,7,1,0
99902C2C,811868766,0,0,7,1,0
999BF47A,812644872,0,0,7,1,0
99D8D3C7,808246709,0,0,6,1,0
99E50A4E,806421564,0,0,7,1,0
99EF6F76,807100676,0,0,7,1,0
9A14F842,870381104,0,0,8,1,0
9A1F2014,871050854,0,0,8,1,0
9A264836,869418564,0,1,8,1,0
9A35C67C,868337678,0,0,1,1,0
9A54F90A,866187128,0,0,6,1,0
9A5C07A9,866650587,0,0,8,1,0
9AB11F79,860164363,0,0,7,1,0
9AB8A421,860662355,0,0,8,1,0
9AC65A15,858936423,0,0,1,1,0
9AED3C5A,857289256,0,0,8,5,0
9AFB0CD1,856621731,1,0,8,2,0
9AFB839C,856657390,0,0,7,1,0
9B043022,854605392,0,0,1,1,0
9B2F566D,853235743,0,0,7,3,0
9B39E9AB,852355033,0,0,7,1,0
9B46DD29,850580315,1,0,8,2,0
9B881784,846993910,0,0,7,1,0
9B96933D,845323599,0,0,7,1,0
9B9E6D9E,845833196,1,0,8,1,0
9BCB3039,843005515,0,0,7,1,0
9BD69275,841128967,0,0,6,1,0
9BDD4A23,841565265,0,0,7,1,0
9BE42201,839920755,0,0,7,1,0
9BF7AC4B,839098937,0,0,6,1,0
9C0D98FE,905549452,0,0,8,1,0
9C1FCB64,904643862,0,0,1,1,0
9C304177,902057733,0,0,8,1,0
9C7ADD92,898552800,0,0,1,1,0
9C97C542,895732528,0,0,7,1,0
9CA08166,894734100,0,0,1,1,0
9CA1F430,894827074,0,0,8,1,0
9D1688C8,887260858,0,0,6,1,0
9D1D509E,887709420,0,0,1,1,0
9D480D39,884736843,0,0,7,2,0
9D4F6176,884698884,0,0,7,4,0
9D5A9B7F,883856653,0,0,7,1,0
9D61CDA4,882230230,0,0,7,2,0
9D62EB51,882304291,0,0,1,1,0
9D6876FC,882669710,0,0,6,1,0
9D7A2566,881732372,0,0,7,1,0
9DB10CFD,876937871,0,0,1,1,0
9DB8B7A5,877443543,0,0,7,1,0
9DCFF2C9,876346555,0,0,8,1,0
9DDDA153,875147041,0,0,1,1,0
9DF22B40,872817970,0,0,6,1,0
9E043C8D,938488575,0,0,7,1,0
9E23A289,936881403,0,0,7,16,0
9E3C63CB,935882169,0,0,6,1,0
9E4B26A7,935274709,0,0,7,1,0
9E59753D,934116175,0,0,1,1,0
9E9984F0,929925762,0,0,1,1,0
9EB9FF35,927854919,0,0,6,1,0
9ED17B1B,925201769,0,0,1,2,0
9EE63F3F,923939149,0,0,6,1,0
9EE6C7AA,923978200,0,0,8,1,0
9EECA292,924364000,0,0,7,1,0
9EFEF108,923467642,0,0,1,1,0
9F13112C,921116510,0,0,6,1,0
9F1BEF8F,921690621,0,0,6,1,0
9F1DA8E5,921282199,0,0,7,1,0
9F2773FD,919829903,0,0,8,1,0
9F5BEEC7,917495989,0,0,1,1,0
9F7B9502,915381104,0,0,1,1,0
9F894C90,914178786,0,0,7,1,0
9F9E7371,912948483,0,0,7,1,0
9FCEDA86,909825268,0,0,6,1,0
A0085F4C,167530814,0,0,7,1,0
A008D001,167566963,0,0,8,1,0
A00AB30F,167689597,0,0,6,1,0
A03AB2CF,164543677,0,0,1,1,0
A0402FEA,162800024,0,0,8,3,0
A0A48C62,156271120,0,0,8,1,0
A0CDB3E1,154779027,0,0,6,3,0
A0DA7256,154041380,0,0,7,1,0
A0DB37AD,154089951,0,0,7,1,0
A0FA0993,151914465,0,0,1,1,0
A10A4BFB,150881673,0,0,1,2,0
A111A339,149269835,0,0,7,1,0
A1181861,149689875,0,0,8,1,0
A1195D9A,149771240,0,0,7,1,0
A11AF422,149879376,0,0,1,1,0
A125C1E8,147967898,0,0,1,1,0
A175F034,142736966,0,0,6,1,0
A18245DD,141970351,0,0,6,1,0
A1C16260,137718802,0,0,1,3,0
A1C1DD80,137745394,0,0,6,1,0
A1C8D938,138205002,0,0,6,1,0
A1CA357B,138296073,0,0,8,1,0
A1FDFE12,134869088,0,0,6,1,0
A20691B3,200449985,0,0,1,1,0
A21BBCB2,200258240,0,0,1,1,0
A24EE115,196800359,0,0,8,1,0
A253CC14,195543654,0,0,1,1,0
A26C7693,194541793,0,0,1,1,0
A27D8155,193564455,0,0,1,1,0
A2957757,190937381,0,0,6,1,0
A29CCC0F,191414909,0,0,6,1,0
A29D89F4,191465350,0,0,7,1,0
A29E204C,191508030,0,0,7,1,0
A2E96520,186477394,0,0,7,1,0
A30BFB9F,184546797,0,0,7,1,0
A32B0F17,182387045,0,0,6,1,0
A32B805A,182423080,0,0,8,1,0
A35EA638,178956362,0,0,6,1,0
A35FE3C3,179039665,0,1,8,1,0
A3637FB1,177697219,0,0,6,1,0
A386EE1A,175300712,0,0,7,1,0
A391A623,174434385,0,0,1,1,0
A3C4FB84,170980854,0,0,1,1,0
A3D9D685,170776823,0,0,7,1,0
A41870E9,-2122802650,1,0,8,2,0
A429F0D0,232652450,0,0,7,1,0
A431493F,231032653,0,0,1,4,0
A4570EE4,228786326,0,0,7,1,0
A485ACB3,225551041,0,0,7,1,0
A48F46C6,226183348,0,0,6,1,0
A4A73B35,223556935,0,0,7,1,0
A4AC6C2E,223896156,0,0,7,1,0
A4CD5358,221863210,0,0,7,1,0
A54749C9,213075899,0,0,7,1,0
A57082A0,210013394,0,0,6,1,0
A5978890,207849186,0,0,7,1,0
A59CDF8B,208196089,0,0,6,1,0
A5A8BD5A,207401768,0,0,8,1,0
A5D14DC5,-2135841014,1,0,1,1,0
A5D2F2C5,203881655,0,0,1,3,0
A5E042B1,202656963,0,0,1,1,0
A5E0CDFC,202687374,0,0,8,1,0
A5F32308,201796986,0,0,7,4,0
A5F32308,201796986,0,1,5,2,0
A603E327,267906389,0,0,6,1,0
A610F546,266664756,0,0,7,1,0
A6135CFE,266818188,0,0,1,1,0
A6180BE5,267126167,0,0,7,1,0
A63A132E,265166172,0,1,7,2,0
A63C59A0,264787922,0,0,6,2,0
A64F7FDD,263942575,0,0,1,1,0
A65626AB,262285529,0,0,7,4,0
A656BE80,262320370,0,0,7,1,0
A6641992,261101536,0,0,1,1,0
A66496DF,261134509,0,0,8,1,0
A68BED01,260039539,0,0,7,1,0
A6C8CABC,255640782,0,0,7,1,0
A6E3692F,253192029,0,0,6,1,0
A6F456CE,251680956,0,0,1,1,0
A70178DD,250967727,0,0,7,1,0
A7331A13,247927905,0,0,6,1,0
A73BAFFF,-2107947728,1,0,8,2,0
A78D15EA,242817944,0,0,7,1,0
A7944C9C,241189614,0,0,6,2,0
A7944C9C,241189614,0,1,8,1,0
A79CA487,-2097394104,1,0,7,1,0
A7AD24BE,240724684,0,0,7,1,0
A7B50A4B,239141945,0,0,1,1,0
A7D1B984,237352950,0,0,8,1,0
A7EE0303,236588401,0,0,8,1,0
A803A4FE,33008268,0,0,8,1,0
A8155A8E,31544572,0,0,4,1,0
A8184DE2,-1921472723,1,0,7,1,0
A8229AC0,30839986,0,0,1,1,0
A83F388C,30095102,0,0,7,1,0
A857BCA2,27505360,0,0,8,1,0
A86A652B,27159385,0,0,7,1,0
A8E34179,18304779,1,0,8,2,0
A8F03897,17053413,0,0,7,1,0
A8F25B99,17192427,0,0,7,1,0
A90F8B29,16483675,0,0,8,1,0
A9212B4E,13968700,0,0,7,1,0
A930BEE3,12890257,0,0,7,1,0
A9AD6367,5860629,0,0,1,2,0
A9BE7506,4881268,0,0,1,1,0
A9D24083,2510577,0,0,1,2,0
A9D2D8A8,2545370,0,0,1,1,0
A9E0F0F7,1375877,0,0,7,1,0
AA1102FB,65342601,0,0,7,1,0
AA642499,59779819,0,0,8,1,0
AA664797,59918821,0,0,8,1,0
AAB46A8D,54551807,0,0,6,3,0
AAB686CE,54692028,0,0,8,1,0
AAC32FE1,53944723,0,0,7,1,0
AB0A12CD,50207935,0,0,7,1,0
AB3601F2,46272384,0,0,7,1,0
AB66BF63,43168017,0,1,7,1,0
AB768FF7,42107269,0,0,1,1,0
ABA42DA0,38806482,0,0,8,1,0
ABD368CC,36136638,0,0,8,1,0
ABEEB145,35307319,0,0,6,1,0
AC08ED0A,100459384,0,0,7,1,0
AC15C00B,98684537,0,0,7,1,0
AC409DAC,95720414,0,0,7,1,0
AC6A7BC4,94270902,0,0,6,1,0
AC6F17BF,94050765,0,0,7,1,0
AC6F17BF,94050765,1,0,6,2,0
AC8F9DB7,91984837,0,0,7,1,0
ACAFE672,89909248,0,0,7,1,0
ACC8938A,87858680,0,0,1,1,0
ACD0A528,86289242,0,0,6,1,0
ACDAC010,86953570,0,0,8,1,0
AD0AF9BD,83818447,0,0,1,1,0
AD12CF1F,82231661,0,0,1,1,0
AD18AA27,82617429,0,0,7,1,0
AD4DF780,79297010,0,0,6,1,0
AD665413,76700257,0,0,6,1,0
ADA811F3,73146241,0,0,6,1,0
ADBD4D1C,71910254,0,0,8,1,0
ADBDC251,71945251,0,0,1,1,0
ADCA873D,71207247,0,0,6,1,0
ADD7AA3C,69444686,0,0,1,1,0
AE29A9E6,131966868,0,0,7,2,0
AE399972,130914048,0,0,6,1,0
AE3BFA7C,131068942,0,0,7,1,0
AEA1A7C0,123054514,0,0,8,1,0
AEAE93CA,123379128,0,0,7,1,0
AF02F281,116849907,0,0,1,1,0
AF09A59A,117287912,0,0,7,1,0
AF20EA4A,114615352,0,0,1,1,0
AF4C47E4,112740758,0,0,1,1,0
AF5489D3,111183777,0,0,1,1,0
AF63CDF7,110609285,0,0,8,1,0
AF6CF9FD,110688143,0,0,7,1,0
AF7E6FBB,109732297,0,0,6,1,0
AF876E7F,108224525,0,0,8,1,0
AF8C3964,108541718,0,0,8,1,0
AFC449C2,103827376,0,0,1,1,0
AFEBC3D1,102747555,0,0,1,1,0
AFF9904B,101555769,0,0,1,1,0
AFFBF345,101711159,0,0,7,1,0
B014BA68,434156570,0,0,6,1,0
B02B8FA2,434078160,0,0,7,1,0
B04826AB,431761625,1,1,8,2,0
B0A54447,424757813,0,0,7,1,0
B0B33E5D,424095791,0,0,6,1,0
B0B65226,423779412,0,0,7,2,0
B0B6CA0D,423806079,0,0,7,4,0
B0C971C2,423460784,0,0,7,4,0
B0DAFF88,422507002,0,0,7,1,0
B10E6BCF,419063229,0,0,6,1,0
B11895BF,418159565,0,0,7,1,0
B12409CD,416286655,0,0,8,1,0
B13273D7,415661477,0,0,7,1,0
B139AB81,416130547,0,0,8,1,0
B14C8DE3,414745489,0,0,1,1,0
B171DB27,411424085,0,1,1,2,0
B195F7E2,409074064,0,0,8,1,0
B1A9E4DD,408808111,0,0,1,8,0
B1C06F99,406086123,0,0,6,3,0
B1E96AD8,404579498,0,0,1,1,0
B1E9E595,404614119,0,0,7,1,0
B1F87038,403471946,0,0,6,1,0
B21A7497,468613861,0,0,6,1,0
B21F1932,-1753222147,1,0,8,1,0
B2528B7C,463897870,0,0,6,14,0
B26DBEB6,463057092,0,0,7,1,0
B26FDDB8,463197130,0,0,1,1,0
B2B6A7B9,457353675,0,0,6,1,0
B2BF1CE1,457904787,0,0,8,1,0
B2C8598D,456939519,0,0,8,1,0
B2F58004,453086838,0,0,7,1,0
B337EA33,449045569,0,0,6,1,0
B374CD8E,444646396,0,0,1,1,0
B37D76D6,445216932,0,0,7,1,0
B3906E06,442785908,0,0,7,1,0
B390E14B,442822457,0,0,7,4,0
B3AF5BCC,442193342,0,0,1,9,0
B3AFD481,442227443,0,0,1,1,0
B3D81EA0,439095506,0,0,6,1,0
B3E2ADA5,437691351,0,0,7,4,0
B3F47A7E,436237324,0,0,7,5,0
B409FE5E,503181356,0,0,1,1,0
B411C8FC,501597838,0,0,6,1,0
B456C6C1,497207475,0,0,1,1,0
B4A41F53,491786529,0,0,4,1,0
B4A67C5D,491942447,0,0,8,1,0
B4A6F310,491978082,0,0,7,1,0
B4B64CC9,490881723,0,0,7,1,0
B4CC9B7D,490247439,0,0,1,3,0
B4E38945,488081207,0,0,7,1,0
B50EF14A,486211384,0,0,6,1,0
B513DC4B,484954681,0,0,7,1,0
B55BACED,481272479,0,0,6,1,0
B564166A,479205400,0,0,7,1,0
