# Con que fichero se dibuja la cara de cada personaje.
# cara = 10_icon_chr/face/<cara>_l.png
# Lo genera herramientas/construir_caras.py (NOTAS O-99).
identidad,cara,existe
540A8E2B,c11010020,si
542B3A86,c11709090,si
542F703C,c02023930,si
54325D3D,c07020040,si
54390A26,c01000050,si
54417B40,c11170080,si
544345B9,c11803070,si
5443DD92,c05022960,si
5446B1E9,c01009000,si
544EC007,c06035080,si
544FE6C6,c11734040,si
546C5781,c01006860,si
54790B6E,c03039190,si
547A2D9B,c02025100,si
54920923,c11904010,si
549E8E13,c01005770,si
54A3579A,c04013000,si
54CEBFCF,c05028620,si
54D671F8,c03037320,si
54D6FEB5,c04000630,si
55141BCF,c03037220,si
55149482,c04000730,si
551D4B24,npc0603,no
551FA935,c05020140,si
555CE424,c01005670,si
555FA1EB,c11722050,si
55613DAD,c04013100,si
557C10AC,c01010870,si
5581B7A5,c05022860,si
5584BDF6,c08130140,si
5584DBDE,c01009100,si
558C257D,c01002490,si
558CAA30,c06035180,si
55A3AF6E,c05026590,si
55AE3DB6,c01006960,si
55B39FFA,c03032500,si
55BA140F,c11120100,si
55BB6159,c03039090,si
55D4EA02,c05024050,si
55E64D10,c04003820,si
55ED1A0B,c02023830,si
55F0370A,c07020140,si
55FBEF5C,c06037440,si
56000FB0,c01009300,si
560648DA,c11070100,si
56087E5E,c06035380,si
5608F113,c01002690,si
5610D353,c11711030,si
56277B00,c05026790,si
56374B94,c03032700,si
563C93C2,c02025200,si
566F689C,c11718060,si
567A9D31,c02021500,si
567FB47F,c01000350,si
56880196,c05028520,si
569040EC,c04000530,si
5690CFA1,c03037020,si
56BA29C9,c03038840,si
56C2FE49,c11707120,si
56C59206,c03031810,si
56D3174D,npc1101,no
56D8304A,c01005470,si
56E5E9C3,c04013300,si
56F6E3C6,c05021010_5000,no
5700947E,c11707020,si
5700BD47,c02024040,si
5707F831,c03031910,si
571A5A7D,c01005570,si
571AD530,c06032060,si
572783F4,c04013200,si
5735BAC2,c02021210,si
5735D06E,c05021470,si
573842B6,c01001880,si
574A6BA1,c05028420,si
57522ADB,c04000430,si
5752A596,c03037120,si
577843FE,c03038940,si
578C5E71,c02021100,si
57BDDE48,c01000250,si
57C26587,c01009200,si
57CA1469,c06035280,si
57FA8B14,c08060040,si
57FD2795,c11020080,si
57FEF9F5,c02025300,si
580461E9,c04010410,si
581BAC15,c05024830_5000,no
5839372D,c06031670,si
5839B860,c01006360,si
584DB8C3,c11723080,si
5871C8C6,c04003220,si
587A9FDD,c02023230,si
58839E19,c03037820,si
5884F256,c11701110,si
589269DF,c11060020,si
589E3C55,c01003440,si
58A3E5DC,c04015330,si
58A97871,c03038040,si
58ACC026,c08070060,si
58B1B646,c05027540,si
58D6C3BE,c03031010,si
58D84ADA,c07160060,si
58DD1BE8,c02026510,si
58E6B88E,c08010240,si
58E9F674,c06036490,si
58EB957A,c01010270,si
59098488,c06032860,si
5914A989,c03031110,si
591A20ED,c07160160,si
591F71DF,c02026410,si
5929FF4D,c01010370,si
592B130E,c01001080,si
592B9C43,c06036590,si
593923AE,c11708040,si
5941F42E,c03037920,si
59469861,c11701010,si
595003E8,c11060120,si
5950D152,c11902220,si
595C5662,c01003540,si
595DFFEE,c11735090,si
59618FEB,c04015230,si
596B1246,c03038140,si
5973DC71,c05027440,si
59B3A2F1,c04003320,si
59B8F5EA,c02023330,si
59C333F3,edit_avatar15,no
59C60BDE,c04010510,si
59FBD257,c01006260,si
5A098D99,c02024500,si
5A09EAD9,c11732070,si
5A15F35B,c02021500,si
5A2A5B9E,c01000850,si
5A37769F,c04003120,si
5A3C2184,c02023130,si
5A42DFB0,c04010710,si
5A55E051,c01009800,si
5A5D91BF,c06035880,si
5A697C23,c02025900,si
5A7F0639,c01006060,si
5A907DE7,c03031310,si
5A9BA5B1,c02026610,si
5AA67C38,c07030160,si
5AAD2B23,c01010170,si
5AAF482D,c06036790,si
5AAFC760,c01001280,si
5AB00622,c04013800,si
5AD8820C,c01003740,si
5AE55B85,c04015030,si
5AEC5F3D,c11130120,si
5AEFC628,c03038340,si
5AF7081F,c05027640,si
5B109CF3,c08120060,si
5B19ADF4,c11724060,si
5B1AE83B,c01003640,si
5B2731B2,c04015130,si
5B2DAC1F,c03038240,si
5B2E350A,c11130020,si
5B356228,c05027740,si
5B5217D0,c03031210,si
5B59CF86,c02026710,si
5B64160F,c07030060,si
5B6D221A,c06036690,si
5B6F4114,c01010070,si
5B726C15,c04013900,si
5B80B587,c04010610,si
5B978A66,c01009900,si
5B9FFB88,c06035980,si
5BAB1614,c02025800,si
5BBD6C0E,c01006160,si
5BBDE343,c06031470,si
5BC7BBBA,c05024850,si
5BC83F53,c02023520,si
5BE831A9,c01000950,si
5BF51CA8,c04003020,si
5BFE4BB3,c02023030,si
5C012B43,c01010910,si
5C1340E7,c01003240,si
5C2404C3,c03038640,si
5C37780E,c03030020,si
5C3CCAF4,c05027340,si
5C50675A,c02026310,si
5C5BBF0C,c03031610,si
5C648AC6,c06036290,si
5C66E9C8,c01010470,si
5C865BFE,c01000030,si
5C891D5B,c04010210,si
5C99922F,c11110070,si
5CA73BD6,c08100030,si
5CA9669E,c03032900,si
5CAE0AD1,c11704030,si
5CB44B9F,c06031070,si
5CB4C4D2,c01006560,si
5CB9CE21,c11807080,si
5CCBF050,c06038020,si
5CD3B12A,c07010030,si
5CF7E36F,c02023430,si
5CFCB474,c04003420,si
5D1C5B87,c02021100,si
5D237C0F,c06037940,si
5D358958,c02023530,si
5D3E510E,c03034030,si
5D4B776C,c04010310,si
5D644B38,c08080090,si
5D6551E1,c08100130,si
5D6C60E6,c11704130,si
5D76AEE5,c01006460,si
5D7BA416,c11807180,si
5D909ED5,c04000030,si
5D920D6D,c02026210,si
5D95FC4E,c11210080,si
5D99D53B,c03031710,si
5DA483FF,c01010570,si
5DA66FBC,c01001680,si
5DA6E0F1,c06036390,si
5DBE4DFC,c11712020,si
5DD12AD0,c01003340,si
5DE66EF4,c03038740,si
5DFEA0C3,c05027240,si
5E00A319,c01005970,si
5E112820,c11210280,si
5E1323C8,c11010030,si
5E16D903,c02026010,si
5E1D0155,c03031510,si
5E205791,c01010770,si
5E22349F,c06036190,si
5E22BBD2,c01001480,si
5E23751E,c02021420,si
5E2F290A,c05021870,si
5E4384A4,c02020820,si
5E48D3BF,c04000830,si
5E55FEBE,c01003140,si
5E62BA9A,c03038540,si
5E7A74AD,c05027040,si
5E8E848B,c11728010,si
5E959869,c07090010,si
5EAEF7EA,edit_avatar11,no
5EB15D36,c02023730,si
5EBA8560,c03034230,si
5ECFA302,c04010110,si
5ED29F3F,c03030010,si
5ED90D34,c08050130,si
5EDDF098,c05022760,si
5EDFBB6C,c11190050,si
5EF13F44,c11721040,si
5EF27A8B,c01006660,si
5F0DC935,c04010010,si
5F1B6703,c08050030,si
5F1DD15B,c11190150,si
5F1F9AAF,c05022660,si
5F25CEFA,c11040070,si
5F3010BC,c01006760,si
5F309FF1,c06031270,si
5F3D1A4F,c11807280,si
5F4CEEBC,c11728110,si
5F57F25E,c07090110,si
5F733701,c02023630,si
5F78601A,c04003620,si
5F8AB988,c04000930,si
5F979489,c01003040,si
5FA0D0AD,c03038440,si
5FB81E9A,c05027140,si
5FC2C92E,c01005870,si
5FD4B334,c02026110,si
5FDF6B62,c03031410,si
5FE05EA8,c06036090,si
5FE17869,c11737050,si
5FE23DA6,c01010670,si
60046288,c08090090,si
60057851,c08110130,si
60146B16,c01007790,si
602B5EDC,c04000310,si
602BD191,c03037600,si
60331FA6,c05028300,si
603BE105,c05023690,si
605EF7F3,c04013520,si
60632E7A,c01005250,si
6066A8B5,c11500690,si
60878DF2,c02025420,si
608C55A4,c03032120,si
609178A5,c06031850,si
60BB1180,c01009520,si
60C9A0BC,c11801090,si
60DA2EF6,c02028980,si
60DE644C,c11702020,si
60E6B284,c01004880,si
60F973C6,c04016200,si
6106C078,c01000470,si
610EBAB1,c11250100,si
611004D6,c04003260_5100,no
611844C1,c02028880,si
6124D8B3,c01004980,si
6145E7C5,c02025520,si
614E3F93,c03032020,si
61797BB7,c01009420,si
619C9DC4,c04013420,si
619DD83F,c02029250,si
61A1444D,c01005350,si
61A1CB00,c06032640,si
61C16889,c07130010,si
61C608BF,c08090190,si
61C71266,c08110030,si
61CE2361,c11714030,si
61D60121,c01007690,si
61E934EB,c04000210,si
61E9BBA6,c03037700,si
61F9BB9F,c11100070,si
620A1A30,c05021050,si
621849AA,c04013620,si
62190C51,c02029050,si
62259023,c01005150,si
6233EA39,c02026830,si
6237DBEE,c07080110,si
6245E74A,c11050070,si
6252D54F,c01007490,si
625F4797,c05027860,si
626D6FC8,c03037500,si
626DE085,c04000010,si
6270CD84,c01003960,si
627B4EB3,c08040030,si
627DF8EB,c11180150,si
628151D9,c11727050,si
62821416,c01000670,si
62829B5B,c06037360,si
62989B67,c02023100,si
62A1D64C,c11500880,si
62A929F4,c02021500,si
62BFCD9F,c04016100,si
62C133AB,c02025720,si
62CAEBFD,c03032220,si
62EA9038,c04010930,si
62F128E9,c11908140,si
62FDAFD9,c01009620,si
6303599C,c02025620,si
630881CA,c03032320,si
6328FA0F,c04010830,si
633342DE,c11908040,si
633FC5EE,c01009720,si
634CF911,c11901010,si
636FF432,c05024670,si
6390BF78,c01007590,si
639116F4,c11731040,si
639DB58B,c11806070,si
63AF05FF,c03037400,si
63AF8AB2,c04000110,si
63B2A7B3,c01003860,si
63B7CBC8,c05028100,si
63B92484,c08040130,si
63BF356B,c05023490,si
63BF92DC,c11180050,si
63C87007,c05021150,si
63DA239D,c04013720,si
63DB6666,c02029150,si
63E27CDB,c11500490,si
63E7FA14,c01005050,si
63EEAD3B,c11738010,si
63F1800E,c02026930,si
63F5B1D9,c07080010,si
64012916,c03032720,si
640AF140,c02025220,si
6426B1D1,c11711010,si
64302A58,c11070120,si
64366D32,c01009320,si
643DD65E,c11725090,si
64590A1E,c11718040,si
648C4B4B,c03038860,si
649917A4,c01007190,si
649998E9,c06030480,si
64A6226E,c04000510,si
64A6AD23,c03037000,si
64BE6314,c05028500,si
64C1D8DB,c05021550,si
64D38B41,c04013320,si
64D90B98,c11010030,si
64EBD407,c11500090,si
64EE52C8,c01005450,si
64EEDD85,c06032140,si
64F3F084,c03031830,si
64F49CCB,c11707100,si
6503B2EC,c05021450,si
6511E176,c04013220,si
65147D39,c04001700_5000,no
652C38FF,c01005550,si
652CB7B2,c06032040,si
652D9173,c11733080,si
65319AB3,c03031930,si
654E217C,c03038960,si
655B7D93,c01007090,si
65644859,c04000410,si
6564C714,c03037100,si
658BBCCA,c01000270,si
65A08128,c02021100,si
65BED61A,c05022710_5000,no
65C34321,c03032620,si
65C89B77,c02025320,si
65CC1255,c11500880,si
65CCE996,c08060060,si
65F2406F,c11070020,si
65F40705,c01009220,si
66043FBF,c07020060,si
660F68A4,c01000070,si
661245A5,c04003900,si
661912BE,c02023910,si
66265172,c11010020,si
6647974F,c03032420,si
664C4F19,c02025120,si
664E1CBA,c11120020,si
665A3503,c01006840,si
6670B543,c08130060,si
6670D36B,c01009020,si
6675273B,c11803050,si
6675BF10,c05022940,si
66798444,c11734060,si
66953518,c04013020,si
66A46BA1,c11904030,si
66A8EC91,c01005750,si
66AD6A5E,c11500390,si
66DFA9FD,c01007290,si
66E0137A,c03037300,si
66E09C37,c04000610,si
671D4C87,c06030680,si
671DC3CA,c01007390,si
6722794D,c03037200,si
6722F600,c04000710,si
674A722E,c01010850,si
67575F2F,c04013120,si
6769C369,c11722070,si
676A86A6,c01005650,si
676F0069,c11500290,si
6785FD78,c03032520,si
678C768D,c11120120,si
678E252E,c02025020,si
67985F34,c01006940,si
67B2B95C,c01009120,si
67B7D527,c05022840,si
67C65588,c07020160,si
67CD8DDE,c06037460,si
67DB7889,c02023810,si
67E28880,c05024070,si
6801141D,c04003100,si
6802BDA5,c02028480,si
680A4306,c02023110,si
6811ABC4,c05020480,si
681C391C,c01000870,si
681D3AC6,c04003310_5100,no
683E21D7,c01004580,si
683EAE9A,c06033090,si
683F885B,c11732050,si
684964BB,c01006040,si
685F1EA1,c02025920,si
686382D3,c01009820,si
6874BD32,c04010730,si
688664A0,c04013820,si
68901EBA,c07030140,si
689B49A1,c01010150,si
68A61F65,c03031330,si
68ADC733,c02026630,si
68C16A9D,c05027660,si
68D33907,c04015010,si
68D9A4AA,c03038360,si
68DA3DBF,c11130100,si
68E49446,c08120140,si
68EEE08E,c01003760,si
690300AA,c05027760,si
69115330,c04015110,si
691BCE9D,c03038260,si
692152F0,c11160080,si
6926FE71,c08120040,si
692C8AB9,c01003660,si
692FCF76,c11724040,si
69440E97,c04013920,si
694B1336,c11719090,si
6952748D,c07030040,si
69592396,c01010050,si
69647552,c03031230,si
696F1C32,an000150,si
696FAD04,c02026730,si
6972164E,c11749010,si
69782B4A,c04000490_5000,no
698B0E8C,c01006140,si
698B81C1,c06031450,si
699D7496,c02025820,si
69A1E8E4,c01009920,si
69B6D705,c04010630,si
69C0D792,c02028580,si
69C82931,c02023010,si
69E1FBEE,c02021420,si
69F1D938,c05024870,si
69FC4BE0,c01004480,si
6A0F55AF,c06031650,si
6A0FDAE2,c01006340,si
6A32036B,c04010430,si
6A4403FC,c02028780,si
6A4CFD5F,c02023210,si
6A57159D,c05020780,si
6A60BDCE,c11717020,si
6A6392AD,c06030060,si
6A789F8E,c01004680,si
6A87D4C4,c05027560,si
6A8A461C,c01007990,si
6A95875E,c04015310,si
6A9AA2A4,c08070040,si
6A9D0E25,c11030080,si
6A9F1AF3,c03038060,si
6AA4D9E7,c11902300,si
6AA85ED7,c01003460,si
6AB290D4,c11701130,si
6AB5FC9B,c03037800,si
6ACA67D7,c08010240,si
6ADDF7F8,c01010250,si
6AE0A13C,c03031030,si
6AEB796A,c02026530,si
6AEE2858,c07160040,si
6B0F412C,c11708060,si
6B1F9DCF,c01010350,si
6B22CB0B,c03031130,si
6B29135D,c02026430,si
6B2C426F,c07160140,si
6B3AEF88,c11500990,si
6B3FE60A,c06032840,si
6B45B454,c11500880,si
6B45BEF3,c05027460,si
6B482C2B,c01007890,si
6B57ED69,c04015210,si
6B5D70C4,c03038160,si
6B66616A,c11060100,si
6B6A34E0,c01003560,si
6B70FAE3,c11701030,si
6B7796AC,c03037900,si
6B85C073,c04003300,si
6B8669CB,c02028680,si
6B8E9768,c02023310,si
6B957FAA,c05020680,si
6BBA7AF4,c06033290,si
6BBAF5B9,c01004780,si
6BCDB0D5,c01006240,si
6BD5D493,c05023430_5000,no
6BF0695C,c04010530,si
6C163513,c01010750,si
6C194B88,c05021850,si
6C20BB81,c02026030,si
6C25414A,c11010010,si
6C2B63D7,c03031530,si
6C36C19B,c01005950,si
6C4C162F,c05027060,si
6C54D818,c03038560,si
6C639C3C,c01003160,si
6C6FC9B6,c11060500,si
6C7EB13D,c04000810,si
6C873FB4,c02023710,si
6C8C68AF,c04003700,si
6C8CE7E2,c03034210,si
6C8FC117,c02028280,si
6C9CD776,c05020280,si
6CA3FAEB,c07090030,si
6CB35D65,c01004380,si
6CB8E609,c11728030,si
6CC41809,c01006640,si
6CC75DC6,c11721060,si
6CD1C64F,c11040150,si
6CE9D9EE,c11190070,si
6CEB921A,c05022740,si
6CEF6FB6,c08050110,si
6CF375CC,c05029840_5000,no
6CF9C180,c04010130,si
6CFE4066,c03030010,si
6D06723E,c01006740,si
6D06FD73,c06031250,si
6D13AC78,c11040050,si
6D29F82D,c05022640,si
6D2D0581,c08050010,si
6D3BABB7,c04010030,si
6D455583,c02023610,si
6D4DAB20,c02028380,si
6D4E8DD5,c03034310,si
6D5EBD41,c05020380,si
6D608A05,c07110090,si
6D6190DC,c07090130,si
6D713752,c01004280,si
6D83618D,c06030880,si
6D8E7C18,c05027160,si
6D96B22F,c03038460,si
6DA1F60B,c01003060,si
6DB78C11,c02020900,si
6DBCDB0A,c04000910,si
6DD45F24,c01010650,si
6DD71AEB,c11737070,si
6DD77DAB,c02021500,si
6DDB21BF,c05021950,si
6DE2D1B6,c02026130,si
6DE909E0,c03031430,si
6DF4ABAC,c01005850,si
6E0AA876,c05027360,si
6E126641,c03038660,si
6E252265,c01003260,si
6E4A4549,c11712100,si
6E508B4A,c01010450,si
6E6605D8,c02026330,si
6E6DDD8E,c03031630,si
6E82291D,c06031050,si
6E82A650,c01006540,si
6E915954,c08100010,si
6E986853,c11704010,si
6E9F041C,c03032920,si
6EAFF0AD,c11110050,si
6EB0397C,c01000010,si
6EBF7FD9,c04010230,si
6EC011E4,c08060090,si
6EC181ED,c02023410,si
6EC97F4E,c02028180,si
6ECA59BB,c03034110,si
6EDCD6D0,c07040090,si
6EE5D3A8,c07010010,si
6EF5E33C,c01004080,si
6EF7F50D,c02023100,si
6F03EBDA,c02023510,si
6F08338C,c03034010,si
6F08BCC1,c04003500,si
6F0B1579,c02028080,si
6F151E8D,c06037960,si
6F27B99F,c07010110,si
6F37890B,c01004180,si
6F40CC67,c01006440,si
6F533363,c08100110,si
6F5A0264,c11704110,si
6F5D6E2B,c03032820,si
6F6D9A9A,c11110150,si
6F7D15EE,c04010330,si
6F92E17D,c01010550,si
6F9348F1,c11726080,si
6FA46FEF,c02026230,si
6FA6FC57,c04000010,si
6FAFB7B9,c03031730,si
6FC8C241,c05027260,si
6FD00C76,c03038760,si
6FD39563,c11130500,si
6FDA91DB,c04015410,si
6FE74852,c01003360,si
6FF76C99,c11010010,si
7000FFDC,c03038270,si
700366C9,c11130010,si
700A6271,c04015100,si
701831EB,c05027770,si
7034C428,c05022910_5000,no
7034FE37,c11724050,si
7037BBF8,c01003670,si
703A63B1,c11160090,si
703DCF30,c08120050,si
704212D7,c01010040,si
704945CC,c07030050,si
70502277,c11719080,si
705F3FD6,c04013930,si
70749C45,c02026720,si
707F4413,c03031220,si
708645D7,c02025830,si
70903FCD,c01006150,si
7090B080,c06031440,si
70ADE644,c04010620,si
70BAD9A5,c01009930,si
70C5626A,c01000960,si
70D1E498,c01000030,si
70D84F6B,c04003010,si
70DBE6D3,c02028590,si
70E77AA1,c01004490,si
70EAE879,c05024860,si
70FACAAF,c02021430,si
7107085D,c01000860,si
710A9A85,c05020490,si
71117247,c02023100,si
71198CE4,c02028490,si
711A255C,c04003110,si
7124B91A,c11732040,si
71251096,c01004590,si
71259FDB,c06033080,si
712E0C7C,c08010240,si
71442FE0,c02025930,si
715255FA,c01006050,si
715CDC60,c05021850_5000,no
716F8C73,c04010720,si
7178B392,c01009830,si
718078E0,c01010140,si
7187F906,c06030060,si
718B2FFB,c07030150,si
719D55E1,c04013830,si
71B6F672,c02026620,si
71BD2E24,c03031320,si
71C10CFE,c11130110,si
71C295EB,c03038370,si
71C80846,c04015000,si
71DA5BDC,c05027670,si
71F5D1CF,c01003770,si
7204AC8E,c01010340,si
7214706D,c11708070,si
7224D74B,c06032850,si
7232221C,c02026420,si
7237732E,c07160150,si
7239FA4A,c03031120,si
72464185,c03038170,si
724CDC28,c04015200,si
72531D6A,c01007880,si
725E8515,c11500880,si
725E8FB2,c05027470,si
726BCBA2,c11701020,si
726CA7ED,c03037910,si
727105A1,c01003570,si
727D502B,c11060110,si
727D8291,c11902210,si
7295A629,c02023300,si
729D588A,c02028690,si
729EF132,c04003310,si
72A14BB5,c06033280,si
72A1C4F8,c01004790,si
72C5C259,c05023710_5000,no
72C812C1,c04003080_5000,no
72D68194,c01006250,si
72EB581D,c04010520,si
731464EE,c06031640,si
7314EBA3,c01006350,si
7329322A,c04010420,si
733B0A77,npc0259,no
735C9B05,c04003210,si
735F32BD,c02028790,si
7363AECF,c01004690,si
737B8C8F,c11717030,si
738193E5,c08070050,si
73842BB2,c03038070,si
73863F64,c11030090,si
738EB61F,c04015300,si
7391775D,c01007980,si
739CE585,c05027570,si
73A9A195,c11701120,si
73AECDDA,c03037810,si
73B36F96,c01003470,si
73BF3A1C,c11060010,si
73BFE8A6,c11902310,si
73C6C6B9,c01010240,si
73F0482B,c02026520,si
73F51919,c07160050,si
73FB907D,c03031020,si
74089D39,c11040040,si
741D437F,c01006750,si
741DCC32,c06031240,si
74209AF6,c04010020,si
742C57A4,an000100_01,no
74308298,c11190160,si
7432C96C,c05022650,si
74458C00,c05020390,si
745291A9,c02023810,si
745533D9,c04003610,si
7455BC94,c03034300,si
74569A61,c02028390,si
74614DAB,c04002410_5000,no
746A0613,c01004290,si
747AA19D,c07090120,si
747BBB44,c07110080,si
748D836E,c03038470,si
74954D59,c05027170,si
749850CC,c06030890,si
74A7EA4B,c04000900,si
74ACBD50,c02020910,si
74BAC74A,c01003070,si
74C010FE,c05021940,si
74CC2BAA,c11737060,si
74CC4CEA,c02021510,si
74CF6E65,c01010640,si
74EF9AED,c01005840,si
74F238A1,c03031420,si
74F9E0F7,c02026120,si
75027AC9,c05021840,si
750D0452,c01010740,si
750E26DD,c02021410,si
75247A4F,c08060090,si
752DF0DA,c01005940,si
75305296,c03031520,si
7533410C,c11500880,si
753B8AC0,c02026020,si
754FE959,c03038570,si
7557276E,c05027070,si
756ED767,c02020810,si
7574F8F7,c11060510,si
7578AD7D,c01003170,si
7587E637,c05020290,si
7594F056,c02028290,si
759759EE,c04003710,si
759C0EF5,c02023700,si
75A3D748,c11728020,si
75A86C24,c01004390,si
75AD65C5,c11010030,si
75B8CBAA,c07090020,si
75CAF70E,c11040140,si
75DC6C87,c11721070,si
75DF2948,c01006650,si
75E2F0C1,c04010120,si
75EDB664,c01000300,si
75F0A35B,c05022750,si
75F2E8AF,c11190060,si
75F45EF7,c08050100,si
75FFCCFC,c03030020,si
76033259,c05020090,si
76102438,c02028090,si
76138D80,c04003510,si
7618DA9B,c02023500,si
762CB84A,c01004190,si
763C88DE,c07010100,si
76413325,c11704100,si
76465F6A,c03032830,si
76480222,c08100100,si
765BFD26,c01006450,si
766624AF,c04010320,si
7669620A,c01000100,si
7676ABDB,c11110140,si
768879B0,c11726090,si
7689D03C,c01010540,si
76931E3F,c11712010,si
76B486F8,c03031720,si
76BF5EAE,c02026220,si
76C1A09A,c04015400,si
76C8A422,c11130510,si
76CB3D37,c03038770,si
76D3F300,c05027270,si
76FC7913,c01003370,si
77095700,c03038670,si
77119937,c05027370,si
771A2BCD,c03030010,si
772C7880,c01010920,si
773E1324,c01003270,si
774BBA0B,c01010440,si
7776ECCF,c03031620,si
777D3499,c02026320,si
7784355D,c03032930,si
77983E9D,c11730080,si
7799185C,c06031040,si
77999711,c01006550,si
77A44E98,c04010220,si
77B4C1EC,c11110040,si
77C7E791,c07040080,si
77D168FA,c03034100,si
77D1E7B7,c04003410,si
77D24E0F,c02028190,si
77E6A393,c06038010,si
77EED27D,c01004090,si
7800CB40,c05023010_5000,no
78037580,c02028890,si
78158BF0,c11250110,si
781DF139,c01000460,si
783DFFC3,c02023810,si
783FE9F2,c01004990,si
7851E270,c05021920_5000,no
78550ED2,c03032030,si
78571227,c02023700,si
785ED684,c02025530,si
78624AF6,c01009430,si
7886E97E,c02029240,si
7887AC85,c04013430,si
78BA750C,c01005340,si
78BAFA41,c06032650,si
78CD3060,c01007680,si
78D51220,c11714020,si
78DC2327,c08110020,si
78DD39FE,c08090180,si
78E28ADE,c11100060,si
78EA44D0,c05028210,si
78F28AE7,c03037710,si
790F5A57,c01007780,si
791E4910,c08110120,si
791F53C9,c08090080,si
7920D044,c05023680,si
7920E0E9,c11100160,si
79282EE7,c05028310,si
79306F9D,c04000300,si
7930E0D0,c03037610,si
7939FA38,c05022860_5000,no
7945C6B2,c04013530,si
7968D308,c05020150_5000,no
79781F3B,c01005240,si
797D99F4,c11500680,si
798A49E4,c06031840,si
799764E5,c03032130,si
799CBCB3,c02025430,si
79A020C1,c01009530,si
79C11FB7,c02028990,si
79C5550D,c11702030,si
79D291FD,c11801080,si
79D7E1C7,c11250010,si
79DF9B0E,c01000560,si
79E24287,c04016210,si
79FD83C5,c01004890,si
7A13B08B,c03032330,si
7A1868DD,c02025630,si
7A24F4AF,c01009730,si
7A28739F,c11908050,si
7A33CB4E,c04010820,si
7A5B4F60,c01000760,si
7A74C573,c05024660,si
7A8684CA,c11806060,si
7A8A27B5,c11731050,si
7A8B8E39,c01007580,si
7A9CBC3C,c11050160,si
7AA215C5,c08040120,si
7AA4042A,c05023480,si
7AA4A39D,c11180040,si
7AA996F2,c01003870,si
7AACFA89,c05028110,si
7AB434BE,c03037410,si
7AB4BBF3,c04000100,si
7AC05727,c02029140,si
7AC112DC,c04013730,si
7AD34146,c05021140,si
7AEAB14F,c02026920,si
7AF94D9A,c11500480,si
7AFCCB55,c01005040,si
7B023D10,c02029040,si
7B0378EB,c04013630,si
7B112B71,c05021040,si
7B28DB78,c02026820,si
7B2CEAAF,c07080100,si
7B3EA162,c01005140,si
7B4476D6,c05027870,si
7B49E40E,c01007480,si
7B5ED60B,c11050060,si
7B607FF2,c08040020,si
7B66C9AA,c11180140,si
7B6BFCC5,c01003970,si
7B6E90BE,c05028010,si
7B765E89,c03037510,si
7B992557,c01000660,si
7B99AA1A,c06037370,si
7B9A6098,c11727040,si
7BA4FCDE,c04016110,si
7BB218B5,c02021510,si
7BC8FC49,c05023660_5000,no
7BD1DABC,c03032230,si
7BDA02EA,c02025730,si
7BE69E98,c01009630,si
7BEA19A8,c11908150,si
7BF1A179,c04010920,si
7BF4253C,c11010090,si
7C0AD037,c04013230,si
7C1883AD,c05021440,si
7C2AABF2,c03031920,si
7C2DC7BD,c11707010,si
7C328F71,c11500180,si
7C36A032,c11733090,si
7C3709BE,c01005540,si
7C3786F3,c06032050,si
7C404CD2,c01007080,si
7C55103D,c03038970,si
7C673862,c05028410,si
7C7FF655,c03037110,si
7C850D27,c11500880,si
7C908D8B,c01000260,si
7C95A4C5,c02021430,si
7CD3AA36,c02025330,si
7CD71DC7,c05020140,si
7CD7D8D7,c08060070,si
7CD87260,c03032630,si
7CE9712E,c11070030,si
7CEF3644,c01009230,si
7D11C001,c02025230,si
7D1A1857,c03032730,si
7D26E71F,c11725080,si
7D2B1B19,c11070130,si
7D2D5C73,c01009330,si
7D423B5F,c11718050,si
7D52E7BC,c01000360,si
7D8226E5,c01007180,si
7D82A9A8,c06030490,si
7D977A0A,c03038870,si
7DA55255,c05028510,si
7DADACF6,c05023080,si
7DBD9C62,c03037010,si
7DC23AD9,c11010020,si
7DC601C4,c04001420_5100,no
7DC8BA00,c04013330,si
7DDAE99A,c05021540,si
7DE8C1C5,c03031820,si
7DEFAD8A,c11707110,si
7DF0E546,c11500080,si
7DF56389,c01005440,si
7E033F09,c04001490_5000,no
7E067DC6,c06030690,si
7E06F28B,c01007380,si
7E1F5B67,c05028410_5000,no
7E39480C,c03037210,si
7E39C741,c04000700,si
7E4C6E6E,c04013130,si
7E51436F,c01010840,si
7E71B7E7,c01005640,si
7E72F228,c11722060,si
7E743128,c11500280,si
7E836E75,c01006950,si
7E95146F,c02025030,si
7E9747CC,c11120130,si
7E9ECC39,c03032530,si
7EA9881D,c01009130,si
7EACE466,c05022850,si
7ECB1ED3,c04003810,si
7ED6BC9F,c06037470,si
7EF9B9C1,c05024060,si
7EFD0E30,c02021210,si
7F0223FF,c02023900,si
7F0974E4,c04003910,si
7F1459E5,c01000060,si
7F1F0EFE,c07020070,si
7F3D6033,c11010030,si
7F410442,c01006850,si
7F552DFB,c11120030,si
7F577E58,c02025130,si
7F5CA60E,c03032430,si
7F62B505,c11734070,si
7F6BE22A,c01009030,si
7F6E167A,c11803040,si
7F6E8E51,c05022950,si
7F820E51,npc2322,no
7F8E0459,c04013030,si
7F932958,c01010940,si
7FB3DDD0,c01005740,si
7FB65B1F,c11500380,si
7FC498BC,c01007280,si
7FE3EC0C,c05028610,si
7FFB223B,c03037310,si
800072CB,c07100100,si
800559C5,c02026980,si
8016A510,c11500420,si
801B5231,c06039060,si
