# Personajes del juego, sacados de chara_param y chara_base.
# identidad = el valor del campo 0xBA162C11 de la partida, en hex.
# Lo genera herramientas/construir_personajes.py.
identidad,chara_base_id,indice,rareza,rareza_valor,nombre_es,nombre_en,apt_entrenador,apt_gerente,tec1,tec2,tec3,tec4,tec5,tec6,tec7,tec8,tec9,tec1_nivel,tec2_nivel,tec3_nivel,tec4_nivel,tec5_nivel,tec6_nivel,tec7_nivel,tec8_nivel,tec9_nivel,arquetipo_valor,clave_personal,tablero
69B6D705,-1069360777,2836,normal,0,Joe Leggit,Joe Leggit,,,94884506,2A0DCADD,7A9CE04F,FC3BBA19,A36F239D,E40D7BD6,15EDD114,180A76C8,6BF911A6,1,13,20,30,38,43,30,38,43,4,10,
69C0D792,-1070278176,1624,normal,0,Dom Round,Dom Round,,,16499975,257B9E02,3657F62A,74D7F860,A87FF167,47981F48,B351B4A7,A3DCC454,6BF911A6,1,13,20,30,38,43,30,38,43,1,2,
69C82931,-1069799613,1138,normal,0,Ken Ironwall,Ken Ironwall,,,860FB8F9,CFB12A92,6542FA8D,E3E5A0DB,F6B5CE52,D1A8183F,74D7F860,1EC61007,47981F48,1,13,20,30,38,43,30,38,43,1,5,
69E1FBEE,1175524567,1087,normal,0,Gele,Gele,,,E1C433B6,979FEAAE,,,,,,,,1,13,0,0,0,0,0,0,0,0,6,
69F1D938,-1073359030,3727,normal,0,Dandy,Dandy,,,904D2962,9BC0528A,A709A5B8,6CFB4F3A,683E235E,E40D7BD6,3D6C3AB1,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,2,6,
69FC4BE0,-1073199726,368,normal,0,Paddy Prunus,Paddy Prunus,,,046D8ECB,ACBA9D03,E054B588,555C41BB,7DCDA796,D1A8183F,70129404,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,5,6,
6A0F55AF,-1006937123,4057,normal,0,Plink Powai,Plink Powai,,,904D2962,8C8ABC87,BB4394C7,884FD0E3,CF94147C,E40D7BD6,689DC91F,013D342B,47981F48,1,13,20,30,38,43,30,38,43,3,5,
6A0FDAE2,-1006906224,554,normal,0,Knight Reader,Knight Reader,,,5778826C,904879D8,F6B5CE52,2ED8AB31,D9505148,47981F48,6305EFC5,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,1,6,
6A32036B,-1010430695,2816,normal,0,Renardo Foxe,Renardo Foxe,,,904D2962,767E9F2D,FC3BBA19,B1E8DE62,3FC55DFC,D1A8183F,E25E3884,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,4,3,
6A4403FC,-1011872370,1644,normal,0,Dom Poppy,Dom Poppy,,,046D8ECB,879A6E7D,B9EAF38A,3F4DA9DC,E3E5A0DB,D1A8183F,3657F62A,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,2,9,
6A4CFD5F,-1011289299,1154,normal,0,Adam Ropes,Adam Ropes,,,860FB8F9,6542FA8D,491670C4,DFB4AE41,ACBA9D03,D1A8183F,689DC91F,ACBA9D03,47981F48,1,13,20,30,38,43,30,38,43,2,11,
6A57159D,-1012720657,3545,normal,0,Sierra,Sierra,,,D5B95E1F,C8538A82,4DF6224E,F4BCC4F9,7670BFA2,E40D7BD6,FE2F1A12,47E0AFAD,6BF911A6,1,13,20,30,38,43,30,38,43,4,12,
6A60BDCE,-1013664836,5292,normal,0,Belton McGirdle,Belton McGirdle,,,D1DFD83A,10A836C6,6B2CDC4C,BDA94B41,29ACD206,47981F48,3B88C5B8,4AA76597,D1A8183F,1,13,20,30,38,43,30,38,43,3,6,
6A6392AD,1424430025,3972,hero,5,Buddy Fury,Buddy Fury,,,12A2BBCA,345EFC81,073F662B,F6B5CE52,345EFC81,FA2ADBD9,,,,1,13,20,30,38,43,0,0,0,4,9,31923466
6A789F8E,-1014197764,388,normal,0,Davy Johns,Davy Johns,,,122F1F50,8F884E1D,6B8F360D,80FE1AC2,88FC372A,6BF911A6,E9ED003F,2DCA5423,723D7CA1,1,13,20,30,38,43,30,38,43,2,11,
6A87D4C4,-1015817546,3812,normal,0,Nizo Koda,Nizo Koda,,,904D2962,ED9B8B92,FE9CFDDB,ACAA908B,F4BCC4F9,6BF911A6,A7AA4FF9,F8FED67D,723D7CA1,1,13,20,30,38,43,30,38,43,0,6,
6A8A461C,-1015134098,719,normal,0,Nick Savers,Nick Savers,,,90EEC323,0CE207B9,013D342B,E054B588,7DCDA796,D1A8183F,D6AEF1B7,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,5,10,
6A95875E,-1017018068,3304,normal,0,Harry Dwind,Harry Dwind,,,F2ED0B24,C9F63FDA,7776E0BB,88C724C3,22871315,6BF911A6,AB6D0E75,028C2178,E40D7BD6,1,13,20,30,38,43,30,38,43,4,4,
6A9AA2A4,-1016156970,4845,normal,0,Álvaro Meléndez,Álvaro Meléndez,,,122F1F50,CEA9588C,A7915C10,904879D8,6FF9BDA0,E40D7BD6,31238F1D,979FEAAE,47981F48,1,13,20,30,38,43,30,38,43,3,8,
6A9D0E25,-1016528809,3399,normal,0,Chase Winthrop,Chase Winthrop,,,16499975,32929A4E,F086A54E,E94EEA7E,DA79BDB3,E40D7BD6,8739843C,835F0219,47981F48,1,13,20,30,38,43,30,38,43,5,9,
6A9F1AF3,-1016392575,2215,normal,0,Cuba Lieber,Cuba Lieber,,,D5B95E1F,7F74CD53,6305EFC5,F5A73140,683E235E,E40D7BD6,EC052D23,708A6DAC,6BF911A6,1,13,20,30,38,43,30,38,43,2,11,
6AA4D9E7,-1018112107,5634,normal,0,Metron,Metron,,,5B918D3B,257B9E02,,,,,,,,1,13,0,0,0,0,0,0,0,3,10,
6AA85ED7,-1017360219,266,normal,0,Dusky Sunfield,Dusky Sunfield,,,B3DC103D,0DD16BC6,A4A8BD63,E9ED003F,A722BBD9,E40D7BD6,3DF4C319,FD16FB61,6BF911A6,1,13,20,30,38,43,30,38,43,5,4,
6AB290D4,-1018782042,5138,normal,0,Fizz Kablooey,Fizz Kablooey,,,744A5172,C17CE612,D5871D4C,5DC8B574,ED137FB2,6BF911A6,74741221,F8FED67D,723D7CA1,1,13,20,30,38,43,30,38,43,1,8,
6AB5FC9B,-1019088151,2189,normal,0,Buster Lungs,Buster Lungs,,,744A5172,19B26930,BC27E078,4CDB6336,4F6A7665,6BF911A6,F270A236,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,0,6,
6ACA67D7,1336577304,4771,fabled,8,Sandra Fischer,Sandra Fischer,,,AAD6962A,EBE78D33,4660241B,AAD6962A,4660241B,D1A8183F,BB4394C7,7247793D,47981F48,1,13,20,30,38,43,30,38,43,5,8,
6ADDF7F8,-1020659318,945,normal,0,Alan Carte,Alan Carte,,,90EEC323,40AFC573,B341B92F,6305EFC5,683E235E,E40D7BD6,1A037C63,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,4,4,
6AE0A13C,-1022054578,1778,normal,0,Alessio Turchese,Azubel Turchese,,,53BDEE08,44C94356,9F153366,D48F62DA,A87FF167,47981F48,917B15A7,A611D7A6,D1A8183F,1,13,20,30,38,43,30,38,43,1,8,
6AEB796A,-1021348072,1419,normal,0,Ryan Haywood,Ryan Haywood,,,122F1F50,19B26930,EE997908,9BD05F02,028C2178,47981F48,F6162413,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,4,2,
6AEE2858,-1021696470,4582,normal,0,Corwin Lumen,Corwin Lumen,,,D5B95E1F,CE21ACAC,AB6D0E75,FE9CFDDB,F8FED67D,723D7CA1,E2FDD2C5,028C2178,47981F48,1,13,20,30,38,43,30,38,43,3,12,
6B0F412C,-1023717538,5205,normal,0,Pierce Castleton,Pierce Castleton,,,744A5172,767E9F2D,A7915C10,CD084057,66DB7618,6BF911A6,230798A3,E3E5A0DB,D1A8183F,1,13,20,30,38,43,30,38,43,1,2,
6B1F9DCF,-1024748611,955,normal,0,Jack Lumbar,Jack Lumbar,,,046D8ECB,C6089F25,20B68DF0,E054B588,CB7446F6,D1A8183F,E9ED003F,A722BBD9,E40D7BD6,1,13,20,30,38,43,30,38,43,4,1,
6B22CB0B,-1026112135,1788,normal,0,Pardo Berillo,Pardo Berillo,,,53BDEE08,9B48A6AA,F94B6EAD,EE997908,979FEAAE,47981F48,B7273F0A,013D342B,E40D7BD6,1,13,20,30,38,43,30,38,43,4,10,
6B29135D,-1025696465,1409,normal,0,Odette Musetta,Odette Musetta,,,904D2962,8E80318B,74741221,08276BDD,7908CBF2,D1A8183F,446AA917,D17962C1,723D7CA1,1,13,20,30,38,43,30,38,43,5,11,
6B2C426F,-1026012131,4592,normal,0,Tarvon Runnel,Tarvon Runnel,,,94884506,05F8584F,E9ED003F,6B8F360D,2DCA5423,E40D7BD6,73A38157,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,3,12,
6B3AEF88,-1026629126,5790,normal,0,Josefina,Josephine,,,744A5172,C6089F25,80FE1AC2,A06DD107,FD16FB61,6BF911A6,546F2DC4,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,0,4,
6B3FE60A,-1026824072,4111,normal,0,Deimos Lepton,Deimos Lepton,,,16499975,7CD5D588,558F2F75,B96C2725,6305EFC5,47981F48,C3DBA1D0,F2F85616,723D7CA1,1,13,20,30,38,43,30,38,43,2,8,
6B45B454,-635979124,4949,normal,0,UM-BZ9,KR-K9,,,531E0449,031CA746,A7AA4FF9,C3766B1E,00254635,D1A8183F,FC3BBA19,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,4,3,
6B45BEF3,-1028542335,3802,normal,0,Genko Ka,Genko Ka,,,531E0449,4A31BCB0,C5B98A76,DAF14993,C8538A82,6BF911A6,E69B54E0,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,3,4,
6B482C2B,-1027857831,709,normal,0,Bill Wordsworthy,Bill Wordsworthy,,,D1DFD83A,7B8AB2DE,2ED8AB31,6305EFC5,683E235E,E40D7BD6,F6B5CE52,D9505148,47981F48,1,13,20,30,38,43,30,38,43,1,5,
6B57ED69,-1029446885,3294,normal,0,Xavier Shotwell,Xavier Shotwell,,,455C95D2,D3FB1BED,6FF9BDA0,6CDE71D4,7908CBF2,D1A8183F,D5871D4C,22871315,6BF911A6,1,13,20,30,38,43,30,38,43,2,4,
6B5D70C4,-1029079370,2225,normal,0,Lovell Ribner,Lovell Ribner,,,531E0449,7F74CD53,F5A73140,A7915C10,AF1B85D8,6BF911A6,6305EFC5,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,3,12,
6B66616A,-1030590696,3464,normal,0,Kai Yoshizaki,Kai Yoshizaki,,,357B4A6B,D3179C11,3D6C3AB1,33D58865,6228AEBD,6BF911A6,3B0E1117,1A037C63,723D7CA1,1,13,20,30,38,43,30,38,43,1,11,
6B6A34E0,-1029817710,276,normal,0,Rex George,Rex George,,,455C95D2,2234F4DC,CFB12A92,555C41BB,7DCDA796,D1A8183F,6B8F360D,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,2,4,
6B70FAE3,-1031474031,5128,normal,0,Megpie O'Neering,Megpie O'Neering,,,D1DFD83A,88C724C3,1A037C63,94A60BDD,08A1BF72,47981F48,FC3BBA19,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,4,3,
6B7796AC,-1031563042,2199,normal,0,Flick Screening,Flick Screening,,,53BDEE08,8739843C,73A38157,2D69BE62,EE3A9349,47981F48,E9ED003F,B3E2536E,723D7CA1,1,13,20,30,38,43,30,38,43,5,7,
6B85C073,-1032729087,2698,normal,0,David Quintola,David Quintola,,,357B4A6B,6FF9BDA0,A7A141F6,2B936C6C,43AD37E9,6BF911A6,3FCB7D73,08A1BF72,47981F48,1,13,20,30,38,43,30,38,43,3,3,
6B8669CB,-1032689735,1634,normal,0,Dave Lung,Dave Lung,,,531E0449,0CE207B9,E9ED003F,20B68DF0,CB7446F6,D1A8183F,546F2DC4,2DCA5423,723D7CA1,1,13,20,30,38,43,30,38,43,1,5,
6B8E9768,-1032152806,1166,normal,0,Quentin Rackner,Quentin Rackner,,,F2ED0B24,8B4D2279,8739843C,1E65FA46,57E52B7E,6BF911A6,FE9CFDDB,ACBA9D03,723D7CA1,1,13,20,30,38,43,30,38,43,4,1,
6B957FAA,-1033801256,3540,normal,0,Noviembre,November,,,531E0449,8EA50F65,FC985058,E8F6F586,9B73B543,E40D7BD6,F270A236,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,2,9,
6BBA7AF4,-1035045754,4139,normal,0,Mitra Jeshu,Mitra Jeshu,,,531E0449,47534864,6C882F30,82EABAC9,F8FED67D,E40D7BD6,843B76A6,5E4F14E6,6BF911A6,1,13,20,30,38,43,30,38,43,1,12,
6BBAF5B9,-1035011125,398,normal,0,Cole Coaker,Cole Coaker,,,455C95D2,CE21ACAC,4E6209F3,A165AE91,F8DBE893,D1A8183F,400C2F32,028C2178,47981F48,1,13,20,30,38,43,30,38,43,1,10,
6BCDB0D5,-1036403033,544,normal,0,Bear Turnbull,Bear Turnbull,,,531E0449,633EFC2C,446AA917,8B4D2279,9E9B985F,6BF911A6,AB6D0E75,D17962C1,723D7CA1,1,13,20,30,38,43,30,38,43,1,11,
6BD5D493,-988754781,5884,normal,0,Kym Errer,Kym Errer,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4,3,
6BF0695C,-1039898834,2826,normal,0,Heezbie Heindyu,Heezbie Heindyu,,,046D8ECB,C1DF0C53,AB48309B,B52DB206,9C22F29A,D1A8183F,E2FDD2C5,7670BFA2,47981F48,1,13,20,30,38,43,30,38,43,4,10,
6C163513,-975029407,995,normal,0,Les Abel,Les Abel,,,94884506,220FE735,B7273F0A,6228AEBD,9F053EEE,6BF911A6,C2CDF341,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,3,1,
6C194B88,-974305798,3627,normal,0,Wun Ell,Wun Ell,,,94884506,D59710C4,0905247F,DB595BE3,7670BFA2,E40D7BD6,B341B92F,D9505148,47981F48,1,13,20,30,38,43,30,38,43,4,8,
6C20BB81,-975915533,1369,normal,0,Kelly Scrivens,Kelly Scrivens,,,5778826C,B4962A59,F94B6EAD,AB6D0E75,D17962C1,723D7CA1,400C2F32,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,5,10,
6C25414A,1751902334,4929,normal,0,Destin Billows,Destin Billows,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,2,
6C2B63D7,-975213147,1818,normal,0,Corey Washington,Corey Washington,,,53BDEE08,8C395B4E,E94EEA7E,DA79BDB3,CE21ACAC,47981F48,E2EDDF4D,47E0AFAD,6BF911A6,1,13,20,30,38,43,30,38,43,0,10,
6C36C19B,-977088535,515,normal,0,Patch Borgnine,Patch Borgnine,,,94884506,220FE735,F6162413,EE997908,6CFB4F3A,723D7CA1,BC27E078,29BCDF8E,6BF911A6,1,13,20,30,38,43,30,38,43,3,7,
6C4C162F,-977790883,3762,normal,0,Lave Hato,Lave Hato,,,744A5172,49334E2A,A86FFCEF,C9F63FDA,A36F239D,E40D7BD6,9BC0528A,2BA5D8AD,6BF911A6,1,13,20,30,38,43,30,38,43,1,6,
6C54D818,-979315094,2265,normal,0,T.T. Mann,T.T. Mann,,,D5B95E1F,5B32677A,B7273F0A,C2CDF341,6CFB4F3A,E40D7BD6,F270A236,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,4,5,
6C639C3C,-979922354,236,normal,0,Tim Toppel,Tim Toppel,,,53BDEE08,8E80318B,8F10B7B5,A165AE91,7908CBF2,D1A8183F,F94B6EAD,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,4,12,
6C6FC9B6,-979646524,3471,normal,0,Derrin Wilson,Derrin Wilson,1,,57DB682D,F6162413,35E6E379,EE997908,2BA5D8AD,E40D7BD6,9BD05F02,E9ED003F,47981F48,1,13,20,30,38,43,30,38,43,0,7,
6C7EB13D,-980762801,2530,normal,0,Starbuck Rogers,Starbuck Rogers,,,046D8ECB,10A836C6,3F4DA9DC,917B15A7,AF8D5CFF,D1A8183F,7A9CE04F,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,0,2,
6C873FB4,-982306362,1027,normal,0,David Samford,David Samford,,,B3DC103D,44C94356,3931AF7D,ED137FB2,446AA917,6BF911A6,446AA917,013D342B,723D7CA1,1,13,20,30,38,43,30,38,43,0,10,
6C8C68AF,-981965091,2725,normal,0,Tezcat,Tezcat,,,357B4A6B,C6BB78EC,1EDD1380,C9F63FDA,7670BFA2,6BF911A6,E25E3884,F8FED67D,E40D7BD6,1,13,20,30,38,43,30,38,43,0,7,
6C8CE7E2,-981931632,1996,normal,0,Astaroth,Astaroth,,,046D8ECB,146D5AA2,A165AE91,4DD31CA0,B7273F0A,D1A8183F,9CB42BBD,B7273F0A,E40D7BD6,1,13,20,30,38,43,30,38,43,1,12,
6C8FC117,-981741723,1594,normal,0,Jane Ledbelly,Jane Ledbelly,,,57DB682D,44C94356,74741221,8F10B7B5,29ACD206,47981F48,446AA917,F2D34877,E40D7BD6,1,13,20,30,38,43,30,38,43,1,3,
6C9CD776,-982984444,3510,normal,0,Tokichiro Kinoshita,Tokichiro Kinoshita,,,5778826C,AB461014,70129404,2BA5D8AD,7A9CE04F,47981F48,3A80BA2E,6B3CD1C4,6BF911A6,1,13,20,30,38,43,30,38,43,0,9,
6CA3FAEB,-984091495,5066,normal,0,Roland Climbstein,Roland Climbstein,,,708F3D16,8B4D2279,ACBA9D03,3DF4C319,A9F15A5E,6BF911A6,689DC91F,AF0B8850,47981F48,1,13,20,30,38,43,30,38,43,2,10,
6CB35D65,-985181417,358,normal,0,Gus Potter,Gus Potter,,,531E0449,C26E1900,6305EFC5,B341B92F,D9505148,47981F48,F5A73140,683E235E,E40D7BD6,1,13,20,30,38,43,30,38,43,1,4,
6CB8E609,-984815493,5405,normal,0,Medwin Silvers,Medwin Silvers,,,046D8ECB,3741A4BB,D48F62DA,B9EAF38A,EEBC47E6,D1A8183F,F6B5CE52,7C5D21A8,47981F48,1,13,20,30,38,43,30,38,43,1,1,
6CC41809,-986704261,584,normal,0,Del Iverryboy,Del Iverryboy,,,046D8ECB,AF0B8850,CFB12A92,555C41BB,CB7446F6,D1A8183F,689DC91F,EE3A9349,47981F48,1,13,20,30,38,43,30,38,43,2,3,
6CC75DC6,-986491980,5333,normal,0,Rylan Spiker,Rylan Spiker,,,744A5172,36F41C6B,EC052D23,CD084057,47685B8D,6BF911A6,7A9CE04F,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,2,3,
6CD1C64F,-987379651,3435,normal,0,Verdy Golnuts,Verdy Golnuts,,,57DB682D,767E9F2D,6305EFC5,F5A73140,683E235E,E40D7BD6,230798A3,BD2F9FEE,D1A8183F,1,13,20,30,38,43,30,38,43,4,6,
6CE9D9EE,-987900004,4638,normal,0,Lev Langvil,Lev Langvil,,,357B4A6B,3DF4C319,1E65FA46,44D94EDE,2DCA5423,6BF911A6,74741221,F8FED67D,E40D7BD6,1,13,20,30,38,43,30,38,43,2,5,
6CEB921A,-987784088,3651,normal,0,Heyze,Heyze,,,531E0449,8739843C,A7AA4FF9,2DCA5423,06494D1C,E40D7BD6,2D69BE62,43BD3A61,47981F48,1,13,20,30,38,43,30,38,43,3,2,
6CEF6FB6,-988061244,4826,normal,0,Perry Al-Surah,Perry Al-Surah,,,744A5172,70B17E45,75E713B8,2A0DCADD,29342BAE,6BF911A6,4084DB12,CDBBA79E,47981F48,1,13,20,30,38,43,30,38,43,1,7,
6CF375CC,-1036620292,5892,normal,0,Venom Braggard,Venom Braggard,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,11,
6CF9C180,-988950542,2786,normal,0,Monty Montague,Monty Montague,,,046D8ECB,49334E2A,F0D9C57B,338AE850,A3C2E953,D1A8183F,210D15AF,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,0,5,
6CFE4066,1235135145,1706,fabled,8,Austin Hobbes,Austin Hobbes,,,EC052D23,029C2CF0,843B76A6,843B76A6,843B76A6,6BF911A6,5CE5F40C,843B76A6,6BF911A6,1,13,20,30,38,43,30,38,43,1,1,DBEDB6B8
6D06723E,-990741428,594,normal,0,Errol Lorre,Errol Lorre,,,531E0449,E15CCA1E,446AA917,D5871D4C,43AD37E9,6BF911A6,AB6D0E75,D17962C1,E40D7BD6,1,13,20,30,38,43,30,38,43,4,9,
6D06FD73,-990711039,4034,normal,0,Kenja Jo'rayev,Kenja Jo'rayev,,,5778826C,84A38F0E,3B0E1117,88C724C3,B341B92F,47981F48,0EE88AB5,DE24287F,E40D7BD6,1,13,20,30,38,43,30,38,43,5,3,
6D13AC78,-991452662,3418,normal,0,Maximus Cordray,Maximus Cordray,,,455C95D2,73006B16,E720CCBF,B1E8DE62,6CDE71D4,D1A8183F,E25E3884,A36F239D,723D7CA1,1,13,20,30,38,43,30,38,43,4,10,
6D29F82D,-992086433,3642,normal,0,Ludeau,Ludeau,,,90EEC323,3B0E1117,BDA94B41,70129404,F94B6EAD,47981F48,FC3BBA19,7C5D21A8,723D7CA1,1,13,20,30,38,43,30,38,43,4,5,
6D2D0581,-992408589,4816,normal,0,Falcon Al-Saqir,Falcon Al-Saqir,,,046D8ECB,9979384F,0F5312EA,681B1DB0,51992DDF,D1A8183F,007A2600,2DCA5423,E40D7BD6,1,13,20,30,38,43,30,38,43,3,9,
6D3BABB7,-993024571,2776,normal,0,Mariposa Papillon,Mariposa Papillon,,,D1DFD83A,022FCB39,06494D1C,0A06F8B0,08A1BF72,47981F48,C5B98A76,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,3,2,
6D455583,-995009551,1026,normal,0,Joseph King,Joseph King,,,046D8ECB,917B15A7,A611D7A6,0B967E8E,BE9E8ABD,D1A8183F,3931AF7D,8739843C,E40D7BD6,1,13,20,30,38,43,30,38,43,0,1,
6D4DAB20,-994466478,1604,normal,0,Haden Safe,Haden Safe,,,94884506,220FE735,B7273F0A,0A9E0118,BF1E010B,6BF911A6,EE997908,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,1,8,
6D4E8DD5,-994409561,2011,normal,0,Destra,Destra,,,708F3D16,9CB42BBD,9F153366,6228AEBD,5FE70696,6BF911A6,F2D34877,29ACD206,E40D7BD6,1,13,20,30,38,43,30,38,43,3,1,
6D5EBD41,-995445965,3520,normal,0,Ryoma Sakamoto,Ryoma Sakamoto,,,D5B95E1F,E25E3884,70129404,3B0E1117,08A1BF72,E40D7BD6,AB461014,3B0E1117,47981F48,1,13,20,30,38,43,30,38,43,5,9,
6D608A05,-996899721,4542,normal,0,Dan Bowsun,Dan Bowsun,,,16499975,74D7F860,ED8B861A,155E36DD,3657F62A,47981F48,F5A73140,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,3,8,
6D6190DC,-996827474,4533,normal,0,Bunny Cottontail,Bunny Cottontail,,,357B4A6B,E5AF12BB,2234F4DC,0B00A7A9,EA770B0D,6BF911A6,DFB4AE41,20B68DF0,D1A8183F,1,13,20,30,38,43,30,38,43,2,7,
6D713752,-997902048,348,normal,0,Per Hockside,Per Hockside,,,904D2962,220FE735,C2CDF341,BC27E078,4F6A7665,6BF911A6,B7273F0A,6CFB4F3A,E40D7BD6,1,13,20,30,38,43,30,38,43,3,3,
6D83618D,-998805505,4015,normal,0,Tamir Nasr,Tamir Nasr,,,94884506,5FDC157F,80EE174A,FC3BBA19,683E235E,E40D7BD6,84A38F0E,C5929417,47981F48,1,13,20,30,38,43,30,38,43,0,2,
6D8E7C18,-998608278,3772,normal,0,Sayo Nakamise,Sayo Nakamise,,,16499975,BFADE6C2,06494D1C,32929A4E,7670BFA2,47981F48,E69B54E0,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,4,5,
6D96B22F,-1000162211,2255,normal,0,Harley Hogg,Harley Hogg,,,046D8ECB,979FEAAE,17DC4FF1,4E6209F3,7908CBF2,D1A8183F,F94B6EAD,028C2178,47981F48,1,13,20,30,38,43,30,38,43,0,11,
6DA1F60B,-1000998791,226,normal,0,Den Hidden,Den Hidden,,,860FB8F9,40AFC573,230798A3,5228388C,E3E5A0DB,D1A8183F,F5A73140,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,3,6,
6DB78C11,-1002208669,1060,normal,0,Torch,Torch,,,357B4A6B,29342BAE,6E671B11,603C0EB6,B96C2725,6BF911A6,0E5B6D7C,3F689732,E40D7BD6,1,13,20,30,38,43,30,38,43,0,6,
6DBCDB0A,-1001859720,2540,normal,0,Jean-Luc Janeway,Jean-Luc Janeway,,,357B4A6B,06EAA75D,5B918D3B,3E45D64A,4F6A7665,6BF911A6,BD0AA100,CF94147C,E40D7BD6,1,13,20,30,38,43,30,38,43,2,6,
6DD45F24,-1004514986,985,normal,0,Robin Sherwood,Robin Sherwood,,,122F1F50,7F74CD53,F5A73140,A7915C10,83C7FBB1,6BF911A6,6305EFC5,683E235E,723D7CA1,1,13,20,30,38,43,30,38,43,4,5,
6DD71AEB,-1004333927,5506,normal,0,Cassia Bladecroft,Cassia Bladecroft,,,57DB682D,D04A0EBE,603C0EB6,210D15AF,6CFB4F3A,E40D7BD6,681B1DB0,623683BA,D1A8183F,1,13,20,30,38,43,30,38,43,1,3,
6DD77DAB,1977949282,1095,normal,0,Bellatrix,Bellatrix,,,1CF9AE6D,DFAA8346,,,,,,,,1,13,0,0,0,0,0,0,0,3,9,
6DDB21BF,-1003540531,3637,normal,0,Aye Nort,Aye Nort,,,744A5172,0E5B6D7C,7FF7377C,0DD16BC6,DB595BE3,6BF911A6,F4BCC4F9,25C879CB,E40D7BD6,1,13,20,30,38,43,30,38,43,4,3,
6DE2D1B6,-1005133884,1379,normal,0,Bella Shaded,Bella Shaded,,,904D2962,0B967E8E,C2CDF341,0F5312EA,A611D7A6,D1A8183F,F6162413,6CFB4F3A,723D7CA1,1,13,20,30,38,43,30,38,43,5,10,
6DE909E0,-1004730478,1810,normal,0,Tony Strider,Tony Strider,,,53BDEE08,44C94356,E94EEA7E,DA79BDB3,C26E1900,47981F48,E2EDDF4D,47E0AFAD,6BF911A6,1,13,20,30,38,43,30,38,43,5,3,
6DF4ABAC,-1006590498,505,normal,0,Luke Raffles,Luke Raffles,,,D5B95E1F,CE21ACAC,AB6D0E75,446AA917,F2D34877,E40D7BD6,F94B6EAD,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,2,6,
6E0AA876,-939612668,3792,normal,0,Lupin Wolfe,Lupin Wolfe,,,531E0449,4A31BCB0,C5B98A76,DAF14993,C8538A82,6BF911A6,E69B54E0,CF94147C,723D7CA1,1,13,20,30,38,43,30,38,43,1,11,
6E126641,-941201357,2275,normal,0,Grim Jinxweaver,Grim Jinxweaver,,,5778826C,B4962A59,400C2F32,74741221,D17962C1,723D7CA1,F94B6EAD,29ACD206,47981F48,1,13,20,30,38,43,30,38,43,3,2,
6E252265,-942593001,246,normal,0,Bill Teller,Bill Teller,,,D1DFD83A,97071306,400C2F32,ED8B861A,29ACD206,47981F48,FA628256,9E9B985F,6BF911A6,1,13,20,30,38,43,30,38,43,3,12,
6E4A4549,-943830213,5254,normal,0,Darrell Dignard,Darrell Dignard,,,16499975,36F41C6B,B341B92F,74D7F860,D9505148,47981F48,6305EFC5,A36F239D,E40D7BD6,1,13,20,30,38,43,30,38,43,1,6,
6E508B4A,-945519304,965,normal,0,Vaughn DeVille,Vaughn DeVille,,,D1DFD83A,2234F4DC,73A38157,013D342B,43BD3A61,47981F48,E9ED003F,A722BBD9,723D7CA1,1,13,20,30,38,43,30,38,43,2,3,
6E6605D8,-946730070,1399,normal,0,Pete Manter,Pete Manter,,,D5B95E1F,F1C1B765,6305EFC5,F5A73140,683E235E,E40D7BD6,F6B5CE52,A87FF167,47981F48,1,13,20,30,38,43,30,38,43,0,12,
