# A que altura (0-100 %) acaba la piel de la barbilla/cuello en cada cara (NOTAS O-149).
# Lo genera herramientas/construir_hombros.py.
cara,barbilla
c06036790,75
c06036800,75
c06036810,75
c06037140,74
c06037360,50
c06037370,51
c06037380,50
c06037390,54
c06037400,75
c06037410,50
c06037420,73
c06037430,73
c06037440,73
c06037450,55
c06037460,75
c06037470,78
c06037480,50
c06037490,54
c06037500,59
c06037850,50
c06037880,74
c06037890,52
c06037900,76
c06037910,57
c06037920,52
c06037930,75
c06037940,52
c06037950,76
c06037960,84
c06037970,50
c06037980,51
c06037990,56
c06038000,54
c06038010,82
c06038020,74
c06038030,50
c06039010,56
c06039011,57
c06039020,52
c06039030,53
c06039040,60
c06039050,50
c06039060,81
c06039070,74
c06039080,75
c06039090,75
c06039100,71
c06039110,50
c06039120,50
c06039130,50
c06039140,51
c06039150,50
c06039160,71
c06039170,76
c06039180,50
c06039190,75
c06039200,74
c06039210,73
c06039220,75
c06039230,50
c06039240,58
c06039250,53
c06039260,58
c06039270,75
c06039280,53
c06039290,50
c06039300,77
c06039320,91
c06039330,83
c06039340,59
c06039350,61
c06039360,50
c06039370,76
c06039380,75
c06039390,50
c06039400,83
c06039410,76
c06039420,76
c06039430,76
c06039440,76
c06039450,76
c07010010,74
c07010020,75
c07010030,73
c07010040,73
c07010050,58
c07010060,55
c07010070,73
c07010080,55
c07010090,54
c07010100,62
c07010110,52
c07010120,57
c07020010,98
c07020020,59
c07020030,71
c07020040,63
c07020050,72
c07020060,66
c07020070,57
c07020080,75
c07020090,75
c07020100,74
c07020110,73
c07020120,54
c07020130,74
c07020140,73
c07020150,76
c07020160,75
c07030010,58
c07030020,74
c07030030,52
c07030040,57
c07030050,54
c07030060,75
c07030070,74
c07030080,72
c07030090,54
c07030100,73
c07030110,77
c07030120,76
c07030130,72
c07030140,74
c07030150,56
c07030160,73
c07040010,73
c07040020,50
c07040030,85
c07040040,50
c07040050,65
c07040060,57
c07040070,57
c07040080,73
c07040090,52
c07040100,75
c07040110,73
c07040120,54
c07040130,73
c07040140,50
c07040150,51
c07040160,50
c07050010,74
c07050020,52
c07050030,52
c07050040,51
c07050050,56
c07050060,74
c07050070,68
c07050080,78
c07050090,79
c07050100,75
c07050110,75
c07050120,75
c07050130,73
c07050140,60
c07060010,71
c07060020,50
c07060030,57
c07060040,59
c07060050,77
c07060060,71
c07060070,62
c07060080,77
c07060090,77
c07060100,59
c07060110,50
c07060120,75
c07060130,75
c07060140,77
c07060150,55
c07060160,63
c07060170,56
c07060180,76
c07060190,55
c07070010,66
c07070020,60
c07070030,82
c07070040,61
c07070050,62
c07070060,75
c07070070,76
c07070080,55
c07070090,73
c07070100,74
c07070110,60
c07070120,64
c07070130,56
c07080010,61
c07080020,81
c07080030,51
c07080040,59
c07080050,51
c07080060,56
c07080070,73
c07080080,67
c07080090,77
c07080100,65
c07080110,56
c07090010,75
c07090020,87
c07090030,62
c07090040,63
c07090050,55
c07090060,53
c07090070,50
c07090080,71
c07090090,75
c07090100,51
c07090110,50
c07090120,59
c07090130,73
c07090140,50
c07100010,64
c07100020,59
c07100030,74
c07100040,74
c07100050,74
c07100060,52
c07100070,74
c07100080,50
c07100090,62
c07100100,83
c07100110,73
c07100120,66
c07100130,54
c07100140,74
c07110010,74
c07110020,50
c07110030,54
c07110040,73
c07110050,71
c07110060,54
c07110070,75
c07110080,53
c07110090,50
c07110100,65
c07110110,50
c07110120,73
c07110130,52
c07110140,75
c07110150,79
c07110160,71
c07120010,52
c07120020,54
c07120030,75
c07120040,74
c07120050,50
c07120060,74
c07120070,73
c07120080,52
c07120090,75
c07130010,53
c07130020,75
c07130030,77
c07130040,75
c07130050,73
c07130060,74
c07130070,73
c07130080,74
c07130090,63
c07130100,58
c07130110,77
c07130120,73
c07130130,50
c07150010,52
c07150020,73
c07150030,54
c07150040,55
c07150050,74
c07150060,74
c07150070,74
c07150080,57
c07150090,83
c07150100,50
c07160010,60
c07160020,77
c07160030,75
c07160040,56
c07160050,53
c07160060,73
c07160070,50
c07160080,75
c07160090,76
c07160100,64
c07160110,57
c07160120,52
c07160130,50
c07160140,71
c07160150,64
c07160160,74
c07160500,61
c07170010,50
c07170020,50
c07170050,76
c07170090,50
c07180010,75
c07180020,62
c07180050,75
c07180080,54
c07190010,75
c07190050,75
c07190110,75
c07240290,52
c07240370,57
c07240530,52
c07290020,56
c08010010,74
c08010020,50
c08010030,74
c08010240,54
c08020010,50
c08020020,51
c08020030,60
c08020040,75
c08020050,55
c08020060,54
c08020070,79
c08020080,58
c08020090,51
c08020100,52
c08020110,51
c08020120,74
c08020130,73
c08020140,82
c08030010,50
c08030020,83
c08030030,75
c08030031,57
c08030032,75
c08030040,76
c08030050,76
c08030060,53
c08030070,75
c08030080,75
c08030090,53
c08030100,78
c08030110,100
c08030120,75
c08030130,50
c08040010,74
c08040020,76
c08040030,76
c08040040,50
c08040050,54
c08040060,75
c08040070,79
c08040080,75
c08040090,81
c08040100,63
c08040110,78
c08040120,74
c08040130,75
c08050010,51
c08050020,68
c08050030,70
c08050040,76
c08050050,78
c08050060,59
c08050070,76
c08050080,80
c08050090,54
c08050100,74
c08050110,74
c08050120,55
c08050130,62
c08060010,75
c08060020,75
c08060030,73
c08060040,52
c08060050,50
c08060060,71
c08060070,82
c08060080,60
c08060090,57
c08060100,55
c08060110,50
c08060120,76
c08060130,50
c08070010,75
c08070020,50
c08070030,79
c08070040,76
c08070050,80
c08070060,74
c08070070,73
c08070080,59
c08070090,76
c08080010,77
c08080020,50
c08080030,75
c08080040,73
c08080050,71
c08080060,73
c08080070,74
c08080080,72
c08080090,75
c08080100,73
c08080110,50
c08080120,57
c08080130,52
c08080140,53
c08090010,74
c08090020,73
c08090030,50
c08090040,75
c08090050,77
c08090060,71
c08090070,75
c08090080,73
c08090090,84
c08090100,73
c08090110,60
c08090120,64
c08090130,50
c08090140,56
c08090150,75
c08090160,72
c08090170,77
c08090180,74
c08090190,73
c08090200,51
c08090210,60
c08090220,75
c08100010,75
c08100020,73
c08100030,52
c08100040,74
c08100050,75
c08100060,64
c08100070,74
c08100080,50
c08100090,73
c08100100,56
c08100110,75
c08100120,78
c08100130,61
c08110010,50
c08110020,50
c08110030,73
c08110040,73
c08110050,63
c08110060,50
c08110070,74
c08110080,73
c08110090,56
c08110100,54
c08110110,58
c08110120,57
c08110130,74
c08110140,50
c08110150,74
c08110160,78
c08120010,54
c08120020,73
c08120030,52
c08120040,64
c08120050,74
c08120060,55
c08120070,73
c08120080,77
c08120090,52
c08120100,62
c08120110,72
c08120120,65
c08120130,73
c08120140,50
c08130010,73
c08130020,55
c08130030,58
c08130040,74
c08130050,60
c08130060,74
c08130070,74
c08130080,66
c08130090,76
c08130100,63
c08130110,59
c08130120,78
c08130130,75
c08130140,50
c11010010,73
c11010011,73
c11010012,73
c11010013,73
c11010020,74
c11010030,73
c11010040,77
c11010050,74
c11010052,74
c11010060,55
c11010061,55
c11010070,79
c11010080,66
c11010090,78
c11010100,57
c11010110,61
c11010115,60
c11010120,57
c11010130,74
c11010140,73
c11010150,56
c11010160,52
c11010170,61
c11010180,52
c11010190,74
c11010200,61
c11010210,75
c11010220,56
c11010230,79
c11010500,72
c11010510,50
c11020010,62
c11020011,61
c11020019,54
c11020020,57
c11020030,75
c11020040,73
c11020050,73
c11020060,81
c11020070,74
c11020080,57
c11020090,73
c11020100,57
c11020110,75
c11020120,74
c11020130,75
c11020140,50
c11020150,50
c11020160,57
c11020170,62
c11020500,71
c11020510,74
c11020520,73
c11030010,75
c11030011,73
c11030020,76
c11030030,77
c11030040,76
c11030050,71
c11030060,74
c11030070,55
c11030080,50
c11030090,79
c11030100,64
c11030110,62
c11030120,77
c11030130,75
c11030140,57
c11030150,78
c11030160,73
c11030500,73
c11030510,65
c11040010,50
c11040011,50
c11040020,79
c11040021,79
c11040030,75
c11040031,75
c11040040,73
c11040041,72
c11040050,73
c11040051,73
c11040060,76
c11040061,76
c11040070,75
c11040071,75
c11040080,54
c11040081,52
c11040090,56
c11040091,55
c11040100,66
c11040110,73
c11040120,52
c11040130,77
c11040140,64
c11040150,76
c11040160,52
c11050010,63
c11050020,75
c11050030,50
c11050040,75
c11050050,75
c11050060,67
c11050070,50
c11050080,52
c11050090,50
c11050100,54
c11050110,51
c11050120,74
c11050130,75
c11050140,59
c11050150,51
c11050160,57
c11050500,50
c11050510,52
c11060010,50
c11060020,55
c11060030,74
c11060040,76
c11060050,73
c11060060,75
c11060070,52
c11060080,73
c11060090,73
c11060100,74
c11060110,75
c11060120,54
c11060130,53
c11060140,76
c11060150,72
c11060160,59
c11060500,71
c11060510,57
c11070010,71
c11070020,64
c11070030,68
c11070040,74
c11070050,73
c11070060,50
c11070070,75
c11070080,54
c11070090,50
c11070100,75
c11070110,50
c11070120,73
c11070130,59
c11070140,73
c11070150,73
c11070160,51
c11070500,50
c11070510,61
c11080010,53
c11080020,50
c11080030,56
c11080040,75
c11080050,57
c11080060,54
c11080070,61
c11080080,72
c11080090,57
c11080100,62
c11080110,57
c11080120,74
c11080130,59
c11080140,79
c11080150,50
c11080160,50
c11080500,50
c11080510,76
c11080520,50
c11090010,75
c11090020,59
c11090030,75
c11090040,73
c11090050,50
c11090060,79
c11090070,75
c11090080,75
c11090090,73
c11090100,62
c11090110,57
c11090120,75
c11090130,75
c11090140,73
c11090150,74
c11090160,75
c11090500,73
c11090510,50
c11100010,73
c11100020,74
c11100030,73
c11100040,73
c11100050,52
c11100060,57
c11100070,74
c11100080,54
c11100090,55
c11100100,51
c11100110,74
c11100120,74
c11100130,52
c11100140,76
c11100150,51
c11100160,73
c11100500,80
c11100510,74
c11110010,75
c11110020,54
c11110030,74
c11110040,73
c11110050,61
c11110060,52
c11110070,50
c11110080,74
c11110090,72
c11110100,55
c11110110,54
c11110120,74
c11110130,73
c11110140,52
c11110150,73
c11110160,50
c11110500,71
c11110510,50
c11120010,55
c11120020,73
c11120030,73
c11120040,74
c11120050,74
c11120060,57
c11120070,54
c11120080,79
c11120090,54
c11120100,57
c11120110,73
c11120120,68
c11120130,79
c11120140,78
c11120150,73
c11120160,74
c11120500,80
c11120510,57
c11130010,56
c11130020,80
c11130030,74
c11130040,77
c11130050,72
c11130060,79
c11130070,51
c11130080,74
c11130090,73
c11130100,72
c11130110,50
c11130120,71
c11130130,73
c11130140,58
c11130150,72
c11130160,72
c11130500,100
c11130510,54
c11130520,75
c11140010,73
c11140020,74
c11140030,64
c11140040,50
c11140050,50
c11140060,50
c11140070,62
c11140080,75
c11140090,54
c11140100,50
c11140110,74
c11140120,50
c11140130,78
c11140140,50
c11140150,75
c11140160,74
c11140500,54
c11140510,72
c11140520,69
c11140530,50
c11150010,58
c11150020,65
c11150030,78
c11150040,75
c11150050,50
c11150060,50
c11150070,71
c11150080,66
c11150090,90
c11150100,74
c11150110,62
c11150120,59
c11150130,71
c11150140,72
c11150150,74
c11150160,73
c11150500,100
c11150510,53
c11160010,73
c11160020,55
c11160030,72
c11160040,58
c11160050,75
c11160060,75
c11160070,74
c11160080,52
c11160090,73
c11160100,73
c11160110,73
c11160120,73
c11160130,75
c11160140,72
c11160150,74
c11160160,55
c11160500,60
c11160510,73
c11170010,76
c11170020,73
c11170030,75
c11170040,50
c11170050,56
c11170060,52
c11170070,74
c11170080,50
c11170090,73
c11170100,75
c11170110,54
c11170120,73
c11170130,72
c11170140,61
c11170150,50
c11170160,74
c11170500,50
c11170510,50
c11180010,71
c11180020,60
c11180030,64
c11180040,75
c11180050,56
c11180060,59
c11180070,50
c11180080,54
c11180090,56
c11180100,50
c11180110,55
c11180120,54
c11180130,74
c11180140,57
c11180150,73
c11180160,73
c11180500,61
c11180510,72
c11190010,57
c11190020,74
c11190030,55
c11190040,57
c11190050,59
c11190060,52
c11190070,57
c11190080,57
c11190090,54
c11190100,53
c11190110,55
c11190120,72
c11190130,57
c11190140,73
c11190150,73
c11190160,73
c11190500,54
c11190510,51
c11200010,59
c11200020,76
c11200030,91
c11200040,74
c11200500,82
c11210010,66
c11210030,73
c11210040,74
c11210050,74
c11210060,50
c11210070,57
c11210080,50
c11210090,75
c11210100,74
c11210110,73
c11210120,74
c11210130,50
c11210140,60
c11210150,74
c11210160,61
c11210210,66
c11210230,73
c11210240,74
c11210250,74
c11210260,50
c11210270,57
c11210280,50
c11210290,75
c11210300,74
c11210310,73
c11210320,74
c11210330,50
c11210340,60
c11210350,74
c11210360,61
c11210510,74
c11210710,74
c11220010,87
c11220020,50
c11220030,59
c11220040,76
c11220050,54
c11220060,53
c11220070,76
c11220080,75
c11220090,71
c11220100,65
c11220110,59
c11220120,73
c11220130,60
c11220140,74
c11220150,53
c11220160,75
c11220210,87
c11220220,50
c11220230,59
c11220240,67
c11220250,55
c11220260,53
c11220270,76
c11220280,75
c11220290,71
c11220300,66
c11220310,59
c11220320,73
c11220330,59
c11220340,74
c11220350,53
c11220360,75
c11220500,61
c11220510,58
c11220700,61
c11220710,58
c11230010,72
c11230020,74
c11230030,56
c11230040,71
c11230050,51
c11230060,73
c11230070,54
c11230080,57
c11230090,73
c11230100,100
c11230110,72
c11230120,75
c11230130,50
c11230140,50
c11230150,64
c11230160,73
c11230510,61
c11250010,72
c11250020,59
c11250030,69
c11250040,59
c11250050,51
c11250060,57
c11250070,75
c11250080,85
c11250090,74
c11250100,78
c11250110,100
c11250120,76
c11250130,74
c11250140,61
c11250150,51
c11250160,63
c11260010,61
c11270010,50
c11500010,50
c11500019,64
c11500020,73
c11500030,73
c11500040,75
c11500050,56
c11500060,56
c11500070,58
c11500080,72
c11500090,72
c11500100,75
c11500110,70
c11500120,74
c11500121,74
c11500130,76
c11500140,51
c11500150,74
c11500170,51
c11500180,73
c11500190,72
c11500200,73
c11500210,66
c11500211,71
c11500220,72
c11500230,77
c11500240,51
c11500250,53
c11500251,53
c11500260,100
c11500270,56
c11500280,75
c11500290,51
c11500300,50
c11500310,51
c11500320,75
c11500330,75
c11500340,74
c11500350,50
c11500360,54
c11500370,50
c11500380,50
c11500390,52
c11500400,75
c11500410,74
c11500420,73
c11500430,59
c11500440,55
c11500450,74
c11500460,75
c11500470,50
c11500480,74
c11500490,50
c11500500,73
c11500501,61
c11500510,50
c11500520,50
c11500530,73
c11500531,59
c11500540,50
c11500680,78
c11500690,75
c11500700,72
c11500710,50
c11500720,51
c11500730,55
c11500740,52
c11500750,82
c11500760,53
c11500770,55
c11500780,73
c11500790,51
c11500800,50
c11500810,50
c11500820,55
c11500830,56
c11500840,74
c11500850,77
c11500860,50
c11500870,50
c11500880,76
c11500890,75
c11500900,74
c11500910,57
c11500920,51
c11500930,58
c11500940,51
c11500970,72
c11500980,72
c11500990,73
c11600010,57
c11600020,73
c11600021,75
c11600030,77
c11600041,96
c11600050,68
c11600060,50
c11600061,50
c11600070,53
c11600080,71
c11600090,57
c11600100,54
c11600110,57
c11600120,74
c11700010,77
c11700020,76
c11700030,78
c11700040,75
c11700050,55
c11700060,50
c11700070,58
c11700080,93
c11700090,77
c11700100,50
c11700110,50
c11700120,58
c11700130,74
c11700140,74
c11700150,74
c11700160,73
c11700170,50
c11700180,73
c11700190,55
c11700200,73
c11700210,73
c11700220,51
c11700230,50
c11700240,76
c11700250,77
c11700260,50
c11700270,53
c11700280,75
c11700290,74
c11700300,53
c11700310,52
c11700320,57
c11700330,71
c11700340,74
c11700350,50
c11700360,79
c11700370,75
c11700380,77
c11700390,50
c11700400,61
c11700410,72
c11700420,60
c11700430,63
c11700440,72
c11700450,76
c11700460,50
c11700470,54
c11700480,55
c11700490,73
c11700500,73
c11700510,60
c11700520,77
c11700530,63
c11700540,61
c11700550,73
c11700560,52
c11700570,73
c11700580,52
c11700590,74
c11700600,79
c11700610,75
c11700620,50
c11700630,59
c11700640,53
c11700650,53
c11700660,56
c11700670,62
c11700680,61
c11700690,50
c11700710,74
c11700720,79
c11700730,59
c11700740,75
c11700750,77
c11700760,77
c11700770,75
c11700780,50
c11700790,75
c11700800,55
c11701010,72
c11701020,50
c11701030,50
c11701040,59
c11701050,50
c11701060,50
c11701070,61
c11701080,75
c11701090,77
c11701100,50
c11701110,74
c11701120,73
c11701130,77
c11702010,56
c11702020,73
c11702030,74
c11702040,60
c11702050,72
c11702060,61
c11702070,73
c11702080,73
c11702090,79
c11702100,73
c11703010,50
c11703020,63
c11703030,56
c11703040,52
c11703050,50
c11703060,76
c11703070,66
c11703080,51
c11703090,54
c11703100,73
c11704010,75
c11704020,73
c11704030,50
c11704040,88
c11704050,74
c11704060,79
c11704070,75
c11704080,52
c11704090,55
c11704100,68
c11704110,65
c11704120,57
c11704130,57
c11705010,73
c11705050,75
c11706010,75
c11706020,74
c11706030,74
c11706040,73
c11706050,73
c11706060,77
c11706070,59
c11706080,75
c11706090,62
c11706100,61
c11706110,73
c11706120,57
c11707010,73
c11707020,50
c11707030,61
c11707040,50
c11707050,58
c11707060,73
c11707070,55
c11707080,50
c11707090,71
c11707100,50
c11707110,80
c11707120,54
c11707130,74
c11707140,50
c11708010,63
c11708020,61
c11708030,50
c11708040,51
c11708050,59
c11708060,77
c11708070,58
c11708080,60
c11708090,54
c11709010,54
c11709020,51
c11709030,75
c11709040,57
c11709050,52
c11709060,54
c11709070,55
c11709080,73
c11709090,73
c11709100,64
c11709110,66
c11709120,71
c11709130,54
c11710010,73
c11710020,74
c11710030,50
c11710040,77
c11710050,50
c11710060,61
c11710070,70
c11710080,57
c11710090,62
c11710100,76
c11710110,75
c11710120,73
c11710130,60
c11710140,71
c11711010,73
c11711020,64
c11711030,71
c11711040,56
c11711050,73
c11711060,73
c11711070,50
c11711080,61
c11711090,76
c11712010,78
c11712020,79
c11712030,76
c11712040,76
c11712050,77
c11712060,75
c11712070,60
c11712080,75
c11712090,75
c11712100,77
c11713030,72
c11713040,58
c11713050,55
c11713070,55
c11713080,55
c11713090,61
c11713100,63
c11713110,57
c11714010,73
c11714020,60
c11714030,57
c11714040,79
c11714060,54
c11714070,76
c11714080,56
c11714090,54
c11714100,55
c11715010,50
c11715020,56
c11715030,52
c11715040,66
c11715050,74
c11715060,72
c11715070,51
c11715080,54
c11715090,75
c11715100,59
c11716010,56
c11716020,50
c11716030,79
c11716040,75
c11716050,74
c11716060,55
c11716070,50
c11716080,67
c11716090,58
c11717010,82
c11717020,78
c11717030,77
c11717040,76
c11717050,50
c11717060,51
c11717070,72
c11718010,76
c11718020,53
c11718030,80
c11718040,77
c11718050,63
c11718060,58
c11718070,54
c11718080,51
c11718090,60
c11718100,57
c11718110,52
c11718120,75
c11718130,76
c11719010,50
c11719020,56
c11719030,55
c11719040,76
c11719050,79
c11719060,57
c11719070,50
c11719080,57
c11719090,50
c11719100,76
c11719110,77
c11720010,55
c11720020,59
c11720040,75
c11720050,75
c11720060,50
c11720070,75
c11721010,73
c11721020,50
c11721030,69
c11721040,63
c11721050,59
c11721060,57
c11721070,52
c11721080,54
c11721090,79
c11721100,58
c11722010,78
c11722020,65
c11722030,50
c11722040,56
c11722050,63
c11722060,75
c11722070,71
c11722080,76
c11722090,75
c11722100,50
c11723010,71
c11723020,58
c11723030,74
c11723040,73
c11723050,79
c11723060,50
c11723070,61
c11723080,52
c11724010,57
c11724020,75
c11724030,52
c11724040,51
c11724050,75
c11724060,57
c11724070,73
c11724080,75
c11724090,53
c11724100,59
c11724110,74
c11724120,73
c11724130,74
c11725010,72
c11725020,51
c11725030,73
c11725040,59
c11725050,75
c11725060,74
c11725070,59
c11725080,61
c11725090,55
c11725100,75
c11725110,75
c11726010,75
c11726020,50
c11726030,74
c11726040,50
c11726050,51
c11726060,73
c11726070,50
c11726080,73
c11726090,58
c11726100,54
c11726110,54
c11726120,82
c11726130,63
c11727010,73
c11727020,72
c11727030,72
c11727040,50
c11727050,62
c11727060,75
c11727070,72
c11727080,50
c11727090,79
c11727100,73
c11728010,74
c11728020,57
c11728030,55
c11728040,60
c11728050,73
c11728060,76
c11728070,63
c11728080,56
c11728090,74
c11728100,63
c11728110,75
c11729010,52
c11729020,73
c11729030,64
c11729040,75
c11729050,54
c11729060,76
c11729070,50
c11729080,79
c11729090,53
c11729100,67
c11729110,66
c11729120,57
c11730010,72
c11730020,80
c11730030,51
c11730040,66
c11730050,75
c11730060,74
c11730070,58
c11730080,73
c11731010,50
c11731020,53
c11731030,62
c11731040,51
c11731050,58
c11731060,75
c11731070,57
c11731080,50
c11731090,75
c11731100,78
c11731110,59
c11731120,53
c11731130,59
c11732010,64
c11732020,77
c11732030,66
c11732040,77
c11732050,77
c11732060,73
c11732070,50
c11732080,76
c11732090,75
c11732100,53
c11732110,56
c11732120,72
c11733010,57
c11733020,74
c11733030,54
c11733040,64
c11733050,58
c11733060,52
c11733070,54
c11733080,73
c11733090,50
c11733100,75
c11734010,52
c11734020,73
c11734030,55
c11734040,61
c11734050,59
c11734060,71
c11734070,50
c11735010,62
c11735020,81
c11735030,79
c11735040,50
c11735050,50
c11735060,80
c11735070,60
c11735080,75
c11735090,80
c11735100,75
c11735110,55
c11735120,55
c11735130,73
c11736010,55
c11736020,55
c11736030,75
c11736040,74
c11736050,76
c11736060,51
c11736070,50
c11736080,50
c11736090,51
c11736100,59
c11736110,61
c11737010,59
c11737020,61
c11737030,75
c11737040,74
c11737050,54
c11737060,78
c11737070,75
c11737080,75
c11737090,73
c11738010,72
c11738020,62
c11738030,62
c11738040,74
c11738050,55
c11738060,57
c11738070,50
c11738080,51
c11740010,73
c11740020,74
c11748020,50
c11748040,50
c11748060,61
c11748080,59
c11748100,52
c11748110,59
c11748120,76
c11748130,56
c11749010,61
c11801010,60
c11801020,52
c11801030,73
c11801040,74
c11801050,58
c11801060,58
c11801070,61
c11801080,61
c11801090,50
c11801100,100
c11801110,50
c11801120,72
c11801130,51
c11802010,62
c11802020,51
c11802030,77
c11802040,78
c11802050,79
c11802060,75
c11802070,70
c11803010,54
c11803020,72
c11803030,80
c11803040,55
c11803050,73
c11803060,80
c11803070,62
c11803080,77
c11803090,68
c11803100,57
c11804010,70
c11804020,50
c11804030,77
c11804040,72
c11804050,51
c11804060,50
c11804070,70
c11804080,73
c11805010,54
c11805020,54
c11806010,73
c11806020,57
c11806030,73
c11806040,65
c11806050,55
c11806060,72
c11806070,72
c11806080,50
c11806090,67
c11806100,100
c11807010,56
c11807020,79
c11807030,78
c11807040,68
c11807050,52
c11807060,74
c11807070,69
c11807080,50
c11807090,74
c11807100,72
c11807110,75
c11807120,74
c11807130,55
c11807140,63
c11807150,73
c11807160,80
c11807170,74
c11807180,83
c11807190,77
c11807200,73
c11807210,73
c11807220,54
c11807230,52
c11807240,74
c11807250,55
c11807260,73
c11807270,52
c11807280,72
c11808010,52
c11808020,63
c11808030,72
c11808040,66
c11808050,55
c11808060,76
c11808070,74
c11808080,55
c11808090,71
c11808100,67
c11808110,79
c11808120,76
c11808130,50
c11808140,73
c11808150,75
c11808160,72
c11808170,51
c11901010,74
c11901020,63
c11901030,74
c11901080,56
c11901090,51
c11901100,57
c11901150,50
c11901160,76
c11902010,75
c11902020,60
c11902030,52
c11902040,74
c11902060,81
c11902070,73
c11902080,75
c11902210,50
c11902220,75
c11902230,61
c11902240,54
c11902250,50
c11902260,61
c11902270,50
c11902280,65
c11902290,56
c11902300,54
c11902310,74
c11902320,100
c11902330,55
c11902340,62
c11902350,73
c11902360,73
c11903010,54
c11903020,68
c11903030,74
c11903040,52
c11903050,85
c11903060,53
c11904010,55
c11904020,73
c11904030,79
c11904040,74
c11905030,75
c11905040,69
c11905050,73
c11905060,73
c11905070,73
c11905080,50
c11905090,50
c11906010,100
c11906030,67
c11907010,77
c11907020,50
c11907050,50
c11907060,64
c11907070,61
c11907080,76
c11908010,50
c11908020,79
c11908030,86
c11908040,54
c11908050,73
c11908060,57
c11908080,54
c11908110,75
c11908120,74
c11908130,75
c11908140,53
c11908150,50
c11908160,58
c11908170,74
c11908180,52
c11908190,50
c11908200,73
c11908210,75
c11908300,75
c11908310,60
face_ban00,61
face_blank00,68
npc2323,72
