# Con que imagen se dibuja cada espiritu.
# id = los 4 bytes tal y como aparecen en la partida.
# icono = ruta dentro de 200_icon/10_icon_chr (vacio = no hay).
# Lo genera herramientas/construir_espiritus.py (NOTAS O-102).
id,familia,rango,icono,modelo,nombre_largo,descripcion,tecnica
C22E6753,alma,5,aura_soul/a000300_l.png,wsk000300,Tótem Gigiras,Una gigantesca bestia con cuatro tentáculos que parecen látigos con los que aplasta a sus enemigos.,274A00E7
C25CCF91,mixi,2,face/c05028030_l.png,wmm00030_h1,Miximax Trans: <FUL:SYU>,Un jugador misterioso y fantasmagórico. Nadie sabe nada sobre su pasado.,F3DC3CB7
C2E5D1C5,armadura,1,aura_armed/c05022680_5000_l.png,was00130,"Poseidón, rey de los mares",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C32DF1F0,alma,1,aura_soul/a000160_l.png,wsd000160,Tótem tejón,Un depredador audaz que blande unas garras afiladas como cuchillas contra sus enemigos.,FD06F6E9
C37F77A1,armadura,1,aura_armed/c01000120_5000_l.png,wak00491,"Vega, suerte encarnada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C3856E78,mixi,1,face/c05029460_l.png,wmm00220_h2,Miximax Trans: <FST:TENMA>,"Joven algo ingenuo, pero que adora el fútbol. Su juego es tan agradable como una bocanada de aire fresco.",F2F2F5EE
C3C4AA76,mixi,2,face/c05029420_l.png,wmm00240,Miximax Trans: <FLC:SHINDO>,"Jugador que dirige a su equipo como un director de orquesta. Todo un genio, que se ha ganado el apodo de ""Virtuoso"".",38DB740F
C53A7059,kenshin,3,aura_fs/k000340_l.png,wko00340,Peón negro,"Un espíritu de fuego. A pesar de no ser muy grande, es un adversario temible.",CB517818
C591A8F2,armadura,3,aura_armed/c05020500_5000_l.png,was00610,"Fénix, señor de los cielos",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C5999A18,kenshin,4,aura_fs/k000370_l.png,wkd00370,"Torre negra, centinela vigía",Un espíritu de montaña. El poder que desprende es impresionante.,8AC38940
C59F3FBC,armadura,3,aura_armed/c04003300_5100_l.png,wao00182,Peón blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C6EB0B37,alma,3,aura_soul/a000340_l.png,wsk000340,Tótem Magnatas,"Una bestia robusta de Nomor, de cuatro extremidades, cuya espalda acorazada la protege de cualquier daño.",BD35B23C
C728C237,armadura,2,aura_armed/c05021810_5000_l.png,wak00720,"Sombra de plasma PA, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C858848D,kenshin,2,aura_fs/k000880_l.png,wks00880,"Argentia, reina plateada",Un espíritu de bosque. Hermoso y peligroso como una daga de plata.,FBFC24E7
C8AE3EAB,armadura,4,aura_armed/c05021940_5000_l.png,wao00724,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C92B691F,armadura,4,aura_armed/c05028540_5000_l.png,wao00724_1,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C98575BC,alma,1,aura_soul/a000010_l.png,wso000010,Tótem caballo,Un animal fuerte y veloz que pisa el suelo con sus poderosas pezuñas mientras corre sin parar.,FAD1659F
C9C03059,armadura,3,aura_armed/c05024810_5000_l.png,wak00960,"Vritrá, Escualodragón despiadado",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
C9FD07DC,mixi,1,face/c05029440_l.png,wmm00230_h1,Miximax Trans: <FUL:HAKURYU>,Un chico que confía plenamente en sus propias habilidades. Mantiene una gran rivalidad con <FLC:TSURUGI>.,96A9E089
CA4F8904,armadura,4,aura_armed/c05021500_5100_l.png,wad00670_h1,"Xuan-Wu, guerrero del norte",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
CAA4BE9B,alma,2,aura_soul/a000380_l.png,wsk000380,Tótem Saranarja,"Un depredador de tres cabezas de la familia de la hidra, procedente de Falam Orbius, que ataca con ponzoñosa precisión.",F04B1C89
CACAB252,especial,5,,test_awakening_power,Despertar,Descripción de Awakening Power.,
CAF7F1A5,armadura,2,aura_armed/c04003690_5000_l.png,wad00360,"Alfil negro, mensajero divino",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
CAFDD1FF,armadura,5,aura_armed/c04003500_5000_l.png,was00241,"Arturo, paladín de la espada sagrada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
CC83C5EE,kenshin,1,aura_fs/k000770_l.png,wkk00770,"Atlanticus, bestia abisal",Un espíritu de viento. Su furia devora campos de fútbol enteros.,04E02A51
CCC97B1E,mixi,3,face/c11908140_l.png,wmm00211_h1,Miximax Trans: <FLC:TSURUGI>,Un delantero afín a la oscuridad. Sus increíbles talentos abruman a aliados y rivales por igual.,E94C248D
CD1B713A,armadura,4,aura_armed/c05021500_5000_l.png,was00690,"Zodíaco, príncipe del plano astral",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
CD2062D3,armadura,3,aura_armed/c05023260_5000_l.png,wao00470,"Sirena, la hechicera",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
CD571A8D,especial,5,,awakening_power_st0301,Despertar,Descripción de Awakening Power.,
CD8BBA78,kenshin,1,aura_fs/k000120_l.png,wks00120,Sobrenatural halcón de trueno,Un espíritu de viento. Sus afiladas garras hacen temblar hasta al más pintado.,38AF09CC
CE329DC1,armadura,1,aura_armed/c05023430_5000_l.png,wad00320,"Drake, caballero dragón",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
CF8B1FDA,mixi,1,face/c05029480_l.png,wmm00280,Miximax Trans: <FLC:YUTO>,Un capitán que guía hacia la victoria a su equipo. Posee un amplio arsenal de tácticas y técnicas.,40A40AFD
D00D237E,armadura,3,aura_armed/c04000090_5100_l.png,was00302_b1,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D0DA7EBE,kenshin,2,aura_fs/k002030_l.png,wko02030,Animador,Un espíritu de bosque. Surge de la unidad y vive para difundir alegría.,3710E401
D12DC52E,armadura,3,aura_armed/c04000080_5100_l.png,was00300_h1,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D13FA5A8,armadura,5,aura_armed/c04003500_5000_l.png,was00241_h1,"Arturo, paladín de la espada sagrada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D16A53AC,armadura,4,aura_armed/c05021850_5000_l.png,wao00720,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D1A8183F,especial,5,,wap01002,Determinación de portero,"Consciente de la importancia de su papel, el portero se esfuerza a tope y da la talla cuando es necesario.",
D1C399B7,armadura,1,aura_armed/c05020700_5000_l.png,was00631,"Atenea, dueña del aire",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D1C9B9ED,armadura,1,aura_armed/c05020150_5000_l.png,wad00710,"Jaguar, guerrero prehistórico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D1FA98EE,kenshin,1,aura_fs/k000090_l.png,wko00090,"Barius, supersónico",Un espíritu de viento. Su celeridad le da una gran ventaja frente a sus rivales.,B58078C8
D2BB3DF4,alma,2,aura_soul/a000460_l.png,wso000460,Tótem Zooma,Un enorme depredador reptiliano de Sílice que se abre camino por el suelo a una velocidad vertiginosa.,68240E8C
D2CB3804,especial,5,,mode_change_c11150120_exst,Modo Aphrody,Le sobrepasa la admiración por Aphrody y se transforma en su forma exacta.,2188D903
D353F757,mixi,4,face/c11908190_l.png,wmm00221,Miximax Trans: <FLC:ENDO>,"Su pasión por el fútbol es insuperable. Pase lo que pase, su valiente corazón nunca se rendirá.",1650516E
D40C98F5,kenshin,4,aura_fs/k000460_l.png,wkk00460,"Gargantúa, gigante metálico",Un espíritu de montaña. Tan grande y tan resistente como una muralla.,5F71DFB1
D429A61B,kenshin,4,aura_fs/k000930_l.png,wko00930,"Jmet, adalid leonino",Un espíritu de montaña. Las zarpas de acero de este veterano hablan por él.,8A606301
D4BCF89B,kenshin,4,aura_fs/k002040_l.png,wkd02040,"Warborg, muralla titánica",Un espíritu de la tierra. Provoca a los delanteros para luego convertirlos en piedra.,33766224
D7969B33,mixi,1,face/c11908180_l.png,wmm00261,Miximax Trans: <FUL:HAKURYU>,Un chico que confía plenamente en sus propias habilidades. Mantiene una gran rivalidad con <FLC:TSURUGI>.,96A9E089
D8E7E89D,armadura,2,aura_armed/c05028520_5000_l.png,wak00721_1,"Sombra de plasma PA, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
D9704126,kenshin,1,aura_fs/k000010_l.png,wko00010,Pegaso alado,Un espíritu de viento. Usa sus poderosas alas para derribar a los enemigos.,08025533
D9DB998D,armadura,5,aura_armed/c05020120_5000_l.png,was00540,"Pendragón, caballero misterioso",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
DA31CE50,alma,1,aura_soul/a000260_l.png,wss000260,Tótem Ixaal,Una criatura cósmica humanoide que flota por el aire y atrapa a sus presas con los tentáculos.,2814CDFE
DA6A8CDE,armadura,2,aura_armed/c05024910_5100_l.png,was00220,"Reina blanca, encantadora real",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
DAB1BED3,mixi,1,face/c05028140_l.png,wmm00055_b1,Miximax Trans: Zhuge Liang,"La estratega más brillante de <FUL:RYUBI>. Hermosa, pero reservada y esquiva.",BD04D9AC
DB4BF76D,mixi,4,face/c05028070_l.png,wmm00150,Miximax Trans: Liu Bei,Héroe de los Tres Reinos. Un tipo peculiar que no deja nada a medias.,57A5DD31
DC155BAC,mixi,1,face/c11908180_l.png,wmm00261_h1,Miximax Trans: <FUL:HAKURYU>,Un chico que confía plenamente en sus propias habilidades. Mantiene una gran rivalidad con <FLC:TSURUGI>.,96A9E089
DD14D5B3,armadura,2,aura_armed/c04002050_5000_l.png,wad00421,Berserker,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
DD16C703,kenshin,2,aura_fs/k000060_l.png,wkd00060,Juez supremo,Un espíritu de bosque. Juzga y condena sin piedad a sus rivales.,4D55C80F
DE3D3948,armadura,4,aura_armed/c04003260_5100_l.png,was00191,Caballo blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
DEA7D250,kenshin,3,aura_fs/k000700_l.png,wkd00700,"Amaterasu, guerrera del amanecer",Un espíritu de fuego. Ciega al oponente con flechas deslumbrantes.,53304A92
DF8E9B09,mixi,3,face/c05028050_l.png,wmm00110,Miximax Trans: Juana,Una chica tímida y discreta que se convertirá en la salvadora de Francia.,5336D8ED
DFA79F2C,armadura,4,aura_armed/c05020410_5000_l.png,wak00430,"Barron, coloso metálico",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
E06E80C0,mixi,4,face/c05028100_l.png,wmm00090,Miximax Trans: <FLC:SAKAMOTO>,Un hombre con un gran corazón... y un gran apetito. Aspira a crear un nuevo Japón.,9E74ADDD
E0B4C51D,armadura,3,aura_armed/c04000090_5100_l.png,was00302_h2,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
E1DF3031,kenshin,1,aura_fs/k000450_l.png,wks00450,"Neptuno, señor de los mares",Un espíritu de viento. Cuenta con todo el poderío de los océanos.,7D5B7EB1
E2661788,armadura,2,aura_armed/c04000030_5000_l.png,wad00650,"Brunilda, valquiria abanderada",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
E26E2562,kenshin,1,aura_fs/k000330_l.png,wks00330,Archipegaso alado,Un espíritu de viento. Se diría que se desliza por la brisa.,BACD3FFE
E2C5FDC9,armadura,2,aura_armed/c05020350_5000_l.png,wao00660,"Cychr, dragón enjoyado",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
E4043C2E,armadura,3,aura_armed/c05022620_5000_l.png,wad00890,"Zhuque, guerrera del sur",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
E40D7BD6,especial,5,,wap01004,Catalizador elemental,El jugador aprovecha todo su potencial y desbloquea un poder elemental aún mayor.,
E5184EE5,armadura,4,aura_armed/c01000110_5000_l.png,was00051,"Musashi, bravo samurái",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
E51A5C55,kenshin,1,aura_fs/k000410_l.png,wks00410,"Roc, ave mitológica",Un espíritu de viento. Es tan cautivador que resulta imposible no mirarlo.,3C6A65A8
E5D1FFF5,alma,1,aura_soul/a000560_l.png,wso000560,Tótem pegaso,Una criatura legendaria que recorre los cielos con unas radiantes alas blancas.,70398A65
E725E23F,kenshin,1,aura_fs/k000840_l.png,wkd00840,"Eris, bruja de la discordia",Un espíritu de viento. Enreda a los enemigos en un caos de rosas espinosas.,8C2956C6
E7A33690,kenshin,3,aura_fs/k000520_l.png,wkk00520,"Serendipity, maestro de las trampas",Un espíritu de fuego. Es una inspiración para todo el equipo.,1A85A8CC
E7F3A271,alma,2,aura_soul/a000490_l.png,wsd000490,Tótem Guirius,"Un depredador acorazado de Magmavís que ataca puntos vitales con el pico, afilado cual cuchilla.",ACA0B0D1
E80D028E,alma,3,aura_soul/a000330_l.png,wsd000330,Tótem Flami,Una criatura de Nomor con aspecto de zorro; su temperatura corporal aumenta al percibir cualquier peligro.,E954C7AC
E8E45908,mixi,4,face/c05028010_l.png,wmm00010,Miximax Trans: Tiranosaurio,Un carnívoro del período Cretácico cuyas poderosas mandíbulas pueden aplastar lo que sea.,F332D645
E9FE3152,armadura,3,aura_armed/c04001420_5100_l.png,wao00180,Peón blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
EA0858B0,mixi,1,face/c05028140_l.png,wmm00055_h2,Miximax Trans: Zhuge Liang,"La estratega más brillante de <FUL:RYUBI>. Hermosa, pero reservada y esquiva.",BD04D9AC
EA7437E8,armadura,3,aura_armed/c05021510_5000_l.png,was00400,"Plumas ardientes, ave de fuego",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
EADFEF43,kenshin,2,aura_fs/k000150_l.png,wko00150,"Garas, maestra de ilusiones",Un espíritu de bosque. Deja a sus enemigos petrificados de pavor.,F4B163D1
EB55E074,especial,5,,mode_change_c02023290,Modo Atacante,"Para cumplir una promesa de perfección, adopta la personalidad de su difunto hermano.",EB55E074
EB7C487E,armadura,4,aura_armed/c04000050_5000_l.png,wak00250,"Atlas, protector de la Tierra",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
EC21356C,mixi,1,face/c05028060_l.png,wmm00050,Miximax Trans: Zhuge Liang,"La estratega más brillante de <FUL:RYUBI>. Hermosa, pero reservada y esquiva.",BD04D9AC
EC2D0FA7,armadura,4,aura_armed/c05023690_5000_l.png,wao00820,"Glenr, portador del sol nocturno",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
ECC86EEA,alma,2,aura_soul/a000370_l.png,wsd000370,Tótem Dandor,Un depredador acorazado de Falam Orbius que se lanza hacia delante con una fuerza capaz de romper una piedra.,9056E31E
ED0A6E85,armadura,2,aura_armed/c04003250_5100_l.png,wad00201,"Alfil blanco, mensajero divino",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
ED5B0C51,alma,4,aura_soul/a000360_l.png,wss000360,Tótem Goliger,Un depredador negro y amarillo de Nomor que se vale de sus garras traseras para escalar hasta los acantilados más escarpados.,8617F522
EEEA1902,alma,4,aura_soul/a000400_l.png,wss000400,Tótem águila calva,Un majestuoso pájaro de presa que gobierna los cielos con una visión sin igual y unas garras mortíferas.,03A6E772
EEEA336E,alma,5,aura_soul/a000280_l.png,wso000280,Tótem antílope oscuro,"Una adorable criatura de grandes ojos y orejas, capaz de entender a los humanos.",29151595
EF8D2A9C,armadura,2,aura_armed/c05028410_5000_l.png,wak00720_1,"Sombra de plasma PA, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
F03A5C55,armadura,3,aura_armed/c04003310_5100_l.png,wao00184,Peón blanco,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
F05C2D31,armadura,1,aura_armed/c04000080_5300_l.png,was00990,Archipegaso rojo alado,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
F06B0413,mixi,5,face/c05028640_l.png,wmm00300,Miximax Trans: <FUL:V GENE>,"<FST:VAMP> cuenta con un gen único en su interior, que lo hace enloquecer cuando ve sangre.",62145D27
F1113D2E,alma,1,aura_soul/a000030_l.png,wss000030,Tótem halcón,Un halcón que se lanza en picado con una precisión letal y surca los cielos a una velocidad de infarto.,9596E005
F230DC65,alma,1,aura_soul/a000520_l.png,wsk000520,Tótem Kosfi,Una criatura con cuernos de Fertilia que absorbe el néctar con una lengua fina y rápida.,7E669F17
F2E895EF,mixi,1,face/c11010230_l.png,wmm11010230,Miximax Trans: Raika,"Alegre y encantadora, es la favorita de todos. Siempre busca nuevas emociones y le importa más el proceso que el resultado.",C112A44F
F2F35819,kenshin,3,aura_fs/k000270_l.png,wkd00270,Tirador sombrío,Un espíritu de fuego. Nada escapa a su puntería.,0C64D316
F33C881B,mixi,1,face/c05029460_l.png,wmm00220_b1,Miximax Trans: <FST:TENMA>,"Joven algo ingenuo, pero que adora el fútbol. Su juego es tan agradable como una bocanada de aire fresco.",F2F2F5EE
F51FD886,kenshin,1,aura_fs/k000780_l.png,wks00780,"Los enamorados ♀, a. encadenadas",Un espíritu de viento. Es más fuerte en conjunción con su pareja.,309B90E5
F544A552,alma,3,aura_soul/a000200_l.png,wsk000200,Tótem Gorius,Una poderosa criatura de Magmavís con escamas rojas que destruye las rocas con su poderosa cola.,A9678379
F58F13C4,armadura,2,aura_armed/c04000090_5000_l.png,was00030,Director Magister,Utiliza un keshin como armadura para liberar un poder inconmensurable.,
F5D4514A,alma,3,aura_soul/a000070_l.png,wss000070,Tótem Guma,Una criatura de Sílice de un rojo intenso que evita el agua y ataca con gran velocidad en terrenos áridos.,EF828CB1
F63426CD,armadura,4,aura_armed/c05020360_5000_l.png,wad00671,"Xuan-Wu, guerrero del norte",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
F85812BC,kenshin,4,aura_fs/k000110_l.png,wkk00110,Titán gigante,Un espíritu de montaña. Defiende la portería con gran tenacidad.,5F71DFB1
F9527F9A,armadura,3,aura_armed/c04000090_5100_l.png,was00301,"Grifo, señor de las bestias",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
FA2ADBD9,alma,4,aura_soul/a000150_l.png,wso000150,Tótem oso pardo,Un terrorífico y gigantesco oso que asesta poderosos golpes con sus potentes garras.,7C763FC9
FAE17879,kenshin,3,aura_fs/k000020_l.png,wks00020,Caballero Lancelot,Un espíritu de fuego. Derrota a sus enemigos con coraje y gallardía.,0D628C0F
FC9F6C68,armadura,4,aura_armed/c01000010_5000_l.png,wak00511,"Grandius, mágico gigante",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
FD0B5D42,armadura,4,aura_armed/c05021880_5000_l.png,wao00722,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
FDA29759,armadura,1,aura_armed/c05020700_5000_l.png,was00633,"Atenea, dueña del aire",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
FE41AB1E,armadura,4,aura_armed/c05028470_5000_l.png,wao00725_1,"Sombra de plasma RE, guerrero artificial",Utiliza un keshin como armadura para liberar un poder inconmensurable.,
FF32468C,kenshin,4,aura_fs/k000980_l.png,wks00980,"Los enamorados ♂, a. encadenadas",Un espíritu de montaña. Es más fuerte en conjunción con su pareja.,71AA8BFC
