# Las pasivas de cada tablero de habilidades del juego, por casilla (NOTAS O-169).
# tablero = la clave que la partida guarda por jugador en 0xBAFA8DBD; pasiva_id como en la partida.
# Lo genera herramientas/construir_tableros.py.
tablero,casillas,tramo,casilla,nivel,pasiva_id
F45BE329,27,rama2,20,0,06F9099C
F45BE329,27,rama2,21,0,06F9099C
6D52B293,27,tronco,1,0,C16F48D3
6D52B293,27,tronco,3,0,4420C606
6D52B293,27,tronco,5,0,2E5D6B16
6D52B293,27,rama1,14,0,88D48A02
6D52B293,27,rama1,15,0,88D48A02
6D52B293,27,rama2,20,0,19C93592
6D52B293,27,rama2,21,0,19C93592
1A558205,27,tronco,1,0,575F4FA4
1A558205,27,tronco,3,0,8DC80F88
1A558205,27,tronco,5,0,4A5E4EC7
1A558205,27,rama1,14,0,890D63EC
1A558205,27,rama1,15,0,890D63EC
1A558205,27,rama2,20,0,2A980772
1A558205,27,rama2,21,0,2A980772
8AEA9F94,27,tronco,1,0,166E54BD
8AEA9F94,27,tronco,3,0,37990611
8AEA9F94,27,tronco,5,0,663F4029
8AEA9F94,27,rama1,14,0,12AB38D9
8AEA9F94,27,rama1,15,0,12AB38D9
8AEA9F94,27,rama2,20,0,83B68749
8AEA9F94,27,rama2,21,0,83B68749
FDEDAF02,27,tronco,1,0,5072F743
FDEDAF02,27,tronco,3,0,D53D7996
FDEDAF02,27,tronco,5,0,B13E5C47
FDEDAF02,27,rama1,14,0,E45D761B
FDEDAF02,27,rama1,15,0,E45D761B
FDEDAF02,27,rama2,20,0,5E0C7F82
FDEDAF02,27,rama2,21,0,5E0C7F82
9D2A26E7,27,tronco,1,0,23CB3754
9D2A26E7,27,tronco,3,0,E0981A7F
9D2A26E7,27,tronco,5,0,940C628F
9D2A26E7,27,rama1,14,0,BD71E9EB
9D2A26E7,27,rama1,15,0,BD71E9EB
9D2A26E7,27,rama2,20,0,5FD5966C
9D2A26E7,27,rama2,21,0,5FD5966C
EA2D1671,27,tronco,1,0,7B3E414A
EA2D1671,27,tronco,3,0,430D7EE1
EA2D1671,27,tronco,5,0,DC6E49B0
EA2D1671,27,rama1,14,0,BCA80005
EA2D1671,27,rama1,15,0,BCA80005
EA2D1671,27,rama2,20,0,1F3D649B
EA2D1671,27,rama2,21,0,1F3D649B
732447CB,27,tronco,1,0,4E9B22A3
732447CB,27,tronco,3,0,76A81D08
732447CB,27,tronco,5,0,54B79B27
732447CB,27,rama1,14,0,73B49882
732447CB,27,rama1,15,0,73B49882
732447CB,27,rama2,20,0,01D4B17B
732447CB,27,rama2,21,0,01D4B17B
61755032,27,tronco,1,0,ED0E463D
61755032,27,tronco,3,0,AC3F5D24
61755032,27,tronco,5,0,9321DA68
61755032,27,rama1,14,0,FD991B1C
61755032,27,rama1,15,0,FD991B1C
61755032,27,rama2,20,0,47C81285
61755032,27,rama2,21,0,47C81285
167260A4,27,tronco,1,0,23CB3754
167260A4,27,tronco,3,0,A1A90166
167260A4,27,tronco,5,0,54B79B27
167260A4,27,rama1,14,0,A4B584EC
167260A4,27,rama1,15,0,A4B584EC
167260A4,27,rama2,20,0,19C93592
167260A4,27,rama2,21,0,19C93592
8F7B311E,27,tronco,1,0,805E53CA
8F7B311E,27,tronco,3,0,5AC913E6
8F7B311E,27,tronco,5,0,7FFB2D2E
8F7B311E,27,rama1,14,0,E45D761B
8F7B311E,27,rama1,15,0,E45D761B
8F7B311E,27,rama2,20,0,726D716C
8F7B311E,27,rama2,21,0,726D716C
F87C0188,27,tronco,1,0,C642F034
F87C0188,27,tronco,3,0,4420C606
F87C0188,27,tronco,5,0,2E5D6B16
F87C0188,27,rama1,14,0,12AB38D9
F87C0188,27,rama1,15,0,12AB38D9
F87C0188,27,rama2,20,0,A8FA3140
F87C0188,27,rama2,21,0,A8FA3140
6618942B,27,tronco,1,0,805E53CA
6618942B,27,tronco,3,0,D210C171
6618942B,27,tronco,5,0,54B79B27
6618942B,27,rama1,14,0,BCA80005
6618942B,27,rama1,15,0,BCA80005
6618942B,27,rama2,20,0,1F3D649B
6618942B,27,rama2,21,0,1F3D649B
111FA4BD,27,tronco,1,0,C642F034
111FA4BD,27,tronco,3,0,A1A90166
111FA4BD,27,tronco,5,0,940C628F
111FA4BD,27,rama1,14,0,97E4B60C
111FA4BD,27,rama1,15,0,97E4B60C
111FA4BD,27,rama2,20,0,01D4B17B
111FA4BD,27,rama2,21,0,01D4B17B
8816F507,27,tronco,1,0,B5FB3023
8816F507,27,tronco,3,0,8773EB2D
8816F507,27,tronco,5,0,539A23C0
8816F507,27,rama1,14,0,1586803E
8816F507,27,rama1,15,0,1586803E
8816F507,27,rama2,20,0,849B3FAE
8816F507,27,rama2,21,0,849B3FAE
FF11C591,27,tronco,1,0,166E54BD
FF11C591,27,tronco,3,0,6F6C700F
FF11C591,27,tronco,5,0,7FFB2D2E
FF11C591,27,rama1,14,0,FD991B1C
FF11C591,27,rama1,15,0,FD991B1C
FF11C591,27,rama2,20,0,47C81285
FF11C591,27,rama2,21,0,47C81285
6FAED800,27,tronco,1,0,B5FB3023
6FAED800,27,tronco,3,0,6F6C700F
6FAED800,27,tronco,5,0,B86D6C61
6FAED800,27,rama1,14,0,CEC829FC
6FAED800,27,rama1,15,0,CEC829FC
6FAED800,27,rama2,20,0,58F82E8B
6FAED800,27,rama2,21,0,58F82E8B
18A9E896,27,tronco,1,0,166E54BD
18A9E896,27,tronco,3,0,E0981A7F
18A9E896,27,tronco,5,0,F00F475E
18A9E896,27,rama1,14,0,90C90EEB
18A9E896,27,rama1,15,0,90C90EEB
18A9E896,27,rama2,20,0,40E5AA62
18A9E896,27,rama2,21,0,40E5AA62
2CBDF139,27,tronco,1,0,23CB3754
2CBDF139,27,tronco,3,0,D210C171
2CBDF139,27,tronco,5,0,9321DA68
2CBDF139,27,rama1,14,0,90C90EEB
2CBDF139,27,rama1,15,0,90C90EEB
2CBDF139,27,rama2,20,0,06F9099C
2CBDF139,27,rama2,21,0,06F9099C
5BBAC1AF,27,tronco,1,0,D8AB25D4
5BBAC1AF,27,tronco,3,0,6F6C700F
5BBAC1AF,27,tronco,5,0,539A23C0
5BBAC1AF,27,rama1,14,0,C9E5911B
5BBAC1AF,27,rama1,15,0,C9E5911B
5BBAC1AF,27,rama2,20,0,2B41EE9C
5BBAC1AF,27,rama2,21,0,2B41EE9C
C2B39015,27,tronco,1,0,AC3F5D24
C2B39015,27,tronco,3,0,5AC913E6
C2B39015,27,tronco,5,0,2E5D6B16
C2B39015,27,rama1,14,0,1586803E
C2B39015,27,rama1,15,0,1586803E
C2B39015,27,rama2,20,0,9D5F52A9
C2B39015,27,rama2,21,0,9D5F52A9
B5B4A083,27,tronco,1,0,1143EC5A
B5B4A083,27,tronco,3,0,4420C606
B5B4A083,27,tronco,5,0,023C65F8
B5B4A083,27,rama1,14,0,E45D761B
B5B4A083,27,rama1,15,0,E45D761B
B5B4A083,27,rama2,20,0,6BA91C6B
B5B4A083,27,rama2,21,0,6BA91C6B
2BD03520,27,tronco,1,0,B5FB3023
2BD03520,27,tronco,3,0,A1A90166
2BD03520,27,tronco,5,0,663F4029
2BD03520,27,rama1,14,0,73B49882
2BD03520,27,rama1,15,0,73B49882
2BD03520,27,rama2,20,0,FC40F2F2
2BD03520,27,rama2,21,0,FC40F2F2
5CD705B6,27,tronco,1,0,F4CA2B3A
5CD705B6,27,tronco,3,0,8DC80F88
5CD705B6,27,tronco,5,0,9321DA68
5CD705B6,27,rama1,14,0,E5849FF5
5CD705B6,27,rama1,15,0,E5849FF5
5CD705B6,27,rama2,20,0,0720E072
5CD705B6,27,rama2,21,0,0720E072
C5DE540C,27,tronco,1,0,0FAA39BA
C5DE540C,27,tronco,3,0,8773EB2D
C5DE540C,27,tronco,5,0,E9CB2A59
C5DE540C,27,rama1,14,0,1586803E
C5DE540C,27,rama1,15,0,1586803E
C5DE540C,27,rama2,20,0,849B3FAE
C5DE540C,27,rama2,21,0,849B3FAE
B2D9649A,27,tronco,1,0,4A5E4EC7
B2D9649A,27,tronco,3,0,B5FB3023
B2D9649A,27,tronco,5,0,805E53CA
B2D9649A,27,rama1,14,0,FD991B1C
B2D9649A,27,rama1,15,0,FD991B1C
B2D9649A,27,rama2,20,0,726D716C
B2D9649A,27,rama2,21,0,726D716C
2266790B,27,tronco,1,0,3A0F5A53
2266790B,27,tronco,3,0,CCF91491
2266790B,27,tronco,5,0,940C628F
2266790B,27,rama1,14,0,E45D761B
2266790B,27,rama1,15,0,E45D761B
2266790B,27,rama2,20,0,6BA91C6B
2266790B,27,rama2,21,0,6BA91C6B
5561499D,27,tronco,1,0,B5FB3023
5561499D,27,tronco,3,0,5AC913E6
5561499D,27,tronco,5,0,C5AA24B7
5561499D,27,rama1,14,0,90C90EEB
5561499D,27,rama1,15,0,90C90EEB
5561499D,27,rama2,20,0,06F9099C
5561499D,27,rama2,21,0,06F9099C
3F25D96F,27,tronco,1,0,D8AB25D4
3F25D96F,27,tronco,3,0,D210C171
3F25D96F,27,tronco,5,0,C2879C50
3F25D96F,27,rama1,14,0,8FF932E5
3F25D96F,27,rama1,15,0,8FF932E5
3F25D96F,27,rama2,20,0,3285839B
3F25D96F,27,rama2,21,0,3285839B
4822E9F9,27,tronco,1,0,AC3F5D24
4822E9F9,27,tronco,3,0,A1A90166
4822E9F9,27,tronco,5,0,023C65F8
4822E9F9,27,rama1,14,0,D1F815F2
4822E9F9,27,rama1,15,0,D1F815F2
4822E9F9,27,rama2,20,0,47C81285
4822E9F9,27,rama2,21,0,47C81285
D12BB843,27,tronco,1,0,ED0E463D
D12BB843,27,tronco,3,0,D210C171
D12BB843,27,tronco,5,0,B86D6C61
D12BB843,27,rama1,14,0,4611FB6B
D12BB843,27,rama1,15,0,4611FB6B
D12BB843,27,rama2,20,0,01D4B17B
D12BB843,27,rama2,21,0,01D4B17B
A62C88D5,27,tronco,1,0,C642F034
A62C88D5,27,tronco,3,0,D210C171
A62C88D5,27,tronco,5,0,54B79B27
A62C88D5,27,rama1,14,0,D6D5AD15
A62C88D5,27,rama1,15,0,D6D5AD15
A62C88D5,27,rama2,20,0,1F3D649B
A62C88D5,27,rama2,21,0,1F3D649B
38481D76,27,tronco,1,0,F4CA2B3A
38481D76,27,tronco,3,0,8DC80F88
38481D76,27,tronco,5,0,539A23C0
38481D76,27,rama1,14,0,4611FB6B
38481D76,27,rama1,15,0,4611FB6B
38481D76,27,rama2,20,0,01D4B17B
38481D76,27,rama2,21,0,01D4B17B
4F4F2DE0,27,tronco,1,0,1143EC5A
4F4F2DE0,27,tronco,3,0,F95C7778
4F4F2DE0,27,tronco,5,0,54B79B27
4F4F2DE0,27,rama1,14,0,12AB38D9
4F4F2DE0,27,rama1,15,0,12AB38D9
4F4F2DE0,27,rama2,20,0,A8FA3140
4F4F2DE0,27,rama2,21,0,A8FA3140
D6467C5A,27,tronco,1,0,0FAA39BA
D6467C5A,27,tronco,3,0,8DC80F88
D6467C5A,27,tronco,5,0,B86D6C61
D6467C5A,27,rama1,14,0,8FF932E5
D6467C5A,27,rama1,15,0,8FF932E5
D6467C5A,27,rama2,20,0,5590EE4C
D6467C5A,27,rama2,21,0,5590EE4C
A1414CCC,27,tronco,1,0,AC3F5D24
A1414CCC,27,tronco,3,0,F95C7778
A1414CCC,27,tronco,5,0,940C628F
A1414CCC,27,rama1,14,0,6A70F585
A1414CCC,27,rama1,15,0,6A70F585
A1414CCC,27,rama2,20,0,D021FC1C
A1414CCC,27,rama2,21,0,D021FC1C
31FE515D,27,tronco,1,0,999A3ECD
31FE515D,27,tronco,3,0,CCF91491
31FE515D,27,tronco,5,0,270E5B30
31FE515D,27,rama1,14,0,0B6F55DE
31FE515D,27,rama1,15,0,0B6F55DE
31FE515D,27,rama2,20,0,335C6A75
31FE515D,27,rama2,21,0,335C6A75
46F961CB,27,tronco,1,0,4E9B22A3
46F961CB,27,tronco,3,0,A1A90166
46F961CB,27,tronco,5,0,023C65F8
46F961CB,27,rama1,14,0,0B6F55DE
46F961CB,27,rama1,15,0,0B6F55DE
46F961CB,27,rama2,20,0,849B3FAE
46F961CB,27,rama2,21,0,849B3FAE
263EE82E,27,tronco,1,0,999A3ECD
263EE82E,27,tronco,3,0,CCF91491
263EE82E,27,tronco,5,0,663F4029
263EE82E,27,rama1,14,0,D1F815F2
263EE82E,27,rama1,15,0,D1F815F2
263EE82E,27,rama2,20,0,5E0C7F82
263EE82E,27,rama2,21,0,5E0C7F82
5139D8B8,27,tronco,1,0,4E9B22A3
5139D8B8,27,tronco,3,0,430D7EE1
5139D8B8,27,tronco,5,0,B86D6C61
5139D8B8,27,rama1,14,0,8FF932E5
5139D8B8,27,rama1,15,0,8FF932E5
5139D8B8,27,rama2,20,0,1EE48D75
5139D8B8,27,rama2,21,0,1EE48D75
C8308902,27,tronco,1,0,166E54BD
C8308902,27,tronco,3,0,E0981A7F
C8308902,27,tronco,5,0,B86D6C61
C8308902,27,rama1,14,0,3ECA3637
C8308902,27,rama1,15,0,3ECA3637
C8308902,27,rama2,20,0,83B68749
C8308902,27,rama2,21,0,83B68749
BF37B994,27,tronco,1,0,999A3ECD
BF37B994,27,tronco,3,0,CCF91491
BF37B994,27,tronco,5,0,B13E5C47
BF37B994,27,rama1,14,0,D1F815F2
BF37B994,27,rama1,15,0,D1F815F2
BF37B994,27,rama2,20,0,5E0C7F82
BF37B994,27,rama2,21,0,5E0C7F82
21532C37,27,tronco,1,0,23CB3754
21532C37,27,tronco,3,0,76A81D08
21532C37,27,tronco,5,0,C2879C50
21532C37,27,rama1,14,0,BCA80005
21532C37,27,rama1,15,0,BCA80005
21532C37,27,rama2,20,0,335C6A75
21532C37,27,rama2,21,0,335C6A75
56541CA1,27,tronco,1,0,B5FB3023
56541CA1,27,tronco,3,0,76A81D08
56541CA1,27,tronco,5,0,9321DA68
56541CA1,27,rama1,14,0,890D63EC
56541CA1,27,rama1,15,0,890D63EC
56541CA1,27,rama2,20,0,40E5AA62
56541CA1,27,rama2,21,0,40E5AA62
CF5D4D1B,27,tronco,1,0,4E9B22A3
CF5D4D1B,27,tronco,3,0,430D7EE1
CF5D4D1B,27,tronco,5,0,1BF808FF
CF5D4D1B,27,rama1,14,0,8FF932E5
CF5D4D1B,27,rama1,15,0,8FF932E5
CF5D4D1B,27,rama2,20,0,1EE48D75
CF5D4D1B,27,rama2,21,0,1EE48D75
B85A7D8D,27,tronco,1,0,C642F034
B85A7D8D,27,tronco,3,0,CCF91491
B85A7D8D,27,tronco,5,0,F00F475E
B85A7D8D,27,rama1,14,0,E45D761B
B85A7D8D,27,rama1,15,0,E45D761B
B85A7D8D,27,rama2,20,0,47C81285
B85A7D8D,27,rama2,21,0,47C81285
0245F0DF,27,tronco,1,0,C642F034
0245F0DF,27,tronco,3,0,023C65F8
0245F0DF,27,tronco,5,0,C2879C50
0245F0DF,27,rama1,14,0,FD991B1C
0245F0DF,27,rama1,15,0,FD991B1C
0245F0DF,27,rama2,20,0,726D716C
0245F0DF,27,rama2,21,0,726D716C
7542C049,27,tronco,1,0,ED0E463D
7542C049,27,tronco,3,0,8DC80F88
7542C049,27,tronco,5,0,4A5E4EC7
7542C049,27,rama1,14,0,C83C78F5
7542C049,27,rama1,15,0,C83C78F5
7542C049,27,rama2,20,0,5E0C7F82
7542C049,27,rama2,21,0,5E0C7F82
EC4B91F3,27,tronco,1,0,7B3E414A
EC4B91F3,27,tronco,3,0,8773EB2D
EC4B91F3,27,tronco,5,0,7FFB2D2E
EC4B91F3,27,rama1,14,0,6A70F585
EC4B91F3,27,rama1,15,0,6A70F585
EC4B91F3,27,rama2,20,0,D021FC1C
EC4B91F3,27,rama2,21,0,D021FC1C
9B4CA165,27,tronco,1,0,C642F034
9B4CA165,27,tronco,3,0,5AC913E6
9B4CA165,27,tronco,5,0,2E5D6B16
9B4CA165,27,rama1,14,0,E5849FF5
9B4CA165,27,rama1,15,0,E5849FF5
9B4CA165,27,rama2,20,0,58F82E8B
9B4CA165,27,rama2,21,0,58F82E8B
052834C6,27,tronco,1,0,D8AB25D4
052834C6,27,tronco,3,0,D210C171
052834C6,27,tronco,5,0,023C65F8
052834C6,27,rama1,14,0,0B6F55DE
052834C6,27,rama1,15,0,0B6F55DE
052834C6,27,rama2,20,0,9D5F52A9
052834C6,27,rama2,21,0,9D5F52A9
722F0450,27,tronco,1,0,AC3F5D24
722F0450,27,tronco,3,0,F95C7778
722F0450,27,tronco,5,0,2E5D6B16
722F0450,27,rama1,14,0,A4B584EC
722F0450,27,rama1,15,0,A4B584EC
722F0450,27,rama2,20,0,3285839B
722F0450,27,rama2,21,0,3285839B
EB2655EA,27,tronco,1,0,C16F48D3
EB2655EA,27,tronco,3,0,37990611
EB2655EA,27,tronco,5,0,C5AA24B7
EB2655EA,27,rama1,14,0,FD991B1C
EB2655EA,27,rama1,15,0,FD991B1C
EB2655EA,27,rama2,20,0,47C81285
EB2655EA,27,rama2,21,0,47C81285
9C21657C,27,tronco,1,0,5072F743
9C21657C,27,tronco,3,0,430D7EE1
9C21657C,27,tronco,5,0,E9CB2A59
9C21657C,27,rama1,14,0,8FF932E5
9C21657C,27,rama1,15,0,8FF932E5
9C21657C,27,rama2,20,0,1EE48D75
9C21657C,27,rama2,21,0,1EE48D75
0C9E78ED,27,tronco,1,0,F4CA2B3A
0C9E78ED,27,tronco,3,0,D210C171
0C9E78ED,27,tronco,5,0,F00F475E
0C9E78ED,27,rama1,14,0,12AB38D9
0C9E78ED,27,rama1,15,0,12AB38D9
0C9E78ED,27,rama2,20,0,A8FA3140
0C9E78ED,27,rama2,21,0,A8FA3140
7B99487B,27,tronco,1,0,5072F743
7B99487B,27,tronco,3,0,CCF91491
7B99487B,27,tronco,5,0,9321DA68
7B99487B,27,rama1,14,0,C9E5911B
7B99487B,27,rama1,15,0,C9E5911B
7B99487B,27,rama2,20,0,2B41EE9C
7B99487B,27,rama2,21,0,2B41EE9C
1B5EC19E,27,tronco,1,0,4E9B22A3
1B5EC19E,27,tronco,3,0,37990611
1B5EC19E,27,tronco,5,0,DC6E49B0
1B5EC19E,27,rama1,14,0,D6D5AD15
1B5EC19E,27,rama1,15,0,D6D5AD15
1B5EC19E,27,rama2,20,0,2A980772
1B5EC19E,27,rama2,21,0,2A980772
6C59F108,27,tronco,1,0,AC3F5D24
6C59F108,27,tronco,3,0,8DC80F88
6C59F108,27,tronco,5,0,C5AA24B7
6C59F108,27,rama1,14,0,C83C78F5
6C59F108,27,rama1,15,0,C83C78F5
6C59F108,27,rama2,20,0,47C81285
6C59F108,27,rama2,21,0,47C81285
F550A0B2,27,tronco,1,0,805E53CA
F550A0B2,27,tronco,3,0,E0981A7F
F550A0B2,27,tronco,5,0,C5AA24B7
F550A0B2,27,rama1,14,0,D6D5AD15
F550A0B2,27,rama1,15,0,D6D5AD15
F550A0B2,27,rama2,20,0,335C6A75
F550A0B2,27,rama2,21,0,335C6A75
82579024,27,tronco,1,0,C16F48D3
82579024,27,tronco,3,0,A1A90166
82579024,27,tronco,5,0,2E5D6B16
82579024,27,rama1,14,0,FD991B1C
82579024,27,rama1,15,0,FD991B1C
82579024,27,rama2,20,0,47C81285
82579024,27,rama2,21,0,47C81285
C409410B,27,tronco,1,0,C642F034
C409410B,27,tronco,3,0,E0981A7F
C409410B,27,tronco,5,0,9321DA68
C409410B,27,rama1,14,0,0B6F55DE
C409410B,27,rama1,15,0,0B6F55DE
C409410B,27,rama2,20,0,849B3FAE
C409410B,27,rama2,21,0,849B3FAE
B30E719D,27,tronco,1,0,C642F034
B30E719D,27,tronco,3,0,76A81D08
B30E719D,27,tronco,5,0,023C65F8
B30E719D,27,rama1,14,0,8FF932E5
B30E719D,27,rama1,15,0,8FF932E5
B30E719D,27,rama2,20,0,5590EE4C
B30E719D,27,rama2,21,0,5590EE4C
2A072027,27,tronco,1,0,575F4FA4
2A072027,27,tronco,3,0,4420C606
2A072027,27,tronco,5,0,7FFB2D2E
2A072027,27,rama1,14,0,4611FB6B
2A072027,27,rama1,15,0,4611FB6B
2A072027,27,rama2,20,0,D021FC1C
2A072027,27,rama2,21,0,D021FC1C
5D0010B1,27,tronco,1,0,AC3F5D24
5D0010B1,27,tronco,3,0,5AC913E6
5D0010B1,27,tronco,5,0,DC6E49B0
5D0010B1,27,rama1,14,0,BCA80005
5D0010B1,27,rama1,15,0,BCA80005
5D0010B1,27,rama2,20,0,335C6A75
5D0010B1,27,rama2,21,0,335C6A75
C3648512,27,tronco,1,0,D8AB25D4
C3648512,27,tronco,3,0,430D7EE1
C3648512,27,tronco,5,0,023C65F8
C3648512,27,rama1,14,0,E45D761B
C3648512,27,rama1,15,0,E45D761B
C3648512,27,rama2,20,0,726D716C
C3648512,27,rama2,21,0,726D716C
B463B584,27,tronco,1,0,805E53CA
B463B584,27,tronco,3,0,8773EB2D
B463B584,27,tronco,5,0,663F4029
B463B584,27,rama1,14,0,9110E705
B463B584,27,rama1,15,0,9110E705
B463B584,27,rama2,20,0,19C93592
B463B584,27,rama2,21,0,19C93592
2D6AE43E,27,tronco,1,0,805E53CA
2D6AE43E,27,tronco,3,0,6F6C700F
2D6AE43E,27,tronco,5,0,663F4029
2D6AE43E,27,rama1,14,0,12AB38D9
2D6AE43E,27,rama1,15,0,12AB38D9
2D6AE43E,27,rama2,20,0,83B68749
2D6AE43E,27,rama2,21,0,83B68749
5A6DD4A8,27,tronco,1,0,7B3E414A
5A6DD4A8,27,tronco,3,0,270E5B30
5A6DD4A8,27,tronco,5,0,9321DA68
5A6DD4A8,27,rama1,14,0,890D63EC
5A6DD4A8,27,rama1,15,0,890D63EC
5A6DD4A8,27,rama2,20,0,335C6A75
5A6DD4A8,27,rama2,21,0,335C6A75
CAD2C939,27,tronco,1,0,ED0E463D
CAD2C939,27,tronco,3,0,B13E5C47
CAD2C939,27,tronco,5,0,B86D6C61
CAD2C939,27,rama1,14,0,E5849FF5
CAD2C939,27,rama1,15,0,E5849FF5
CAD2C939,27,rama2,20,0,0720E072
CAD2C939,27,rama2,21,0,0720E072
BDD5F9AF,27,tronco,1,0,ED0E463D
BDD5F9AF,27,tronco,3,0,8773EB2D
BDD5F9AF,27,tronco,5,0,54B79B27
BDD5F9AF,27,rama1,14,0,8FF932E5
BDD5F9AF,27,rama1,15,0,8FF932E5
BDD5F9AF,27,rama2,20,0,19C93592
BDD5F9AF,27,rama2,21,0,19C93592
DD12704A,27,tronco,1,0,D8AB25D4
DD12704A,27,tronco,3,0,4420C606
DD12704A,27,tronco,5,0,C2879C50
DD12704A,27,rama1,14,0,FD991B1C
DD12704A,27,rama1,15,0,FD991B1C
DD12704A,27,rama2,20,0,47C81285
DD12704A,27,rama2,21,0,47C81285
AA1540DC,27,tronco,1,0,7B3E414A
AA1540DC,27,tronco,3,0,270E5B30
AA1540DC,27,tronco,5,0,9321DA68
AA1540DC,27,rama1,14,0,890D63EC
AA1540DC,27,rama1,15,0,890D63EC
AA1540DC,27,rama2,20,0,335C6A75
AA1540DC,27,rama2,21,0,335C6A75
331C1166,27,tronco,1,0,1143EC5A
331C1166,27,tronco,3,0,D210C171
331C1166,27,tronco,5,0,C5AA24B7
331C1166,27,rama1,14,0,9110E705
331C1166,27,rama1,15,0,9110E705
331C1166,27,rama2,20,0,5590EE4C
331C1166,27,rama2,21,0,5590EE4C
441B21F0,27,tronco,1,0,575F4FA4
441B21F0,27,tronco,3,0,5AC913E6
441B21F0,27,tronco,5,0,E9CB2A59
441B21F0,27,rama1,14,0,C9E5911B
441B21F0,27,rama1,15,0,C9E5911B
441B21F0,27,rama2,20,0,58F82E8B
441B21F0,27,rama2,21,0,58F82E8B
DA7FB453,27,tronco,1,0,0FAA39BA
DA7FB453,27,tronco,3,0,430D7EE1
DA7FB453,27,tronco,5,0,2E5D6B16
DA7FB453,27,rama1,14,0,12AB38D9
DA7FB453,27,rama1,15,0,12AB38D9
DA7FB453,27,rama2,20,0,A8FA3140
DA7FB453,27,rama2,21,0,A8FA3140
6E701980,27,tronco,1,0,4E9B22A3
6E701980,27,tronco,3,0,4A5E4EC7
6E701980,27,tronco,5,0,663F4029
6E701980,27,rama1,14,0,D6D5AD15
6E701980,27,rama1,15,0,D6D5AD15
6E701980,27,rama2,20,0,40E5AA62
6E701980,27,rama2,21,0,40E5AA62
19772916,27,tronco,1,0,4E9B22A3
19772916,27,tronco,3,0,A1A90166
19772916,27,tronco,5,0,663F4029
19772916,27,rama1,14,0,D1F815F2
19772916,27,rama1,15,0,D1F815F2
19772916,27,rama2,20,0,726D716C
19772916,27,rama2,21,0,726D716C
807E78AC,27,tronco,1,0,D8AB25D4
807E78AC,27,tronco,3,0,8DC80F88
807E78AC,27,tronco,5,0,539A23C0
807E78AC,27,rama1,14,0,C9E5911B
807E78AC,27,rama1,15,0,C9E5911B
807E78AC,27,rama2,20,0,5FD5966C
807E78AC,27,rama2,21,0,5FD5966C
F779483A,27,tronco,1,0,166E54BD
F779483A,27,tronco,3,0,6F6C700F
F779483A,27,tronco,5,0,023C65F8
F779483A,27,rama1,14,0,890D63EC
F779483A,27,rama1,15,0,890D63EC
F779483A,27,rama2,20,0,40E5AA62
F779483A,27,rama2,21,0,40E5AA62
691DDD99,27,tronco,1,0,23CB3754
691DDD99,27,tronco,3,0,8DC80F88
691DDD99,27,tronco,5,0,9321DA68
691DDD99,27,rama1,14,0,0B6F55DE
691DDD99,27,rama1,15,0,0B6F55DE
691DDD99,27,rama2,20,0,A8FA3140
691DDD99,27,rama2,21,0,A8FA3140
1E1AED0F,27,tronco,1,0,F4CA2B3A
1E1AED0F,27,tronco,3,0,37990611
1E1AED0F,27,tronco,5,0,1BF808FF
1E1AED0F,27,rama1,14,0,90C90EEB
1E1AED0F,27,rama1,15,0,90C90EEB
1E1AED0F,27,rama2,20,0,40E5AA62
1E1AED0F,27,rama2,21,0,40E5AA62
8713BCB5,27,tronco,1,0,D8AB25D4
8713BCB5,27,tronco,3,0,4420C606
8713BCB5,27,tronco,5,0,C2879C50
8713BCB5,27,rama1,14,0,FD991B1C
8713BCB5,27,rama1,15,0,FD991B1C
8713BCB5,27,rama2,20,0,47C81285
8713BCB5,27,rama2,21,0,47C81285
F0148C23,27,tronco,1,0,ED0E463D
F0148C23,27,tronco,3,0,37990611
F0148C23,27,tronco,5,0,1BF808FF
F0148C23,27,rama1,14,0,3ECA3637
F0148C23,27,rama1,15,0,3ECA3637
F0148C23,27,rama2,20,0,849B3FAE
F0148C23,27,rama2,21,0,849B3FAE
60AB91B2,27,tronco,1,0,0FAA39BA
60AB91B2,27,tronco,3,0,4420C606
60AB91B2,27,tronco,5,0,C5AA24B7
60AB91B2,27,rama1,14,0,8FF932E5
60AB91B2,27,rama1,15,0,8FF932E5
60AB91B2,27,rama2,20,0,88D48A02
60AB91B2,27,rama2,21,0,88D48A02
17ACA124,27,tronco,1,0,D8AB25D4
17ACA124,27,tronco,3,0,430D7EE1
17ACA124,27,tronco,5,0,023C65F8
17ACA124,27,rama1,14,0,A56C6D02
17ACA124,27,rama1,15,0,A56C6D02
17ACA124,27,rama2,20,0,1F3D649B
17ACA124,27,rama2,21,0,1F3D649B
776B28C1,27,tronco,1,0,270E5B30
776B28C1,27,tronco,3,0,76A81D08
776B28C1,27,tronco,5,0,7FFB2D2E
776B28C1,27,rama1,14,0,1586803E
776B28C1,27,rama1,15,0,1586803E
776B28C1,27,rama2,20,0,5E0C7F82
776B28C1,27,rama2,21,0,5E0C7F82
006C1857,27,tronco,1,0,C16F48D3
006C1857,27,tronco,3,0,430D7EE1
006C1857,27,tronco,5,0,C5AA24B7
006C1857,27,rama1,14,0,D6D5AD15
006C1857,27,rama1,15,0,D6D5AD15
006C1857,27,rama2,20,0,1F3D649B
006C1857,27,rama2,21,0,1F3D649B
