# Las casillas de stat de cada tablero de habilidades (NOTAS O-244): tramo, casilla,
# stat y cuanto suma. Lo genera herramientas/construir_tableros.py.
tablero,casillas,tramo,casilla,stat,valor
C15F77E0,27,rama2,23,Inteligencia,5
0657C667,27,tronco,6,Potencia,3
0657C667,27,tronco,7,Control,3
0657C667,27,rama1,10,Potencia,5
0657C667,27,rama1,11,Presion,5
0657C667,27,rama2,18,Control,7
0657C667,27,rama2,19,Tecnica,7
0657C667,27,rama2,22,Potencia,10
0657C667,27,rama2,23,Tecnica,10
B0F8F0BA,27,tronco,6,Tecnica,3
B0F8F0BA,27,tronco,7,Control,3
B0F8F0BA,27,rama1,10,Tecnica,5
B0F8F0BA,27,rama1,11,Potencia,5
B0F8F0BA,27,rama2,18,Control,7
B0F8F0BA,27,rama2,19,Control,7
B0F8F0BA,27,rama2,22,Control,10
B0F8F0BA,27,rama2,23,Potencia,10
67F18918,27,tronco,6,Control,3
67F18918,27,tronco,7,Tecnica,3
67F18918,27,rama1,10,Tecnica,5
67F18918,27,rama1,11,Presion,5
67F18918,27,rama2,18,Potencia,7
67F18918,27,rama2,19,Tecnica,7
67F18918,27,rama2,22,Potencia,10
67F18918,27,rama2,23,Control,10
B7F15866,27,tronco,6,Control,3
B7F15866,27,tronco,7,Tecnica,3
B7F15866,27,rama1,10,Tecnica,5
B7F15866,27,rama1,11,Presion,5
B7F15866,27,rama2,18,Potencia,7
B7F15866,27,rama2,19,Tecnica,7
B7F15866,27,rama2,22,Potencia,10
B7F15866,27,rama2,23,Control,10
D874B538,27,tronco,6,Potencia,3
D874B538,27,tronco,7,Fisico,3
D874B538,27,rama1,10,Control,5
D874B538,27,rama1,11,Tecnica,5
D874B538,27,rama2,18,Control,7
D874B538,27,rama2,19,Control,7
D874B538,27,rama2,22,Potencia,10
D874B538,27,rama2,23,Tecnica,10
AF7385AE,27,tronco,6,Potencia,3
AF7385AE,27,tronco,7,Inteligencia,3
AF7385AE,27,rama1,10,Control,5
AF7385AE,27,rama1,11,Fisico,5
AF7385AE,27,rama2,18,Control,7
AF7385AE,27,rama2,19,Presion,7
AF7385AE,27,rama2,22,Potencia,10
AF7385AE,27,rama2,23,Fisico,10
367AD414,27,tronco,6,Potencia,3
367AD414,27,tronco,7,Control,3
367AD414,27,rama1,10,Control,5
367AD414,27,rama1,11,Tecnica,5
367AD414,27,rama2,18,Control,7
367AD414,27,rama2,19,Presion,7
367AD414,27,rama2,22,Potencia,10
367AD414,27,rama2,23,Fisico,10
417DE482,27,tronco,6,Potencia,3
417DE482,27,tronco,7,Inteligencia,3
417DE482,27,rama1,10,Control,5
417DE482,27,rama1,11,Inteligencia,5
417DE482,27,rama2,18,Control,7
417DE482,27,rama2,19,Presion,7
417DE482,27,rama2,22,Tecnica,10
417DE482,27,rama2,23,Fisico,10
DF197121,27,tronco,6,Fisico,3
DF197121,27,tronco,7,Agilidad,3
DF197121,27,rama1,10,Control,5
DF197121,27,rama1,11,Fisico,5
DF197121,27,rama2,18,Control,7
DF197121,27,rama2,19,Agilidad,7
DF197121,27,rama2,22,Presion,10
DF197121,27,rama2,23,Agilidad,10
A81E41B7,27,tronco,6,Fisico,3
A81E41B7,27,tronco,7,Inteligencia,5
A81E41B7,27,rama1,10,Inteligencia,5
A81E41B7,27,rama1,11,Fisico,5
A81E41B7,27,rama2,18,Inteligencia,7
A81E41B7,27,rama2,19,Agilidad,7
A81E41B7,27,rama2,22,Presion,10
A81E41B7,27,rama2,23,Fisico,10
3117100D,27,tronco,6,Potencia,3
3117100D,27,tronco,7,Agilidad,3
3117100D,27,rama1,10,Control,5
3117100D,27,rama1,11,Fisico,5
3117100D,27,rama2,18,Control,7
3117100D,27,rama2,19,Fisico,7
3117100D,27,rama2,22,Potencia,10
3117100D,27,rama2,23,Agilidad,10
4610209B,27,tronco,6,Potencia,3
4610209B,27,tronco,7,Agilidad,3
4610209B,27,rama1,10,Control,5
4610209B,27,rama1,11,Fisico,5
4610209B,27,rama2,18,Control,7
4610209B,27,rama2,19,Fisico,7
4610209B,27,rama2,22,Potencia,10
4610209B,27,rama2,23,Agilidad,10
D6AF3D0A,27,tronco,6,Potencia,3
D6AF3D0A,27,tronco,7,Inteligencia,3
D6AF3D0A,27,rama1,10,Control,5
D6AF3D0A,27,rama1,11,Fisico,5
D6AF3D0A,27,rama2,18,Control,7
D6AF3D0A,27,rama2,19,Presion,7
D6AF3D0A,27,rama2,22,Potencia,10
D6AF3D0A,27,rama2,23,Fisico,10
A1A80D9C,27,tronco,6,Potencia,3
A1A80D9C,27,tronco,7,Control,3
A1A80D9C,27,rama1,10,Control,5
A1A80D9C,27,rama1,11,Tecnica,5
A1A80D9C,27,rama2,18,Control,7
A1A80D9C,27,rama2,19,Presion,7
A1A80D9C,27,rama2,22,Potencia,10
A1A80D9C,27,rama2,23,Fisico,10
BEEBA102,27,tronco,6,Inteligencia,3
BEEBA102,27,tronco,7,Potencia,3
BEEBA102,27,rama1,10,Presion,5
BEEBA102,27,rama1,11,Control,5
BEEBA102,27,rama2,18,Control,7
BEEBA102,27,rama2,19,Potencia,7
BEEBA102,27,rama2,22,Tecnica,10
BEEBA102,27,rama2,23,Potencia,10
843117A6,27,tronco,6,Agilidad,3
843117A6,27,tronco,7,Potencia,3
843117A6,27,rama1,10,Fisico,5
843117A6,27,rama1,11,Control,5
843117A6,27,rama2,18,Agilidad,7
843117A6,27,rama2,19,Potencia,7
843117A6,27,rama2,22,Agilidad,10
843117A6,27,rama2,23,Potencia,10
F3362730,27,tronco,6,Agilidad,3
F3362730,27,tronco,7,Potencia,3
F3362730,27,rama1,10,Fisico,5
F3362730,27,rama1,11,Control,5
F3362730,27,rama2,18,Agilidad,7
F3362730,27,rama2,19,Potencia,7
F3362730,27,rama2,22,Agilidad,10
F3362730,27,rama2,23,Potencia,10
6A3F768A,27,tronco,6,Fisico,3
6A3F768A,27,tronco,7,Potencia,3
6A3F768A,27,rama1,10,Fisico,5
6A3F768A,27,rama1,11,Control,5
6A3F768A,27,rama2,18,Agilidad,7
6A3F768A,27,rama2,19,Presion,7
6A3F768A,27,rama2,22,Agilidad,10
6A3F768A,27,rama2,23,Tecnica,10
1D38461C,27,tronco,6,Inteligencia,3
1D38461C,27,tronco,7,Potencia,3
1D38461C,27,rama1,10,Agilidad,5
1D38461C,27,rama1,11,Inteligencia,5
1D38461C,27,rama2,18,Fisico,7
1D38461C,27,rama2,19,Fisico,7
1D38461C,27,rama2,22,Agilidad,10
1D38461C,27,rama2,23,Presion,10
835CD3BF,27,tronco,6,Potencia,3
835CD3BF,27,tronco,7,Control,3
835CD3BF,27,rama1,10,Control,5
835CD3BF,27,rama1,11,Tecnica,5
835CD3BF,27,rama2,18,Control,7
835CD3BF,27,rama2,19,Presion,7
835CD3BF,27,rama2,22,Potencia,10
835CD3BF,27,rama2,23,Tecnica,10
F45BE329,27,tronco,6,Potencia,3
F45BE329,27,tronco,7,Presion,3
F45BE329,27,rama1,10,Tecnica,5
F45BE329,27,rama1,11,Inteligencia,5
F45BE329,27,rama2,18,Control,7
F45BE329,27,rama2,19,Fisico,7
F45BE329,27,rama2,22,Potencia,10
F45BE329,27,rama2,23,Inteligencia,10
6D52B293,27,tronco,6,Presion,3
6D52B293,27,tronco,7,Potencia,3
6D52B293,27,rama1,10,Tecnica,5
6D52B293,27,rama1,11,Control,5
6D52B293,27,rama2,18,Tecnica,7
6D52B293,27,rama2,19,Potencia,7
6D52B293,27,rama2,22,Control,10
6D52B293,27,rama2,23,Potencia,10
1A558205,27,tronco,6,Agilidad,3
1A558205,27,tronco,7,Potencia,3
1A558205,27,rama1,10,Fisico,5
1A558205,27,rama1,11,Control,5
1A558205,27,rama2,18,Agilidad,7
1A558205,27,rama2,19,Potencia,7
1A558205,27,rama2,22,Agilidad,10
1A558205,27,rama2,23,Potencia,10
8AEA9F94,27,tronco,6,Fisico,3
8AEA9F94,27,tronco,7,Potencia,3
8AEA9F94,27,rama1,10,Fisico,5
8AEA9F94,27,rama1,11,Control,5
8AEA9F94,27,rama2,18,Agilidad,7
8AEA9F94,27,rama2,19,Presion,7
8AEA9F94,27,rama2,22,Agilidad,10
8AEA9F94,27,rama2,23,Tecnica,10
FDEDAF02,27,tronco,6,Inteligencia,3
FDEDAF02,27,tronco,7,Potencia,3
FDEDAF02,27,rama1,10,Agilidad,5
FDEDAF02,27,rama1,11,Inteligencia,5
FDEDAF02,27,rama2,18,Fisico,7
FDEDAF02,27,rama2,19,Fisico,7
FDEDAF02,27,rama2,22,Agilidad,10
FDEDAF02,27,rama2,23,Presion,10
9D2A26E7,27,tronco,6,Agilidad,3
9D2A26E7,27,tronco,7,Potencia,3
9D2A26E7,27,rama1,10,Fisico,5
9D2A26E7,27,rama1,11,Control,5
9D2A26E7,27,rama2,18,Agilidad,7
9D2A26E7,27,rama2,19,Potencia,7
9D2A26E7,27,rama2,22,Agilidad,10
9D2A26E7,27,rama2,23,Potencia,10
EA2D1671,27,tronco,6,Fisico,3
EA2D1671,27,tronco,7,Potencia,3
EA2D1671,27,rama1,10,Fisico,5
EA2D1671,27,rama1,11,Control,5
EA2D1671,27,rama2,18,Agilidad,7
EA2D1671,27,rama2,19,Presion,7
EA2D1671,27,rama2,22,Agilidad,10
EA2D1671,27,rama2,23,Tecnica,10
732447CB,27,tronco,6,Inteligencia,3
732447CB,27,tronco,7,Potencia,3
732447CB,27,rama1,10,Agilidad,5
732447CB,27,rama1,11,Inteligencia,5
732447CB,27,rama2,18,Fisico,7
732447CB,27,rama2,19,Fisico,7
732447CB,27,rama2,22,Agilidad,10
732447CB,27,rama2,23,Presion,10
61755032,27,tronco,6,Potencia,3
61755032,27,tronco,7,Control,3
61755032,27,rama1,10,Control,5
61755032,27,rama1,11,Tecnica,5
61755032,27,rama2,18,Potencia,7
61755032,27,rama2,19,Tecnica,7
61755032,27,rama2,22,Potencia,10
61755032,27,rama2,23,Control,10
167260A4,27,tronco,6,Potencia,3
167260A4,27,tronco,7,Control,3
167260A4,27,rama1,10,Control,5
167260A4,27,rama1,11,Tecnica,5
167260A4,27,rama2,18,Potencia,7
167260A4,27,rama2,19,Tecnica,7
167260A4,27,rama2,22,Potencia,10
167260A4,27,rama2,23,Control,10
8F7B311E,27,tronco,6,Fisico,3
8F7B311E,27,tronco,7,Potencia,3
8F7B311E,27,rama1,10,Inteligencia,5
8F7B311E,27,rama1,11,Control,5
8F7B311E,27,rama2,18,Inteligencia,7
8F7B311E,27,rama2,19,Control,7
8F7B311E,27,rama2,22,Fisico,10
8F7B311E,27,rama2,23,Potencia,10
F87C0188,27,tronco,6,Inteligencia,3
F87C0188,27,tronco,7,Potencia,3
F87C0188,27,rama1,10,Agilidad,5
F87C0188,27,rama1,11,Potencia,5
F87C0188,27,rama2,18,Fisico,7
F87C0188,27,rama2,19,Potencia,7
F87C0188,27,rama2,22,Agilidad,10
F87C0188,27,rama2,23,Control,10
6618942B,27,tronco,6,Potencia,3
6618942B,27,tronco,7,Presion,3
6618942B,27,rama1,10,Presion,5
6618942B,27,rama1,11,Fisico,5
6618942B,27,rama2,18,Tecnica,7
6618942B,27,rama2,19,Presion,7
6618942B,27,rama2,22,Control,10
6618942B,27,rama2,23,Inteligencia,10
111FA4BD,27,tronco,6,Control,3
111FA4BD,27,tronco,7,Fisico,3
111FA4BD,27,rama1,10,Tecnica,5
111FA4BD,27,rama1,11,Agilidad,5
111FA4BD,27,rama2,18,Control,7
111FA4BD,27,rama2,19,Fisico,7
111FA4BD,27,rama2,22,Potencia,10
111FA4BD,27,rama2,23,Agilidad,10
8816F507,27,tronco,6,Presion,3
8816F507,27,tronco,7,Fisico,3
8816F507,27,rama1,10,Presion,5
8816F507,27,rama1,11,Agilidad,5
8816F507,27,rama2,18,Presion,7
8816F507,27,rama2,19,Agilidad,7
8816F507,27,rama2,22,Fisico,10
8816F507,27,rama2,23,Agilidad,10
FF11C591,27,tronco,6,Potencia,3
FF11C591,27,tronco,7,Control,3
FF11C591,27,rama1,10,Control,5
FF11C591,27,rama1,11,Tecnica,5
FF11C591,27,rama2,18,Potencia,7
FF11C591,27,rama2,19,Tecnica,7
FF11C591,27,rama2,22,Potencia,10
FF11C591,27,rama2,23,Control,10
6FAED800,27,tronco,6,Fisico,3
6FAED800,27,tronco,7,Potencia,3
6FAED800,27,rama1,10,Inteligencia,5
6FAED800,27,rama1,11,Control,5
6FAED800,27,rama2,18,Inteligencia,7
6FAED800,27,rama2,19,Control,7
6FAED800,27,rama2,22,Fisico,10
6FAED800,27,rama2,23,Potencia,10
18A9E896,27,tronco,6,Fisico,3
18A9E896,27,tronco,7,Potencia,3
18A9E896,27,rama1,10,Inteligencia,5
18A9E896,27,rama1,11,Control,5
18A9E896,27,rama2,18,Inteligencia,7
18A9E896,27,rama2,19,Control,7
18A9E896,27,rama2,22,Inteligencia,10
18A9E896,27,rama2,23,Potencia,10
2CBDF139,27,tronco,6,Potencia,3
2CBDF139,27,tronco,7,Tecnica,3
2CBDF139,27,rama1,10,Potencia,5
2CBDF139,27,rama1,11,Control,5
2CBDF139,27,rama2,18,Potencia,7
2CBDF139,27,rama2,19,Potencia,7
2CBDF139,27,rama2,22,Potencia,10
2CBDF139,27,rama2,23,Tecnica,10
5BBAC1AF,27,tronco,6,Tecnica,3
5BBAC1AF,27,tronco,7,Control,3
5BBAC1AF,27,rama1,10,Control,5
5BBAC1AF,27,rama1,11,Control,5
5BBAC1AF,27,rama2,18,Control,7
5BBAC1AF,27,rama2,19,Potencia,7
5BBAC1AF,27,rama2,22,Tecnica,10
5BBAC1AF,27,rama2,23,Potencia,10
C2B39015,27,tronco,6,Potencia,3
C2B39015,27,tronco,7,Fisico,3
C2B39015,27,rama1,10,Control,5
C2B39015,27,rama1,11,Inteligencia,5
C2B39015,27,rama2,18,Control,7
C2B39015,27,rama2,19,Inteligencia,7
C2B39015,27,rama2,22,Potencia,10
C2B39015,27,rama2,23,Fisico,10
B5B4A083,27,tronco,6,Potencia,3
B5B4A083,27,tronco,7,Agilidad,3
B5B4A083,27,rama1,10,Potencia,5
B5B4A083,27,rama1,11,Agilidad,5
B5B4A083,27,rama2,18,Potencia,7
B5B4A083,27,rama2,19,Fisico,7
B5B4A083,27,rama2,22,Control,10
B5B4A083,27,rama2,23,Agilidad,10
2BD03520,27,tronco,6,Presion,3
2BD03520,27,tronco,7,Potencia,3
2BD03520,27,rama1,10,Fisico,5
2BD03520,27,rama1,11,Presion,5
2BD03520,27,rama2,18,Presion,7
2BD03520,27,rama2,19,Tecnica,7
2BD03520,27,rama2,22,Inteligencia,10
2BD03520,27,rama2,23,Control,10
5CD705B6,27,tronco,6,Fisico,3
5CD705B6,27,tronco,7,Control,3
5CD705B6,27,rama1,10,Agilidad,5
5CD705B6,27,rama1,11,Tecnica,5
5CD705B6,27,rama2,18,Fisico,7
5CD705B6,27,rama2,19,Control,7
5CD705B6,27,rama2,22,Agilidad,10
5CD705B6,27,rama2,23,Potencia,10
C5DE540C,27,tronco,6,Fisico,3
C5DE540C,27,tronco,7,Presion,3
C5DE540C,27,rama1,10,Agilidad,5
C5DE540C,27,rama1,11,Presion,5
C5DE540C,27,rama2,18,Agilidad,7
C5DE540C,27,rama2,19,Presion,7
C5DE540C,27,rama2,22,Agilidad,10
C5DE540C,27,rama2,23,Fisico,10
B2D9649A,27,tronco,6,Potencia,3
B2D9649A,27,tronco,7,Control,3
B2D9649A,27,rama1,10,Control,5
B2D9649A,27,rama1,11,Tecnica,5
B2D9649A,27,rama2,18,Control,7
B2D9649A,27,rama2,19,Potencia,7
B2D9649A,27,rama2,22,Potencia,10
B2D9649A,27,rama2,23,Tecnica,10
2266790B,27,tronco,6,Potencia,3
2266790B,27,tronco,7,Fisico,3
2266790B,27,rama1,10,Control,5
2266790B,27,rama1,11,Inteligencia,5
2266790B,27,rama2,18,Control,7
2266790B,27,rama2,19,Inteligencia,7
2266790B,27,rama2,22,Potencia,10
2266790B,27,rama2,23,Fisico,10
5561499D,27,tronco,6,Potencia,3
5561499D,27,tronco,7,Fisico,3
5561499D,27,rama1,10,Control,5
5561499D,27,rama1,11,Inteligencia,5
5561499D,27,rama2,18,Control,7
5561499D,27,rama2,19,Inteligencia,7
5561499D,27,rama2,22,Potencia,10
5561499D,27,rama2,23,Fisico,10
3F25D96F,27,tronco,6,Tecnica,3
3F25D96F,27,tronco,7,Potencia,3
3F25D96F,27,rama1,10,Potencia,5
3F25D96F,27,rama1,11,Control,5
3F25D96F,27,rama2,18,Control,7
3F25D96F,27,rama2,19,Potencia,7
3F25D96F,27,rama2,22,Tecnica,10
3F25D96F,27,rama2,23,Potencia,10
4822E9F9,27,tronco,6,Tecnica,3
4822E9F9,27,tronco,7,Potencia,3
4822E9F9,27,rama1,10,Presion,5
4822E9F9,27,rama1,11,Control,5
4822E9F9,27,rama2,18,Control,7
4822E9F9,27,rama2,19,Potencia,7
4822E9F9,27,rama2,22,Tecnica,10
4822E9F9,27,rama2,23,Potencia,10
D12BB843,27,tronco,6,Tecnica,3
D12BB843,27,tronco,7,Presion,3
D12BB843,27,rama1,10,Presion,5
D12BB843,27,rama1,11,Presion,5
D12BB843,27,rama2,18,Control,7
D12BB843,27,rama2,19,Fisico,7
D12BB843,27,rama2,22,Tecnica,10
D12BB843,27,rama2,23,Inteligencia,10
A62C88D5,27,tronco,6,Tecnica,3
A62C88D5,27,tronco,7,Potencia,3
A62C88D5,27,rama1,10,Control,5
A62C88D5,27,rama1,11,Control,5
A62C88D5,27,rama2,18,Fisico,7
A62C88D5,27,rama2,19,Potencia,7
A62C88D5,27,rama2,22,Tecnica,10
A62C88D5,27,rama2,23,Potencia,10
38481D76,27,tronco,6,Tecnica,3
38481D76,27,tronco,7,Agilidad,3
38481D76,27,rama1,10,Control,5
38481D76,27,rama1,11,Fisico,5
38481D76,27,rama2,18,Potencia,7
38481D76,27,rama2,19,Agilidad,7
38481D76,27,rama2,22,Tecnica,10
38481D76,27,rama2,23,Fisico,10
4F4F2DE0,27,tronco,6,Control,3
4F4F2DE0,27,tronco,7,Agilidad,3
4F4F2DE0,27,rama1,10,Potencia,5
4F4F2DE0,27,rama1,11,Agilidad,5
4F4F2DE0,27,rama2,18,Potencia,7
4F4F2DE0,27,rama2,19,Fisico,7
4F4F2DE0,27,rama2,22,Potencia,10
4F4F2DE0,27,rama2,23,Agilidad,10
D6467C5A,27,tronco,6,Agilidad,3
D6467C5A,27,tronco,7,Potencia,3
D6467C5A,27,rama1,10,Fisico,5
D6467C5A,27,rama1,11,Control,5
D6467C5A,27,rama2,18,Agilidad,7
D6467C5A,27,rama2,19,Potencia,7
D6467C5A,27,rama2,22,Agilidad,10
D6467C5A,27,rama2,23,Potencia,10
A1414CCC,27,tronco,6,Presion,3
A1414CCC,27,tronco,7,Control,3
A1414CCC,27,rama1,10,Tecnica,5
A1414CCC,27,rama1,11,Potencia,5
A1414CCC,27,rama2,18,Control,7
A1414CCC,27,rama2,19,Potencia,7
A1414CCC,27,rama2,22,Tecnica,10
A1414CCC,27,rama2,23,Potencia,10
31FE515D,27,tronco,6,Tecnica,3
31FE515D,27,tronco,7,Fisico,3
31FE515D,27,rama1,10,Tecnica,5
31FE515D,27,rama1,11,Presion,5
31FE515D,27,rama2,18,Control,7
31FE515D,27,rama2,19,Fisico,7
31FE515D,27,rama2,22,Tecnica,10
31FE515D,27,rama2,23,Inteligencia,10
46F961CB,27,tronco,6,Presion,3
46F961CB,27,tronco,7,Control,3
46F961CB,27,rama1,10,Tecnica,5
46F961CB,27,rama1,11,Potencia,5
46F961CB,27,rama2,18,Control,7
46F961CB,27,rama2,19,Potencia,7
46F961CB,27,rama2,22,Tecnica,10
46F961CB,27,rama2,23,Potencia,10
263EE82E,27,tronco,6,Potencia,3
263EE82E,27,tronco,7,Inteligencia,3
263EE82E,27,rama1,10,Tecnica,5
263EE82E,27,rama1,11,Fisico,5
263EE82E,27,rama2,18,Control,7
263EE82E,27,rama2,19,Presion,7
263EE82E,27,rama2,22,Tecnica,10
263EE82E,27,rama2,23,Fisico,10
5139D8B8,27,tronco,6,Potencia,3
5139D8B8,27,tronco,7,Control,3
5139D8B8,27,rama1,10,Tecnica,5
5139D8B8,27,rama1,11,Potencia,5
5139D8B8,27,rama2,18,Control,7
5139D8B8,27,rama2,19,Potencia,7
5139D8B8,27,rama2,22,Tecnica,10
5139D8B8,27,rama2,23,Potencia,10
C8308902,27,tronco,6,Tecnica,3
C8308902,27,tronco,7,Agilidad,3
C8308902,27,rama1,10,Control,5
C8308902,27,rama1,11,Fisico,5
C8308902,27,rama2,18,Potencia,7
C8308902,27,rama2,19,Agilidad,7
C8308902,27,rama2,22,Tecnica,10
C8308902,27,rama2,23,Agilidad,10
BF37B994,27,tronco,6,Potencia,3
BF37B994,27,tronco,7,Inteligencia,3
BF37B994,27,rama1,10,Tecnica,5
BF37B994,27,rama1,11,Fisico,5
BF37B994,27,rama2,18,Control,7
BF37B994,27,rama2,19,Presion,7
BF37B994,27,rama2,22,Tecnica,10
BF37B994,27,rama2,23,Fisico,10
21532C37,27,tronco,6,Potencia,3
21532C37,27,tronco,7,Inteligencia,3
21532C37,27,rama1,10,Tecnica,5
21532C37,27,rama1,11,Fisico,5
21532C37,27,rama2,18,Control,7
21532C37,27,rama2,19,Presion,7
21532C37,27,rama2,22,Tecnica,10
21532C37,27,rama2,23,Fisico,10
56541CA1,27,tronco,6,Potencia,3
56541CA1,27,tronco,7,Control,3
56541CA1,27,rama1,10,Tecnica,5
56541CA1,27,rama1,11,Potencia,5
56541CA1,27,rama2,18,Control,7
56541CA1,27,rama2,19,Potencia,7
56541CA1,27,rama2,22,Control,10
56541CA1,27,rama2,23,Potencia,10
CF5D4D1B,27,tronco,6,Potencia,3
CF5D4D1B,27,tronco,7,Inteligencia,3
CF5D4D1B,27,rama1,10,Tecnica,5
CF5D4D1B,27,rama1,11,Fisico,5
CF5D4D1B,27,rama2,18,Control,7
CF5D4D1B,27,rama2,19,Presion,7
CF5D4D1B,27,rama2,22,Tecnica,10
CF5D4D1B,27,rama2,23,Fisico,10
B85A7D8D,27,tronco,6,Potencia,3
B85A7D8D,27,tronco,7,Inteligencia,3
B85A7D8D,27,rama1,10,Tecnica,5
B85A7D8D,27,rama1,11,Fisico,5
B85A7D8D,27,rama2,18,Control,7
B85A7D8D,27,rama2,19,Presion,7
B85A7D8D,27,rama2,22,Tecnica,10
B85A7D8D,27,rama2,23,Fisico,10
0245F0DF,27,tronco,6,Tecnica,3
0245F0DF,27,tronco,7,Potencia,3
0245F0DF,27,rama1,10,Presion,5
0245F0DF,27,rama1,11,Potencia,5
0245F0DF,27,rama2,18,Control,7
0245F0DF,27,rama2,19,Control,7
0245F0DF,27,rama2,22,Tecnica,10
0245F0DF,27,rama2,23,Potencia,10
7542C049,27,tronco,6,Tecnica,3
7542C049,27,tronco,7,Potencia,3
7542C049,27,rama1,10,Presion,5
7542C049,27,rama1,11,Potencia,5
7542C049,27,rama2,18,Control,7
7542C049,27,rama2,19,Control,7
7542C049,27,rama2,22,Tecnica,10
7542C049,27,rama2,23,Potencia,10
EC4B91F3,27,tronco,6,Tecnica,3
EC4B91F3,27,tronco,7,Presion,3
EC4B91F3,27,rama1,10,Presion,5
EC4B91F3,27,rama1,11,Fisico,5
EC4B91F3,27,rama2,18,Control,7
EC4B91F3,27,rama2,19,Inteligencia,7
EC4B91F3,27,rama2,22,Tecnica,10
EC4B91F3,27,rama2,23,Fisico,10
9B4CA165,27,tronco,6,Tecnica,3
9B4CA165,27,tronco,7,Agilidad,3
9B4CA165,27,rama1,10,Potencia,5
9B4CA165,27,rama1,11,Fisico,5
9B4CA165,27,rama2,18,Control,7
9B4CA165,27,rama2,19,Agilidad,7
9B4CA165,27,rama2,22,Tecnica,10
9B4CA165,27,rama2,23,Fisico,10
052834C6,27,tronco,6,Tecnica,3
052834C6,27,tronco,7,Agilidad,3
052834C6,27,rama1,10,Control,5
052834C6,27,rama1,11,Fisico,5
052834C6,27,rama2,18,Potencia,7
052834C6,27,rama2,19,Agilidad,7
052834C6,27,rama2,22,Tecnica,10
052834C6,27,rama2,23,Agilidad,10
722F0450,27,tronco,6,Presion,3
722F0450,27,tronco,7,Control,3
722F0450,27,rama1,10,Fisico,5
722F0450,27,rama1,11,Potencia,5
722F0450,27,rama2,18,Inteligencia,7
722F0450,27,rama2,19,Tecnica,7
722F0450,27,rama2,22,Fisico,10
722F0450,27,rama2,23,Potencia,10
EB2655EA,27,tronco,6,Presion,3
EB2655EA,27,tronco,7,Agilidad,3
EB2655EA,27,rama1,10,Inteligencia,5
EB2655EA,27,rama1,11,Fisico,5
EB2655EA,27,rama2,18,Inteligencia,7
EB2655EA,27,rama2,19,Agilidad,7
EB2655EA,27,rama2,22,Fisico,10
EB2655EA,27,rama2,23,Agilidad,10
9C21657C,27,tronco,6,Tecnica,3
9C21657C,27,tronco,7,Potencia,3
9C21657C,27,rama1,10,Presion,5
9C21657C,27,rama1,11,Potencia,5
9C21657C,27,rama2,18,Control,7
9C21657C,27,rama2,19,Control,7
9C21657C,27,rama2,22,Tecnica,10
9C21657C,27,rama2,23,Potencia,10
0C9E78ED,27,tronco,6,Tecnica,3
0C9E78ED,27,tronco,7,Presion,3
0C9E78ED,27,rama1,10,Presion,5
0C9E78ED,27,rama1,11,Fisico,5
0C9E78ED,27,rama2,18,Control,7
0C9E78ED,27,rama2,19,Inteligencia,7
0C9E78ED,27,rama2,22,Tecnica,10
0C9E78ED,27,rama2,23,Fisico,10
7B99487B,27,tronco,6,Tecnica,3
7B99487B,27,tronco,7,Potencia,3
7B99487B,27,rama1,10,Presion,5
7B99487B,27,rama1,11,Potencia,5
7B99487B,27,rama2,18,Control,7
7B99487B,27,rama2,19,Control,7
7B99487B,27,rama2,22,Tecnica,10
7B99487B,27,rama2,23,Potencia,10
1B5EC19E,27,tronco,6,Tecnica,3
1B5EC19E,27,tronco,7,Presion,3
1B5EC19E,27,rama1,10,Presion,5
1B5EC19E,27,rama1,11,Fisico,5
1B5EC19E,27,rama2,18,Control,7
1B5EC19E,27,rama2,19,Inteligencia,7
1B5EC19E,27,rama2,22,Tecnica,10
1B5EC19E,27,rama2,23,Fisico,10
6C59F108,27,tronco,6,Tecnica,3
6C59F108,27,tronco,7,Agilidad,3
6C59F108,27,rama1,10,Potencia,5
6C59F108,27,rama1,11,Fisico,5
6C59F108,27,rama2,18,Control,7
6C59F108,27,rama2,19,Agilidad,7
6C59F108,27,rama2,22,Tecnica,10
6C59F108,27,rama2,23,Fisico,10
F550A0B2,27,tronco,6,Tecnica,3
F550A0B2,27,tronco,7,Potencia,3
F550A0B2,27,rama1,10,Presion,5
F550A0B2,27,rama1,11,Potencia,5
F550A0B2,27,rama2,18,Control,7
F550A0B2,27,rama2,19,Control,7
F550A0B2,27,rama2,22,Tecnica,10
F550A0B2,27,rama2,23,Potencia,10
82579024,27,tronco,6,Tecnica,3
82579024,27,tronco,7,Potencia,3
82579024,27,rama1,10,Presion,5
82579024,27,rama1,11,Potencia,5
82579024,27,rama2,18,Control,7
82579024,27,rama2,19,Control,7
82579024,27,rama2,22,Tecnica,10
82579024,27,rama2,23,Potencia,10
C409410B,27,tronco,6,Potencia,3
C409410B,27,tronco,7,Control,3
C409410B,27,rama1,10,Potencia,5
C409410B,27,rama1,11,Control,5
C409410B,27,rama2,18,Control,7
C409410B,27,rama2,19,Tecnica,7
C409410B,27,rama2,22,Potencia,10
C409410B,27,rama2,23,Tecnica,10
B30E719D,27,tronco,6,Potencia,3
B30E719D,27,tronco,7,Control,3
B30E719D,27,rama1,10,Potencia,5
B30E719D,27,rama1,11,Control,5
B30E719D,27,rama2,18,Control,7
B30E719D,27,rama2,19,Tecnica,7
