# A que altura (0-100 %) empiezan los hombros en cada busto (NOTAS O-149).
# Lo genera herramientas/construir_hombros.py.
cuerpo,hombro
u070706_10_00,73
u070706_10_02,72
u070706_10_10,73
u070706_20_00,73
u070706_20_02,72
u070706_20_10,73
u070707_10_00,74
u070707_10_04,74
u070707_10_10,74
u070707_20_00,74
u070707_20_04,74
u070707_20_10,74
u070708_10_00,81
u070708_10_01,81
u070708_20_00,81
u070708_20_01,81
u070751_10_00,84
u070751_10_01,84
u070751_20_00,84
u070751_20_01,84
u070752_10_00,86
u070752_10_01,86
u070752_20_00,86
u070752_20_01,86
u070753_10_00,91
u070753_20_00,91
u070754_10_00,90
u070754_20_00,90
u070755_10_00,79
u070755_10_01,79
u070755_20_00,79
u070755_20_01,79
u070756_10_00,73
u070756_10_10,73
u070756_20_00,73
u070756_20_10,73
u070757_10_00,74
u070757_10_10,74
u070757_20_00,74
u070757_20_10,74
u070758_10_00,81
u070758_10_01,80
u070758_20_00,81
u070758_20_01,80
u070801_10_00,80
u070801_10_02,78
u070801_10_03,81
u070801_20_00,80
u070801_20_02,78
u070801_20_03,81
u070802_10_00,82
u070802_20_00,82
u070803_10_00,89
u070803_20_00,89
u070804_10_00,88
u070804_20_00,88
u070805_10_00,74
u070805_20_00,74
u070806_10_00,69
u070806_10_02,66
u070806_10_10,69
u070806_20_00,69
u070806_20_02,66
u070806_20_10,69
u070807_10_00,65
u070807_10_04,66
u070807_10_10,66
u070807_20_00,65
u070807_20_04,66
u070807_20_10,66
u070808_10_00,74
u070808_20_00,74
u070811_10_00,78
u070811_20_00,78
u070811_u070801_10_00,78
u070811_u070801_20_00,78
u070816_10_00,66
u070816_20_00,66
u070816_u070801_10_00,66
u070816_u070801_20_00,66
u070851_10_00,80
u070851_20_00,80
u070852_10_00,82
u070852_20_00,82
u070853_10_00,94
u070853_20_00,94
u070854_10_00,88
u070854_20_00,88
u070855_10_00,74
u070855_20_00,74
u070856_10_00,69
u070856_10_10,70
u070856_20_00,69
u070856_20_10,70
u070857_10_00,65
u070857_10_10,66
u070857_20_00,65
u070857_20_10,66
u070858_10_00,73
u070858_20_00,73
u070901_10_00,84
u070901_10_01,84
u070901_20_00,84
u070901_20_01,84
u070902_10_00,86
u070902_10_01,86
u070902_20_00,86
u070902_20_01,86
u070903_10_00,91
u070903_20_00,91
u070904_10_00,90
u070904_20_00,90
u070905_10_00,79
u070905_10_01,79
u070905_20_00,79
u070905_20_01,79
u070906_10_00,73
u070906_10_10,73
u070906_20_00,73
u070906_20_10,73
u070907_10_00,74
u070907_10_10,74
u070907_20_00,74
u070907_20_10,74
u070908_10_00,81
u070908_10_01,80
u070908_20_00,81
u070908_20_01,80
u070951_10_00,84
u070951_10_01,84
u070951_20_00,84
u070951_20_01,84
u070952_10_00,86
u070952_10_01,86
u070952_20_00,86
u070952_20_01,86
u070953_10_00,91
u070953_20_00,91
u070954_10_00,90
u070954_20_00,90
u070955_10_00,79
u070955_10_01,79
u070955_20_00,79
u070955_20_01,79
u070956_10_00,73
u070956_10_10,73
u070956_20_00,73
u070956_20_10,73
u070957_10_00,74
u070957_10_10,74
u070957_20_00,74
u070957_20_10,74
u070958_10_00,81
u070958_10_01,80
u070958_20_00,81
u070958_20_01,80
u071001_10_00,83
u071001_10_01,83
u071001_10_02,85
u071001_10_03,83
u071001_20_00,83
u071001_20_01,83
u071001_20_02,85
u071001_20_03,83
u071002_10_00,87
u071002_10_01,87
u071002_20_00,87
u071002_20_01,87
u071003_10_00,96
u071003_20_00,96
u071004_10_00,94
u071004_20_00,94
u071005_10_00,79
u071005_10_01,79
u071005_20_00,79
u071005_20_01,79
u071006_10_00,76
u071006_10_02,72
u071006_10_10,73
u071006_20_00,76
u071006_20_02,72
u071006_20_10,73
u071007_10_00,76
u071007_10_04,74
u071007_10_10,76
u071007_20_00,76
u071007_20_04,74
u071007_20_10,76
u071008_10_00,82
u071008_10_01,81
u071008_20_00,82
u071008_20_01,81
u071051_10_00,84
u071051_10_01,84
u071051_20_00,84
u071051_20_01,84
u071052_10_00,86
u071052_10_01,86
u071052_20_00,86
u071052_20_01,86
u071053_10_00,100
u071053_20_00,100
u071054_10_00,99
u071054_20_00,99
u071055_10_00,79
u071055_10_01,79
u071055_20_00,79
u071055_20_01,79
u071056_10_00,76
u071056_10_10,73
u071056_20_00,76
u071056_20_10,73
u071057_10_00,76
u071057_10_10,76
u071057_20_00,76
u071057_20_10,76
u071058_10_00,81
u071058_10_01,80
u071058_20_00,81
u071058_20_01,80
u071101_10_00,83
u071101_10_01,83
u071101_10_02,85
u071101_10_03,83
u071101_20_00,83
u071101_20_01,83
u071101_20_02,85
u071101_20_03,83
u071102_10_00,87
u071102_10_01,87
u071102_20_00,87
u071102_20_01,87
u071103_10_00,96
u071103_20_00,96
u071104_10_00,94
u071104_20_00,94
u071105_10_00,79
u071105_10_01,79
u071105_20_00,79
u071105_20_01,79
u071106_10_00,76
u071106_10_02,72
u071106_10_10,73
u071106_20_00,76
u071106_20_02,72
u071106_20_10,73
u071107_10_00,76
u071107_10_04,74
u071107_10_10,76
u071107_20_00,76
u071107_20_04,74
u071107_20_10,76
u071108_10_00,82
u071108_10_01,81
u071108_20_00,82
u071108_20_01,81
u071151_10_00,84
u071151_10_01,84
u071151_20_00,84
u071151_20_01,84
u071152_10_00,86
u071152_10_01,86
u071152_20_00,86
u071152_20_01,86
u071153_10_00,100
u071153_20_00,100
u071154_10_00,99
u071154_20_00,99
u071155_10_00,79
u071155_10_01,79
u071155_20_00,79
u071155_20_01,79
u071156_10_00,76
u071156_10_10,73
u071156_20_00,76
u071156_20_10,73
u071157_10_00,76
u071157_10_10,76
u071157_20_00,76
u071157_20_10,76
u071158_10_00,81
u071158_10_01,80
u071158_20_00,81
u071158_20_01,80
u071201_10_00,83
u071201_10_01,83
u071201_10_02,85
u071201_10_03,83
u071201_20_00,83
u071201_20_01,83
u071201_20_02,85
u071201_20_03,83
u071202_10_00,87
u071202_10_01,87
u071202_20_00,87
u071202_20_01,87
u071203_10_00,90
u071203_20_00,90
u071204_10_00,89
u071204_20_00,89
u071205_10_00,79
u071205_10_01,79
u071205_20_00,79
u071205_20_01,79
u071206_10_00,73
u071206_10_02,72
u071206_10_10,73
u071206_20_00,73
u071206_20_02,72
u071206_20_10,73
u071207_10_00,74
u071207_10_04,74
u071207_10_10,74
u071207_20_00,74
u071207_20_04,74
u071207_20_10,74
u071208_10_00,81
u071208_10_01,81
u071208_20_00,81
u071208_20_01,81
u071251_10_00,84
u071251_20_00,84
u071252_10_00,86
u071252_20_00,86
u071253_10_00,91
u071253_20_00,91
u071254_10_00,90
u071254_20_00,90
u071255_10_00,79
u071255_20_00,79
u071256_10_00,75
u071256_10_10,75
u071256_20_00,75
u071256_20_10,75
u071257_10_00,74
u071257_10_10,74
u071257_20_00,74
u071257_20_10,74
u071258_10_00,81
u071258_20_00,81
u071301_10_00,83
u071301_10_01,83
u071301_20_00,83
u071301_20_01,83
u071302_10_00,87
u071302_10_01,87
u071302_20_00,87
u071302_20_01,87
u071303_10_00,93
u071303_20_00,93
u071304_10_00,94
u071304_20_00,94
u071305_10_00,79
u071305_10_01,79
u071305_20_00,79
u071305_20_01,79
u071306_10_00,73
u071306_10_10,73
u071306_20_00,73
u071306_20_10,73
u071307_10_00,74
u071307_10_10,74
u071307_20_00,74
u071307_20_10,74
u071308_10_00,78
u071308_10_01,81
u071308_20_00,78
u071308_20_01,81
u071351_10_00,84
u071351_10_01,84
u071351_20_00,84
u071351_20_01,84
u071352_10_00,85
u071352_10_01,86
u071352_20_00,85
u071352_20_01,86
u071353_10_00,100
u071353_20_00,100
u071354_10_00,97
u071354_20_00,97
u071355_10_00,79
u071355_10_01,79
u071355_20_00,79
u071355_20_01,79
u071356_10_00,73
u071356_10_10,73
u071356_20_00,73
u071356_20_10,73
u071357_10_00,74
u071357_10_10,74
u071357_20_00,74
u071357_20_10,74
u071358_10_00,77
u071358_10_01,80
u071358_20_00,77
u071358_20_01,80
u071601_10_00,83
u071601_20_00,83
u071602_10_00,86
u071602_20_00,87
u071603_10_00,95
u071603_20_00,95
u071604_10_00,94
u071604_20_00,94
u07160500,81
u071605_10_00,79
u071605_20_00,79
u071606_10_00,77
u071606_10_10,74
u071606_20_00,77
u071606_20_10,74
u071607_10_00,76
u071607_10_10,76
u071607_20_00,76
u071607_20_10,76
u071608_10_00,82
u071608_20_00,82
u071651_10_00,84
u071651_20_00,84
u071652_10_00,86
u071652_20_00,86
u071653_10_00,100
u071653_20_00,100
u071654_10_00,98
u071654_20_00,98
u071655_10_00,79
u071655_20_00,79
u071656_10_00,77
u071656_10_10,74
u071656_20_00,77
u071656_20_10,74
u071657_10_00,76
u071657_10_10,76
u071657_20_00,76
u071657_20_10,76
u071658_10_00,81
u071658_20_00,81
u071701_10_00,83
u071701_20_00,83
u071702_10_00,86
u071702_20_00,87
u071703_10_00,95
u071703_20_00,95
u071704_10_00,94
u071704_20_00,94
u071705_10_00,79
u071705_20_00,79
u071706_10_00,77
u071706_10_10,74
u071706_20_00,77
u071706_20_10,74
u071707_10_00,76
u071707_10_10,76
u071707_20_00,76
u071707_20_10,76
u071708_10_00,82
u071708_20_00,82
u071751_10_00,84
u071751_20_00,84
u071752_10_00,86
u071752_20_00,86
u071753_10_00,100
u071753_20_00,100
u071754_10_00,98
u071754_20_00,98
u071755_10_00,79
u071755_20_00,79
u071756_10_00,77
u071756_10_10,75
u071756_20_00,77
u071756_20_10,75
u071757_10_00,76
u071757_10_10,76
u071757_20_00,76
u071757_20_10,76
u071758_10_00,81
u071758_20_00,81
u075302_11_00,84
u080101_10_00,83
u080101_10_01,83
u080101_10_02,85
u080101_10_03,83
u080101_20_00,83
u080101_20_01,83
u080101_20_02,85
u080101_20_03,83
u080102_10_00,86
u080102_10_01,87
u080102_20_00,86
u080102_20_01,87
u080103_10_00,90
u080103_20_00,90
u080104_10_00,89
u080104_20_00,89
u080105_10_00,79
u080105_10_01,79
u080105_20_00,79
u080105_20_01,79
u080106_10_00,73
u080106_10_02,72
u080106_10_10,73
u080106_20_00,73
u080106_20_02,72
u080106_20_10,73
u080107_10_00,74
u080107_10_04,74
u080107_10_10,74
u080107_20_00,74
u080107_20_04,74
u080107_20_10,74
u080108_10_00,80
u080108_10_01,81
u080108_20_00,81
u080108_20_01,81
u080151_10_00,84
u080151_10_01,84
u080151_20_00,84
u080151_20_01,84
u080152_10_00,85
u080152_10_01,86
u080152_20_00,85
u080152_20_01,86
u080153_10_00,93
u080153_20_00,93
u080154_10_00,89
u080154_20_00,89
u080155_10_00,79
u080155_10_01,79
u080155_20_00,79
u080155_20_01,79
u080156_10_00,73
u080156_10_10,73
u080156_20_00,73
u080156_20_10,73
u080157_10_00,74
u080157_10_10,74
u080157_20_00,74
u080157_20_10,74
u080158_10_00,80
u080158_10_01,80
u080158_20_00,80
u080158_20_01,80
u080201_10_00,83
u080201_10_02,81
u080201_10_03,83
u080201_20_00,83
u080201_20_02,81
u080201_20_03,83
u080202_10_00,87
u080202_20_00,87
u080203_10_00,90
u080203_20_00,90
u080204_10_00,89
u080204_20_00,89
u080205_10_00,79
u080205_20_00,79
u080206_10_00,74
u080206_10_02,73
u080206_10_10,75
u080206_20_00,74
u080206_20_02,73
u080206_20_10,75
u080207_10_00,74
u080207_10_04,74
u080207_10_10,74
u080207_20_00,74
u080207_20_04,74
u080207_20_10,74
u080208_10_00,81
u080208_20_00,81
u080211_10_00,84
u080211_20_00,84
u080211_u080201_10_00,84
u080211_u080201_20_00,84
u080211_u081401_10_00,84
u080211_u081401_20_00,84
u080216_10_00,73
u080216_20_00,73
u080216_u080201_10_00,73
u080216_u080201_20_00,73
u080216_u081401_10_00,73
u080216_u081401_20_00,73
u080242_10_00,87
u080242_20_00,87
u080251_10_00,84
u080251_20_00,84
u080252_10_00,86
u080252_20_00,86
u080253_10_00,91
u080253_20_00,91
u080254_10_00,90
u080254_20_00,90
u080255_10_00,79
u080255_20_00,79
u080256_10_00,75
u080256_10_10,75
u080256_20_00,75
u080256_20_10,75
u080257_10_00,74
u080257_10_10,74
u080257_20_00,74
u080257_20_10,74
u080258_10_00,81
u080258_20_00,81
u080292_10_00,86
u080292_20_00,86
u080301_10_00,83
u080301_10_02,85
u080301_10_03,83
u080301_20_00,83
u080301_20_02,85
u080301_20_03,83
u080302_10_00,86
u080302_20_00,86
u080303_10_00,90
u080303_20_00,90
u080304_10_00,89
u080304_20_00,89
u080305_10_00,79
u080305_20_00,79
u080306_10_00,74
u080306_10_02,73
u080306_10_10,75
u080306_20_00,74
u080306_20_02,73
u080306_20_10,75
u080307_10_00,74
u080307_10_04,74
u080307_10_10,74
u080307_20_00,74
u080307_20_04,74
u080307_20_10,74
u080308_10_00,82
u080308_20_00,81
u080351_10_00,84
u080351_20_00,84
u080352_10_00,86
u080352_20_00,86
u080353_10_00,91
u080353_20_00,91
u080354_10_00,90
u080354_20_00,89
u080355_10_00,79
u080355_20_00,79
u080356_10_00,75
u080356_10_10,75
u080356_20_00,75
u080356_20_10,75
u080357_10_00,74
u080357_10_10,74
u080357_20_00,74
u080357_20_10,74
u080358_10_00,81
u080358_20_00,81
u080401_10_00,83
u080401_10_02,85
u080401_10_03,83
u080401_20_00,83
u080401_20_02,85
u080401_20_03,83
u080402_10_00,87
u080402_20_00,87
u080403_10_00,90
u080403_20_00,90
u080404_10_00,89
u080404_20_00,89
u080405_10_00,79
u080405_20_00,79
u080406_10_00,74
u080406_10_02,73
u080406_10_10,75
u080406_20_00,75
u080406_20_02,73
u080406_20_10,75
u080407_10_00,74
u080407_10_04,74
u080407_10_10,74
u080407_20_00,74
u080407_20_04,74
u080407_20_10,74
u080408_10_00,81
u080408_20_00,81
u080451_10_00,84
u080451_20_00,84
u080452_10_00,86
u080452_20_00,86
u080453_10_00,91
u080453_20_00,91
u080454_10_00,89
u080454_20_00,89
u080455_10_00,79
u080455_20_00,79
u080456_10_00,75
u080456_10_10,75
u080456_20_00,75
u080456_20_10,75
u080457_10_00,74
u080457_10_10,74
u080457_20_00,74
u080457_20_10,74
u080458_10_00,81
u080458_20_00,81
u080501_10_00,83
u080501_10_02,85
u080501_10_03,83
u080501_20_00,83
u080501_20_02,85
u080501_20_03,83
u080502_10_00,86
u080502_20_00,86
u080503_10_00,90
u080503_20_00,90
u080504_10_00,90
u080504_20_00,90
u080505_10_00,79
u080505_20_00,79
u080506_10_00,74
u080506_10_02,73
u080506_10_10,75
u080506_20_00,74
u080506_20_02,73
u080506_20_10,75
u080507_10_00,74
u080507_10_04,74
u080507_10_10,74
u080507_20_00,74
u080507_20_04,74
u080507_20_10,74
u080508_10_00,81
u080508_20_00,81
u080551_10_00,84
u080551_20_00,84
u080552_10_00,86
u080552_20_00,86
u080553_10_00,91
u080553_20_00,91
u080554_10_00,90
u080554_20_00,90
u080555_10_00,79
u080555_20_00,79
u080556_10_00,75
u080556_10_10,75
u080556_20_00,75
u080556_20_10,75
u080557_10_00,74
u080557_10_10,74
u080557_20_00,74
u080557_20_10,74
u080558_10_00,81
u080558_20_00,81
u08060090,91
u080601_10_00,83
u080601_10_02,85
u080601_10_03,83
u080601_20_00,83
u080601_20_02,85
u080601_20_03,83
u080602_10_00,87
u080602_20_00,87
u080603_10_00,90
u080603_20_00,90
u080604_10_00,89
u080604_20_00,89
u080605_10_00,79
u080605_20_00,79
u080606_10_00,74
u080606_10_02,73
u080606_10_10,75
u080606_20_00,74
u080606_20_02,73
u080606_20_10,74
u080607_10_00,74
u080607_10_04,74
u080607_10_10,74
u080607_20_00,74
u080607_20_04,74
u080607_20_10,74
u080608_10_00,82
u080608_20_00,81
u080651_10_00,84
u080651_20_00,84
u080652_10_00,86
u080652_20_00,86
u080653_10_00,91
u080653_20_00,91
u080654_10_00,90
u080654_20_00,89
u080655_10_00,79
u080655_20_00,79
u080656_10_00,75
u080656_10_10,74
u080656_20_00,75
u080656_20_10,74
u080657_10_00,74
u080657_10_10,74
u080657_20_00,74
u080657_20_10,74
u080658_10_00,81
u080658_20_00,81
u080701_10_00,83
u080701_10_02,85
u080701_10_03,83
u080701_20_00,83
u080701_20_02,85
u080701_20_03,83
u080702_10_00,86
u080702_20_00,86
u080703_10_00,90
u080703_20_00,90
u080704_10_00,89
u080704_20_00,89
u080705_10_00,79
u080705_20_00,79
u080706_10_00,75
u080706_10_02,73
u080706_10_10,75
u080706_20_00,74
u080706_20_02,73
u080706_20_10,75
u080707_10_00,74
u080707_10_04,74
u080707_10_10,74
u080707_20_00,74
u080707_20_04,74
u080707_20_10,74
u080708_10_00,81
u080708_20_00,82
u080751_10_00,84
u080751_20_00,84
u080752_10_00,86
u080752_20_00,86
u080753_10_00,91
u080753_20_00,91
u080754_10_00,90
u080754_20_00,89
u080755_10_00,79
u080755_20_00,79
u080756_10_00,75
u080756_10_10,75
u080756_20_00,75
u080756_20_10,75
u080757_10_00,74
u080757_10_10,74
u080757_20_00,74
u080757_20_10,74
u080758_10_00,81
u080758_20_00,81
u080801_10_00,83
u080801_10_02,85
u080801_10_03,83
u080801_20_00,83
u080801_20_02,85
u080801_20_03,83
u080802_10_00,87
u080802_20_00,87
u080803_10_00,90
u080803_20_00,90
u080804_10_00,89
u080804_20_00,89
u080805_10_00,79
u080805_20_00,79
u080806_10_00,74
u080806_10_02,73
u080806_10_10,75
u080806_20_00,74
u080806_20_02,73
u080806_20_10,75
u080807_10_00,74
u080807_10_04,74
u080807_10_10,74
u080807_20_00,74
u080807_20_04,74
u080807_20_10,74
u080808_10_00,81
u080808_20_00,81
u080851_10_00,84
u080851_20_00,84
u080852_10_00,86
u080852_20_00,86
u080853_10_00,91
u080853_20_00,91
u080854_10_00,90
u080854_20_00,90
u080855_10_00,79
u080855_20_00,79
u080856_10_00,75
u080856_10_10,75
u080856_20_00,75
u080856_20_10,75
u080857_10_00,74
u080857_10_10,74
u080857_20_00,74
u080857_20_10,74
u080858_10_00,81
u080858_20_00,81
u080901_10_00,83
u080901_10_02,85
u080901_10_03,83
u080901_20_00,83
u080901_20_02,85
u080901_20_03,83
u080902_10_00,87
u080902_20_00,87
u080903_10_00,90
u080903_20_00,90
u080904_10_00,89
u080904_20_00,89
u080905_10_00,79
u080905_20_00,79
u080906_10_00,74
u080906_10_02,73
u080906_10_10,75
u080906_20_00,75
u080906_20_02,73
u080906_20_10,75
u080907_10_00,74
u080907_10_04,74
u080907_10_10,74
u080907_20_00,74
u080907_20_04,74
u080907_20_10,74
u080908_10_00,81
u080908_20_00,81
u080951_10_00,84
u080951_20_00,84
u080952_10_00,86
u080952_20_00,86
u080953_10_00,91
u080953_20_00,91
u080954_10_00,89
u080954_20_00,90
u080955_10_00,79
u080955_20_00,79
u080956_10_00,75
u080956_10_10,75
u080956_20_00,75
u080956_20_10,75
u080957_10_00,74
u080957_10_10,74
u080957_20_00,74
u080957_20_10,74
u080958_10_00,81
u080958_20_00,81
u081001_10_00,83
u081001_10_02,85
u081001_10_03,83
u081001_20_00,83
u081001_20_02,85
u081001_20_03,83
u081002_10_00,87
u081002_20_00,87
u081003_10_00,90
u081003_20_00,90
u081004_10_00,89
u081004_20_00,89
u081005_10_00,79
u081005_20_00,79
u081006_10_00,75
u081006_10_02,73
u081006_10_10,75
u081006_20_00,74
u081006_20_02,73
u081006_20_10,75
u081007_10_00,74
u081007_10_04,74
u081007_10_10,74
u081007_20_00,74
u081007_20_04,74
u081007_20_10,74
u081008_10_00,81
u081008_20_00,81
u081051_10_00,84
u081051_20_00,84
u081052_10_00,86
u081052_20_00,86
u081053_10_00,91
u081053_20_00,91
u081054_10_00,89
u081054_20_00,90
u081055_10_00,79
u081055_20_00,79
u081056_10_00,75
u081056_10_10,75
u081056_20_00,75
u081056_20_10,75
u081057_10_00,74
u081057_10_10,74
u081057_20_00,74
u081057_20_10,74
u081058_10_00,81
u081058_20_00,81
u081101_10_00,83
u081101_10_02,85
u081101_10_03,83
u081101_20_00,83
u081101_20_02,85
u081101_20_03,83
u081102_10_00,86
u081102_20_00,86
u081103_10_00,90
u081103_20_00,90
u081104_10_00,89
u081104_20_00,89
u081105_10_00,79
u081105_20_00,79
u081106_10_00,74
u081106_10_02,73
u081106_10_10,75
u081106_20_00,74
u081106_20_02,73
u081106_20_10,75
u081107_10_00,74
u081107_10_04,74
u081107_10_10,74
u081107_20_00,74
u081107_20_04,74
u081107_20_10,74
u081108_10_00,81
u081108_20_00,81
u081151_10_00,84
u081151_20_00,84
u081152_10_00,86
u081152_20_00,86
u081153_10_00,91
u081153_20_00,91
u081154_10_00,89
u081154_20_00,90
u081155_10_00,79
u081155_20_00,79
u081156_10_00,75
u081156_10_10,75
u081156_20_00,75
u081156_20_10,75
u081157_10_00,74
u081157_10_10,74
u081157_20_00,74
u081157_20_10,74
u081158_10_00,81
u081158_20_00,81
u081201_10_00,83
u081201_10_02,85
u081201_10_03,83
u081201_20_00,83
u081202_10_00,86
u081202_20_00,87
u081203_10_00,96
u081203_20_00,96
u081204_10_00,94
u081204_20_00,94
u081205_10_00,79
u081205_20_00,79
u081206_10_00,77
u081206_10_02,73
u081206_10_10,75
u081206_20_00,77
u081206_20_10,75
u081207_10_00,76
u081207_10_04,74
u081207_10_10,76
u081207_20_00,76
u081207_20_10,76
u081208_10_00,82
u081208_20_00,82
u081251_10_00,84
u081251_20_00,84
u081252_10_00,86
u081252_20_00,86
u081253_10_00,100
u081253_20_00,100
u081254_10_00,98
u081254_20_00,98
u081255_10_00,79
u081255_20_00,79
u081256_10_00,77
u081256_10_10,75
u081256_20_00,77
u081256_20_10,75
u081257_10_00,76
u081257_10_10,76
u081257_20_00,76
u081257_20_10,76
u081258_10_00,81
u081258_20_00,81
u081301_10_00,83
u081301_10_01,83
u081301_10_02,85
u081301_10_03,83
u081301_20_00,83
u081301_20_01,83
u081301_20_02,85
u081301_20_03,83
u081302_10_00,87
u081302_10_01,87
u081302_20_00,87
u081302_20_01,87
u081303_10_00,90
u081303_20_00,90
u081304_10_00,89
u081304_20_00,89
u081305_10_00,79
u081305_10_01,79
u081305_20_00,79
u081305_20_01,79
u081306_10_00,73
u081306_10_02,72
u081306_10_10,73
u081306_20_00,73
u081306_20_02,72
u081306_20_10,73
u081307_10_00,74
u081307_10_04,74
u081307_10_10,74
u081307_20_00,74
u081307_20_04,74
u081307_20_10,74
u081308_10_00,81
u081308_10_01,81
u081308_20_00,81
u081308_20_01,81
u081351_10_00,84
u081351_10_01,84
u081351_20_00,84
u081351_20_01,84
u081352_10_00,86
u081352_10_01,86
u081352_20_00,86
u081352_20_01,86
u081353_10_00,91
u081353_20_00,91
u081354_10_00,89
u081354_20_00,90
u081355_10_00,79
u081355_10_01,79
u081355_20_00,79
u081355_20_01,79
u081356_10_00,73
u081356_10_10,73
u081356_20_00,73
u081356_20_10,73
u081357_10_00,74
u081357_10_10,74
u081357_20_00,74
u081357_20_10,74
u081358_10_00,81
u081358_10_01,80
u081358_20_00,81
u081358_20_01,80
u081401_10_00,83
u081401_20_00,83
u081402_10_00,87
u081402_20_00,87
u081403_10_00,95
u081403_20_00,95
u081404_10_00,94
u081404_20_00,94
u081405_10_00,79
u081405_20_00,79
u081406_10_00,77
u081406_10_10,74
u081406_20_00,77
u081406_20_10,74
u081407_10_00,76
u081407_10_10,76
u081407_20_00,76
u081407_20_10,76
u081408_10_00,82
u081408_20_00,82
u081451_10_00,84
u081451_20_00,84
u081452_10_00,86
u081452_20_00,86
u081453_10_00,100
u081453_20_00,100
u081454_10_00,99
u081454_20_00,98
u081455_10_00,79
u081455_20_00,79
u081456_10_00,77
u081456_10_10,75
u081456_20_00,77
u081456_20_10,75
u081457_10_00,76
u081457_10_10,76
u081457_20_00,76
u081457_20_10,76
u081458_10_00,81
u081458_20_00,81
u081501_10_00,83
u081501_20_00,83
u081502_10_00,86
u081502_20_00,87
u081503_10_00,96
u081503_20_00,96
u081504_10_00,94
u081504_20_00,94
u081505_10_00,79
u081505_20_00,79
u081506_10_00,77
u081506_10_10,75
u081506_20_00,77
u081506_20_10,75
u081507_10_00,76
u081507_10_10,76
u081507_20_00,76
u081507_20_10,76
u081508_10_00,82
u081508_20_00,82
u081551_10_00,84
u081551_20_00,84
u081552_10_00,86
u081552_20_00,86
u081553_10_00,100
u081553_20_00,100
u081554_10_00,98
u081554_20_00,98
u081555_10_00,79
u081555_20_00,79
u081556_10_00,77
u081556_10_10,75
u081556_20_00,77
u081556_20_10,75
u081557_10_00,76
u081557_10_10,76
u081557_20_00,76
u081557_20_10,76
u081558_10_00,81
u081558_20_00,81
u081601_10_00,83
u081601_20_00,83
u081602_10_00,86
u081602_20_00,87
u081603_10_00,96
u081603_20_00,96
u081604_10_00,94
u081604_20_00,94
u081605_10_00,79
u081605_20_00,79
u081606_10_00,77
u081606_10_10,75
u081606_20_00,77
u081606_20_10,75
u081607_10_00,76
u081607_10_10,76
u081607_20_00,76
u081607_20_10,76
u081608_10_00,82
u081608_20_00,82
u081651_10_00,84
u081651_20_00,84
u081652_10_00,86
u081652_20_00,86
u081653_10_00,100
u081653_20_00,100
u081654_10_00,98
u081654_20_00,98
u081655_10_00,79
u081655_20_00,79
u081656_10_00,77
u081656_10_10,75
u081656_20_00,77
u081656_20_10,75
u081657_10_00,76
u081657_10_10,76
u081657_20_00,76
u081657_20_10,76
u081658_10_00,81
u081658_20_00,81
u087101_10_00,82
u087102_10_00,86
u087103_10_00,100
u087104_10_00,100
u087105_10_00,79
u087106_10_00,75
u087106_10_10,75
u087107_10_00,73
u087107_10_10,73
u087108_10_00,77
u090102_10_00,87
u090102_20_00,87
u090102_50_00,87
u090102_60_00,87
u090141_10_00,84
u090141_20_00,84
u090141_50_00,84
u090141_60_00,84
u090141_u010101_10_00,84
u090141_u010101_20_00,84
u090141_u010101_50_00,84
u090141_u010101_60_00,84
u090141_u010201_10_00,84
u090141_u010201_20_00,84
u090141_u010301_10_00,84
u090141_u010301_20_00,84
u090141_u010401_10_00,84
u090141_u010401_20_00,84
u090141_u010601_10_00,84
u090141_u010601_20_00,84
u090141_u011201_10_00,84
u090141_u011201_20_00,84
u090141_u011301_10_00,84
u090141_u011301_20_00,84
u090141_u020501_10_00,84
u090141_u020501_20_00,84
u090141_u020601_10_00,84
u090141_u020601_20_00,84
u090141_u020901_10_00,84
u090141_u020901_20_00,84
u090141_u021701_10_00,84
u090141_u021701_20_00,84
u090141_u030401_10_00,84
u090141_u030401_20_00,84
u090141_u030901_10_00,84
u090141_u030901_20_00,84
u090141_u032301_10_00,84
u090141_u032301_20_00,84
u090141_u040101_10_00,84
u090141_u040101_20_00,84
u090141_u040301_10_00,84
u090141_u040301_20_00,84
u090141_u040401_10_00,84
u090141_u040401_20_00,84
u090141_u040501_10_00,84
u090141_u040501_20_00,84
u090141_u040601_10_00,84
u090141_u040601_20_00,84
u090141_u040901_10_00,84
u090141_u040901_20_00,84
u090141_u041501_10_00,84
u090141_u041501_20_00,84
u090141_u041601_10_00,84
u090141_u041601_20_00,84
u090141_u041701_10_00,84
u090141_u041701_20_00,84
u090141_u042201_10_00,84
u090141_u042201_20_00,84
u090141_u042401_10_00,84
u090141_u042401_20_00,84
u090141_u045101_10_00,84
u090141_u045101_20_00,84
u090141_u045201_10_00,84
u090141_u045201_20_00,84
u090141_u045301_10_00,84
u090141_u045301_20_00,84
u090141_u045401_10_00,84
u090141_u045401_20_00,84
u090141_u045501_10_00,84
u090141_u045501_20_00,84
u090141_u070101_10_00,84
u090141_u070101_20_00,84
u090141_u070501_10_00,84
u090141_u070501_20_00,84
u090141_u070701_10_00,84
u090141_u070701_20_00,84
u090141_u071001_10_00,84
u090141_u071001_20_00,84
u090141_u071101_10_00,84
u090141_u071101_20_00,84
u090141_u071201_10_00,84
u090141_u071201_20_00,84
