# Pasivas candidatas de cada personaje para las ranuras 1 y 2.
# Leido de las tablas de sorteo del juego, NO observado de la partida.
# Acierto medido contra la partida de Aaron: 94,1% en jugadores normales.
# Los marcados 'fijas_de_historia' llevan pasivas fijas y no siguen el sorteo.
# Lo genera herramientas/construir_pool_pasivas.py.
identidad,personaje,equipo,posicion,ranuras,pasiva_id,pasiva,fijas_de_historia
619C9DC4,Stace Strikes,No afiliados,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
619C9DC4,Stace Strikes,No afiliados,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
619C9DC4,Stace Strikes,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
7887AC85,Mo Zake,No afiliados,DEF,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7887AC85,Mo Zake,No afiliados,DEF,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7887AC85,Mo Zake,No afiliados,DEF,1-2,127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
7887AC85,Mo Zake,No afiliados,DEF,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
7887AC85,Mo Zake,No afiliados,DEF,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
7887AC85,Mo Zake,No afiliados,DEF,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
37C63A42,Eska Layte,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
37C63A42,Eska Layte,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
37C63A42,Eska Layte,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
37C63A42,Eska Layte,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
37C63A42,Eska Layte,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
2EDD0B03,Eartha Toughlove,No afiliados,POR,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
05F058C0,Carny Voris,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
05F058C0,Carny Voris,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
05F058C0,Carny Voris,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
05F058C0,Carny Voris,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
05F058C0,Carny Voris,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
05F058C0,Carny Voris,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
05F058C0,Carny Voris,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
1CEB6981,Logan Armstrong,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
9B73754E,Boyle Egger,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
9B73754E,Boyle Egger,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
9B73754E,Boyle Egger,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
9B73754E,Boyle Egger,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
9B73754E,Boyle Egger,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
8268440F,Robin O'Cruise,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
52689571,Eric Byrne,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
52689571,Eric Byrne,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
52689571,Eric Byrne,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
52689571,Eric Byrne,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
52689571,Eric Byrne,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
4B73A430,Lykan Moss,No afiliados,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
4B73A430,Lykan Moss,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
4B73A430,Lykan Moss,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
4B73A430,Lykan Moss,No afiliados,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
4B73A430,Lykan Moss,No afiliados,POR,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
4B73A430,Lykan Moss,No afiliados,POR,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
4B73A430,Lykan Moss,No afiliados,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
4B73A430,Lykan Moss,No afiliados,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
4B73A430,Lykan Moss,No afiliados,POR,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
605EF7F3,Charity Verchu,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
605EF7F3,Charity Verchu,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
605EF7F3,Charity Verchu,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
605EF7F3,Charity Verchu,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
605EF7F3,Charity Verchu,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
7945C6B2,Moos Akka,No afiliados,MED,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7945C6B2,Moos Akka,No afiliados,MED,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
7945C6B2,Moos Akka,No afiliados,MED,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
7945C6B2,Moos Akka,No afiliados,MED,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
7945C6B2,Moos Akka,No afiliados,MED,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
36045075,Tommie Loveapple,No afiliados,DEF,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
36045075,Tommie Loveapple,No afiliados,DEF,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
36045075,Tommie Loveapple,No afiliados,DEF,1-2,127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
36045075,Tommie Loveapple,No afiliados,DEF,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
36045075,Tommie Loveapple,No afiliados,DEF,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
36045075,Tommie Loveapple,No afiliados,DEF,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
2F1F6134,Pepe Bell,No afiliados,DEF,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2F1F6134,Pepe Bell,No afiliados,DEF,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
2F1F6134,Pepe Bell,No afiliados,DEF,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
2F1F6134,Pepe Bell,No afiliados,DEF,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
2F1F6134,Pepe Bell,No afiliados,DEF,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
2F1F6134,Pepe Bell,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
043232F7,Ginger Carret,No afiliados,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
043232F7,Ginger Carret,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
043232F7,Ginger Carret,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
043232F7,Ginger Carret,No afiliados,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
043232F7,Ginger Carret,No afiliados,POR,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
043232F7,Ginger Carret,No afiliados,POR,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
043232F7,Ginger Carret,No afiliados,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
043232F7,Ginger Carret,No afiliados,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
043232F7,Ginger Carret,No afiliados,POR,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
1D2903B6,Shah Lott,No afiliados,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
1D2903B6,Shah Lott,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
1D2903B6,Shah Lott,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
1D2903B6,Shah Lott,No afiliados,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
1D2903B6,Shah Lott,No afiliados,POR,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
1D2903B6,Shah Lott,No afiliados,POR,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
1D2903B6,Shah Lott,No afiliados,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
1D2903B6,Shah Lott,No afiliados,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
1D2903B6,Shah Lott,No afiliados,POR,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
9AB11F79,Hal Istic,No afiliados,DEL,1-2,E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
9AB11F79,Hal Istic,No afiliados,DEL,1-2,D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",
9AB11F79,Hal Istic,No afiliados,DEL,1-2,0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,
9AB11F79,Hal Istic,No afiliados,DEL,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
9AB11F79,Hal Istic,No afiliados,DEL,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,D53D7996,"Cuando un jugador del mismo elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
83AA2E38,Fred Sidemanners,No afiliados,POR,1-2,54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
502E2B28,Dennis Tistry,No afiliados,MED,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
502E2B28,Dennis Tistry,No afiliados,MED,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
502E2B28,Dennis Tistry,No afiliados,MED,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
502E2B28,Dennis Tistry,No afiliados,MED,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
502E2B28,Dennis Tistry,No afiliados,MED,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
49351A69,Slim Pointer,No afiliados,MED,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
49351A69,Slim Pointer,No afiliados,MED,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
49351A69,Slim Pointer,No afiliados,MED,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
49351A69,Slim Pointer,No afiliados,MED,1-2,91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
49351A69,Slim Pointer,No afiliados,MED,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
49351A69,Slim Pointer,No afiliados,MED,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
49351A69,Slim Pointer,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
621849AA,Florence Orderly,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
621849AA,Florence Orderly,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
621849AA,Florence Orderly,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
621849AA,Florence Orderly,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
621849AA,Florence Orderly,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
621849AA,Florence Orderly,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
621849AA,Florence Orderly,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
7B0378EB,Prue Scription,No afiliados,DEF,1-2,AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7B0378EB,Prue Scription,No afiliados,DEF,1-2,4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
7B0378EB,Prue Scription,No afiliados,DEF,1-2,127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
7B0378EB,Prue Scription,No afiliados,DEF,1-2,A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
7B0378EB,Prue Scription,No afiliados,DEF,1-2,1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
7B0378EB,Prue Scription,No afiliados,DEF,1-2,0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,940C628F,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo propio,
3442EE2C,Indy Rockrolle,No afiliados,POR,1-2,DC6E49B0,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] en campo contrario,
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
2D59DF6D,Orson Riffe,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
06748CAE,Joe Bloggs,No afiliados,MED,1-2,13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
06748CAE,Joe Bloggs,No afiliados,MED,1-2,76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,
06748CAE,Joe Bloggs,No afiliados,MED,1-2,CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
06748CAE,Joe Bloggs,No afiliados,MED,1-2,A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",
06748CAE,Joe Bloggs,No afiliados,MED,1-2,B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,
06748CAE,Joe Bloggs,No afiliados,MED,1-2,539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
06748CAE,Joe Bloggs,No afiliados,MED,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,
1F6FBDEF,Devin Hornes,No afiliados,DEF,1-2,26292E5B,Enfriamiento de supertécnicas propias [CPASSIVE01]-<VALUE> %[C],
98F7A120,Tom-Tom Thrasher,No afiliados,DEF,1-2,2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
98F7A120,Tom-Tom Thrasher,No afiliados,DEF,1-2,4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,
98F7A120,Tom-Tom Thrasher,No afiliados,DEF,1-2,C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,
98F7A120,Tom-Tom Thrasher,No afiliados,DEF,1-2,F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,
98F7A120,Tom-Tom Thrasher,No afiliados,DEF,1-2,F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,
