# Extraido de la tabla de Cheat Engine de EasyGameCheatEngine para la
# version 7.1.1 del juego. Los identificadores se usan como datos; el
# credito es suyo. Los ids estan tal y como los muestra Cheat Engine.
id_ce,id_partida,nombre,clase
8C4632FF,FF32468C,Star-Crossed Souls The Lovers Male,supertecnica
86D81FF5,F51FD886,Star-Crossed Souls The Lovers Female,supertecnica
687AE856,56E87A68,Storm-Bringer Raiden,supertecnica
2F22467C,7C46222F,Sun Deity Apollo,supertecnica
78BA8BCD,CD8BBA78,Supernatural Wingman Thunderbird,supertecnica
29E98497,9784E929,Supreme War Chief Pendragon,supertecnica
BB1BF024,24F01BBB,The Great Genie Majin,supertecnica
F85C7AB2,B27A5CF8,The Triumph Goddess Victoria,supertecnica
CF76FD05,05FD76CF,The Undying Warden Arges,supertecnica
B71DEC75,75EC1DB7,The Victory Genie Majin,supertecnica
5FBBF82E,2EF8BB5F,Thin Air Slasher Sickle Weasel,supertecnica
F353CE3F,3FCE53F3,Tin Titan Goliath,supertecnica
FD409F87,879F40FD,Volcanic Wyrm Vritra,supertecnica
9BF8BCD4,D4BCF89B,Wall Titan Warborg,supertecnica
308B7A17,177A8B30,Warrior of the East Qinglong,supertecnica
1E515B2E,2E5B511E,Warrior of the North Xuanwu,supertecnica
8A4C5BAA,AA5B4C8A,Warrior of the South Zhuque,supertecnica
29904B56,564B9029,Warrior of the West Baihu,supertecnica
189A99C5,C5999A18,Watchtower Sentinel Black Rook,supertecnica
4F025474,7454024F,Watchtower Sentinel White Rook,supertecnica
70A3B320,20B3A370,Winged Serpent Kukulkan,supertecnica
264170D9,D9704126,Winged Steed Pegasus,supertecnica
774F069E,9E064F77,Wise Monarch Black King,supertecnica
8C628423,2384628C,Wise Monarch White King,supertecnica
282BEEA0,A0EE2B28,Wisecracking Whiz Jester,supertecnica
925B9AA5,A59A5B92,All Out Mode,supertecnica
74E055EB,EB55E074,Aspect A Mode,supertecnica
0312FC4D,4DFC1203,Brutal Persona Mode,supertecnica
2B663F07,073F662B,Burning Rage Mode,supertecnica
E820D133,33D120E8,Graceful Guise Mode,supertecnica
03D98821,2188D903,Lord Aphrody Mode,supertecnica
74FBBD29,29BDFB74,Queen Mode,supertecnica
D1B66D0A,0A6DB6D1,Sweet Mask Mode,supertecnica
03204C39,394C2003,Wild Lion Mode,supertecnica
3F3E0D48,480D3E3F,Armoured Cavalry White Knight,supertecnica
48393DDE,DE3D3948,Armoured Cavalry White Knight,supertecnica
D1306C64,646C30D1,Armoured Cavalry White Knight,supertecnica
E708A6BC,BCA608E7,Armoured Cavalry Black Knight,supertecnica
4AB5DC82,82DCB54A,Barbaric Beast of the Abyss Atlanticus,supertecnica
D436F10C,0CF136D4,Bob-Tailed Bombshell Loverette,supertecnica
92492873,73284992,Brave Samurai Musashi,supertecnica
E54E18E5,E5184EE5,Brave Samurai Musashi,supertecnica
B5DF7D88,887DDFB5,Bringer of Dreams Sand Man,supertecnica
C2D84D1E,1E4DD8C2,Bringer of Dreams Sand Man,supertecnica
3446FCA9,A9FC4634,Capricious Trickster Serendipity,supertecnica
AFAE717E,7E71AEAF,Crown Prince of Chaos Ashtaroth,supertecnica
577EE86C,6CE87E57,Cursed Wolf Lycaon,supertecnica
24638250,50826324,Dark Demigod Black Butcher,supertecnica
7E487CEB,EB7C487E,Defender of Earth Atlas,supertecnica
4E38A030,30A0384E,Dicey Dicer Lot,supertecnica
393F90A6,A6903F39,Dicey Dicer Lot,supertecnica
9B927AA9,A97A929B,Discordian Witch Eris,supertecnica
A5F1F7CA,CAF7F1A5,Divine Messenger Black Bishop,supertecnica
856E0AED,ED0A6E85,Divine Messenger White Bishop,supertecnica
F2693A7B,7B3A69F2,Divine Messenger White Bishop,supertecnica
B69A0258,58029AB6,Drake Chevalier Dragoon,supertecnica
C19D32CE,CE329DC1,Drake Chevalier Dragoon,supertecnica
55652F28,282F6555,Duke of Doom Demogorgon,supertecnica
23FD0C94,940CFD23,Faster Than Light Tachyon,supertecnica
54FA3C02,023CFA54,Faster Than Light Tachyon,supertecnica
9F30447C,7C44309F,Feathers of Flames Firebird,supertecnica
E83774EA,EA7437E8,Feathers of Flames Firebird,supertecnica
A465105B,5B1065A4,Femme Fatale Sirena,supertecnica
D36220CD,CD2062D3,Femme Fatale Sirena,supertecnica
862B753D,3D752B86,Ferocious Bird of Fable Roc,supertecnica
F12C45AB,AB452CF1,Ferocious Bird of Fable Roc,supertecnica
8C227E2F,2F7E228C,Fiery Hellhound Dire Wolf,supertecnica
00F2D72D,2DD7F200,Fire Jotun Surtr,supertecnica
99FB8697,9786FB99,Fire Jotun Surtr,supertecnica
EEFCB601,01B6FCEE,Fire Jotun Surtr,supertecnica
721D930A,0A931D72,Foxy Mischief-Maker Daji,supertecnica
B3D514DD,DD14D5B3,Frenzied Fighter Berserker,supertecnica
C4D2244B,4B24D2C4,Frenzied Fighter Berserker,supertecnica
130E04A7,A7040E13,Front-Line Fighter Black Pawn,supertecnica
225B0A66,660A5B22,Front-Line Fighter White Pawn,supertecnica
555C3AF0,F03A5C55,Front-Line Fighter White Pawn,supertecnica
2536CE7F,7FCE3625,Front-Line Fighter White Pawn,supertecnica
5231FEE9,E9FE3152,Front-Line Fighter White Pawn,supertecnica
BC3F9FC5,C59F3FBC,Front-Line Fighter White Pawn,supertecnica
CB38AF53,53AF38CB,Front-Line Fighter White Pawn,supertecnica
6F653720,2037656F,Giant Usurper Gigante,supertecnica
186207B6,B6076218,Giant Usurper Gigante,supertecnica
26EF630C,0C63EF26,Gigantic Garrison Gargantua,supertecnica
51E8539A,9A53E851,Gigantic Garrison Gargantua,supertecnica
2E90926B,6B92902E,Goddess of Just Warfare Athene,supertecnica
39A8C6B2,B2C6A839,Goddess of Just Warfare Athene,supertecnica
5997A2FD,FDA29759,Goddess of Just Warfare Athene,supertecnica
A0A19708,0897A1A0,Goddess of Just Warfare Athene,supertecnica
B799C3D1,D1C399B7,Goddess of Just Warfare Athene,supertecnica
C09EF347,47F39EC0,Goddess of Just Warfare Athene,supertecnica
C3472E38,382E47C3,Goddess of Just Warfare Athene,supertecnica
A7B74993,9349B7A7,Grand Inquisitor Judge,supertecnica
312D5CF0,F05C2D31,Heavenly Horse Arch Pegasus Red,supertecnica
C65531AC,AC3155C6,Heavenly Horse Arch Pegasus,supertecnica
AA0F8E22,228E0FAA,Heroic Swordsman Lancelot,supertecnica
DD08BEB4,B4BE08DD,Heroic Swordsman Lancelot,supertecnica
A1777FC3,C37F77A1,High Roller Las Vega,supertecnica
D6704F55,554F70D6,High Roller Las Vega,supertecnica
31AC6E6B,6B6EAC31,Holy Sword Paladin Arthur,supertecnica
88D6CD5C,5CCDD688,Holy Sword Paladin Arthur,supertecnica
524AD75B,5BD74A52,Holy Sword Paladin Arthur,supertecnica
101958B4,B4581910,Holy Sword Paladin Arthur,supertecnica
8910090E,0E091089,Holy Sword Paladin Arthur,supertecnica
A8A53FD1,D13FA5A8,Holy Sword Paladin Arthur,supertecnica
EAF6B03E,3EB0F6EA,Holy Sword Paladin Arthur,supertecnica
FFD1FDCA,CAFDD1FF,Holy Sword Paladin Arthur,supertecnica
B7772A08,082A77B7,Hunter of Glory Asura,supertecnica
3DEF9509,0995EF3D,Hypersonic Fighter Scramjet,supertecnica
4AE8A59F,9FA5E84A,Hypersonic Fighter Scramjet,supertecnica
06709E2B,2B9E7006,Infernal Dragon Lord Koro-Koro-Gon,supertecnica
C9FDC5E2,E2C5FDC9,Jewelled Dragon Cychr,supertecnica
A36CB887,87B86CA3,King of Beasts Leon,supertecnica
D46B8811,11886BD4,King of Beasts Leon,supertecnica
AE6C1B49,491B6CAE,Lady of Artifice Metis,supertecnica
BFD6769A,9A76D6BF,Leonine Warlord Khmet,supertecnica
BC2B6D35,356D2BBC,Light-Speed Knight Sir Rabby,supertecnica
9098B032,32B09890,Living Nightmare Phantasma,supertecnica
E79F80A4,A4809FE7,Living Nightmare Phantasma,supertecnica
954080AF,AF804095,Lord of All Waters Neptune,supertecnica
ED78626F,6F6278ED,Lord of Birds and Beasts Griffin,supertecnica
9A7F52F9,F9527F9A,Lord of Birds and Beasts Griffin,supertecnica
03760343,43037603,Lord of Birds and Beasts Griffin,supertecnica
2EC52DD1,D12DC52E,Lord of Birds and Beasts Griffin,supertecnica
B7CC7C6B,6B7CCCB7,Lord of Birds and Beasts Griffin,supertecnica
D42AC55B,5BC52AD4,Lord of Birds and Beasts Griffin,supertecnica
96794AB4,B44A7996,Lord of Birds and Beasts Griffin,supertecnica
1DC5B4E0,E0B4C51D,Lord of Birds and Beasts Griffin,supertecnica
7E230DD0,D00D237E,Lord of Birds and Beasts Griffin,supertecnica
3C70823F,3F82703C,Lord of Birds and Beasts Griffin,supertecnica
A579D385,85D379A5,Lord of Birds and Beasts Griffin,supertecnica
C69F6AB5,B56A9FC6,Lord of Birds and Beasts Griffin,supertecnica
E12D8D8E,8E8D2DE1,Lord of Daemons Evera,supertecnica
D847A831,31A847D8,Man-Made Monster Plasma Shadow SH (1),supertecnica
AF4098A7,A79840AF,Man-Made Monster Plasma Shadow SH (2),supertecnica
3649C91D,1DC94936,Man-Made Monster Plasma Shadow SH (3),supertecnica
414EF98B,8BF94E41,Man-Made Monster Plasma Shadow SH (4),supertecnica
AC536AD1,D16A53AC,Man-Made Monster Plasma Shadow AT (1),supertecnica
DB545A47,475A54DB,Man-Made Monster Plasma Shadow AT (2),supertecnica
425D0BFD,FD0B5D42,Man-Made Monster Plasma Shadow AT (3),supertecnica
355A3B6B,6B3B5A35,Man-Made Monster Plasma Shadow AT (4),supertecnica
AB3EAEC8,C8AE3EAB,Man-Made Monster Plasma Shadow AT (5),supertecnica
DC399E5E,5E9E39DC,Man-Made Monster Plasma Shadow AT (6),supertecnica
C6949A12,129A94C6,Man-Made Monster Plasma Shadow DF (1),supertecnica
B193AA84,84AA93B1,Man-Made Monster Plasma Shadow DF (2),supertecnica
289AFB3E,3EFB9A28,Man-Made Monster Plasma Shadow DF (3),supertecnica
5F9DCBA8,A8CB9D5F,Man-Made Monster Plasma Shadow DF (4),supertecnica
37C228C7,C728C237,Man-Made Monster Plasma Shadow GK (1),supertecnica
40C51851,5118C540,Man-Made Monster Plasma Shadow GK (2),supertecnica
8A907305,0573908A,Master Magician Trickster,supertecnica
C4138FF5,F58F13C4,Master Conductor Maestro,supertecnica
FD974393,934397FD,Master Magician Trickster,supertecnica
2C9FA7DF,DFA79F2C,Metal Mammoth Behemoth,supertecnica
5B989749,4997985B,Metal Mammoth Behemoth,supertecnica
A70F2DEC,EC2D0FA7,Midnight Sun-Bringer Glenr,supertecnica
73DFF93D,3DF9DF73,Patron Saint of Swots The Stationer,supertecnica
EDB9C9D1,D1C9B9ED,Prehistoric Chieftain Jagwarrior,supertecnica
3A711BCD,CD1B713A,Prince of the Astral Plane Zodiac,supertecnica
836463B8,B8636483,Raven Wings Corvus,supertecnica
F463532E,2E5363F4,Raven Wings Corvus,supertecnica
A98B5A4C,4C5A8BA9,Royal Enchantress White Queen,supertecnica
DE8C6ADA,DA6A8CDE,Royal Enchantress White Queen,supertecnica
B2D6D554,54D5D6B2,Ruler of the Seven Seas Poseidon,supertecnica
C5D1E5C2,C2E5D1C5,Ruler of the Seven Seas Poseidon,supertecnica
3D78B311,11B3783D,Sacred Serpent White Wyvern,supertecnica
4A7F8387,87837F4A,Sacred Serpent White Wyvern,supertecnica
7180CDBF,BFCD8071,Sacred Serpent White Wyvern,supertecnica
1266748F,8F746612,Sacred Serpent White Wyvern,supertecnica
E8899C05,059C89E8,Sacred Serpent White Wyvern,supertecnica
BD28ACBC,BCAC28BD,Shadow Shooter Trigger,supertecnica
29F40786,8607F429,Silver-Tempered Queen Argentia,supertecnica
27E7563E,3E56E727,Snow Nymph Chione,supertecnica
50E066A8,A866E050,Snow Nymph Chione,supertecnica
F4A2F890,90F8A2F4,Sorceress of the Dawn Amaterasu,supertecnica
F2A891C5,C591A8F2,Sovereign of the Skies Feng-Huang,supertecnica
7E491CAA,AA1C497E,Standard-Bearer Brynhildr,supertecnica
84A6F420,20F4A684,Standard-Bearer Brynhildr,supertecnica
881766E2,E2661788,Standard-Bearer Brynhildr,supertecnica
E7404D10,104D40E7,Standard-Bearer Brynhildr,supertecnica
FF105674,745610FF,Standard-Bearer Brynhildr,supertecnica
22A840BB,BB40A822,Star-Crossed Souls The Lovers Female,supertecnica
28366DB1,B16D3628,Star-Crossed Souls The Lovers Male,supertecnica
CC0AB718,18B70ACC,Storm-Bringer Raiden,supertecnica
8B521932,3219528B,Sun Deity Apollo,supertecnica
FC5529A4,A42955FC,Sun Deity Apollo,supertecnica
DCCAD483,83D4CADC,Supernatural Wingman Thunderbird,supertecnica
8D99DBD9,D9DB998D,Supreme War Chief Pendragon,supertecnica
1F6BAF6A,6AAF6B1F,The Great Genie Majin,supertecnica
6B06A24B,4BA2066B,The Undying Warden Arges,supertecnica
686C9FFC,FC9F6C68,The Great Genie Majin,supertecnica
FBCBA760,60A7CBFB,Thin Air Slasher Sickle Weasel,supertecnica
57239171,71912357,Tin Titan Goliath,supertecnica
5930C0C9,C9C03059,Volcanic Wyrm Vritra,supertecnica
94FB2559,5925FB94,Warrior of the East Qinglong,supertecnica
9D801E70,701E809D,Warrior of the North Xuanwu,supertecnica
542F654C,4C652F54,Warrior of the North Xuanwu,supertecnica
04894FCA,CA4F8904,Warrior of the North Xuanwu,supertecnica
BA210460,600421BA,Warrior of the North Xuanwu,supertecnica
CD2634F6,F63426CD,Warrior of the North Xuanwu,supertecnica
FE66A740,40A766FE,Warrior of the North Xuanwu,supertecnica
2E3C04E4,E4043C2E,Warrior of the South Zhuque,supertecnica
8DE01418,1814E08D,Warrior of the West Baihu,supertecnica
BCEAC68B,8BC6EABC,Watchtower Sentinel Black Rook,supertecnica
EB720B3A,3A0B72EB,Watchtower Sentinel White Rook,supertecnica
82312F97,972F3182,Winged Steed Pegasus,supertecnica
D4D3EC6E,6EECD3D4,Winged Serpent Kukulkan,supertecnica
2812DB6D,6DDB1228,Wise Monarch White King,supertecnica
FB5C8178,78815CFB,Wisecracking Whiz Jester,supertecnica
6FB1F582,82F5B16F,Mix 'n' Match Aitor,supertecnica
0BDD3086,8630DD0B,Mix 'n' Match Arion,supertecnica
2A80A796,96A7802A,Mix 'n' Match Axel,supertecnica
39EB5204,0452EB39,Mix 'n' Match Bailong,supertecnica
5E03436E,6E43035E,Mix 'n' Match Big,supertecnica
0A1F5AB1,B15A1F0A,Mix 'n' Match Black Rose,supertecnica
AD18BB59,59BB18AD,Mix 'n' Match Caleb,supertecnica
3BADEC5D,5DECAD3B,Mix 'n' Match Cao Cao,supertecnica
01ADF455,55F4AD01,Mix 'n' Match Gabriel,supertecnica
099B8EDF,DF8E9B09,Mix 'n' Match Joan,supertecnica
DA1F8BCF,CF8B1FDA,Mix 'n' Match Jude,supertecnica
1080BF9E,9EBF8010,Mix 'n' Match King Arthur,supertecnica
6DF74BDB,DB4BF76D,Mix 'n' Match Liu Bei,supertecnica
57F753D3,D353F757,Mix 'n' Match Mark,supertecnica
752E10AD,AD102E75,Mix 'n' Match Nobunaga,supertecnica
74EC7A9A,9A7AEC74,Mix 'n' Match Pa,supertecnica
22B6DD1C,1CDDB622,Mix 'n' Match Q. Dragons,supertecnica
EF95E8F2,F2E895EF,Mix 'n' Match Raika,supertecnica
76AAC4C3,C3C4AA76,Mix 'n' Match Riccardo,supertecnica
C0806EE0,E06E80C0,Mix 'n' Match Ryoma,supertecnica
D8593596,963559D8,Mix 'n' Match S Gene,supertecnica
5D879700,0097875D,Mix 'n' Match Shawn,supertecnica
4718722F,2F721847,Mix 'n' Match Soji,supertecnica
3A6F866A,6A866F3A,Mix 'n' Match Tezcat,supertecnica
0859E4E8,E8E45908,Mix 'n' Match T-Rex,supertecnica
13046BF0,F06B0413,Mix 'n' Match V Gene,supertecnica
547387BD,BD877354,Mix 'n' Match Victor (1),supertecnica
2374B72B,2BB77423,Mix 'n' Match Victor (2),supertecnica
C304BA8E,8EBA04C3,Mix 'n' Match W Gene,supertecnica
D99B5FA1,A15F9BD9,Mix 'n' Match Zeta,supertecnica
1C5FD563,63D55F1C,Mix 'n' Match Zhuge Liang (1),supertecnica
6C3521EC,EC21356C,Mix 'n' Match Zhuge Liang (2),supertecnica
2FD2B0B0,B0B0D22F,Angydra Totem,supertecnica
0219EAEE,EEEA1902,Bald Eagle Totem,supertecnica
49D5009B,9B00D549,Begiran Totem,supertecnica
62F85358,5853F862,Belion Totem,supertecnica
C60BD950,50D90BC6,Brachias Totem,supertecnica
BFB0BB04,04BBB0BF,Buffalo Totem,supertecnica
33869774,74978633,Cerbegyra Totem,supertecnica
DED28226,2682D2DE,Crimson Pegasus Totem,supertecnica
4EF16331,3163F14E,Dalphonus Totem,supertecnica
EA6EC8EC,ECC86EEA,Dandrol Totem,supertecnica
50E3FAAC,ACFAE350,Delpinus Totem,supertecnica
F334130E,0E1334F3,Dohma Totem,supertecnica
57EA5270,7052EA57,Dolmega Totem,supertecnica
76AB5B3B,3B5BAB76,Dolphanus Totem,supertecnica
1F8FA71D,1DA78F1F,Doruga Totem,supertecnica
7A21082E,2E08217A,Dragnova Totem,supertecnica
2E3D11F1,F1113D2E,Falcon Totem,supertecnica
8E020DE8,E80D028E,Flamey Totem,supertecnica
C3052576,762505C3,Fox Totem,supertecnica
E9EA1C82,821CEAE9,Gandoran Totem,supertecnica
7769310C,0C316977,Garius Totem,supertecnica
53672EC2,C22E6753,Gigiras Totem,supertecnica
510C5BED,ED5B0C51,Goliger Totem,supertecnica
4A51D4F5,F5D4514A,Gooma Totem,supertecnica
52A544F5,F544A552,Gorius Totem,supertecnica
7CC701B3,B301C77C,Grimron Totem,supertecnica
D9DB2AFA,FA2ADBD9,Grizzly Totem,supertecnica
BE333B90,903B33BE,Gryphbang Totem,supertecnica
94DC0264,6402DC94,Gusfii Totem,supertecnica
68B9C2A6,A6C2B968,Gyorom Totem,supertecnica
71A2F3E7,E7F3A271,Gyrius Totem,supertecnica
6FB06A7A,7A6AB06F,Horned Owl Totem,supertecnica
BC7585C9,C98575BC,Horse Totem,supertecnica
50CE31DA,DA31CE50,Ixaal Totem,supertecnica
65DC30F2,F230DC65,Kosfii Totem,supertecnica
752F8F55,558F2F75,Kulupe Totem,supertecnica
7867B677,77B66778,Lion Totem,supertecnica
370BEBC6,C6EB0B37,Magnatas Totem,supertecnica
7BCEA96F,6FA9CE7B,Mammoth Totem,supertecnica
DF10E811,11E810DF,Moon Bear Totem,supertecnica
79881736,36178879,Mossfii Totem,supertecnica
EF21DE69,69DE21EF,Owl Totem,supertecnica
894A4F97,974F4A89,Pamerio Totem,supertecnica
969ABC3D,3DBC9A96,Peacock Totem,supertecnica
F5FFD1E5,E5D1FFF5,Pegasus Totem,supertecnica
1B02DBAF,AFDB021B,Pelion Totem,supertecnica
6C7554B7,B754756C,Phoenichias Totem,supertecnica
F0F12DC3,C32DF1F0,Ratel Totem,supertecnica
6E33EAEE,EEEA336E,Redio Totem,supertecnica
9BBEA4CA,CAA4BE9B,Saranarja Totem,supertecnica
C0C01BBB,BB1BC0C0,Serow Totem,supertecnica
D6944722,224794D6,Silver Wolf Totem,supertecnica
951E6853,53681E95,Univolt Totem,supertecnica
302F886C,6C882F30,Vairaas Totem,supertecnica
372620B0,B0202637,Wolf Totem,supertecnica
F43DBBD2,D2BB3DF4,Zooma Totem,supertecnica
4F508281,8182504F,Bond Transform,supertecnica
DD2E7375,75732EDD,Bond Transform,supertecnica
A611F96B,6BF911A6,Burning Overdrive,supertecnica
D67B0DE4,E40D7BD6,Elemental Catalyst,supertecnica
A17C3D72,723D7CA1,Instant Burst,supertecnica
481F9847,47981F48,Ironclad Guardian,supertecnica
3F18A8D1,D1A8183F,Keeper's Grit,supertecnica
