# Que version de cada pasiva va con cada rareza (NOTAS O-46, O-148).
# grupo = fila de la tabla del juego; rareza = 0 comun ... 4 leyenda, 5 sexta columna.
# Lo genera herramientas/construir_rareza_pasivas.py.
grupo,rareza,id,valor
416,1,C99ABCE7,4
416,2,C99ABCE7,4
416,3,C99ABCE7,4
416,4,C99ABCE7,4
417,0,FC3FDF0E,4
417,1,FC3FDF0E,4
417,2,FC3FDF0E,4
417,3,FC3FDF0E,4
417,4,FC3FDF0E,4
418,0,41436E70,4
418,1,41436E70,4
418,2,41436E70,4
418,3,41436E70,4
418,4,41436E70,4
419,0,32FAAE67,4
419,1,32FAAE67,4
419,2,32FAAE67,4
419,3,32FAAE67,4
419,4,32FAAE67,4
420,0,9642721E,0.4
420,1,9642721E,0.4
420,2,9642721E,0.4
420,3,9642721E,0.4
420,4,9642721E,0.4
421,0,4C2BAEB7,0.4
421,1,4C2BAEB7,0.4
421,2,4C2BAEB7,0.4
421,3,4C2BAEB7,0.4
421,4,4C2BAEB7,0.4
422,0,DA1BA9C0,0.1
422,1,DA1BA9C0,0.1
422,2,DA1BA9C0,0.1
422,3,DA1BA9C0,0.1
422,4,DA1BA9C0,0.1
423,0,604AA059,1
423,1,604AA059,1
423,2,604AA059,1
423,3,604AA059,1
423,4,604AA059,1
424,0,F67AA72E,5
424,1,F67AA72E,5
424,2,F67AA72E,5
424,3,F67AA72E,5
424,4,F67AA72E,5
425,0,55EFC3B0,1
425,1,55EFC3B0,1
425,2,55EFC3B0,1
425,3,55EFC3B0,1
425,4,55EFC3B0,1
426,0,C3DFC4C7,4
426,1,C3DFC4C7,4
426,2,C3DFC4C7,4
426,3,C3DFC4C7,4
426,4,C3DFC4C7,4
427,0,798ECD5E,1
427,1,798ECD5E,1
427,2,798ECD5E,1
427,3,798ECD5E,1
427,4,798ECD5E,1
428,0,EFBECA29,2
428,1,EFBECA29,2
428,2,EFBECA29,2
428,3,EFBECA29,2
428,4,EFBECA29,2
429,0,5E0FBF6D,28
429,1,5E0FBF6D,28
429,2,5E0FBF6D,28
429,3,5E0FBF6D,28
429,4,5E0FBF6D,28
429,5,5E0FBF6D,28
430,0,E45EB6F4,20
430,1,E45EB6F4,20
430,2,E45EB6F4,20
430,3,E45EB6F4,20
430,4,E45EB6F4,20
430,5,E45EB6F4,20
431,0,726EB183,24
431,1,726EB183,24
431,2,726EB183,24
431,3,726EB183,24
431,4,726EB183,24
431,5,726EB183,24
432,0,D1FBD51D,24
432,1,D1FBD51D,24
432,2,D1FBD51D,24
432,3,D1FBD51D,24
432,4,D1FBD51D,24
432,5,D1FBD51D,24
433,0,47CBD26A,20
433,1,47CBD26A,20
433,2,47CBD26A,20
433,3,47CBD26A,20
433,4,47CBD26A,20
433,5,47CBD26A,20
434,0,FD9ADBF3,16
434,1,FD9ADBF3,16
434,2,FD9ADBF3,16
434,3,FD9ADBF3,16
434,4,FD9ADBF3,16
434,5,FD9ADBF3,16
435,0,6BAADC84,16
435,1,6BAADC84,16
435,2,6BAADC84,16
435,3,6BAADC84,16
435,4,6BAADC84,16
435,5,6BAADC84,16
436,0,FAB76314,16
436,1,FAB76314,16
436,2,FAB76314,16
436,3,FAB76314,16
436,4,FAB76314,16
436,5,FAB76314,16
437,0,6C876463,8
437,1,6C876463,8
437,2,6C876463,8
437,3,6C876463,8
437,4,6C876463,8
437,5,6C876463,8
438,0,890EA303,1.6
438,1,890EA303,1.6
438,2,890EA303,1.6
438,3,890EA303,1.6
438,4,890EA303,1.6
438,5,890EA303,1.6
439,0,1F3EA474,1.6
439,1,1F3EA474,1.6
439,2,1F3EA474,1.6
439,3,1F3EA474,1.6
439,4,1F3EA474,1.6
439,5,1F3EA474,1.6
440,0,A56FADED,0.4
440,1,A56FADED,0.4
440,2,A56FADED,0.4
440,3,A56FADED,0.4
440,4,A56FADED,0.4
440,5,A56FADED,0.4
441,0,6C1D3578,14
441,1,6C1D3578,14
441,2,6C1D3578,14
441,3,6C1D3578,14
441,4,6C1D3578,14
441,5,6C1D3578,14
442,0,D64C3CE1,10
442,1,D64C3CE1,10
442,2,D64C3CE1,10
442,3,D64C3CE1,10
442,4,D64C3CE1,10
442,5,D64C3CE1,10
443,0,407C3B96,12
443,1,407C3B96,12
443,2,407C3B96,12
443,3,407C3B96,12
443,4,407C3B96,12
443,5,407C3B96,12
444,0,E3E95F08,12
444,1,E3E95F08,12
444,2,E3E95F08,12
444,3,E3E95F08,12
444,4,E3E95F08,12
444,5,E3E95F08,12
445,0,75D9587F,10
445,1,75D9587F,10
445,2,75D9587F,10
445,3,75D9587F,10
445,4,75D9587F,10
445,5,75D9587F,10
446,0,CF8851E6,8
446,1,CF8851E6,8
446,2,CF8851E6,8
446,3,CF8851E6,8
446,4,CF8851E6,8
446,5,CF8851E6,8
447,0,59B85691,8
447,1,59B85691,8
447,2,59B85691,8
447,3,59B85691,8
447,4,59B85691,8
447,5,59B85691,8
448,0,C8A5E901,8
448,1,C8A5E901,8
448,2,C8A5E901,8
448,3,C8A5E901,8
448,4,C8A5E901,8
448,5,C8A5E901,8
449,0,5E95EE76,4
449,1,5E95EE76,4
449,2,5E95EE76,4
449,3,5E95EE76,4
449,4,5E95EE76,4
449,5,5E95EE76,4
450,0,BB1C2916,0.8
450,1,BB1C2916,0.8
450,2,BB1C2916,0.8
450,3,BB1C2916,0.8
450,4,BB1C2916,0.8
450,5,BB1C2916,0.8
451,0,2D2C2E61,0.8
451,1,2D2C2E61,0.8
451,2,2D2C2E61,0.8
451,3,2D2C2E61,0.8
451,4,2D2C2E61,0.8
451,5,2D2C2E61,0.8
452,0,977D27F8,0.2
452,1,977D27F8,0.2
452,2,977D27F8,0.2
452,3,977D27F8,0.2
452,4,977D27F8,0.2
452,5,977D27F8,0.2
