# Todos los personajes jugables del juego, con su arbol de tecnicas.
# Lo genera herramientas/construir_base_jugadores.py.
# rN_tipo: que admite esa ranura. LIBRE = cualquier tecnica o hipertecnica.
identidad,indice,string_id,nombre,elemento,posicion,posicion_alt,arquetipo,rareza,equipo,r1_tecnica,r1_tipo,r1_nivel,r2_tecnica,r2_tipo,r2_nivel,r3_tecnica,r3_tipo,r3_nivel,r4_tecnica,r4_tipo,r4_nivel,r5_tecnica,r5_tipo,r5_nivel,r6_tecnica,r6_tipo,r6_nivel,r7_tecnica,r7_tipo,r7_nivel,r8_tecnica,r8_tipo,r8_nivel,r9_tecnica,r9_tipo,r9_nivel
20919AB1,2280,c03038710,Carmen Aria,Montana,DEL,MED,Afinidad,normal,No afiliados,Amago y esprint,Regate,1,Remate Tarzán,Tiro,13,Carrera a 3 piernas,LIBRE,20,Remate gafas,Tiro,30,Disparo con rebotes,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
0BBCC972,2281,c03038720,Dorian Lucenzo,Montana,DEF,MED,Tension,normal,No afiliados,Regate disimulado,Defensa,1,Patada canguro,Regate,13,Dientes de roca,LIBRE,20,Emboscada defensiva,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
12A7F833,2282,c03038730,Wesley Provolone,Fuego,POR,MED,Afinidad,normal,No afiliados,Parada de mano firme,Parada,1,Pared solitaria,Regate,13,Mano celestial X,LIBRE,20,Puños voladores,Parada,30,Escudo de fuerza total,Parada,38,Determinación de portero,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
5DE66EF4,2283,c03038740,Joachim Zooner,Viento,MED,DEF,Justicia,normal,No afiliados,Carga de hombro,Defensa,1,Torbellino dragón,Regate,13,Zona de seguridad,LIBRE,20,Entrada tormentosa,Regate,30,Balón angelical,Regate,38,Impulso temporal,LIBRE,43,Ciclón,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
44FD5FB5,2284,c03038750,Bjorn Villen,Fuego,DEL,MED,Afinidad,normal,No afiliados,Tiro potente,Tiro,1,Lluvia de meteoros,Regate,13,Bateo total,LIBRE,20,Tiro torre de Osaka,Tiro,30,Pájaro de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
6FD00C76,2285,c03038760,Theron Starr,Bosque,DEL,DEF,Contra,normal,No afiliados,Tiro potente,Tiro,1,Zona sigma,Defensa,13,Disparo cósmico,LIBRE,20,Remate Pegaso,Tiro,30,Lanza letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Defensa múltiple,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
76CB3D37,2286,c03038770,Niall Kuhn,Bosque,DEF,MED,Tension,normal,No afiliados,Carga de hombro,Defensa,1,Espejismo de balón,Regate,13,Segadora,LIBRE,20,Telaraña,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
F15321F8,2287,c03038780,Graplen Hawk,Viento,MED,DEF,Justicia,normal,No afiliados,Caño,Regate,1,Rompehielos,Defensa,13,Hora celestial,LIBRE,20,Aikido,Regate,30,Danza del viento,Regate,38,Catalizador elemental,LIBRE,43,Ciclón,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
E84810B9,2288,c03038790,Tribulus Galtrop,Montana,DEF,MED,Justicia,normal,No afiliados,Parada en arco,Defensa,1,Superarmadillo,Regate,13,Muro de hierro,LIBRE,20,Dientes de roca,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
32D6ECCD,2289,c03038800,Sunil Rahman,Fuego,POR,MED,Tension,normal,No afiliados,Finta de pie,Regate,1,Combustión,Parada,13,Tacón infernal,LIBRE,20,Despeje explosivo,Parada,30,Escudo de fuerza total,Parada,38,Determinación de portero,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
2BCDDD8C,2290,c03038810,Súphis Cheops,Bosque,DEL,MED,Contra,normal,No afiliados,Tiro potente,Tiro,1,Imagen residual,Regate,13,Bomba acrobática,LIBRE,20,Remate seguridad,Tiro,30,Lanza letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate múltiple,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43
00E08E4F,2291,c03038820,Khefren Chepren,Fuego,DEL,DEF,Contra,normal,No afiliados,Jugarreta,Defensa,1,Chut granada,Tiro,13,Estrella fugaz,LIBRE,20,Bateo total,Tiro,30,Descenso estelar,Tiro,38,Sobrecarga ardiente,LIBRE,43,Zigzag de fuego,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
19FBBF0E,2292,c03038830,Mykerinos Menkh,Montana,DEL,MED,Afinidad,normal,No afiliados,Tiro potente,Tiro,1,Giro de mono,Regate,13,Técnica kung-fu,LIBRE,20,Remate gafas,Tiro,30,Espada de Odín,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
56BA29C9,2293,c03038840,Narcissa Plane,Fuego,DEF,MED,Contra,normal,No afiliados,Entrada cegadora,Regate,1,Baile de llamas,Defensa,13,Balón galgo,LIBRE,20,Estela ígnea,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
4FA11888,2294,c03038850,Pauletta Porter,Viento,MED,DEL,Tension,normal,No afiliados,Caño,Regate,1,Balón iceberg,Tiro,13,Entrada tormentosa,LIBRE,20,Hora celestial,Regate,30,Patín aéreo,Regate,38,Catalizador elemental,LIBRE,43,Ventisca eterna,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43
648C4B4B,2295,c03038860,Hattie Couture,Bosque,MED,DEF,Afinidad,normal,No afiliados,Amago y esprint,Regate,1,Robo rápido,Defensa,13,Engaño torero,LIBRE,20,Ultraluna,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43,Defensa múltiple,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
7D977A0A,2296,c03038870,Urbana Street,Montana,DEL,MED,Juego sucio,normal,No afiliados,Tiro potente,Tiro,1,Patada canguro,Regate,13,Técnica kung-fu,LIBRE,20,Ataque de paladín,Tiro,30,Cabezazo megatón,Tiro,38,Sobrecarga ardiente,LIBRE,43,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
FA0F66C5,2297,c03038880,Lovell Lyons,Fuego,MED,DEL,Brecha,normal,No afiliados,Tiro potente,Tiro,1,Pared solitaria,Regate,13,Tiro radiocontrol,LIBRE,20,Coz 3,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Tornado de fuego,Tiro,30,Pájaro de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43
E3145784,2298,c03038890,Pease Marrowfat,Bosque,DEL,MED,Afinidad,normal,No afiliados,Tiro potente,Tiro,1,Imagen residual,Regate,13,Chut congelante,LIBRE,20,Remate Pegaso,Tiro,30,Remate guiverno,Tiro,38,Sobrecarga ardiente,LIBRE,43,Ultraluna,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43
331486FA,2299,c03038900,Ram Horner,Montana,MED,DEL,Justicia,normal,No afiliados,Tiro potente,Tiro,1,Superarmadillo,Regate,13,Ataque de paladín,LIBRE,20,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43,Técnica kung-fu,Tiro,30,Espada de Odín,Tiro,38,Sobrecarga ardiente,LIBRE,43
2A0FB7BB,2300,c03038910,Pius Fisher,Viento,POR,DEF,Brecha,normal,No afiliados,Parada en arco,Defensa,1,Bloque de hielo,Parada,13,Torre inexpugnable,LIBRE,20,Espada defensora,Parada,30,Muralla tsunami,Parada,38,Determinación de portero,LIBRE,43,Golpe de vacío,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43
0122E478,2301,c03038920,Archie Rider,Montana,DEL,MED,Justicia,normal,No afiliados,Tiro potente,Tiro,1,Giro de mono,Regate,13,Remate del tigre,LIBRE,20,Técnica kung-fu,Tiro,30,Arcoíris luminoso,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate topo,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43
1839D539,2302,c03038930,Virginia Goldstein,Fuego,DEL,MED,Tension,normal,No afiliados,Paso engañoso,Regate,1,Chut granada,Tiro,13,Tacón infernal,LIBRE,20,Granada doble,Tiro,30,Torbellino de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
577843FE,2303,c03038940,Norton Waters,Montana,DEF,DEL,Juego sucio,normal,No afiliados,Jugarreta,Defensa,1,Remate de Gaia,Tiro,13,Emboscada defensiva,LIBRE,20,Corro de la patata,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43,Bola de fango,Tiro,30,Golpe de samba,Tiro,38,Sobrecarga ardiente,LIBRE,43
4E6372BF,2304,c03038950,Jen Miniver,Bosque,MED,DEL,Brecha,normal,No afiliados,Tiro potente,Tiro,1,Regate espejismo,Regate,13,Remate seguridad,LIBRE,20,Engaño torero,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43,Tornado oscuro,Tiro,30,Zapatazo dual,Tiro,38,Sobrecarga ardiente,LIBRE,43
654E217C,2305,c03038960,Ernest Goodman,Viento,MED,DEL,Afinidad,normal,No afiliados,Tiro potente,Tiro,1,Entrada huracán,Regate,13,Superrelámpago,LIBRE,20,Hora celestial,Regate,30,Patín aéreo,Regate,38,Catalizador elemental,LIBRE,43,Torbellino trampolín,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43
7C55103D,2306,c03038970,Galahad Chevalier,Fuego,DEL,DEF,Brecha,normal,No afiliados,Carga de hombro,Defensa,1,Chut granada,Tiro,13,Zigzag de fuego,LIBRE,20,Tiro torre de Osaka,Tiro,30,Mandíbulas dobles,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada rodante,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
FBCD0CF2,2307,c03038980,Wanda Spelling,Bosque,DEF,MED,Juego sucio,normal,No afiliados,Finta de pie,Regate,1,Zona sigma,Defensa,13,Ultraluna,LIBRE,20,Ataque sombrío,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43,Engaño torero,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43
E2D63DB3,2308,c03038990,Nick Pincher,Montana,DEF,MED,Juego sucio,normal,No afiliados,Finta de pie,Regate,1,Pisotón de sumo,Defensa,13,Regate topo,LIBRE,20,Corro de la patata,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43
8479DA10,2309,c03039000,Marshall Artison,Fuego,MED,DEL,Afinidad,normal,No afiliados,Tiro potente,Tiro,1,Pared solitaria,Regate,13,Tiro torre de Osaka,LIBRE,20,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43,Tiro radiocontrol,Tiro,30,Pájaro de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43
9D62EB51,2310,c03039010,Mary Curey,Bosque,POR,MED,Tension,normal,No afiliados,Entrada cegadora,Regate,1,Espiral de distorsión,Parada,13,Ultraluna,LIBRE,20,Campo de fuerza,Parada,30,Mano ultradimensional,Parada,38,Determinación de portero,LIBRE,43,Regate múltiple,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
B64FB892,2311,c03039020,Ian Bick,Viento,DEF,MED,Juego sucio,normal,No afiliados,Amago y esprint,Regate,1,Ataque afilado,Defensa,13,Hora celestial,LIBRE,20,Golpe de vacío,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Entrada tormentosa,Regate,30,Balón angelical,Regate,38,Catalizador elemental,LIBRE,43
AF5489D3,2312,c03039030,Jib Spinaker,Bosque,DEL,MED,Justicia,normal,No afiliados,Caño,Regate,1,Chut de 100 toques,Tiro,13,Ultraluna,LIBRE,20,Tornado oscuro,Tiro,30,Remate guiverno,Tiro,38,Sobrecarga ardiente,LIBRE,43,Engaño torero,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43
E0151F14,2313,c03039040,Odo Riffeck,Viento,DEF,MED,Afinidad,normal,No afiliados,Paso engañoso,Regate,1,Giro bobina,Defensa,13,Hora celestial,LIBRE,20,Zona de seguridad,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Aikido,Regate,30,Danza del viento,Regate,38,Catalizador elemental,LIBRE,43
F90E2E55,2314,c03039050,Fox Wiley,Fuego,DEF,MED,Justicia,normal,No afiliados,Regate disimulado,Defensa,1,Acelerrelámpago,Regate,13,Estrella fugaz,LIBRE,20,Corte volcánico,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
D2237D96,2315,c03039060,Gladius Swinger,Montana,MED,DEF,Juego sucio,normal,No afiliados,Parada en arco,Defensa,1,Giro de mono,Regate,13,Voltereta circense,LIBRE,20,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43,Muro de hierro,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
CB384CD7,2316,c03039070,Asif Ecks,Bosque,MED,DEF,Brecha,normal,No afiliados,Parada en arco,Defensa,1,Regate espejismo,Regate,13,Defensa múltiple,LIBRE,20,Ultraluna,Regate,30,Campo de fuerza,Regate,38,Impulso temporal,LIBRE,43,Ataque sombrío,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
4CA05018,2317,c03039080,Roy Ellway,Fuego,DEF,MED,Contra,normal,No afiliados,Taconazo,Regate,1,Cortafuegos,Defensa,13,Coz 3,LIBRE,20,Zigzag de fuego,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
55BB6159,2318,c03039090,Scott Amundsen,Fuego,DEL,DEF,Justicia,normal,No afiliados,Robo rodante,Defensa,1,Chut granada,Tiro,13,Zigzag de fuego,LIBRE,20,Tiro torre de Osaka,Tiro,30,Tormenta del tigre,Tiro,38,Sobrecarga ardiente,LIBRE,43,Corte volcánico,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43
85BBB027,2319,c03039100,Mike Roscopy,Fuego,DEL,POR,Juego sucio,normal,No afiliados,Tiro potente,Tiro,1,Destrozataladros,Parada,13,Remate combinado,LIBRE,20,Tiro torre de Osaka,Tiro,30,Cañón de meteoritos,Tiro,38,Sobrecarga ardiente,LIBRE,43,Puños voladores,Parada,30,Colmillo de pantera,Parada,38,Determinación de portero,LIBRE,43
9CA08166,2320,c03039110,Gruff Dorman,Fuego,DEL,MED,Justicia,normal,No afiliados,Tiro potente,Tiro,1,Acelerrelámpago,Regate,13,Tornado de fuego,LIBRE,20,Tornado dragón,Tiro,30,Tormenta del tigre,Tiro,38,Sobrecarga ardiente,LIBRE,43,Entrada de llamas,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
B78DD2A5,2321,c03039120,Snowy Bergman,Bosque,DEL,DEF,Juego sucio,normal,No afiliados,Tiro potente,Tiro,1,Bola falsa,Defensa,13,Lecho de rosas,LIBRE,20,Remate múltiple,Tiro,30,Zapatazo dual,Tiro,38,Sobrecarga ardiente,LIBRE,43,Defensa múltiple,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
AE96E3E4,2322,c03039130,Tiger Bleriot,Bosque,POR,MED,Tension,normal,No afiliados,Parada de mano firme,Parada,1,Imagen residual,Regate,13,Campo de fuerza,LIBRE,20,Mano mágica,Parada,30,Mano ultradimensional,Parada,38,Determinación de portero,LIBRE,43,Ultraluna,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43
E1D77523,2323,c03039140,Ugg LeMugg,Fuego,DEL,DEF,Juego sucio,normal,No afiliados,Tiro potente,Tiro,1,Flash de fotones,Defensa,13,Tiro torre de Osaka,LIBRE,20,Remate combinado,Tiro,30,Tormenta del tigre,Tiro,38,Sobrecarga ardiente,LIBRE,43,Zigzag de fuego,Defensa,30,Megaterremoto,Defensa,38,Guardián férreo,LIBRE,43
F8CC4462,2324,c03039150,Hans Popov,Fuego,DEF,MED,Afinidad,normal,No afiliados,Taconazo,Regate,1,Baile de llamas,Defensa,13,Entrada de llamas,LIBRE,20,Zigzag de fuego,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43,Tacón infernal,Regate,30,Vuelo de Ícaro,Regate,38,Impulso temporal,LIBRE,43
D3E117A1,2325,c03039160,Norman Zeus,Montana,MED,DEF,Juego sucio,normal,No afiliados,Parada en arco,Defensa,1,Confusión,Regate,13,Muro de hierro,LIBRE,20,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Catalizador elemental,LIBRE,43,Jaula de piedra,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
CAFA26E0,2326,c03039170,Tommo Marrow,Viento,DEF,MED,Tension,normal,No afiliados,Finta de pie,Regate,1,Giro bobina,Defensa,13,Hora celestial,LIBRE,20,Golpe de vacío,Defensa,30,Subida a los cielos,Defensa,38,Guardián férreo,LIBRE,43,Aikido,Regate,30,Danza del viento,Regate,38,Catalizador elemental,LIBRE,43
4D623A2F,2327,c03039180,Lyle Covet,Fuego,DEL,DEF,Brecha,normal,No afiliados,Tiro potente,Tiro,1,Cortafuegos,Defensa,13,Llamarada infernal,LIBRE,20,Tornado dragón,Tiro,30,Torbellino de fuego,Tiro,38,Sobrecarga ardiente,LIBRE,43,Zigzag de fuego,Defensa,30,Caída a los infiernos,Defensa,38,Guardián férreo,LIBRE,43
54790B6E,2328,c03039190,Graham Dupree,Fuego,POR,MED,Justicia,normal,No afiliados,Parada de mano firme,Parada,1,Acelerrelámpago,Regate,13,Despeje explosivo,LIBRE,20,Despeje cohete,Parada,30,Colmillo de pantera,Parada,38,Determinación de portero,LIBRE,43,Balón galgo,Regate,30,Vuelo de Ícaro,Regate,38,Catalizador elemental,LIBRE,43
87FD0E7E,2329,c03039200,Dirk Byker,Viento,DEF,MED,Brecha,normal,No afiliados,Jugarreta,Defensa,1,Pantalla acuática,Regate,13,Ciclón doble,LIBRE,20,Torre inexpugnable,Defensa,30,Torre perfecta,Defensa,38,Guardián férreo,LIBRE,43,Entrada tormentosa,Regate,30,Danza del viento,Regate,38,Catalizador elemental,LIBRE,43
9EE63F3F,2330,c03039210,Charles LeMans,Viento,MED,DEL,Juego sucio,normal,No afiliados,Paso engañoso,Regate,1,Balón iceberg,Tiro,13,Hora celestial,LIBRE,20,Aikido,Regate,30,Patín aéreo,Regate,38,Impulso temporal,LIBRE,43,Cañón de agua,Tiro,30,Flecha divina,Tiro,38,Sobrecarga ardiente,LIBRE,43
B5CB6CFC,2331,c03039220,Walter Carr,Montana,MED,DEF,Brecha,normal,No afiliados,Taconazo,Regate,1,Pisotón de sumo,Defensa,13,Regate topo,LIBRE,20,Carrera a 3 piernas,Regate,30,Superelástico,Regate,38,Impulso temporal,LIBRE,43,Voltereta circense,Defensa,30,La montaña,Defensa,38,Guardián férreo,LIBRE,43
ACD05DBD,2332,c03039230,Buzz Scrambler,Bosque,DEL,MED,Afinidad,normal,No afiliados,Taconazo,Regate,1,Remate dragón,Tiro,13,Engaño torero,LIBRE,20,Disparo cósmico,Tiro,30,Remate guiverno,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate múltiple,Regate,30,Campo de fuerza,Regate,38,Catalizador elemental,LIBRE,43
E391CB7A,2333,c03039240,Nifty Throttler,Bosque,DEL,MED,Justicia,normal,No afiliados,Tiro potente,Tiro,1,Regate espejismo,Regate,13,Tornado oscuro,LIBRE,20,Chut congelante,Tiro,30,Lanza letal,Tiro,38,Sobrecarga ardiente,LIBRE,43,Regate múltiple,Regate,30,Balón diabólico,Regate,38,Catalizador elemental,LIBRE,43
82B218FB,2335,c03039500,Percival Travis,Bosque,MED,DEF,Justicia,normal,Inazuma Japón,Carga de hombro,Defensa,1,Espejismo de balón,Regate,13,Ataque sombrío,LIBRE,20,Ultraluna,Regate,30,Balón diabólico,Regate,38,Impulso temporal,LIBRE,43,Segadora,Defensa,30,Corte diabólico,Defensa,38,Guardián férreo,LIBRE,43
8FDDD912,5808,c04017360,Zack Cummings,Montana,DEF,MED,Afinidad,normal,Neo Japón,Carga de hombro,Defensa,1,Sismo,Defensa,13,Gravitación,LIBRE,20,Segadora,Defensa,30,Superarmadillo,Regate,38,Guardián férreo,LIBRE,43,Entrada huracán,Regate,30,Ciclón,Defensa,38,Impulso temporal,LIBRE,43
C5D35950,5809,c04017410,Wilbur Watkins,Bosque,DEL,MED,Brecha,normal,Neo Japón,Tiro potente,Tiro,1,Rayo de Ganímedes,Tiro,13,Supernova,LIBRE,20,Disparo con rebotes,Tiro,30,Astrorremate,Tiro,38,Sobrecarga ardiente,LIBRE,43,Tornado de fuego,Tiro,30,Espejismo de balón,Regate,38,Impulso temporal,LIBRE,43
9389FED6,5810,c04017470,Ethan Whitering,Bosque,MED,DEL,Afinidad,normal,Neo Japón,Finta de pie,Regate,1,Lluvia de meteoros,Regate,13,Remate de Gaia,LIBRE,20,Remate combinado F,Tiro,30,Bomba saltarina,Tiro,38,Catalizador elemental,LIBRE,43,Tornado de fuego,Tiro,30,Triángulo letal,Tiro,38,Sobrecarga ardiente,LIBRE,43
53302DB7,5811,c06037140,Zeke Valanche,Viento,DEL,POR,Juego sucio,normal,Neo Japón,Tiro potente,Tiro,1,Rayo de Ganímedes,Tiro,13,Remate de Gaia,LIBRE,20,Disparo con rebotes,Tiro,30,Triángulo Z,Tiro,38,Sobrecarga ardiente,LIBRE,43,Mano celestial,Parada,30,Escudo de fuerza,Parada,38,Determinación de portero,LIBRE,43
8E6A1A0A,2349,c04004450,Gus Martin,Bosque,DEF,MED,Brecha,normal,Equipo Zero,Parada en arco,Defensa,1,Barrido defensivo,Defensa,13,Portal dimensional,LIBRE,20,Regate múltiple,Regate,30,Triángulo letal 2,Tiro,38,Guardián férreo,LIBRE,43,Segadora,Defensa,30,Corte diabólico,Defensa,38,Impulso temporal,LIBRE,43
55E64D10,2402,c04003820,Scott Banyan,Bosque,DEF,MED,Contra,normal,Edad Dorada,Parada en arco,Defensa,1,Campo torbellino,Defensa,13,La niebla,LIBRE,20,Truco balonazo,Regate,30,Niebla mística,Defensa,38,Guardián férreo,LIBRE,43,Segadora,Defensa,30,Acrobacia robótica,Defensa,38,Catalizador elemental,LIBRE,43
D5F8771D,2443,c04018060,Escavan Malice,Montana,DEL,MED,Juego sucio,normal,Equipo Ogro,Tiro potente,Tiro,1,Diluvio letal,Tiro,13,Balón angelical,LIBRE,20,Lanza letal,Tiro,30,Remate celestial,Tiro,38,Sobrecarga ardiente,LIBRE,43,Tornado de fuego,Tiro,30,Espejismo de balón,Regate,38,Catalizador elemental,LIBRE,43
626DE085,2464,c04000010,Samguk Han,Fuego,POR,MED,Afinidad,normal,Primer equipo del Raimon,Despeje de puño,Parada,1,Parada ardiente,Parada,13,Barrera de Gaia,LIBRE,20,Manos liberadas,Parada,30,Mano celestial X,Parada,38,Determinación de portero,LIBRE,43,Entrada huracán,Regate,30,Ciclón,Defensa,38,Impulso temporal,LIBRE,43
4940B346,2465,c04000020,Subaru Honda,Fuego,DEF,DEL,Tension,normal,Primer equipo del Raimon,Jugarreta,Defensa,1,A todo vapor,Defensa,13,Cabezazo cohete,LIBRE,20,Pinzas cortantes,Defensa,30,Bateo total,Tiro,38,Guardián férreo,LIBRE,43,Tiro sónico,Tiro,30,Tiro amasado,Tiro,38,Sobrecarga ardiente,LIBRE,43
505B8207,2466,c04000030,Gabriel García,Bosque,DEF,MED,Afinidad,normal,Primer equipo del Raimon,Jugarreta,Defensa,1,La niebla,Defensa,13,Brunilda,LIBRE,20,Niebla mística,Defensa,30,Cruz del Sur,Regate,38,Miximax Trans: Juana,LIBRE,43,Pentagrama,Tiro,30,Niebla mística,Defensa,38,Miximax Trans: Juana,LIBRE,43
1F1A14C0,2467,c04000040,Wanli Changcheng,Montana,DEF,MED,Tension,normal,Primer equipo del Raimon,Parada en arco,Defensa,1,La gran muralla,Defensa,13,Muralla de Atlantis,LIBRE,20,Carga de elefantes,Defensa,30,El muro,Defensa,38,Guardián férreo,LIBRE,43,Tiro sónico,Tiro,30,Escudo corporal,Defensa,38,Impulso temporal,LIBRE,43
06012581,2468,c04000050,Jean-Pierre Lapin,Montana,POR,DEF,Tension,normal,Primer equipo del Raimon,Parada poderosa,Parada,1,Parada en plancha,Parada,13,Atlas,LIBRE,20,Parada ardiente,Parada,30,Salto incandescente,Tiro,38,Miximax Trans: Liu Bei,LIBRE,43,Defensa propulsada,Defensa,30,Flecha huracán,Defensa,38,Miximax Trans: Liu Bei,LIBRE,43
2D2C7642,2469,c04000060,Adé Kébé,Viento,MED,DEF,Afinidad,normal,Primer equipo del Raimon,Amago y esprint,Regate,1,Remolino acuático,Regate,13,Gran torbellino,LIBRE,20,Corte giratorio,Defensa,30,Peces voladores,Tiro,38,Catalizador elemental,LIBRE,43,Bloqueo ballena,Defensa,30,Voltereta circense,Defensa,38,Guardián férreo,LIBRE,43
34374703,2470,c04000070,Eugene Peabody,Viento,MED,DEF,Brecha,normal,Primer equipo del Raimon,Caño,Regate,1,Arrancada,Regate,13,Danza del viento,LIBRE,20,Campo torbellino,Defensa,30,Zigzag chispeante,Regate,38,Catalizador elemental,LIBRE,43,Robo rápido,Defensa,30,Mirada ladrona,Defensa,38,Guardián férreo,LIBRE,43
B3AF5BCC,2471,c04000080,Arion Sherwind,Viento,MED,DEL,Afinidad,normal,Primer equipo del Raimon,Taconazo,Regate,1,Brisa deslizante,Regate,13,Archipegaso,LIBRE,20,Tiro vendaval,Tiro,30,Fuerza centrífuga,Defensa,38,Miximax Trans: Rey Arturo,LIBRE,43,Triple amenaza,Tiro,30,Impulso del equipo definitivo,Tiro,38,Miximax Trans: Rey Arturo,LIBRE,43
AAB46A8D,2472,c04000090,Riccardo Di Rigo,Bosque,MED,DEF,Justicia,normal,Primer equipo del Raimon,Taconazo,Regate,1,Pentagrama,Tiro,13,Magister,LIBRE,20,Visto y no visto,Regate,30,Lluvia de azufre,Tiro,38,Miximax Trans: Nobunaga,LIBRE,43,El muro,Defensa,30,Ciclón,Defensa,38,Miximax Trans: Nobunaga,LIBRE,43
