# Con que busto se dibuja cada personaje debajo de la cara (NOTAS O-148, O-154).
# cuerpo = fichero de 10_icon_chr/uniform/<cuerpo>_l.png, ya en su talla.
# complexion = cuerpo base 3D (c000101..c000401); tipo_cuerpo = 0-7, lo que usa
# el filtro de cuerpo del juego; origen = camiseta / portero / propia / respaldo.
# Lo genera herramientas/construir_cuerpos.py.
identidad,cuerpo,complexion,tipo_cuerpo,origen
799CBCB3,u117401_10_00,c000101,0,camiseta
79A020C1,u117405_10_00,c000301,4,camiseta
79C11FB7,u117401_10_00,c000101,0,camiseta
79C5550D,u115105_10_00,c000301,4,camiseta
79D291FD,u11801080,c000401,6,propia
79D7E1C7,u112505_10_00,c000301,4,camiseta
79DF9B0E,u010301_10_00,c000101,0,camiseta
79E24287,u117406_10_00,c000401,5,camiseta
79FD83C5,u117401_10_00,c000101,0,camiseta
7A13B08B,u031403_10_00,c000201,2,camiseta
7A1868DD,u117403_10_00,c000201,2,camiseta
7A24F4AF,u117406_10_00,c000401,5,camiseta
7A28739F,u11908050,c000101,1,propia
7A33CB4E,u117401_10_00,c000101,0,camiseta
7A5B4F60,u010407_10_00,c000401,6,camiseta
7A74C573,u051405_10_00,c000301,4,camiseta
7A8684CA,u11806060,c000101,1,propia
7A8A27B5,u115104_10_00,c000201,3,camiseta
7A8B8E39,u117405_10_00,c000301,4,camiseta
7A9CBC3C,u110503_10_00,c000201,2,camiseta
7AA215C5,u080401_10_00,c000101,0,camiseta
7AA4042A,u051701_10_00,c000101,0,camiseta
7AA4A39D,u111802_10_00,c000101,1,camiseta
7AA996F2,u117401_10_00,c000101,0,camiseta
7AACFA89,u040101_10_00,c000101,0,camiseta
7AB434BE,u117401_10_00,c000101,0,camiseta
7AB4BBF3,u040101_10_00,c000101,0,camiseta
7AC05727,u117403_10_00,c000201,2,camiseta
7AC112DC,u117407_10_00,c000401,6,camiseta
7AD34146,u050401_10_00,c000101,0,camiseta
7AEAB14F,u117401_10_00,c000101,0,camiseta
7AF94D9A,u115103_10_00,c000201,2,camiseta
7AFCCB55,u117401_10_00,c000101,0,camiseta
7B023D10,u117403_10_00,c000201,2,camiseta
7B0378EB,u117402_10_00,c000101,1,camiseta
7B112B71,u050407_10_00,c000401,6,camiseta
7B28DB78,u117402_10_00,c000101,1,camiseta
7B2CEAAF,u011001_10_00,c000101,0,camiseta
7B3EA162,u117401_10_00,c000101,0,camiseta
7B4476D6,u117402_10_00,c000101,1,camiseta
7B49E40E,u117405_10_00,c000301,4,camiseta
7B5ED60B,u110507_10_00,c000401,6,camiseta
7B607FF2,u080406_10_00,c000401,5,camiseta
7B66C9AA,u111802_10_00,c000101,1,camiseta
7B6BFCC5,u117403_10_00,c000201,2,camiseta
7B6E90BE,u050201_10_00,c000101,0,camiseta
7B765E89,u117402_10_00,c000101,1,camiseta
7B992557,u010401_10_00,c000101,0,camiseta
7B99AA1A,u117403_10_00,c000201,2,camiseta
7B9A6098,u115101_10_00,c000101,1,camiseta
7BA4FCDE,u117401_10_00,c000101,0,camiseta
7BB218B5,u021201_10_00,c000101,0,camiseta
7BC8FC49,u051801_10_00,c000101,0,respaldo_equipo
7BD1DABC,u031407_10_00,c000401,6,camiseta
7BDA02EA,u117402_10_00,c000101,1,camiseta
7BE69E98,u117405_10_00,c000301,4,camiseta
7BEA19A8,u117401_10_00,c000101,0,camiseta
7BF1A179,u117405_10_00,c000301,4,camiseta
7BF4253C,u11010090,c000401,5,propia
7C0AD037,u117401_10_00,c000101,0,camiseta
7C1883AD,u050607_10_00,c000401,6,camiseta
7C2AABF2,u031257_10_00,c000401,6,portero
7C2DC7BD,u115101_10_00,c000101,0,camiseta
7C328F71,u11500180,c000301,4,propia
7C36A032,u115101_10_00,c000101,0,camiseta
7C3709BE,u117405_10_00,c000301,4,camiseta
7C3786F3,u061102_10_00,c000101,1,camiseta
7C404CD2,u117401_10_00,c000101,0,camiseta
7C55103D,u117407_10_00,c000401,6,camiseta
7C673862,u050701_10_00,c000101,0,camiseta
7C7FF655,u117403_10_00,c000201,2,camiseta
7C850D27,u117701_10_00,c000101,0,camiseta
7C908D8B,u010201_10_00,c000101,0,camiseta
7C95A4C5,u021201_10_00,c000101,1,camiseta
7CD3AA36,u117401_10_00,c000101,0,camiseta
7CD71DC7,u040102_10_00,c000101,1,camiseta
7CD7D8D7,u080606_10_00,c000401,5,camiseta
7CD87260,u031905_10_00,c000301,4,camiseta
7CE9712E,u110705_10_00,c000301,4,camiseta
7CEF3644,u117406_10_00,c000401,5,camiseta
7D11C001,u117402_10_00,c000101,1,camiseta
7D1A1857,u031901_10_00,c000101,0,camiseta
7D26E71F,u115105_10_00,c000301,4,camiseta
7D2B1B19,u110707_10_00,c000401,6,camiseta
7D2D5C73,u117401_10_00,c000101,0,camiseta
7D423B5F,u115108_10_00,c000301,7,camiseta
7D52E7BC,u010201_10_00,c000101,0,camiseta
7D8226E5,u117405_10_00,c000301,4,camiseta
7D82A9A8,u030502_10_00,c000101,1,camiseta
7D977A0A,u117402_10_00,c000101,1,camiseta
7DA55255,u050701_10_00,c000101,0,camiseta
7DADACF6,u051205_10_00,c000301,4,camiseta
7DBD9C62,u117402_10_00,c000101,1,camiseta
7DC23AD9,u11010020,c000301,4,propia
7DC601C4,u041006_10_00,c000401,5,respaldo_equipo
7DC8BA00,u117401_10_00,c000101,0,camiseta
7DDAE99A,u050603_10_00,c000201,2,camiseta
7DE8C1C5,u031205_10_00,c000301,4,camiseta
7DEFAD8A,u115107_10_00,c000401,6,camiseta
7DF0E546,u11500080,c000301,4,propia
7DF56389,u117405_10_00,c000301,4,camiseta
7E033F09,u041001_10_00,c000101,0,respaldo_equipo
7E067DC6,u030302_10_00,c000101,1,camiseta
7E06F28B,u117401_10_00,c000101,0,camiseta
7E1F5B67,u050701_10_00,c000101,0,respaldo_equipo
7E39480C,u117402_10_00,c000101,1,camiseta
7E39C741,u040501_10_00,c000101,0,camiseta
7E4C6E6E,u117405_10_00,c000301,4,camiseta
7E51436F,u117401_10_00,c000101,0,camiseta
7E71B7E7,u117405_10_00,c000301,4,camiseta
7E72F228,u115103_10_00,c000201,2,camiseta
7E743128,u115101_10_00,c000101,0,camiseta
7E836E75,u117401_10_00,c000101,0,camiseta
7E95146F,u117401_10_00,c000101,0,camiseta
7E9747CC,u111207_10_00,c000401,6,camiseta
7E9ECC39,u032301_10_00,c000101,0,camiseta
7EA9881D,u117405_10_00,c000301,4,camiseta
7EACE466,u051105_10_00,c000301,4,camiseta
7ECB1ED3,u041157_10_00,c000401,6,portero
7ED6BC9F,u117405_10_00,c000301,4,camiseta
7EF9B9C1,u010105_10_00,c000301,4,camiseta
7EFD0E30,u020755_10_00,c000301,4,portero
7F0223FF,u020801_10_00,c000101,0,camiseta
7F0974E4,u041102_10_00,c000101,1,camiseta
7F1459E5,u010101_10_00,c000101,0,camiseta
7F1F0EFE,u070205_10_00,c000301,4,camiseta
7F3D6033,u11010030,c000301,4,propia
7F410442,u117407_10_00,c000401,6,camiseta
7F552DFB,u111202_10_00,c000101,1,camiseta
7F577E58,u117401_10_00,c000101,0,camiseta
7F5CA60E,u032306_10_00,c000401,5,camiseta
7F62B505,u115103_10_00,c000201,2,camiseta
7F6BE22A,u117406_10_00,c000401,5,camiseta
7F6E167A,u11803040,c000301,4,propia
7F6E8E51,u051102_10_00,c000101,1,camiseta
7F820E51,u010105_10_00,c000301,4,respaldo_generico
7F8E0459,u117402_10_00,c000101,1,camiseta
7F932958,u117403_10_00,c000201,2,camiseta
7FB3DDD0,u117406_10_00,c000401,5,camiseta
7FB65B1F,u115101_10_00,c000101,0,camiseta
7FC498BC,u117407_10_00,c000401,6,camiseta
7FE3EC0C,u051602_10_00,c000101,1,camiseta
7FFB223B,u117402_10_00,c000101,1,camiseta
800072CB,u020306_10_00,c000401,5,camiseta
800559C5,u117405_10_00,c000301,4,camiseta
8016A510,u115105_10_00,c000301,4,camiseta
801B5231,u06039060,c000301,4,propia
8027410E,u021402_10_00,c000101,1,camiseta
802C1615,u041505_10_00,c000301,4,camiseta
802EFA56,u117403_10_00,c000201,2,camiseta
8031B459,u117405_10_00,c000301,4,camiseta
8033C66B,u031001_10_00,c000101,0,camiseta
804BECA0,u051703_10_00,c000201,2,camiseta
8059BF3A,u117403_10_00,c000201,2,camiseta
806466B3,u117401_10_00,c000101,0,camiseta
8064E9FE,u061701_10_00,c000101,0,camiseta
8080C53B,u117406_10_00,c000401,5,camiseta
808B1D6D,u030505_10_00,c000301,4,camiseta
80C36DCB,u117405_10_00,c000301,4,camiseta
80CB1C25,u117401_10_00,c000101,0,camiseta
80D92C85,u117208_10_00,c000301,7,camiseta
80DC23C4,u117406_10_00,c000401,5,camiseta
80F45E37,u11020510,c000101,1,propia
80F78057,u117406_10_00,c000401,5,camiseta
80FE3B0F,u117407_10_00,c000401,6,camiseta
810107FC,u117405_10_00,c000301,4,camiseta
810188B1,u011201_10_00,c000101,0,camiseta
81097612,u117405_10_00,c000301,4,camiseta
811B46B2,u115101_10_00,c000101,1,camiseta
811E49F3,u117405_10_00,c000301,4,camiseta
81274E23,u010101_10_00,,,respaldo_generico
8135EA60,u117402_10_00,c000101,1,camiseta
8137FC51,u01002610,c000401,6,propia
813C5138,u117405_10_00,c000301,4,camiseta
813E3236,u031401_10_00,c000101,0,camiseta
8142AF0C,u117407_10_00,c000401,6,camiseta
8149775A,u030501_10_00,c000101,0,camiseta
815891CA,u010101_10_00,,,respaldo_generico
818F9778,u080406_10_00,c000401,5,camiseta
8193A099,u010151_10_00,c000101,0,portero
819BD50D,u117407_10_00,c000401,6,camiseta
81A60C84,u117401_10_00,c000101,0,camiseta
81C733F2,u117403_10_00,c000201,2,camiseta
81D4CF27,u11500520,c000301,4,propia
81D93806,u117405_10_00,c000301,4,camiseta
81E10A4B,u010901_10_00,c000101,0,respaldo_equipo
81EC9061,u117401_10_00,c000101,0,camiseta
81EE7C22,u041506_10_00,c000401,5,camiseta
8205AD84,u061301_10_00,c000101,0,camiseta
820C788D,u010201_10_00,c000101,0,camiseta
821F0163,u117401_10_00,c000101,0,camiseta
8222D8EA,u117401_10_00,c000101,0,camiseta
8232D174,u080901_10_00,c000101,0,camiseta
8233CBAD,u081102_10_00,c000101,1,camiseta
8234672C,u111501_10_00,c000101,0,camiseta
823AFAAA,u115101_10_00,c000101,1,camiseta
8247ABEB,u11030010,c000101,0,propia
825E26EA,u117205_10_00,c000301,4,camiseta
8268440F,u117405_10_00,c000301,4,camiseta
82743F52,u117701_10_00,c000101,0,camiseta
8280A88F,u11808170,c000301,4,propia
82855CDF,u011103_10_00,c000201,2,camiseta
8285D392,u117401_10_00,c000101,0,camiseta
828DA27C,u117405_10_00,c000301,4,camiseta
829326C5,u021803_20_00,c000201,2,camiseta
829F92DC,u115101_10_00,c000101,0,camiseta
82B13E0E,u117402_10_00,c000101,1,camiseta
82B218FB,u03039500,c000301,4,propia
82B88556,u117403_10_00,c000201,2,camiseta
82BAE658,u031305_10_00,c000301,4,camiseta
82C67B62,u117405_10_00,c000301,4,camiseta
82CDA334,u030403_10_00,c000201,2,camiseta
82D00178,u117405_10_00,c000301,4,camiseta
82EC9D0A,u117402_10_00,c000101,1,camiseta
82F3B03F,u115103_10_00,c000201,2,camiseta
82F4E44E,u021201_10_00,c000101,1,camiseta
82FF1340,u11801120,c000301,4,propia
83010C35,u020905_10_00,c000301,4,camiseta
83041155,u117405_10_00,c000301,4,camiseta
830FC903,u030406_10_00,c000401,5,camiseta
83126B4F,u117407_10_00,c000401,6,camiseta
832ABD87,u115108_10_00,c000301,7,camiseta
832EF73D,u117403_10_00,c000201,2,camiseta
8331DA08,u115103_10_00,c000201,2,camiseta
833D7977,u11801020,c000301,4,propia
8342C2B8,u11808070,c000101,0,propia
8347B9A5,u117403_10_00,c000201,2,camiseta
834802E2,u118604_10_00,c000201,3,camiseta
834FC84B,u117401_10_00,c000101,0,camiseta
835D4164,u050701_10_00,c000101,0,respaldo_equipo
835DF8EB,u115101_10_00,c000101,1,camiseta
83735439,u117401_10_00,c000101,0,camiseta
837AEF61,u117405_10_00,c000301,4,camiseta
839F865F,u117402_10_00,c000101,1,camiseta
83AA2E38,u117401_10_00,c000101,0,camiseta
83BC2E1E,u010903_10_00,c000201,2,camiseta
83CE12BA,u010207_10_00,c000401,6,camiseta
83CF38CE,u051805_10_00,c000301,4,camiseta
83DD6B54,u117403_10_00,c000201,2,camiseta
83E03D90,u117402_10_00,c000101,1,camiseta
83E0B2DD,u117406_10_00,c000401,5,camiseta
83F0BB43,u080901_10_00,c000101,0,camiseta
83F60D1B,u111505_10_00,c000301,4,camiseta
840661DF,u030101_10_00,c000101,0,camiseta
840DB989,u117405_10_00,c000301,4,camiseta
842BEBF8,u115101_10_00,c000101,0,camiseta
8441AA3E,u111706_10_00,c000401,5,camiseta
84466097,u117405_10_00,c000301,4,camiseta
844E1179,u117404_10_00,c000201,3,camiseta
84533C78,u117402_10_00,c000101,1,camiseta
84545037,u11700150,c000101,1,propia
847347BD,u117401_10_00,c000101,0,camiseta
8479DA10,u117406_10_00,c000401,5,camiseta
847AFCE5,u117401_10_00,c000101,0,camiseta
84806228,u041701_10_00,c000101,0,respaldo_equipo
84867D2D,u115103_10_00,c000201,2,camiseta
84A16AA7,u041405_10_00,c000301,4,camiseta
84A386E4,u117402_10_00,c000101,1,camiseta
84AA3DBC,u021701_10_00,c000101,0,camiseta
84B6AB10,u112201_10_00,c000101,0,camiseta
84C69012,u051307_10_00,c000401,6,camiseta
84D4C388,u117401_10_00,c000101,0,camiseta
84E91A01,u117407_10_00,c000401,6,camiseta
84E9954C,u030306_10_00,c000401,5,camiseta
84FF0E3E,u070205_10_00,c000301,4,camiseta
8504FA25,u051356_10_00,c000401,5,portero
8513F873,u050701_10_00,c000101,0,respaldo_equipo
8516A9BF,u117402_10_00,c000101,1,camiseta
852B7036,u117406_10_00,c000401,5,camiseta
85363312,u010101_10_00,c000101,0,camiseta
8559B395,u115101_10_00,c000101,0,camiseta
8561ECD3,u117402_10_00,c000101,1,camiseta
85630090,u041401_10_00,c000101,0,camiseta
8574C127,u112201_10_00,c000101,0,camiseta
8583C009,u111708_10_00,c000301,7,camiseta
85840AA0,u117401_10_00,c000101,0,camiseta
858C7B4E,u117407_10_00,c000401,6,camiseta
858CF403,u011305_10_00,c000301,4,camiseta
8591564F,u117407_10_00,c000401,6,camiseta
85963A00,u115103_10_00,c000201,2,respaldo_equipo
85B12D8A,u117402_10_00,c000101,1,camiseta
85B34E84,u032301_10_00,c000101,0,camiseta
85B896D2,u117401_10_00,c000101,0,camiseta
85BAC571,u111205_10_00,c000301,4,camiseta
85BBB027,u117401_10_00,c000101,0,camiseta
85C9E30C,u010201_10_00,c000101,0,camiseta
85CFD3BE,u117402_10_00,c000101,1,camiseta
85F00CCE,u11010040,c000301,7,propia
8600DECE,u117401_10_00,c000101,0,camiseta
86013525,u080303_10_00,c000201,2,camiseta
860699A4,u110701_10_00,c000101,0,camiseta
8608206D,u011405_10_00,c000301,4,camiseta
8608AF20,u117406_10_00,c000401,5,camiseta
8612EE6E,u115107_10_00,c000401,6,respaldo_equipo
8627AA7E,u117405_10_00,c000301,4,camiseta
8635F9E4,u117403_10_00,c000201,2,camiseta
86379AEA,u031901_10_00,c000101,0,camiseta
863C42BC,u117403_10_00,c000201,2,camiseta
863F9CDC,u11020010,c000101,0,propia
8640DF86,u030305_10_00,c000301,4,camiseta
864B07D0,u117405_10_00,c000301,4,camiseta
86503F3A,u010101_10_00,,,respaldo_generico
8660A443,u117402_10_00,c000101,1,camiseta
866A1CA6,u010107_10_00,c000401,6,respaldo_generico
8675BFD9,u010103_10_00,c000201,2,camiseta
86802E4B,u051255_10_00,c000301,4,portero
86854230,u117401_10_00,c000101,0,camiseta
86927DD1,u117401_10_00,c000101,0,camiseta
86AFA458,u117401_10_00,c000101,0,camiseta
86D948B8,u115105_10_00,c000301,4,camiseta
86DD67FB,u11500120,c000101,1,propia
86E538BD,u117407_10_00,c000401,6,camiseta
86E7D4FE,u041306_10_00,c000401,5,camiseta
86F01549,u112201_10_00,c000101,0,camiseta
86FAF9FF,u011057_10_00,c000401,6,portero
8707294F,u031201_10_00,c000101,0,camiseta
871F0DCC,u115101_10_00,c000101,1,camiseta
8725BEC9,u041301_10_00,c000101,0,camiseta
8727528A,u117406_10_00,c000401,5,camiseta
87327F7E,u112201_10_00,c000101,0,camiseta
873893C8,u011005_10_00,c000301,4,camiseta
8742447C,u051206_10_00,c000401,5,camiseta
87472807,u117405_10_00,c000301,4,camiseta
875017E6,u117402_10_00,c000101,1,camiseta
876D4122,u030501_10_00,c000101,0,camiseta
876DCE6F,u117403_10_00,c000201,2,camiseta
8782B5B1,u030301_10_00,c000101,0,camiseta
87896DE7,u117405_10_00,c000301,4,camiseta
87A2CE74,u117402_10_00,c000101,1,camiseta
87C2B4F9,u117401_10_00,c000101,0,camiseta
87C90F95,u115105_10_00,c000301,4,camiseta
87CAC517,u117402_10_00,c000101,1,camiseta
87D08459,u115105_10_00,c000301,4,camiseta
87F793D3,u117407_10_00,c000401,6,camiseta
87FD0E7E,u117401_10_00,c000101,0,camiseta
87FDF6EB,u110257_10_00,c000401,6,portero
87FE288B,u117401_10_00,c000101,0,camiseta
8804B097,u117407_10_00,c000401,6,camiseta
88065CD4,u041201_10_00,c000101,0,camiseta
8806D399,u117405_10_00,c000301,4,camiseta
8826A85C,u117403_10_00,c000201,2,camiseta
8842AB42,u050102_10_00,c000101,1,camiseta
884E2C72,u117407_10_00,c000401,6,camiseta
884EA33F,u061505_10_00,c000301,4,camiseta
8861A661,u050106_10_00,c000401,5,camiseta
88632339,u010102_10_00,c000101,1,respaldo_generico
8872B000,u117401_10_00,c000101,0,camiseta
8873F5FB,u117401_10_00,c000101,0,camiseta
88842328,u115101_10_00,c000101,1,camiseta
8893E7D8,u11802030,c000401,6,propia
88961388,u117401_10_00,c000101,0,camiseta
88A1D8E1,u045605_10_00,c000301,4,camiseta
88AA8FFA,u020905_10_00,c000301,4,camiseta
88ABBDD9,u110301_10_00,c000101,0,camiseta
88BCF5E0,u117403_10_00,c000201,2,camiseta
88CE3643,u117405_10_00,c000301,4,camiseta
88DDCA96,u117402_10_00,c000101,1,camiseta
88E9270A,u117403_10_00,c000201,2,camiseta
88E9A847,u010657_10_00,c000401,6,portero
88F48546,u040306_10_00,c000401,5,camiseta
891478F7,u030701_10_00,c000101,0,camiseta
89185182,u11210510,c000101,1,propia
891FA0A1,u117406_10_00,c000401,5,camiseta
8923F4EB,u071601_10_00,c000101,0,camiseta
892B4D3D,u117405_10_00,c000301,4,camiseta
892BC270,u010601_10_00,c000101,0,camiseta
8936EF71,u040303_10_00,c000201,2,camiseta
895479BF,u117406_10_00,c000401,5,camiseta
89577E17,u080206_10_00,c000401,5,camiseta
895D2E90,u115108_10_00,c000301,7,camiseta
8963B2D6,u045601_10_00,c000101,0,camiseta
8968E5CD,u020905_10_00,c000301,4,camiseta
8969D7EE,u110301_10_00,c000101,0,camiseta
897E9FD7,u117401_10_00,c000101,0,camiseta
898C4645,u117406_10_00,c000401,5,camiseta
898F038A,u115101_10_00,c000101,1,camiseta
89B0DA37,u117407_10_00,c000401,6,camiseta
89B19FCC,u117401_10_00,c000101,0,camiseta
89C4B9AE,u117402_10_00,c000101,1,camiseta
89C6DAA0,u117401_10_00,c000101,0,camiseta
89E4C26B,u117405_10_00,c000301,4,camiseta
8A08922B,u117406_10_00,c000401,5,camiseta
8A153067,u030605_10_00,c000301,4,camiseta
8A228A15,u112302_10_00,c000101,1,camiseta
8A271838,u050104_10_00,c000201,3,camiseta
8A340E59,u117401_10_00,c000101,0,camiseta
8A354BA2,u117405_10_00,c000301,4,camiseta
8A406DC0,u117406_10_00,c000401,5,camiseta
8A420ECE,u117405_10_00,c000301,4,camiseta
8A507F74,u050701_10_00,c000101,0,respaldo_equipo
8A55312F,u117405_10_00,c000301,4,camiseta
8A58A3F7,u117403_10_00,c000201,2,camiseta
8A5D40C1,u117405_10_00,c000301,4,camiseta
8A69AD5D,u117402_10_00,c000101,1,camiseta
8A90AC99,u030806_10_00,c000401,5,camiseta
8A95C13C,u040103_10_00,c000201,2,camiseta
8A9B74CF,u117402_10_00,c000101,1,camiseta
8A9C85EC,u11210510,c000101,1,propia
8A9FA83E,u070501_10_00,c000101,0,camiseta
8AAF161E,u010701_10_00,c000101,0,camiseta
8AAF9953,u117403_10_00,c000201,2,camiseta
8AB0D75C,u117401_10_00,c000101,0,camiseta
8AB17EED,u020201_10_00,c000101,0,camiseta
8AB1DD55,u117403_10_00,c11500260,2,respaldo_equipo
8ABFCAFD,u115108_10_00,c000301,7,camiseta
8AC07132,u115105_10_00,c000301,4,camiseta
8AD0ADD1,u117401_10_00,c000101,0,camiseta
8AD41C59,u010105_10_00,c000301,4,respaldo_equipo
8AD58B3B,u111601_10_00,c000101,0,camiseta
8AE766B8,u040403_10_00,c000201,2,camiseta
8AEC31A3,u021305_10_00,c000301,4,camiseta
8B12C7E6,u117401_10_00,c000101,0,camiseta
8B17E10C,u111604_10_00,c000201,3,camiseta
8B250C8F,u040403_10_00,c000201,2,camiseta
8B2583C2,u031005_10_00,c000301,4,camiseta
8B591EF8,u117401_10_00,c000101,0,camiseta
8B6D7C29,u010751_10_00,c000101,0,portero
8B6DF364,u117405_10_00,c000301,4,camiseta
8B72BD6B,u117406_10_00,c000401,5,camiseta
8B8064F9,u117403_10_00,c000201,2,camiseta
8B8207F7,u117403_10_00,c000201,2,camiseta
8B8288BA,u041003_10_00,c000201,2,camiseta
8B89DFA1,u021201_10_00,c000101,0,camiseta
8B975B18,u117405_10_00,c000301,4,camiseta
8B9AC9C0,u117401_10_00,c000101,0,camiseta
8B9F2AF6,u117401_10_00,c000101,0,camiseta
8BABC76A,u117402_10_00,c000101,1,camiseta
8BC27379,u117701_10_00,c000101,0,camiseta
8BCA7751,u061401_10_00,c000101,0,camiseta
8BCAF81C,u117403_10_00,c000201,2,camiseta
8BD0361F,u115101_10_00,c000101,0,camiseta
8BD75A50,u030605_10_00,c000301,4,camiseta
8BE0E022,u112305_10_00,c000301,4,camiseta
8BE5720F,u050102_10_00,c000101,1,camiseta
8BF6646E,u117403_10_00,c000201,2,camiseta
8BF72195,u117402_10_00,c000101,1,camiseta
8C0813F7,u010101_10_00,c000101,0,camiseta
8C0C41E7,u061101_10_00,c000101,0,camiseta
8C0C50DB,u117407_10_00,c000401,6,camiseta
8C1B6F3A,u117401_10_00,c000101,0,camiseta
8C1EC663,u050701_10_00,c000101,0,respaldo_equipo
8C27F348,u02024740,c000101,1,propia
8C2C2B1E,u117401_10_00,c000101,0,camiseta
8C4FEF53,u051201_10_00,c000101,0,respaldo_equipo
8C50B624,u117401_10_00,c000101,0,camiseta
8C574707,u112101_10_00,c000101,0,camiseta
8C645BB8,u117406_10_00,c000401,5,camiseta
8C64D4F5,u010957_10_00,c000401,6,portero
8C67913A,u115101_10_00,c000101,0,camiseta
8C80777D,u020302_10_00,c000101,1,camiseta
8C89CC25,u117406_10_00,c000401,5,camiseta
8C8B2066,u040701_10_00,c000101,0,camiseta
8C8BAF2B,u117401_10_00,c000101,0,camiseta
8C985988,u110902_10_00,c000101,1,camiseta
8CA04629,u111401_10_00,c000101,0,camiseta
8CA9B7E0,u032205_10_00,c000301,4,camiseta
8CAFB760,u117701_10_00,c000101,0,camiseta
8CB91F5F,u11807110,c000101,1,propia
8CC350C0,u117407_10_00,c000401,6,camiseta
8CD52ADA,u117401_10_00,c000101,0,camiseta
8CEA652C,u070407_10_00,c000401,6,camiseta
8CECDAD3,u050205_10_00,c000301,4,camiseta
8CFE8949,u117402_10_00,c000101,1,camiseta
8CFFCCB2,u117401_10_00,c000101,0,camiseta
8D013AF7,u117403_10_00,c000201,2,camiseta
8D1740ED,u117403_10_00,c000201,2,camiseta
8D27F71B,u050201_10_00,c000101,0,respaldo_equipo
8D280F1B,u070401_10_00,c000101,0,camiseta
8D3CE37E,u117405_10_00,c000301,4,camiseta
8D3DA685,u117402_10_00,c000101,1,camiseta
8D49C51C,u117405_10_00,c000301,4,camiseta
8D4BA612,u117405_10_00,c000301,4,camiseta
8D582F5E,u11010050,c000101,0,propia
8D58923B,u01002610,c000401,6,propia
8D5A33BF,u110902_10_00,c000101,1,camiseta
8D622C1E,u111402_10_00,c000101,1,camiseta
8D649A46,u080801_10_00,c000101,0,camiseta
8D6920A8,u010255_10_00,c000301,4,portero
8D77D617,u115101_10_00,c000101,0,camiseta
8D7B7568,u11807010,c000101,1,propia
8D808CA0,u051801_10_00,c000101,0,respaldo_equipo
8D92DC13,u117403_10_00,c000201,2,camiseta
8D952D30,u112105_10_00,c000301,4,camiseta
8D990445,u031105_10_00,c000301,4,camiseta
8DA5FB0D,u115104_10_00,c000201,3,camiseta
8DA6318F,u117402_10_00,c000101,1,camiseta
8DA6BEC2,u010901_10_00,c000101,0,camiseta
8DCE3AEC,u117407_10_00,c000401,6,camiseta
8DD9050D,u117406_10_00,c000401,5,camiseta
8DE5997F,u117405_10_00,c000301,4,camiseta
8E11F95E,u112105_10_00,c000301,4,camiseta
8E16087D,u117402_10_00,c000101,1,camiseta
8E1DD02B,u030901_10_00,c000101,0,camiseta
8E1FB325,u117401_10_00,c000101,0,camiseta
8E226AAC,u010801_10_00,c000101,0,camiseta
8E22E5E1,u117405_10_00,c000301,4,camiseta
8E38A4AF,u115105_10_00,c000301,4,camiseta
8E5DD163,u117407_10_00,c000401,6,camiseta
8E614D11,u020602_10_00,c000101,1,camiseta
8E6A1A0A,u042105_10_00,c000301,4,camiseta
8E6A9547,u032107_10_00,c000401,6,camiseta
8E7039A0,u010101_10_00,c000101,0,camiseta
8E77B846,u060306_10_00,c000401,5,camiseta
8E85EE99,u117403_10_00,c000201,2,camiseta
8E9453CE,u071151_10_00,c000101,0,portero
8EAA648A,u05020330,c000401,5,propia
8EB83710,u117405_10_00,c000301,4,camiseta
8EB972EB,u117405_10_00,c000301,4,camiseta
8EC6A388,u050605_10_00,c000301,4,camiseta
8ECD1172,u117402_10_00,c000101,1,camiseta
8ECF727C,u117401_10_00,c000101,0,camiseta
8EDE70CB,u11010060,c000101,1,propia
8EEDF4C6,u010151_10_00,c000101,0,portero
8EF7491D,u010107_10_00,c000401,6,camiseta
8EFFA106,u11807210,c000101,1,propia
8F04A313,u020705_10_00,c000301,4,camiseta
8F0D184B,u117403_10_00,c000201,2,camiseta
8F0F7B45,u117407_10_00,c000401,6,camiseta
8F0FF408,u040803_10_00,c000201,2,camiseta
8F1C1AFC,u115207_10_00,c000401,6,camiseta
8F28E382,u115101_10_00,c000101,1,camiseta
8F4784AE,u117407_10_00,c000401,6,camiseta
8F4C3FC2,u117202_10_00,c000101,1,camiseta
8F5639F9,u071102_10_00,c000101,1,camiseta
8F572320,u020207_10_00,c000401,6,camiseta
8F680EBD,u040104_10_00,c000201,3,camiseta
8F718AD1,u051101_10_00,c000101,0,respaldo_equipo
8F7A5D27,u117403_10_00,c000201,2,camiseta
8F7B18DC,u117401_10_00,c000101,0,camiseta
8F87D85A,u051805_10_00,c000301,4,respaldo_equipo
8F9FBB54,u117401_10_00,c000101,0,camiseta
8FA32726,u020602_10_00,c000101,1,camiseta
8FA8FF70,u032103_10_00,c000201,2,camiseta
8FD39369,u112101_10_00,c000101,0,camiseta
8FD4624A,u117402_10_00,c000101,1,camiseta
8FDDD912,u021206_10_00,c000401,5,camiseta
8FE0009B,u010851_10_00,c000101,0,portero
8FE08FD6,u117405_10_00,c000301,4,camiseta
900491E0,u117407_10_00,c000401,6,camiseta
900F49B6,u030705_10_00,c000301,4,camiseta
902DDE30,u040301_10_00,c000101,0,camiseta
90307C7C,u117402_10_00,c000101,1,camiseta
