# Con que fila de stats-tabla.csv se busca cada personaje.
# El rango lo trae el personaje de fabrica y no cambia; la
# rareza de la partida entra como multiplicador (NOTAS O-114).
identidad,posicion,posicion_alt,patron,rango
4DB866DB,4,3,0,0
4DCD40B9,4,3,0,0
4DCDCFF4,4,3,1,0
4DD58E8E,2,3,1,3
4DF01500,3,4,0,1
4E016B3C,1,4,0,0
4E01E471,2,3,1,0
4E0C61CF,1,2,0,0
4E1BA53F,3,1,0,0
4E1CC970,2,3,1,2
4E2373F7,2,3,1,1
4E2EE12F,3,4,0,0
4E3CB2B5,3,4,1,0
4E491B9A,4,3,0,0
4E4994D7,3,4,1,0
4E515AE0,4,3,0,0
4E6372BF,3,2,1,0
4EA6EF09,3,4,1,1
4ED12528,3,4,0,0
4ED954C6,2,3,1,0
4EDF13AC,3,2,1,1
4EE1BA55,3,2,1,1
4EE616D4,2,3,0,2
4EEE10E2,1,4,1,0
4EFBC29E,4,2,0,5
4F0BE212,4,3,0,0
4F134F1F,4,3,0,0
4F13C052,3,2,1,0
4F1B3EF1,2,3,1,0
4F1D799B,2,3,1,1
4F27A283,4,3,1,0
4F2C7AD5,2,3,0,0
4F3C4A41,2,3,1,1
4F61AC70,2,3,1,3
4F64853E,2,3,1,0
4F7459DD,4,2,0,0
4F8B71AD,1,3,0,0
4F8BFEE0,2,3,0,0
4F9330D7,4,1,1,0
4FA11888,3,2,0,0
4FC3010B,3,4,0,0
4FD9CF08,4,3,0,0
4FEC8B18,2,3,1,0
4FF741FA,4,3,0,0
4FFED882,4,3,0,0
5000A3B5,3,4,0,1
500588BB,1,4,0,0
5013F2A1,1,3,0,0
502E2B28,3,2,0,0
502F6ED3,1,4,0,0
503C78B2,3,2,0,0
5043C37D,2,3,1,3
5046AF06,3,4,1,0
504D2C31,1,3,0,2
505B0D4A,4,3,0,0
505B8207,4,3,0,3
50692515,1,3,1,0
507385C8,3,2,1,0
5085C785,3,4,0,0
5085F6AD,3,2,1,5
50B47694,4,3,0,0
50B7335B,4,1,0,0
50C3BCB5,2,3,1,0
50C74A6B,4,3,0,2
50CBCD5B,2,4,1,0
50DCF2BA,1,3,1,0
50F75129,2,4,1,0
50F81E4B,3,4,0,1
50F8C717,2,3,1,3
510159CF,2,3,0,1
5101D682,4,3,0,0
5105205C,3,4,1,1
5109A76C,2,3,1,0
510FE006,3,4,1,1
511E988D,2,3,0,0
51353B1E,3,4,1,0
513A747C,3,4,0,1
513EE348,2,3,0,1
515996B0,4,3,0,3
517335ED,3,2,0,2
51761CA3,3,4,0,0
5181A94A,4,2,0,3
5184C531,2,3,0,0
5189F05E,4,3,1,0
518F4606,2,4,0,2
5199677D,2,3,0,0
5199E830,2,3,1,1
51A77476,3,4,0,0
51AB4F22,2,3,1,0
51ABD709,3,1,1,0
51B1EFFF,4,3,1,0
51C3D35B,4,3,0,1
51C7E28C,1,4,0,0
51D19896,2,3,0,0
51D8CFB9,4,3,0,0
51EC411F,2,3,1,0
51ED04E4,3,4,1,0
520DB32A,3,4,1,0
521D3C5E,4,3,0,0
521DB313,1,4,1,0
52331AD3,1,3,1,2
52554CF8,4,3,1,0
52689571,2,3,1,0
527AAC47,2,3,1,4
528502EC,3,2,0,0
52858DA1,2,3,0,0
528D7302,4,3,1,0
52A71A27,3,4,0,0
52B1EF70,3,2,1,0
52B3BCD3,1,2,0,0
52BA3726,2,3,0,0
52F2C8CD,2,3,0,0
52F36141,4,3,0,0
52F43530,2,3,0,1
52FAB204,2,1,1,2
532A6CF9,3,2,0,0
53302DB7,2,1,1,1
5330A2FA,4,3,0,0
5338D833,4,3,1,2
534768DB,3,4,0,0
534F1935,4,3,1,0
53738547,2,3,1,0
539726CF,1,4,1,0
53AAFF46,2,3,1,0
53ABBABD,4,2,1,0
53BCFF60,4,2,1,0
53C71713,4,3,0,0
53CFD91D,3,1,1,0
53DF5669,4,3,1,0
53DFD924,1,4,0,0
53EDB7D0,3,2,0,5
53F170E4,2,1,0,2
53F841E3,3,2,0,0
540A8E2B,2,4,1,4
542B3A86,1,4,0,0
542F703C,2,3,0,0
54325D3D,3,2,0,1
54390A26,4,3,0,2
54417B40,4,3,0,0
544345B9,3,2,1,0
5443DD92,2,3,1,0
5446B1E9,2,3,1,0
544EC007,2,3,1,0
544FE6C6,2,3,0,0
546C5781,2,3,1,0
54790B6E,1,3,0,0
547A2D9B,1,3,0,0
54920923,4,3,1,2
549E8E13,3,4,1,0
54A3579A,3,4,0,0
54CEBFCF,2,3,1,3
54D671F8,2,3,0,0
54D6FEB5,4,3,0,0
55141BCF,2,3,1,0
55149482,4,3,0,0
551D4B24,2,3,0,0
551FA935,4,2,0,4
555CE424,3,4,1,0
555FA1EB,2,3,0,0
55613DAD,1,3,0,0
557C10AC,3,4,1,0
5581B7A5,3,4,0,1
5584BDF6,1,2,1,0
5584DBDE,2,3,0,0
558C257D,2,3,1,1
558CAA30,4,3,0,0
55A3AF6E,3,2,0,3
55AE3DB6,3,4,1,0
55B39FFA,2,3,1,0
55BA140F,2,3,0,0
55BB6159,2,4,1,0
55D4EA02,3,1,1,0
55E64D10,4,3,0,2
55ED1A0B,4,3,1,0
55F0370A,2,4,1,1
55FBEF5C,4,3,0,2
56000FB0,1,4,0,0
560648DA,2,3,1,1
56087E5E,3,4,0,0
5608F113,2,4,1,0
5610D353,3,4,0,0
56277B00,4,3,1,1
56374B94,2,3,0,0
563C93C2,1,3,1,0
566F689C,1,4,0,0
567A9D31,3,2,1,2
567FB47F,3,2,1,0
56880196,1,3,1,0
569040EC,2,3,1,0
5690CFA1,2,3,1,0
56BA29C9,4,3,1,0
56C2FE49,1,3,0,0
56C59206,1,3,1,0
56D3174D,2,3,0,0
56D8304A,2,3,1,0
56E5E9C3,1,3,1,0
56F6E3C6,1,3,1,0
5700947E,3,4,0,0
5700BD47,4,2,0,2
5707F831,2,3,0,0
571A5A7D,4,3,0,0
571AD530,3,4,0,0
572783F4,1,3,0,0
5735BAC2,1,2,1,4
5735D06E,3,2,0,0
573842B6,3,4,0,1
574A6BA1,4,3,0,0
57522ADB,4,2,0,0
5752A596,3,4,1,0
577843FE,4,2,0,0
578C5E71,3,2,0,5
57BDDE48,4,3,0,2
57C26587,4,3,0,0
57CA1469,3,2,0,0
57FA8B14,4,3,0,1
57FD2795,3,4,0,2
57FEF9F5,4,3,1,0
580461E9,3,2,0,0
581BAC15,4,3,0,0
5839372D,3,4,0,0
5839B860,1,3,0,0
584DB8C3,2,3,0,0
5871C8C6,4,3,0,0
587A9FDD,4,2,1,0
58839E19,2,4,0,0
5884F256,4,3,0,0
589269DF,2,4,0,1
589E3C55,2,3,1,0
58A3E5DC,4,3,0,0
58A97871,2,4,0,0
58ACC026,4,2,1,1
58B1B646,3,2,0,0
58D6C3BE,1,4,1,0
58D84ADA,2,4,1,0
58DD1BE8,3,4,1,0
58E6B88E,1,4,0,4
58E9F674,2,3,1,0
58EB957A,3,2,1,0
59098488,4,3,0,0
5914A989,2,3,1,1
591A20ED,2,4,0,0
591F71DF,1,3,1,1
5929FF4D,2,3,0,0
592B130E,3,2,1,0
592B9C43,4,3,0,0
593923AE,3,2,0,0
5941F42E,2,4,0,0
59469861,2,4,0,0
595003E8,2,3,0,1
5950D152,4,3,1,0
595C5662,1,3,1,0
595DFFEE,1,4,0,0
59618FEB,4,3,1,0
596B1246,1,4,1,0
5973DC71,3,2,0,0
59B3A2F1,1,3,1,0
59B8F5EA,4,3,1,0
59C333F3,2,3,0,2
59C60BDE,2,3,1,0
59FBD257,4,2,1,0
5A098D99,2,3,1,2
5A09EAD9,4,1,0,0
5A15F35B,3,2,1,2
5A2A5B9E,4,3,0,0
5A37769F,1,2,1,0
5A3C2184,4,3,1,0
5A42DFB0,4,3,0,0
5A55E051,2,3,1,0
5A5D91BF,4,2,0,0
5A697C23,1,3,1,0
5A7F0639,4,3,0,0
5A907DE7,2,3,0,0
5A9BA5B1,1,3,0,0
5AA67C38,4,3,0,1
5AAD2B23,2,3,0,0
5AAF482D,2,3,1,0
5AAFC760,3,4,0,0
5AB00622,2,3,1,0
5AD8820C,2,3,1,0
5AE55B85,1,4,1,0
5AEC5F3D,4,2,1,0
5AEFC628,3,4,0,0
5AF7081F,2,3,1,0
5B109CF3,3,2,0,0
5B19ADF4,3,2,0,0
5B1AE83B,1,4,0,0
5B2731B2,3,2,1,0
5B2DAC1F,2,3,0,0
5B2E350A,4,3,1,0
5B356228,3,2,0,0
5B5217D0,1,3,1,0
5B59CF86,3,2,1,0
5B64160F,3,2,0,1
5B6D221A,1,3,1,0
5B6F4114,2,3,0,0
5B726C15,4,1,0,0
5B80B587,1,3,0,0
5B978A66,3,4,1,0
5B9FFB88,2,3,1,0
5BAB1614,2,3,1,0
5BBD6C0E,4,3,0,0
5BBDE343,3,2,0,0
5BC7BBBA,3,4,0,0
5BC83F53,4,3,0,2
5BE831A9,2,3,0,0
5BF51CA8,4,3,1,0
5BFE4BB3,4,3,1,0
5C012B43,3,2,0,2
5C1340E7,4,3,1,0
5C2404C3,3,2,1,0
5C37780E,4,3,0,4
5C3CCAF4,4,3,0,0
5C50675A,2,4,1,0
5C5BBF0C,1,3,0,1
5C648AC6,4,3,0,0
5C66E9C8,4,1,0,0
5C865BFE,4,3,0,3
5C891D5B,2,3,0,0
5C99922F,3,1,1,0
5CA73BD6,3,2,0,1
5CA9669E,2,3,0,0
5CAE0AD1,4,3,0,0
5CB44B9F,3,4,1,0
5CB4C4D2,4,3,0,0
5CB9CE21,3,4,0,0
5CCBF050,2,3,1,3
5CD3B12A,2,3,0,2
5CF7E36F,4,3,1,0
5CFCB474,4,3,1,0
5D1C5B87,3,2,0,2
5D237C0F,2,3,1,1
5D358958,1,3,0,0
5D3E510E,4,3,1,0
5D4B776C,1,3,1,0
5D644B38,4,2,0,1
5D6551E1,3,4,1,0
5D6C60E6,2,4,0,0
5D76AEE5,2,3,0,0
5D7BA416,1,2,1,0
5D909ED5,4,3,0,3
5D920D6D,2,3,0,0
5D95FC4E,4,2,1,1
5D99D53B,2,4,0,0
5DA483FF,4,3,1,0
5DA66FBC,3,2,1,0
5DA6E0F1,2,3,1,0
5DBE4DFC,3,2,0,0
5DD12AD0,1,4,0,0
5DE66EF4,3,4,1,0
5DFEA0C3,1,3,1,0
5E00A319,2,4,1,0
5E112820,4,2,1,1
5E1323C8,1,2,0,2
5E16D903,3,4,0,0
5E1D0155,2,3,1,0
5E205791,2,3,1,0
5E22349F,3,4,1,0
5E22BBD2,3,2,1,0
5E23751E,4,3,1,1
5E2F290A,3,4,0,0
5E4384A4,4,3,1,1
5E48D3BF,4,3,0,0
5E55FEBE,4,3,1,0
5E62BA9A,3,4,0,0
5E7A74AD,2,3,1,0
5E8E848B,3,4,0,0
5E959869,2,3,0,3
5EAEF7EA,2,3,0,2
5EB15D36,2,3,0,0
5EBA8560,4,3,1,0
5ECFA302,1,3,0,0
5ED29F3F,2,3,1,4
5ED90D34,3,4,1,1
5EDDF098,2,3,1,0
5EDFBB6C,1,3,1,0
5EF13F44,4,3,0,0
5EF27A8B,3,4,1,0
5F0DC935,2,3,0,0
5F1B6703,4,2,0,1
5F1DD15B,2,3,0,0
5F1F9AAF,3,4,0,0
5F25CEFA,3,1,0,0
5F3010BC,1,4,0,0
5F309FF1,3,4,0,0
5F3D1A4F,4,2,1,0
5F4CEEBC,4,1,0,0
5F57F25E,4,3,1,0
5F733701,4,3,1,0
5F78601A,4,3,0,0
5F8AB988,4,3,0,0
5F979489,2,4,1,0
5FA0D0AD,1,4,1,0
5FB81E9A,4,3,0,0
5FC2C92E,4,3,1,0
5FD4B334,3,2,1,0
5FDF6B62,1,2,1,0
5FE05EA8,4,3,0,0
5FE17869,3,4,0,0
5FE23DA6,3,2,1,0
60046288,4,3,0,0
60057851,3,2,0,0
60146B16,3,4,0,0
602B5EDC,2,3,0,0
602BD191,3,4,1,0
60331FA6,2,3,1,2
603BE105,3,2,0,3
605EF7F3,2,3,1,0
60632E7A,4,3,0,0
6066A8B5,2,3,1,1
60878DF2,4,3,1,0
608C55A4,1,4,1,0
609178A5,3,4,0,0
60BB1180,1,3,0,0
60C9A0BC,4,2,1,0
60D26EE1,3,2,0,1
60DA2EF6,3,2,1,0
60DE644C,4,3,0,0
60E6B284,3,4,1,0
60F973C6,2,3,1,1
6106C078,3,4,0,0
610EBAB1,3,4,1,2
611004D6,3,2,0,1
611844C1,3,2,1,0
6124D8B3,4,3,0,0
6145E7C5,4,3,1,0
614E3F93,4,3,1,0
61797BB7,4,3,1,0
619C9DC4,3,4,0,0
619DD83F,4,3,1,0
61A1444D,1,4,0,0
61A1CB00,4,3,0,0
61C16889,3,2,1,4
61C608BF,4,1,0,0
61C71266,2,4,0,1
61CE2361,4,3,0,0
61D60121,2,3,1,0
61E934EB,1,3,1,0
61E9BBA6,2,3,1,0
61F9BB9F,2,3,1,0
620A1A30,3,4,0,0
621849AA,4,3,0,0
62190C51,3,4,0,0
62259023,2,4,1,0
6233EA39,3,4,1,0
6237DBEE,2,3,1,1
6245E74A,3,2,0,0
6252D54F,4,3,0,0
625F4797,2,3,1,0
626D6FC8,2,3,1,0
626DE085,1,3,1,2
6270CD84,3,4,1,0
627B4EB3,4,2,0,0
627DF8EB,4,1,0,0
628151D9,3,4,0,0
62821416,3,2,1,0
62829B5B,3,2,1,2
62989B67,3,4,0,2
62A1D64C,2,3,0,0
62A929F4,3,2,1,4
62BFCD9F,4,3,1,2
62C133AB,1,3,0,0
62CAEBFD,4,3,1,1
62EA9038,2,3,1,0
62F128E9,3,2,1,3
62FDAFD9,3,4,1,0
6303599C,3,2,1,0
630881CA,1,3,1,0
6328FA0F,3,2,0,0
633342DE,3,4,1,3
633FC5EE,4,3,1,0
634CF911,3,2,1,2
636FF432,3,2,0,3
6390BF78,1,4,0,0
639116F4,3,2,0,0
639DB58B,3,4,0,1
63AF05FF,2,3,1,0
63AF8AB2,2,3,1,1
63B2A7B3,1,4,0,0
63B7CBC8,3,2,0,2
63B92484,3,1,0,0
63BF356B,2,3,1,1
63BF92DC,3,4,1,0
63C87007,2,3,1,0
63DA239D,2,3,1,0
63DB6666,4,3,1,0
63E27CDB,3,2,0,0
63E7FA14,1,4,0,0
63EEAD3B,4,3,0,0
63F1800E,4,3,1,0
63F5B1D9,3,2,0,3
64012916,1,3,1,0
640AF140,3,2,0,0
6426B1D1,2,3,0,0
64302A58,1,3,1,1
64366D32,1,4,0,0
643DD65E,3,2,0,0
64590A1E,4,3,0,0
648C4B4B,3,4,0,0
649917A4,3,4,1,0
649998E9,3,4,0,0
64A6226E,2,3,1,0
64A6AD23,3,2,1,0
64BE6314,2,3,1,0
64C1D8DB,2,4,1,0
64D38B41,2,3,1,0
64D90B98,1,2,0,4
64EBD407,3,2,1,0
64EE52C8,2,3,1,0
64EEDD85,3,4,0,1
64F3F084,4,2,1,0
64F49CCB,4,3,0,0
6503B2EC,3,4,0,0
6511E176,2,3,1,0
65147D39,2,3,0,0
652C38FF,1,3,0,0
652CB7B2,3,4,0,0
652D9173,3,2,0,0
65319AB3,4,2,1,0
654E217C,3,2,1,0
655B7D93,2,3,1,0
65644859,1,3,1,0
6564C714,4,3,0,0
658BBCCA,3,2,1,1
65A08128,3,2,0,4
65BED61A,3,2,0,1
65C34321,4,3,1,0
65C89B77,2,4,1,0
65CC1255,2,3,0,0
65CCE996,3,2,0,1
65F2406F,4,3,1,1
65F40705,2,3,1,0
66043FBF,3,4,1,1
660F68A4,3,4,0,2
661245A5,2,3,1,0
661912BE,2,4,1,0
66265172,2,4,1,5
6647974F,4,3,1,0
664C4F19,4,3,1,0
664E1CBA,2,1,0,0
665A3503,4,3,0,0
6670B543,3,4,1,0
6670D36B,4,3,0,0
6675273B,3,4,1,0
6675BF10,3,4,0,0
66798444,4,2,0,0
66953518,4,2,0,0
66A46BA1,2,4,0,1
66A8EC91,4,3,1,0
66AD6A5E,3,4,0,0
66DFA9FD,1,4,0,0
66E0137A,3,2,1,0
66E09C37,1,3,1,1
671D4C87,3,2,0,1
671DC3CA,3,2,0,0
6722794D,2,3,1,0
6722F600,2,3,1,0
674A722E,3,2,1,0
67575F2F,4,3,0,0
6769C369,1,4,0,0
676A86A6,1,3,1,0
676F0069,3,1,0,0
6785FD78,1,2,1,0
678C768D,4,2,0,0
678E252E,2,3,0,0
67985F34,2,4,1,0
67B2B95C,1,3,1,0
67B7D527,4,3,0,0
67C65588,3,1,1,1
67CD8DDE,3,2,1,3
67DB7889,1,3,1,2
67E28880,3,4,1,0
6801141D,2,3,1,0
6802BDA5,4,3,1,0
680A4306,2,4,1,0
6811ABC4,3,4,0,0
681C391C,3,2,0,0
681D3AC6,2,4,1,1
683E21D7,1,4,0,0
683EAE9A,3,4,0,0
683F885B,3,2,0,0
684964BB,1,4,0,0
685F1EA1,2,3,1,0
686382D3,3,2,1,0
6874BD32,3,4,1,0
688664A0,2,3,1,0
68901EBA,4,2,0,1
689B49A1,1,4,0,0
68A61F65,2,3,1,0
68ADC733,1,3,0,0
68C16A9D,4,3,0,0
68D33907,3,2,0,0
68D9A4AA,2,3,1,0
68DA3DBF,3,4,1,0
68E49446,3,1,1,0
68EEE08E,1,4,1,0
690300AA,2,3,1,0
69115330,1,3,1,0
691BCE9D,3,4,1,0
692152F0,4,1,0,0
6926FE71,3,4,1,0
692C8AB9,2,3,1,0
692FCF76,4,1,0,0
69440E97,4,3,1,0
694B1336,1,4,0,0
6952748D,2,3,0,1
69592396,4,3,1,0
69647552,4,3,0,0
696F1C32,2,3,0,0
696FAD04,2,3,0,0
6972164E,2,3,0,0
69782B4A,2,3,1,0
698B0E8C,1,4,1,0
698B81C1,4,3,0,0
699D7496,1,3,1,0
69A1E8E4,4,3,1,0
69B6D705,3,2,0,0
69C0D792,4,2,0,0
69C82931,1,4,1,0
69E1FBEE,4,3,1,1
69F1D938,3,4,0,0
69FC4BE0,1,4,0,0
6A0F55AF,3,4,1,1
6A0FDAE2,4,3,0,0
6A32036B,1,3,1,0
6A4403FC,1,4,0,0
6A4CFD5F,1,4,1,0
6A57159D,3,2,0,0
6A60BDCE,4,1,0,0
6A6392AD,3,4,1,4
6A789F8E,2,3,1,0
6A87D4C4,2,3,1,0
6A8A461C,1,4,1,0
6A95875E,2,3,1,0
6A9AA2A4,3,4,1,1
6A9D0E25,3,4,0,1
6A9F1AF3,3,2,0,0
6AA4D9E7,2,3,0,1
6AA85ED7,3,2,1,0
6AB290D4,2,3,0,0
6AB5FC9B,2,4,0,0
6ACA67D7,1,4,0,5
6ADDF7F8,3,4,1,0
6AE0A13C,4,1,1,0
6AEB796A,4,3,1,0
6AEE2858,3,4,0,0
6B0F412C,2,1,0,0
6B1F9DCF,1,3,0,0
6B22CB0B,4,3,1,0
6B29135D,1,3,1,0
6B2C426F,3,4,0,0
6B3AEF88,2,3,0,0
6B3FE60A,4,3,1,0
6B45B454,1,3,1,0
6B45BEF3,2,3,1,0
6B482C2B,3,4,1,0
6B57ED69,1,2,1,0
6B5D70C4,2,3,1,0
6B66616A,2,3,1,2
6B6A34E0,1,3,0,0
6B70FAE3,4,3,0,0
6B7796AC,4,3,0,0
6B85C073,2,4,1,1
6B8669CB,1,3,1,0
6B8E9768,2,3,1,1
6B957FAA,3,4,0,1
6BBA7AF4,3,2,0,0
6BBAF5B9,1,4,0,0
6BCDB0D5,2,3,1,0
6BD5D493,4,3,0,0
6BF0695C,1,4,0,0
6C163513,2,3,1,0
6C194B88,3,4,0,0
6C20BB81,3,4,1,0
6C25414A,3,2,0,3
6C2B63D7,4,2,1,0
6C36C19B,3,2,0,0
6C4C162F,3,2,1,0
6C54D818,3,4,0,0
6C639C3C,1,4,1,0
6C6FC9B6,3,4,0,1
6C7EB13D,1,3,1,0
6C873FB4,2,3,0,3
6C8C68AF,2,3,1,3
6C8CE7E2,1,3,1,1
6C8FC117,4,3,1,0
6C9CD776,4,2,0,1
6CA3FAEB,2,4,0,1
6CB35D65,4,3,1,0
6CB8E609,1,4,0,0
6CC41809,1,4,0,0
6CC75DC6,2,3,0,0
6CD1C64F,3,1,0,0
6CE9D9EE,2,3,0,0
6CEB921A,3,4,0,0
6CEF6FB6,2,4,1,2
6CF375CC,4,3,0,1
6CF9C180,1,3,0,0
6CFE4066,2,3,1,5
6D06723E,2,3,1,0
6D06FD73,4,3,0,0
6D13AC78,1,3,0,1
6D29F82D,4,3,0,0
6D2D0581,1,3,1,2
6D3BABB7,4,3,0,0
6D455583,1,3,1,3
6D4DAB20,2,3,1,0
6D4E8DD5,2,3,1,3
6D5EBD41,3,4,0,1
6D608A05,4,3,1,0
6D6190DC,2,1,0,2
6D713752,2,3,1,0
6D83618D,3,4,0,0
6D8E7C18,4,3,0,0
6D96B22F,1,4,0,0
6DA1F60B,1,3,0,0
6DB78C11,2,3,1,3
6DBCDB0A,2,3,0,0
6DD45F24,2,3,1,0
6DD71AEB,3,1,0,0
6DD77DAB,3,2,1,2
6DDB21BF,2,3,1,0
6DE2D1B6,1,3,1,0
6DE909E0,4,2,0,0
6DF4ABAC,3,4,0,0
6E0AA876,2,3,1,0
6E126641,3,4,1,0
6E252265,4,2,0,0
6E4A4549,4,3,0,0
6E508B4A,4,3,0,0
6E6605D8,3,4,0,0
6E6DDD8E,4,2,1,0
6E82291D,3,2,0,0
6E82A650,3,4,0,1
6E915954,2,1,0,1
6E986853,4,3,0,0
6E9F041C,1,4,1,0
6EAFF0AD,3,2,1,0
6EB0397C,1,2,1,3
6EBF7FD9,4,3,0,0
6EC011E4,3,4,1,5
6EC181ED,1,3,1,1
6EC97F4E,1,4,0,0
6ECA59BB,2,3,1,2
6EDCD6D0,4,3,0,0
6EE5D3A8,2,3,0,3
6EF5E33C,1,4,0,0
6EF7F50D,3,4,0,2
6F03EBDA,2,3,0,1
6F08338C,1,3,1,0
6F08BCC1,2,3,1,3
6F0B1579,4,3,0,0
6F151E8D,4,3,0,1
6F27B99F,3,4,1,2
6F37890B,1,4,0,0
6F40CC67,3,4,1,0
6F533363,1,3,1,0
6F5A0264,2,3,0,0
6F5D6E2B,4,2,1,0
6F6D9A9A,2,4,1,0
6F7D15EE,3,4,0,0
6F92E17D,1,4,0,0
6F9348F1,3,4,0,0
6FA46FEF,4,3,1,0
6FA6FC57,1,3,1,2
6FAFB7B9,3,2,1,0
6FC8C241,2,3,1,0
6FD00C76,2,4,0,0
6FD39563,3,4,1,0
6FDA91DB,2,3,1,0
6FE74852,4,3,0,0
6FF76C99,3,2,0,3
7000FFDC,4,3,1,0
700366C9,4,1,1,0
700A6271,2,4,1,0
701831EB,4,3,1,0
7034C428,2,3,1,1
7034FE37,1,4,0,0
7037BBF8,4,3,1,0
703A63B1,3,4,0,0
703DCF30,3,4,1,1
704212D7,4,3,1,0
704945CC,4,1,0,1
70502277,4,3,0,0
705F3FD6,4,2,0,0
70749C45,2,3,0,0
707F4413,4,3,1,2
708645D7,2,3,1,0
70903FCD,2,3,1,0
7090B080,4,3,0,0
70ADE644,2,3,1,0
70BAD9A5,3,2,1,0
70C5626A,4,2,0,0
70D1E498,4,3,0,3
70D84F6B,1,3,1,0
70DBE6D3,2,3,1,0
70E77AA1,2,3,1,0
70EAE879,3,1,1,0
70FACAAF,4,1,1,1
7107085D,3,2,1,0
710A9A85,2,3,1,1
71117247,3,4,0,2
71198CE4,2,3,0,0
711A255C,2,3,1,0
7124B91A,2,4,0,0
71251096,2,3,1,0
71259FDB,3,4,0,0
712E0C7C,1,4,0,4
71442FE0,2,3,1,0
715255FA,2,3,0,0
715CDC60,3,4,0,0
716F8C73,2,4,1,0
7178B392,2,3,1,0
718078E0,4,3,1,0
7187F906,3,4,1,5
718B2FFB,3,4,0,1
719D55E1,1,3,0,0
71B6F672,2,4,0,0
71BD2E24,1,4,1,0
71C10CFE,3,2,1,0
71C295EB,3,4,1,0
71C80846,2,3,1,0
71DA5BDC,3,4,0,0
71F5D1CF,1,4,0,0
7204AC8E,2,3,1,0
7214706D,4,3,0,0
7224D74B,4,3,0,0
7232221C,2,3,0,0
7237732E,4,1,0,0
7239FA4A,1,4,1,0
72464185,4,3,0,0
724CDC28,2,4,1,1
72531D6A,2,3,1,0
725E8515,1,3,1,0
725E8FB2,1,4,0,0
726BCBA2,3,2,0,0
726CA7ED,4,3,1,0
727105A1,1,4,1,0
727D502B,4,2,1,1
727D8291,1,2,1,2
7295A629,2,4,0,1
729D588A,2,3,0,0
729EF132,2,4,1,1
72A14BB5,3,4,0,0
72A1C4F8,1,4,1,0
72C5C259,2,3,1,1
72C812C1,3,2,0,1
72D68194,1,4,1,0
72EB581D,2,3,1,0
731464EE,3,4,0,1
7314EBA3,2,3,1,0
7329322A,3,4,0,0
733B0A77,1,3,0,0
735C9B05,1,3,1,2
735F32BD,3,4,0,0
7363AECF,4,2,0,0
737B8C8F,4,3,0,0
738193E5,4,3,0,1
73842BB2,4,2,0,0
73863F64,3,4,0,1
738EB61F,2,3,1,0
7391775D,2,3,0,0
739CE585,1,3,1,0
73A9A195,3,2,0,0
73AECDDA,3,2,0,0
73B36F96,1,3,1,0
73BF3A1C,4,3,0,2
73BFE8A6,2,1,1,1
73C6C6B9,2,3,0,0
73F0482B,1,3,0,0
73F51919,4,2,0,0
73FB907D,4,3,1,0
74089D39,3,2,0,1
741D437F,3,2,1,0
741DCC32,4,3,0,0
74209AF6,1,4,1,0
742C57A4,4,3,0,0
74308298,4,3,0,0
7432C96C,3,4,0,0
74458C00,2,3,1,1
745291A9,1,3,1,2
745533D9,1,3,1,0
7455BC94,2,3,1,1
74569A61,2,4,0,0
74614DAB,1,3,1,0
746A0613,4,3,0,0
747AA19D,2,3,1,1
747BBB44,3,4,0,0
748D836E,4,3,1,0
74954D59,4,3,0,0
749850CC,3,2,0,0
74A7EA4B,2,3,1,0
74ACBD50,2,3,1,1
74BAC74A,4,3,0,0
74C010FE,3,4,1,0
74CC2BAA,4,3,0,0
74CC4CEA,2,3,1,3
74CF6E65,1,4,1,0
74EF9AED,2,3,1,0
74F238A1,4,3,1,0
74F9E0F7,3,4,0,0
75027AC9,4,3,0,0
750D0452,4,3,0,0
750E26DD,1,4,0,1
75247A4F,3,4,1,4
752DF0DA,1,2,0,0
75305296,1,2,1,0
7533410C,1,3,1,0
753B8AC0,2,4,0,0
754FE959,3,4,0,0
7557276E,2,3,1,0
756ED767,1,3,1,1
7574F8F7,1,3,0,1
7578AD7D,1,4,0,0
7587E637,4,3,0,1
7594F056,4,3,1,0
759759EE,2,3,1,1
759C0EF5,3,2,0,3
75A3D748,3,4,0,0
75A86C24,1,3,0,0
75AD65C5,1,2,0,2
75B8CBAA,2,4,1,3
75CAF70E,2,4,0,0
75DC6C87,3,2,0,0
75DF2948,4,3,1,0
75E2F0C1,2,3,1,0
75EDB664,3,2,0,3
75F0A35B,3,2,0,0
75F2E8AF,3,2,1,0
75F45EF7,2,4,0,0
75FFCCFC,4,3,0,4
76033259,3,4,0,0
76102438,3,2,1,0
76138D80,2,3,1,0
7618DA9B,2,3,1,1
762CB84A,3,4,1,0
763C88DE,3,2,0,2
76413325,4,3,0,0
76465F6A,4,2,1,0
76480222,4,1,0,0
765BFD26,1,3,0,0
766624AF,3,4,0,0
7669620A,2,3,1,3
7676ABDB,2,1,1,0
768879B0,2,3,0,0
7689D03C,4,3,0,0
76931E3F,4,3,0,0
76B486F8,1,3,1,0
76BF5EAE,4,3,0,0
76C1A09A,3,4,0,0
76C8A422,1,4,1,0
76CB3D37,4,3,0,0
76D3F300,1,3,1,0
76FC7913,4,3,0,0
77095700,2,4,1,0
77119937,1,4,0,0
771A2BCD,2,3,1,4
772C7880,4,3,0,2
773E1324,1,4,1,0
774BBA0B,1,2,1,0
7776ECCF,4,3,1,0
777D3499,2,4,1,0
7784355D,2,3,0,0
