# Que pasivas puede sacar un jugador, por ranura.
# Observado en la partida de Aaron (574 jugadores), no leido de una
# tabla del juego. Las ranuras 1-2 estan contrastadas con inazumo.es
# y coinciden exactamente; las demas son lo visto hasta ahora.
# Lo genera herramientas/construir_pasivas_jugador.py.
grupo,id,nombre,familia,alcance,veces_visto
equipo El Dorado 03 / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,1
equipo El Dorado 03 / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Emperadores Oscuros / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,5
equipo Emperadores Oscuros / DEF (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Emperadores Oscuros / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Equipo Ogro / DEF (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
equipo Equipo Ogro / DEF (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Equipo Ogro / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Equipo Ogro / POR (ranuras 1-2),8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",Muro,propio,1
equipo Equipo Zero / DEF (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo Equipo Zero / DEF (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Equipo Zero / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Equipo Zero / DEL (ranuras 1-2),127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Tiro,equipo,1
equipo Farm / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Farm / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Farm / POR (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,1
equipo Farm / POR (ranuras 1-2),21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Disputa,equipo,1
equipo Fauxshore / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,9
equipo Fauxshore / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,2
equipo Fauxshore / POR (ranuras 1-2),38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],Muro,equipo,1
equipo Fertilia / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,3
equipo Fertilia / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,2
equipo Fertilia / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Flota Ixar / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Flota Ixar / DEL (ranuras 1-2),127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Tiro,equipo,1
equipo Gaviotas FC / DEL (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Gaviotas FC / DEL (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Gaviotas FC / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
equipo Gaviotas FC / MED (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Gigantes Invencibles / DEF (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Gigantes Invencibles / DEF (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
equipo Gigantes Invencibles / DEF (ranuras 1-2),8DC80F88,"Cuando un jugador de otro elemento está cerca, \\nDF propia del muro [CPASSIVE01]+<VALUE> %[C]",Muro,propio,1
equipo Gigantes Invencibles / DEF (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Gigantes Invencibles / DEL (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,1
equipo Gigantes Invencibles / DEL (ranuras 1-2),FD5F303E,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Tiro,equipo,1
equipo Gigantes Invencibles / DEL (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Gigantes Invencibles / DEL (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Gigantes Invencibles / MED (ranuras 1-2),91293B26,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Disputa,equipo,2
equipo Gigantes Invencibles / MED (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Gigantes Invencibles / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
equipo Gigantes Invencibles / MED (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Gigantes Invencibles / MED (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Gigantes Invencibles / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,1
equipo Gigantes Invencibles / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Gir / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,3
equipo Gir / MED (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,2
equipo Gir / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Gir / MED (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Gir / MED (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Grifos de Rosa / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Grifos de Rosa / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Guardianas / DEF (ranuras 1-2),AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Tiro,equipo,10
equipo Guardianas / POR (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Guardianas / POR (ranuras 1-2),1AE1328C,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Tiro,equipo,1
equipo Guardianes de la Reina / POR (ranuras 1-2),38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],Muro,equipo,1
equipo Guardianes de la Reina / POR (ranuras 1-2),F95C7778,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de disputa [CPASSIVE01]+<VALUE> %[C]",Disputa,propio,1
equipo Génesis / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Inazuma Japón / MED (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo Inazuma Japón / MED (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
equipo Inazuma Japón Legendario / DEF (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,1
equipo Inazuma Japón Legendario / DEF (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo Inazuma Japón Legendario / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Inazuma Japón Legendario / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Inazuma Japón Legendario / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Instituto Ribera / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,2
equipo Instituto Ribera / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Instituto Ribera / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,1
equipo Kirkwood / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Kirkwood / DEF (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Kirkwood / MED (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
equipo Kirkwood / MED (ranuras 1-2),0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,equipo,1
equipo Los Emperadores / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,5
equipo Los Emperadores / DEF (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
equipo Los Emperadores / DEF (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,2
equipo Los Emperadores / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Los Rojos / DEF (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
equipo Los Rojos / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Los Rojos / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Los Rojos / DEL (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,2
equipo Los Rojos / DEL (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,2
equipo Los Rojos / DEL (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,1
equipo Los Rojos / DEL (ranuras 1-2),0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,equipo,1
equipo Los Rojos / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Los Rojos / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Los Rojos / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Los Rojos / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
equipo Los Rojos / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
equipo Los Rojos / POR (ranuras 1-2),38C0FBBB,PP del equipo [CPASSIVE01]+<VALUE> %[C],Muro,equipo,1
equipo Luz Eterna / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,3
equipo Luz Eterna / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,2
equipo Luz Eterna / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Luz Eterna / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Luz Eterna / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Luz Eterna / DEL (ranuras 1-2),127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Tiro,equipo,1
equipo Monte Olimpo / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Monte Olimpo / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo No afiliados / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,3
equipo No afiliados / DEF (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,3
equipo No afiliados / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo No afiliados / DEF (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo No afiliados / DEF (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,2
equipo No afiliados / DEF (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo No afiliados / DEF (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo No afiliados / DEL (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,4
equipo No afiliados / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,4
equipo No afiliados / DEL (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,3
equipo No afiliados / DEL (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,2
equipo No afiliados / DEL (ranuras 1-2),0F096EFC,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo contrario,Foco,equipo,2
equipo No afiliados / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,2
equipo No afiliados / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo No afiliados / DEL (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
equipo No afiliados / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,2
equipo No afiliados / MED (ranuras 1-2),CCF91491,"Cuando un jugador del mismo elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo No afiliados / MED (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
equipo No afiliados / MED (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,1
equipo No afiliados / POR (ranuras 1-2),21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Disputa,equipo,3
equipo No afiliados / POR (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,3
equipo No afiliados / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
equipo No afiliados / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,1
equipo Northbright / MED (ranuras 1-2),7F868E34,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Muro,equipo,1
equipo Northbright / MED (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,1
equipo Nosfanáticos / MED (ranuras 1-2),AAC852B1,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Tiro,equipo,2
equipo Occult / POR (ranuras 1-2),4467E7A3,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Foco,equipo,4
equipo Occult / POR (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,4
equipo Occult / POR (ranuras 1-2),21005B1B,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Disputa,equipo,3
equipo Occult / POR (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Oscuridad Ancestral / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,2
equipo Oscuridad Ancestral / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Oscuridad Ancestral / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Oscuridad Ancestral / DEL (ranuras 1-2),127784FB,AT de tiro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Tiro,equipo,1
equipo Oscuridad Ancestral / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Oscuridad Ancestral / DEL (ranuras 1-2),54B79B27,Valor propio de disputa [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Disputa,propio,1
equipo Oscuridad Ancestral / MED (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Oscuridad Ancestral / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
equipo Otaku / DEF (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,2
equipo Otaku / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,1
equipo Otaku / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Otaku / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Otaku / MED (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Pequeños Gigantes / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Personajes secundarios / DEF (ranuras 1-2),C6BE59A9,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Disputa,equipo,2
equipo Personajes secundarios / DEF (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,2
equipo Personajes secundarios / DEF (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,2
equipo Personajes secundarios / DEF (ranuras 1-2),A1A90166,"Cuando un jugador de otro elemento está cerca, \\nvalor propio de foco [CPASSIVE01]+<VALUE> %[C]",Foco,propio,2
equipo Personajes secundarios / DEF (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Personajes secundarios / DEF (ranuras 1-2),4D765003,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Disputa,equipo,1
equipo Personajes secundarios / DEF (ranuras 1-2),F17AFB5C,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Personajes secundarios / DEF (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Personajes secundarios / DEF (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Personajes secundarios / DEL (ranuras 1-2),0511DD1F,AT propio de tiro [CPASSIVE01]+<VALUE> %[C] en campo contrario,Tiro,propio,2
equipo Personajes secundarios / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,2
equipo Personajes secundarios / DEL (ranuras 1-2),E0981A7F,"Cuando un jugador del mismo elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Personajes secundarios / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,1
equipo Personajes secundarios / MED (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,4
equipo Personajes secundarios / MED (ranuras 1-2),13F0852C,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Foco,equipo,1
equipo Personajes secundarios / MED (ranuras 1-2),76973994,Valor de disputa [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Disputa,equipo,1
equipo Personajes secundarios / POR (ranuras 1-2),C739587E,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Muro,equipo,4
equipo Personajes secundarios / POR (ranuras 1-2),A3D9E511,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintas posiciones,Foco,equipo,2
equipo Personajes secundarios / POR (ranuras 1-2),77103843,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de distintos elementos,Muro,equipo,1
equipo Personajes secundarios / POR (ranuras 1-2),CFAFEE09,DF del muro [CPASSIVE01]+<VALUE> %[C]\\npara jugadores del mismo elemento,Muro,equipo,1
equipo Plathos / DEL (ranuras 1-2),B86D6C61,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] en campo propio,Foco,propio,1
equipo Plathos / DEL (ranuras 1-2),539A23C0,Valor propio de foco [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,propio,1
equipo Polvo de Diamantes / DEL (ranuras 1-2),D210C171,"Cuando un jugador de otro elemento está cerca, \\nAT propio de tiro [CPASSIVE01]+<VALUE> %[C]",Tiro,propio,2
equipo Primer equipo del Raimon / DEF (ranuras 1-2),D2D1040E,Valor de foco del equipo [CPASSIVE01]+<VALUE> %[C] \\ncuando se está fuera del área,Foco,equipo,7
equipo Primer equipo del Raimon / DEF (ranuras 1-2),2811ECBB,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores de la misma posición,Foco,equipo,2
equipo Primer equipo del Raimon / DEF (ranuras 1-2),F44E879E,Valor de foco [CPASSIVE01]+<VALUE> %[C]\\npara jugadores cercanos,Foco,equipo,1
